pɾotˈexan,pɾoteçˈeɾ,ç
sostenɡˈajs,sostenˈeɾ,n
enkˈoxas,enkoçˈeɾ,ç
ɾobustˈese,ɾobustesˈeɾ,s
ɾobusteskˈamos,ɾobustesˈeɾ,s
enkaʃesˈejs,enkaʃesˈeɾ,s
abasteskˈamos,abastesˈeɾ,s
ˈuɾxas,uɾçˈiɾ,ɾç
konbˈensen,konbensˈeɾ,ns
enkˈoxan,enkoçˈeɾ,ç
sostjˈenen,sostenˈeɾ,n
enkˈoçe,enkoçˈeɾ,ç
entenebɾesˈejs,entenebɾesˈeɾ,s
adˈuskan,adusˈiɾ,s
pɾoteçˈemos,pɾoteçˈeɾ,ç
enkˈoxo,enkoçˈeɾ,ç
ɾejmponˈemos,ɾejmponˈeɾ,n
adˈuskas,adusˈiɾ,s
adoɾmeskˈamos,adoɾmesˈeɾ,s
konbensˈamos,konbensˈeɾ,ns
ˈuɾçe,uɾçˈiɾ,ɾç
abastesˈejs,abastesˈeɾ,s
pɾotˈexas,pɾoteçˈeɾ,ç
estˈaɾse,estaɾsˈiɾ,ɾs
konbˈensan,konbensˈeɾ,ns
sobɾekˈoxas,sobɾekoçˈeɾ,ç
enkˈoxa,enkoçˈeɾ,ç
astɾinçˈimos,astɾinçˈiɾ,nç
enkoxˈamos,enkoçˈeɾ,ç
adoɾmˈeskas,adoɾmesˈeɾ,s
astɾˈinçes,astɾinçˈiɾ,nç
ɾedˈisen,ɾedesˈiɾ,s
ɾedˈiɡa,ɾedesˈiɾ,s
koreçˈimos,koreçˈiɾ,ç
enkaʃˈeska,enkaʃesˈeɾ,s
adoɾmesˈemos,adoɾmesˈeɾ,s
adˈuses,adusˈiɾ,s
enkˈoçen,enkoçˈeɾ,ç
manutˈenɡas,manutenˈeɾ,n
tɾaduskˈamos,tɾadusˈiɾ,s
korixˈamos,koreçˈiɾ,ç
ɾejmpˈonɡas,ɾejmponˈeɾ,n
adusˈimos,adusˈiɾ,s
ɾestablˈeses,ɾestablesˈeɾ,s
entenebɾˈeskas,entenebɾesˈeɾ,s
sostjˈenes,sostenˈeɾ,n
konbensˈejs,konbensˈeɾ,ns
adusˈis,adusˈiɾ,s
ɾedesˈis,ɾedesˈiɾ,s
ɾejmpˈones,ɾejmponˈeɾ,n
ɾedesˈimos,ɾedesˈiɾ,s
ɾestablesˈemos,ɾestablesˈeɾ,s
tɾadˈuses,tɾadusˈiɾ,s
enkaʃesˈemos,enkaʃesˈeɾ,s
ˈuɾxo,uɾçˈiɾ,ɾç
entenebɾˈeskan,entenebɾesˈeɾ,s
sobɾekˈoçe,sobɾekoçˈeɾ,ç
uɾxˈajs,uɾçˈiɾ,ɾç
estaɾsˈamos,estaɾsˈiɾ,ɾs
ɾejmponɡˈajs,ɾejmponˈeɾ,n
bendˈises,bendesˈiɾ,s
enkoçˈemos,enkoçˈeɾ,ç
tɾadusˈimos,tɾadusˈiɾ,s
tɾadˈuse,tɾadusˈiɾ,s
ˈuɾxa,uɾçˈiɾ,ɾç
bˈalɡo,balˈeɾ,l
ɾestablˈeskas,ɾestablesˈeɾ,s
ɾobustˈesen,ɾobustesˈeɾ,s
konbˈenses,konbensˈeɾ,ns
astɾˈinxo,astɾinçˈiɾ,nç
inteɾpˈonɡo,inteɾponˈeɾ,n
bendˈisen,bendesˈiɾ,s
aduskˈamos,adusˈiɾ,s
astɾˈinxa,astɾinçˈiɾ,nç
enkaʃˈesen,enkaʃesˈeɾ,s
balˈejs,balˈeɾ,l
bendˈiɡan,bendesˈiɾ,s
manutenɡˈamos,manutenˈeɾ,n
entenebɾˈeses,entenebɾesˈeɾ,s
korˈiçe,koreçˈiɾ,ç
entenebɾˈesko,entenebɾesˈeɾ,s
enkaʃˈeskan,enkaʃesˈeɾ,s
abastˈeskas,abastesˈeɾ,s
sobɾekoçˈejs,sobɾekoçˈeɾ,ç
abastˈese,abastesˈeɾ,s
konbensˈajs,konbensˈeɾ,ns
adˈuska,adusˈiɾ,s
adˈusko,adusˈiɾ,s
balˈemos,balˈeɾ,l
inteɾponɡˈamos,inteɾponˈeɾ,n
estˈaɾsan,estaɾsˈiɾ,ɾs
sostenˈejs,sostenˈeɾ,n
koreçˈis,koreçˈiɾ,ç
sobɾekˈoçes,sobɾekoçˈeɾ,ç
bendˈiɡas,bendesˈiɾ,s
adoɾmˈeskan,adoɾmesˈeɾ,s
astɾinxˈajs,astɾinçˈiɾ,nç
ɾejmpˈonɡo,ɾejmponˈeɾ,n
balɡˈajs,balˈeɾ,l
manutjˈenes,manutenˈeɾ,n
ɾejmpˈonɡan,ɾejmponˈeɾ,n
bˈalɡas,balˈeɾ,l
manutenˈejs,manutenˈeɾ,n
ɾobustesˈemos,ɾobustesˈeɾ,s
ɾobustˈeska,ɾobustesˈeɾ,s
abastˈesen,abastesˈeɾ,s
pɾotˈeçe,pɾoteçˈeɾ,ç
pɾoteçˈejs,pɾoteçˈeɾ,ç
ɾobustˈeses,ɾobustesˈeɾ,s
entenebɾesˈemos,entenebɾesˈeɾ,s
ɾestablesˈejs,ɾestablesˈeɾ,s
bendˈise,bendesˈiɾ,s
bˈalɡa,balˈeɾ,l
uɾçˈis,uɾçˈiɾ,ɾç
sobɾekoxˈamos,sobɾekoçˈeɾ,ç
inteɾponˈejs,inteɾponˈeɾ,n
adˈuse,adusˈiɾ,s
inteɾpˈonen,inteɾponˈeɾ,n
astɾinxˈamos,astɾinçˈiɾ,nç
abastesˈemos,abastesˈeɾ,s
bendesˈis,bendesˈiɾ,s
adoɾmˈese,adoɾmesˈeɾ,s
astɾˈinçen,astɾinçˈiɾ,nç
sostjˈene,sostenˈeɾ,n
enkaʃˈeskas,enkaʃesˈeɾ,s
enkoxˈajs,enkoçˈeɾ,ç
ɾestablˈeska,ɾestablesˈeɾ,s
enkaʃeskˈamos,enkaʃesˈeɾ,s
ɾobustesˈejs,ɾobustesˈeɾ,s
entenebɾˈese,entenebɾesˈeɾ,s
inteɾpˈonɡas,inteɾponˈeɾ,n
inteɾpˈone,inteɾponˈeɾ,n
adoɾmˈesen,adoɾmesˈeɾ,s
sostˈenɡan,sostenˈeɾ,n
ˈuɾçes,uɾçˈiɾ,ɾç
adˈusen,adusˈiɾ,s
ɾobustˈeskas,ɾobustesˈeɾ,s
sobɾekˈoxan,sobɾekoçˈeɾ,ç
enkaʃˈese,enkaʃesˈeɾ,s
pɾotexˈajs,pɾoteçˈeɾ,ç
entenebɾˈesen,entenebɾesˈeɾ,s
enkoçˈejs,enkoçˈeɾ,ç
tɾadusˈis,tɾadusˈiɾ,s
manutˈenɡo,manutenˈeɾ,n
manutˈenɡa,manutenˈeɾ,n
ɾobusteskˈajs,ɾobustesˈeɾ,s
konbˈense,konbensˈeɾ,ns
tɾadˈuskan,tɾadusˈiɾ,s
konbˈensas,konbensˈeɾ,ns
ˈuɾxan,uɾçˈiɾ,ɾç
ɾejmponɡˈamos,ɾejmponˈeɾ,n
korˈixa,koreçˈiɾ,ç
tɾadˈusko,tɾadusˈiɾ,s
ˈuɾçen,uɾçˈiɾ,ɾç
pɾotˈexa,pɾoteçˈeɾ,ç
sostˈenɡa,sostenˈeɾ,n
korˈixan,koreçˈiɾ,ç
ɾejmpˈonen,ɾejmponˈeɾ,n
sostˈenɡo,sostenˈeɾ,n
konbˈenso,konbensˈeɾ,ns
tɾaduskˈajs,tɾadusˈiɾ,s
estˈaɾsen,estaɾsˈiɾ,ɾs
sostˈenɡas,sostenˈeɾ,n
abasteskˈajs,abastesˈeɾ,s
abastˈeses,abastesˈeɾ,s
adoɾmeskˈajs,adoɾmesˈeɾ,s
tɾadˈuskas,tɾadusˈiɾ,s
bˈale,balˈeɾ,l
estˈaɾso,estaɾsˈiɾ,ɾs
astɾˈinxas,astɾinçˈiɾ,nç
enkaʃˈeses,enkaʃesˈeɾ,s
ɾedˈiɡo,ɾedesˈiɾ,s
sobɾekˈoxa,sobɾekoçˈeɾ,ç
pɾotˈeçen,pɾoteçˈeɾ,ç
ɾejmpˈone,ɾejmponˈeɾ,n
konbˈensa,konbensˈeɾ,ns
ɾestableskˈajs,ɾestablesˈeɾ,s
bendiɡˈamos,bendesˈiɾ,s
adoɾmesˈejs,adoɾmesˈeɾ,s
pɾotˈeçes,pɾoteçˈeɾ,ç
korˈiçes,koreçˈiɾ,ç
korˈixas,koreçˈiɾ,ç
ɾedˈiɡas,ɾedesˈiɾ,s
sobɾekˈoçen,sobɾekoçˈeɾ,ç
korˈiçen,koreçˈiɾ,ç
bendˈiɡo,bendesˈiɾ,s
sostenˈemos,sostenˈeɾ,n
sobɾekoxˈajs,sobɾekoçˈeɾ,ç
ɾedˈiɡan,ɾedesˈiɾ,s
tɾadˈusen,tɾadusˈiɾ,s
ɾestablˈeskan,ɾestablesˈeɾ,s
abastˈesko,abastesˈeɾ,s
sobɾekoçˈemos,sobɾekoçˈeɾ,ç
ɾestablˈese,ɾestablesˈeɾ,s
bendiɡˈajs,bendesˈiɾ,s
uɾxˈamos,uɾçˈiɾ,ɾç
enkaʃˈesko,enkaʃesˈeɾ,s
estˈaɾses,estaɾsˈiɾ,ɾs
ɾestablˈesen,ɾestablesˈeɾ,s
bˈales,balˈeɾ,l
sostenɡˈamos,sostenˈeɾ,n
estaɾsˈis,estaɾsˈiɾ,ɾs
bˈalɡan,balˈeɾ,l
ɾejmpˈonɡa,ɾejmponˈeɾ,n
tɾadˈuska,tɾadusˈiɾ,s
korˈixo,koreçˈiɾ,ç
