idx,src1,src2,src1_sf,src2_sf
0,enkaʃesˈejs,enkaʃˈeskan,s,sk
1,bendˈise,bendˈiɡa,s,ɡ
2,manutˈenɡa,manutjˈenes,nɡ,n
3,ɾestableskˈajs,ɾestablˈeska,sk,sk
4,tɾadusˈimos,tɾadˈuska,s,sk
5,konbˈense,konbˈensas,ns,ns
6,bendˈiɡan,bendˈiɡo,ɡ,ɡ
7,ɾestablˈese,ɾestableskˈamos,s,sk
8,estˈaɾses,estˈaɾsa,ɾs,ɾs
9,enkˈoçes,enkoxˈamos,ç,x
10,bendˈisen,bendiɡˈajs,s,ɡ
11,ˈuɾçen,uɾçˈimos,ɾç,ɾç
12,bendˈisen,bendˈiɡan,s,ɡ
13,ɾedˈises,ɾedˈiɡo,s,ɡ
14,sobɾekˈoçes,sobɾekˈoxan,ç,x
15,bˈales,bˈalɡa,l,lɡ
16,ɾobusteskˈajs,ɾobustˈeskas,sk,sk
17,inteɾponɡˈajs,inteɾpˈonɡa,nɡ,nɡ
18,adˈusen,aduskˈajs,s,sk
19,enkoxˈamos,enkˈoxas,x,x
20,adoɾmesˈemos,adoɾmeskˈamos,s,sk
21,estˈaɾse,estˈaɾsa,ɾs,ɾs
22,adoɾmesˈemos,adoɾmˈesen,s,s
23,sobɾekoxˈajs,sobɾekˈoxas,x,x
24,adoɾmˈeses,adoɾmˈesko,s,sk
25,ɾejmpˈonen,ɾejmponɡˈajs,n,nɡ
26,astɾˈinçe,astɾinxˈamos,nç,nx
27,ɾestablesˈemos,ɾestableskˈamos,s,sk
28,adoɾmeskˈamos,adoɾmˈeska,sk,sk
29,inteɾpˈones,inteɾpˈonɡas,n,nɡ
30,abastˈesen,abasteskˈamos,s,sk
31,inteɾpˈones,inteɾpˈonɡa,n,nɡ
32,konbensˈejs,konbˈensan,ns,ns
33,konbˈensas,konbˈensa,ns,ns
34,tɾadˈuskan,tɾadˈusko,sk,sk
35,manutˈenɡan,manutˈenɡo,nɡ,nɡ
36,ɾedesˈimos,ɾedˈiɡo,s,ɡ
37,manutenɡˈajs,manutˈenɡo,nɡ,nɡ
38,manutenˈejs,manutˈenɡa,n,nɡ
39,pɾotˈeçen,pɾotˈexa,ç,x
40,adoɾmesˈejs,adoɾmeskˈamos,s,sk
41,adˈuses,adˈuska,s,sk
42,ɾejmpˈone,ɾejmpˈonɡan,n,nɡ
43,adoɾmesˈemos,adoɾmˈeska,s,sk
44,enkaʃesˈejs,enkaʃˈeska,s,sk
45,korixˈamos,korˈixas,x,x
46,bendesˈimos,bendˈiɡa,s,ɡ
47,sostenɡˈamos,sostjˈene,nɡ,n
48,korixˈamos,korˈixa,x,x
49,ɾestablˈeses,ɾestablˈeska,s,sk
50,estˈaɾse,estˈaɾso,ɾs,ɾs
51,manutˈenɡas,manutjˈene,nɡ,n
52,korˈiçes,korˈixa,ç,x
53,ɾedesˈis,ɾediɡˈajs,s,ɡ
54,entenebɾˈesen,entenebɾˈeska,s,sk
55,ɾejmpˈonɡan,ɾejmpˈonɡa,nɡ,nɡ
56,astɾˈinxan,astɾˈinxas,nx,nx
57,korixˈamos,korˈixa,x,x
58,enkaʃesˈejs,enkaʃesˈemos,s,s
59,enkoxˈajs,enkˈoxan,x,x
60,estaɾsˈimos,estˈaɾso,ɾs,ɾs
61,abastesˈemos,abastˈesko,s,sk
62,inteɾponɡˈamos,inteɾpˈonɡan,nɡ,nɡ
63,ɾobustˈesen,ɾobusteskˈajs,s,sk
64,bendˈise,bendˈiɡo,s,ɡ
65,estaɾsˈajs,estˈaɾsas,ɾs,ɾs
66,tɾadˈuskan,tɾadˈuskas,sk,sk
67,ɾestableskˈamos,ɾestablˈeska,sk,sk
68,ɾobustesˈejs,ɾobustˈeska,s,sk
69,sostenɡˈajs,sostjˈenen,nɡ,n
70,enkˈoxan,enkˈoxa,x,x
71,sostˈenɡa,sostˈenɡo,nɡ,nɡ
72,entenebɾesˈemos,entenebɾˈeska,s,sk
73,enkˈoçe,enkˈoxas,ç,x
74,korˈiçes,korˈixan,ç,x
75,adoɾmˈese,adoɾmˈeskan,s,sk
76,ˈuɾçen,uɾçˈis,ɾç,ɾç
77,ɾejmpˈones,ɾejmponɡˈajs,n,nɡ
78,ɾedˈisen,ɾedˈiɡas,s,ɡ
79,bendesˈis,bendˈiɡa,s,ɡ
