idx,src1,src2,src1_sf,src2_sf
0,mulxˈajs,mˈulxan,lx,lx
1,desabˈenɡo,desabjˈenen,nɡ,n
2,ˈasen,asɡˈajs,s,sɡ
3,inteɾponˈejs,inteɾpˈonɡas,n,nɡ
4,abenɡˈajs,abenɡˈamos,nɡ,nɡ
5,ʃukstapˈonen,ʃukstapˈonɡa,n,nɡ
6,neɡɾˈesen,neɡɾˈesko,s,sk
7,konflˈiçen,konflˈixo,ç,x
8,desɡwaɾnesˈejs,desɡwaɾnˈeses,s,s
9,pɾeestablesˈemos,pɾeestablˈeskas,s,sk
10,anoʧesˈejs,anoʧˈese,s,s
11,ɾekwˈese,ɾekwˈesa,s,s
12,ɾepɾoduskˈajs,ɾepɾodˈuskan,sk,sk
13,xakˈajs,xˈakas,k,k
14,siɾkunbenɡˈajs,siɾkunbˈenɡa,nɡ,nɡ
15,detɾaˈejs,detɾˈae,,
16,xˈaka,xakˈis,k,k
17,abastˈeses,abastˈeskan,s,sk
18,aponˈemos,aponɡˈajs,n,nɡ
19,ɾemesˈejs,ɾemˈesko,s,sk
20,ʃukstaponɡˈajs,ʃukstapˈonɡa,nɡ,nɡ
21,ɾeeleçˈis,ɾeelˈixas,ç,x
22,ɾebeɾdeskˈamos,ɾebeɾdˈeska,sk,sk
23,konbˈeɾçes,konbˈeɾxo,ɾç,ɾx
24,supeɾbˈenɡan,supeɾbˈenɡa,nɡ,nɡ
25,deteɾçˈemos,detˈeɾçes,ɾç,ɾç
26,finçˈimos,finxˈamos,nç,nx
27,seduskˈamos,sedˈusko,sk,sk
28,enkaʃeskˈajs,enkaʃˈesko,sk,sk
29,kosˈejs,kˈoses,s,s
30,sobɾekˈoçes,sobɾekˈoxas,ç,x
31,ɾetɾˈajɡa,ɾetɾˈajɡo,jɡ,jɡ
32,xˈakes,xakˈimos,k,k
33,empekeɲˈeses,empekeɲˈeska,s,sk
34,pɾesupˈone,pɾesupˈonɡo,n,nɡ
35,emˈunçe,emunxˈamos,nç,nx
36,indispˈones,indispˈonɡo,n,nɡ
37,detˈeɾçen,deteɾxˈamos,ɾç,ɾx
38,seduskˈajs,sedˈuska,sk,sk
39,inbˈenɡo,inbjˈenen,nɡ,n
40,dibˈeɾçes,dibˈeɾxa,ɾç,ɾx
41,faboɾesˈemos,faboɾeskˈamos,s,sk
42,deponˈemos,depˈonen,n,n
43,inbˈenɡa,inbjˈenen,nɡ,n
44,konflˈiçen,konflˈiçe,ç,ç
45,aponˈejs,apˈonɡa,n,nɡ
46,detɾˈajɡa,detɾˈajɡo,jɡ,jɡ
47,aflˈiçes,afliçˈis,ç,ç
48,ˈasɡa,asˈimos,sɡ,s
49,estɾemesˈemos,estɾemeskˈamos,s,sk
50,ɾeapaɾˈese,ɾeapaɾeskˈajs,s,sk
51,detˈeɾxas,detˈeɾxa,ɾx,ɾx
52,embeʃˈese,embeʃeskˈajs,s,sk
53,mulçˈejs,mˈulxa,lç,lx
54,apˈones,apˈonɡa,n,nɡ
55,empobɾesˈemos,empobɾˈeses,s,s
56,ennoblˈeskas,ennoblˈeska,sk,sk
57,arˈeskan,arˈesko,sk,sk
58,substɾajɡˈamos,substɾˈajɡan,jɡ,jɡ
59,kɾesˈemos,kɾˈeses,s,s
60,eliçˈis,elˈixa,ç,x
61,bˈales,bˈale,l,l
62,enkanˈese,enkanˈeskan,s,sk
63,supeɾbenɡˈajs,supeɾbjˈene,nɡ,n
64,anteponˈejs,antepˈonɡo,n,nɡ
65,siɾkunbenˈimos,siɾkunbenˈis,n,n
66,pɾebalˈese,pɾebalˈeska,s,sk
67,siɾkunbˈenɡo,siɾkunbjˈenen,nɡ,n
68,ʃukstapˈones,ʃukstapˈonɡa,n,nɡ
69,ɾepɾodˈuses,ɾepɾoduskˈamos,s,sk
70,desɡwaɾnˈesen,desɡwaɾneskˈamos,s,sk
71,deskomponˈejs,deskompˈonɡa,n,nɡ
72,ɾemˈese,ɾemˈeska,s,sk
73,eksˈiçe,eksiçˈis,ç,ç
74,ɾeapaɾˈeskan,ɾeapaɾˈesko,sk,sk
75,diɾiçˈis,diɾˈixo,ç,x
76,ɾekompˈonɡa,ɾekompˈonɡo,nɡ,nɡ
77,detˈeɾçe,detˈeɾxo,ɾç,ɾx
78,balˈejs,bˈalɡas,l,lɡ
79,sobɾekˈoçe,sobɾekˈoxas,ç,x
80,siɾkunbˈenɡa,siɾkunbˈenɡo,nɡ,nɡ
81,kontɾaˈejs,kontɾajɡˈajs,,jɡ
82,kondˈises,kondˈiɡa,s,ɡ
83,desentumˈeses,desentumˈese,s,s
84,subbenˈimos,subbjˈenes,n,n
85,pɾebalesˈemos,pɾebalˈeskas,s,sk
86,ɾekomponɡˈajs,ɾekompˈonɡas,nɡ,nɡ
87,deɾelˈinka,deɾelˈinke,nk,nk
88,enteɾnˈesen,enteɾneskˈamos,s,sk
89,imponˈemos,impˈonɡo,n,nɡ
90,desobedesˈejs,desobedˈesen,s,s
91,deɾelˈinka,deɾelˈinke,nk,nk
92,distɾaˈemos,distɾˈaen,,
93,enteɾnesˈemos,enteɾnˈeska,s,sk
94,desentumˈese,desentumˈeskan,s,sk
95,inteɾpˈonen,inteɾponɡˈamos,n,nɡ
96,umedesˈemos,umedeskˈamos,s,sk
97,detenˈejs,detˈenɡas,n,nɡ
98,abenɡˈajs,abˈenɡa,nɡ,nɡ
99,estɾemesˈemos,estɾemˈeskan,s,sk
100,kontɾabenɡˈajs,kontɾabˈenɡo,nɡ,nɡ
101,substɾˈaen,substɾˈajɡa,,jɡ
102,dekaˈemos,dekˈaen,,
103,depˈonɡas,depˈonɡo,nɡ,nɡ
104,entɾistˈesen,entɾisteskˈajs,s,sk
105,desabenɡˈajs,desabˈenɡa,nɡ,nɡ
106,estɾemˈese,estɾemeskˈajs,s,sk
107,emeɾxˈamos,emˈeɾxo,ɾx,ɾx
108,oskuɾˈese,oskuɾˈesko,s,sk
109,subbˈenɡas,subbˈenɡo,nɡ,nɡ
110,enkaʃesˈejs,enkaʃˈeses,s,s
111,komplasˈemos,komplaskˈamos,s,sk
112,empalideskˈamos,empalidˈeskan,sk,sk
113,deɾelˈinka,deɾelˈinken,nk,nk
114,enkoçˈejs,enkˈoçen,ç,ç
