idx,src1,src2,src1_sf,src2_sf
0,enlentˈeses,enlentˈeska,s,sk
1,enɾaɾˈesen,enɾaɾeskˈajs,s,sk
2,konˈoskas,konˈoska,sk,sk
3,faboɾˈesen,faboɾˈeskas,s,sk
4,supeɾbˈenɡan,supeɾbˈenɡo,nɡ,nɡ
5,konbalˈese,konbaleskˈajs,s,sk
6,enkanesˈemos,enkanˈesen,s,s
7,ɾesplandˈeska,ɾesplandˈeska,sk,sk
8,umedeskˈajs,umedˈeska,sk,sk
9,tɾaspˈones,tɾaspˈonɡo,n,nɡ
10,empobɾˈese,empobɾˈeskan,s,sk
11,astɾinçˈis,astɾˈinxa,nç,nx
12,ataɾdesˈemos,ataɾdˈeskan,s,sk
13,supeɾbenˈimos,supeɾbjˈene,n,n
14,desnˈases,desnˈasko,s,sk
15,pɾedispˈones,pɾedispˈone,n,n
16,diɾiçˈimos,diɾiçˈis,ç,ç
17,detˈenɡo,detjˈenes,nɡ,n
18,ɾesplandˈese,ɾesplandˈeskan,s,sk
19,astɾinçˈis,astɾˈinxan,nç,nx
20,ofɾesˈemos,ofɾˈesko,s,sk
21,apaɾesˈemos,apaɾˈeses,s,s
22,aɡɾadˈeses,aɡɾadeskˈamos,s,sk
23,desabasteskˈamos,desabastˈeska,sk,sk
24,bˈalɡas,bˈalɡa,lɡ,lɡ
25,tɾasponˈejs,tɾasponɡˈajs,n,nɡ
26,pɾodˈuse,pɾodusˈimos,s,s
27,desfaʃesˈemos,desfaʃˈeses,s,s
28,pˈunxan,pˈunxa,nx,nx
29,supeɾponɡˈamos,supeɾpˈonɡa,nɡ,nɡ
30,derelˈinkas,derelinkˈis,nk,nk
31,kajɡˈamos,kˈajɡan,jɡ,jɡ
32,ɾekompˈones,ɾekompˈonɡas,n,nɡ
33,entɾetˈenɡas,entɾetˈenɡa,nɡ,nɡ
34,ɾesˈaɾse,ɾesˈaɾso,ɾs,ɾs
35,enɾikˈese,enɾikeskˈajs,s,sk
36,sobɾesalɡˈamos,sobɾesalˈis,lɡ,l
37,ɾekɾudesˈejs,ɾekɾudˈeskan,s,sk
38,faboɾˈeskas,faboɾˈeska,sk,sk
39,balbusˈimos,balbuskˈajs,s,sk
40,neɡɾesˈemos,neɡɾeskˈamos,s,sk
41,ensoɾdesˈemos,ensoɾdˈesko,s,sk
42,kˈaen,kajɡˈajs,,jɡ
43,empalidesˈemos,empalideskˈamos,s,sk
44,deponɡˈamos,depˈonɡa,nɡ,nɡ
45,kˈoçen,kˈoçes,ç,ç
46,enbexˈeses,enbexˈeskan,s,sk
47,ɾekɾudˈeses,ɾekɾudeskˈajs,s,sk
48,ofɾˈeses,ofɾˈese,s,s
49,emˈunçen,emˈunçe,nç,nç
50,desentumˈesen,desentumˈeses,s,s
51,entɾetjˈenes,entɾetjˈene,n,n
52,diɡˈamos,dˈiɡan,ɡ,ɡ
53,maldesˈimos,maldˈiɡa,s,ɡ
54,desentumˈeskas,desentumˈeska,sk,sk
55,lanɡideskˈamos,lanɡidˈeska,sk,sk
56,eliçˈimos,elˈixa,ç,x
57,posponɡˈajs,pospˈonɡan,nɡ,nɡ
58,faboɾesˈejs,faboɾˈese,s,s
59,ɾetɾˈaen,ɾetɾˈae,,
60,kompadesˈejs,kompadˈeska,s,sk
61,ɾekɾudeskˈajs,ɾekɾudˈeska,sk,sk
62,ataɾdesˈejs,ataɾdeskˈamos,s,sk
63,aflixˈajs,aflˈixa,x,x
64,lanɡidˈeses,lanɡidˈese,s,s
65,inteɾpˈones,inteɾpˈonɡan,n,nɡ
66,ɾesplandˈesen,ɾesplandˈese,s,s
67,embɾutesˈemos,embɾutˈeska,s,sk
68,mˈuçes,muçˈimos,ç,ç
69,sostenˈejs,sostjˈene,n,n
70,fenesˈemos,fenˈeses,s,s
71,adbˈenɡa,adbjˈenen,nɡ,n
72,desdˈisen,desdiɡˈajs,s,ɡ
73,konˈosen,konˈose,s,s
74,diɾˈixan,diɾˈixa,x,x
75,supeɾbˈenɡa,supeɾbjˈene,nɡ,n
76,desˈasɡan,desˈasɡo,sɡ,sɡ
77,despɾotexˈajs,despɾotˈexas,x,x
78,pɾopˈonɡa,pɾopˈonɡo,nɡ,nɡ
79,pɾebalˈesen,pɾebaleskˈamos,s,sk
80,kaˈejs,kˈajɡas,,jɡ
81,balˈemos,bˈale,l,l
82,apetˈeses,apetˈesko,s,sk
83,abdˈusen,abduskˈajs,s,sk
84,kompadˈeses,kompadeskˈajs,s,sk
85,eskaɾneskˈajs,eskaɾnˈeska,sk,sk
86,konbˈenɡan,konbenˈis,nɡ,n
87,apaɾesˈemos,apaɾˈese,s,s
88,aponˈemos,apˈonɡa,n,nɡ
89,ɾeeleçˈimos,ɾeelˈiçe,ç,ç
90,apeteskˈajs,apetˈeskan,sk,sk
91,detenɡˈamos,detˈenɡa,nɡ,nɡ
92,aflixˈamos,aflˈixas,x,x
93,ɾesplandˈeskas,ɾesplandˈeska,sk,sk
94,ɾetˈenɡas,ɾetjˈene,nɡ,n
95,despɾoteçˈejs,despɾotˈeçe,ç,ç
96,feneskˈajs,feneskˈamos,sk,sk
97,ataɾdesˈejs,ataɾdˈeses,s,s
98,fˈulçes,fˈulçe,lç,lç
99,eɾiçˈimos,eɾixˈajs,ç,x
100,empodɾˈeskan,empodɾˈeska,sk,sk
101,ɾeabastˈesen,ɾeabastˈeskas,s,sk
102,kompaɾesˈejs,kompaɾˈesko,s,sk
103,eskaɾnˈesen,eskaɾnˈesko,s,sk
104,enduɾeskˈajs,enduɾˈesko,sk,sk
105,pospˈone,pospˈonɡan,n,nɡ
106,kɾesˈejs,kɾeskˈajs,s,sk
107,abdusˈis,abdˈuska,s,sk
108,ɾexubenˈesen,ɾexubenˈeskas,s,sk
109,padˈese,padˈesko,s,sk
110,pɾekonˈoska,pɾekonˈoska,sk,sk
111,emunçˈemos,emunxˈamos,nç,nx
112,ɾˈuxan,ɾˈuxa,x,x
113,tɾaˈejs,tɾˈajɡas,,jɡ
114,ɾekɾudˈeskan,ɾekɾudˈeskas,sk,sk
115,ɾeponˈemos,ɾepˈonɡo,n,nɡ
116,ensoɾdesˈejs,ensoɾdˈesko,s,sk
117,maldiɡˈajs,maldˈiɡan,ɡ,ɡ
118,abenˈis,abjˈene,n,n
119,deskonbˈenɡas,deskonbenˈis,nɡ,n
120,entumˈeska,entumˈeska,sk,sk
121,empekeɲˈeses,empekeɲeskˈamos,s,sk
122,desfaboɾˈese,desfaboɾˈesko,s,sk
123,aboresˈejs,aborˈeskas,s,sk
124,manutenˈemos,manutˈenɡa,n,nɡ
125,tɾadusˈis,tɾadˈuska,s,sk
126,entɾistˈesen,entɾistˈeska,s,sk
127,deponˈemos,deponɡˈajs,n,nɡ
128,enfuɾesˈemos,enfuɾˈesko,s,sk
129,ˈase,ˈasɡa,s,sɡ
130,pˈunçe,punxˈajs,nç,nx
131,eskosˈajs,eskosˈamos,s,s
132,kˈaben,kˈepa,b,p
133,establˈesen,establˈeska,s,sk
134,sostˈenɡo,sostjˈene,nɡ,n
135,diɡˈamos,dˈiɡa,ɡ,ɡ
136,desmeɾˈeska,desmeɾˈeska,sk,sk
137,umedˈesen,umedˈeses,s,s
138,tɾansponˈemos,tɾansponɡˈamos,n,nɡ
139,emunçˈejs,emˈunçen,nç,nç
140,ɾetˈenɡas,ɾetˈenɡa,nɡ,nɡ
141,estɾemesˈemos,estɾemˈese,s,s
142,sobɾesˈalɡa,sobɾesˈalɡo,lɡ,lɡ
143,empekeɲˈeses,empekeɲˈeskas,s,sk
144,entɾistˈesen,entɾistˈeses,s,s
145,obtenɡˈajs,obtˈenɡa,nɡ,nɡ
146,ɾesplandesˈemos,ɾesplandˈesen,s,s
147,satisfaɡˈamos,satisfˈaɡan,ɡ,ɡ
148,empekeɲesˈejs,empekeɲeskˈamos,s,sk
