idx,src1,src2,src1_sf,src2_sf
0,faboɾˈesen,faboɾˈeses,s,s
1,abasteskˈamos,abastˈeska,sk,sk
2,konflixˈajs,konflˈixa,x,x
3,enflakˈeses,enflakˈeska,s,sk
4,enbilesˈejs,enbilˈeses,s,s
5,deponˈemos,depˈonɡa,n,nɡ
6,desɡwaɾneskˈajs,desɡwaɾneskˈamos,sk,sk
7,substɾˈajɡan,substɾˈajɡo,jɡ,jɡ
8,desmeɾˈeska,desmeɾˈesko,sk,sk
9,ɾeapaɾesˈemos,ɾeapaɾeskˈamos,s,sk
10,deskonoskˈamos,deskonˈoskan,sk,sk
11,kondesˈis,kondˈisen,s,s
12,aflixˈajs,aflˈixan,x,x
13,detɾˈaes,detɾˈajɡas,,jɡ
14,enlentesˈejs,enlentˈeskan,s,sk
15,ɾeelˈiçes,ɾeelˈixa,ç,x
16,ˈaɡan,ˈaɡo,ɡ,ɡ
17,detɾajɡˈajs,detɾˈajɡo,jɡ,jɡ
18,enmudeskˈajs,enmudˈeskan,sk,sk
19,posponɡˈajs,pospˈonɡa,nɡ,nɡ
20,subbjˈenes,subbjˈene,n,n
21,sobɾebenɡˈajs,sobɾebenɡˈamos,nɡ,nɡ
22,kontɾabˈenɡo,kontɾabenˈis,nɡ,n
23,enbexesˈemos,enbexˈeskan,s,sk
24,detˈenɡo,detjˈenen,nɡ,n
25,emunçˈemos,emˈunxa,nç,nx
26,ˈase,asˈimos,s,s
27,tenˈejs,tjˈenes,n,n
28,elixˈamos,elˈixas,x,x
29,manutˈenɡa,manutjˈenes,nɡ,n
30,konbeɾçˈejs,konbˈeɾçes,ɾç,ɾç
31,inflˈiçes,infliçˈimos,ç,ç
32,konflˈixan,konflˈixa,x,x
33,empalidˈese,empalidˈeskan,s,sk
34,desobedˈeska,desobedˈesko,sk,sk
35,inbenɡˈajs,inbˈenɡo,nɡ,nɡ
36,desmeɾˈeskan,desmeɾˈeska,sk,sk
37,pɾeestablesˈemos,pɾeestablˈese,s,s
38,ɾebeɾdesˈejs,ɾebeɾdˈese,s,s
39,subbenɡˈamos,subbenˈimos,nɡ,n
40,embeʃˈesen,embeʃˈeses,s,s
41,anoʧˈeska,anoʧˈesko,sk,sk
42,arˈese,arˈeska,s,sk
43,floɾeskˈamos,floɾˈeskan,sk,sk
44,empalidesˈejs,empalidesˈemos,s,s
45,eksˈiçen,eksˈixa,ç,x
46,enflakˈese,enflakˈeskan,s,sk
47,neɡɾˈeska,neɡɾˈeska,sk,sk
48,eɾˈixan,eɾˈixas,x,x
49,enkaɾesˈemos,enkaɾˈeskas,s,sk
50,estɾemesˈemos,estɾemˈesko,s,sk
51,kˈosen,kˈoses,s,s
52,tˈenɡa,tˈenɡa,nɡ,nɡ
53,abastˈeses,abastˈeska,s,sk
54,anoʧesˈejs,anoʧˈesen,s,s
55,distɾˈae,distɾˈajɡo,,jɡ
56,ɾepɾodˈusen,ɾepɾodˈusko,s,sk
57,ɾekɾudesˈemos,ɾekɾudˈeska,s,sk
58,eɾˈixa,eɾˈixo,x,x
59,pɾeestablesˈejs,pɾeestablˈeses,s,s
60,tɾaduskˈamos,tɾadˈuskan,sk,sk
61,detjˈenes,detjˈene,n,n
62,ˈasɡan,asˈimos,sɡ,s
63,konbeɾçˈemos,konbeɾxˈajs,ɾç,ɾx
64,aresˈis,areskˈajs,s,sk
65,sobɾebenɡˈajs,sobɾebˈenɡan,nɡ,nɡ
66,inbenɡˈajs,inbjˈene,nɡ,n
67,ʃukstaponˈejs,ʃukstapˈonɡa,n,nɡ
68,dibˈeɾçen,dibeɾxˈajs,ɾç,ɾx
69,abastesˈejs,abasteskˈajs,s,sk
70,apˈone,aponɡˈamos,n,nɡ
71,empalidˈeskas,empalidˈeska,sk,sk
72,ɾeblandˈese,ɾeblandˈeska,s,sk
73,komponˈejs,kompˈonɡa,n,nɡ
74,eksˈiçes,eksˈiçe,ç,ç
75,ɾepɾodˈuskan,ɾepɾodˈuska,sk,sk
76,umedˈesen,umedˈesko,s,sk
77,apˈone,apˈonɡan,n,nɡ
78,aponɡˈamos,apˈonɡa,nɡ,nɡ
79,enteɾnesˈejs,enteɾneskˈamos,s,sk
80,ɾesˈaɾsen,ɾesaɾsˈamos,ɾs,ɾs
81,desdˈise,desdˈiɡa,s,ɡ
82,enkanˈesen,enkanˈeska,s,sk
