idx,src1,src2,src1_sf,src2_sf
0,ɾenasˈemos,ɾenaskˈajs,s,sk
1,faboɾˈeskan,faboɾˈeska,sk,sk
2,akonteskˈamos,akontˈeskan,sk,sk
3,ɾekonosˈemos,ɾekonˈoskas,s,sk
4,desmeɾesˈemos,desmeɾˈeskan,s,sk
5,peɾˈeses,peɾˈeska,s,sk
6,ɾenˈaskan,ɾenˈaskas,sk,sk
7,ensoɾdˈeskan,ensoɾdˈesko,sk,sk
8,dispˈonen,dispˈones,n,n
9,deskonosˈejs,deskonˈose,s,s
10,lˈuses,lˈusko,s,sk
11,ɾeduskˈajs,ɾedˈuska,sk,sk
12,embɾuteskˈamos,embɾutˈeskas,sk,sk
13,ɾestɾinxˈajs,ɾestɾˈinxan,nx,nx
14,ɾemˈeska,ɾemˈesko,sk,sk
15,fɾˈunse,fɾˈunso,ns,ns
16,maldˈises,maldˈiɡas,s,ɡ
17,delˈinka,delˈinko,nk,nk
18,adolˈeskan,adolˈeska,sk,sk
19,absteɾçˈemos,abstˈeɾxa,ɾç,ɾx
20,absteɾxˈajs,abstˈeɾxa,ɾx,ɾx
21,kajɡˈamos,kˈajɡa,jɡ,jɡ
22,abˈenɡa,abˈenɡa,nɡ,nɡ
23,korˈiçe,korixˈamos,ç,x
24,pɾoduskˈajs,pɾodˈuskan,sk,sk
25,palideskˈajs,palideskˈamos,sk,sk
26,desaɡɾadˈese,desaɡɾadˈesko,s,sk
27,dekaˈejs,dekajɡˈamos,,jɡ
28,entumˈeskan,entumˈesko,sk,sk
29,peɾˈesen,peɾˈeska,s,sk
30,desfaboɾˈeses,desfaboɾˈesko,s,sk
31,ɾekondˈuses,ɾekondˈuse,s,s
32,desɡwaɾnˈeses,desɡwaɾneskˈamos,s,sk
33,ɾejmponˈemos,ɾejmponɡˈajs,n,nɡ
34,adˈusen,adˈusko,s,sk
35,deskomponɡˈajs,deskomponɡˈamos,nɡ,nɡ
36,amaɾiʃˈeses,amaɾiʃˈeskan,s,sk
37,akˈoçes,akˈoxa,ç,x
38,astɾˈinçe,astɾˈinxa,nç,nx
39,ɾedusˈis,ɾedˈusko,s,sk
40,ɾesaɾsˈis,ɾesaɾsˈamos,ɾs,ɾs
41,despɾoteçˈejs,despɾotˈexo,ç,x
42,ɾesplandesˈejs,ɾesplandˈesen,s,s
43,desnˈasen,desnˈases,s,s
44,supˈone,supˈonɡas,n,nɡ
45,faboɾˈese,faboɾeskˈajs,s,sk
46,ɾelˈusen,ɾelusˈis,s,s
47,desfaboɾˈesen,desfaboɾˈeses,s,s
48,entɾebjˈenen,entɾebjˈene,n,n
49,enbexˈeses,enbexeskˈajs,s,sk
50,detjˈenes,detjˈene,n,n
51,enbexˈesen,enbexeskˈamos,s,sk
52,tenɡˈajs,tˈenɡan,nɡ,nɡ
53,emulxˈamos,emˈulxo,lx,lx
54,abdˈusen,abduskˈamos,s,sk
55,dekaˈemos,dekˈaen,,
56,ɡwaɾˈeses,ɡwaɾˈese,s,s
57,kompunçˈis,kompˈunxas,nç,nx
58,dekɾesˈejs,dekɾˈesen,s,s
59,entɾebˈenɡo,entɾebenˈimos,nɡ,n
60,apaɾˈesen,apaɾˈeska,s,sk
61,ˈasɡas,ˈasɡa,sɡ,sɡ
62,deskosˈajs,deskosˈejs,s,s
63,enkanˈesen,enkaneskˈamos,s,sk
64,kɾesˈemos,kɾeskˈajs,s,sk
65,ɾeabasteskˈajs,ɾeabastˈeskan,sk,sk
66,subbenˈis,subbjˈenen,n,n
67,neɡɾesˈejs,neɡɾˈeses,s,s
68,manutenˈemos,manutˈenɡa,n,nɡ
69,konbˈenɡo,konbenˈis,nɡ,n
70,ɡwaɾnˈeska,ɡwaɾnˈesko,sk,sk
71,empalidesˈemos,empalideskˈajs,s,sk
72,depˈones,depˈonɡo,n,nɡ
73,paɾesˈejs,paɾˈeska,s,sk
74,ɾefulçˈimos,ɾefˈulxa,lç,lx
75,ensombɾˈese,ensombɾeskˈajs,s,sk
76,kondˈuse,kondusˈimos,s,s
77,pɾotexˈamos,pɾotˈexas,x,x
78,ɾeelˈiçen,ɾeelˈiçes,ç,ç
79,ɾestɾˈinçe,ɾestɾinçˈimos,nç,nç
80,kabˈejs,kˈepas,b,p
81,adˈuse,adusˈis,s,s
82,konflixˈajs,konflˈixo,x,x
83,kompaɾesˈejs,kompaɾˈesko,s,sk
84,fˈulçes,fˈulxa,lç,lx
85,eskaɾnˈeskan,eskaɾnˈeskas,sk,sk
86,ɡwaɾeskˈajs,ɡwaɾˈeska,sk,sk
87,delinkˈajs,delˈinke,nk,nk
88,eskaesˈemos,eskaˈeses,s,s
89,peɾteneskˈajs,peɾtenˈeska,sk,sk
90,enɾoxeskˈamos,enɾoxˈeskan,sk,sk
91,entɾistesˈejs,entɾistesˈemos,s,s
92,enmoˈesen,enmoˈeskan,s,sk
93,intɾodˈuse,intɾodusˈis,s,s
94,impˈonen,imponɡˈamos,n,nɡ
95,pɾopˈones,pɾopˈonɡa,n,nɡ
96,intɾodˈuskan,intɾodˈuska,sk,sk
97,elˈixa,elˈixo,x,x
98,desɡwaɾnˈeskan,desɡwaɾnˈeska,sk,sk
99,manutenɡˈajs,manutjˈenen,nɡ,n
100,pɾeestablˈese,pɾeestablˈeska,s,sk
101,koçˈemos,kˈoxo,ç,x
102,inteɾdˈises,inteɾdˈise,s,s
103,akɾˈeses,akɾeskˈajs,s,sk
104,kondesˈis,kondˈiɡa,s,ɡ
105,enfuɾˈesen,enfuɾˈeskan,s,sk
106,aduskˈajs,adˈuskas,sk,sk
107,tɾansponˈemos,tɾansponɡˈajs,n,nɡ
108,atɾˈaes,atɾˈajɡa,,jɡ
109,suponˈemos,supˈonɡa,n,nɡ
110,pɾeestablˈesen,pɾeestablˈeska,s,sk
111,aɡɾadˈeskan,aɡɾadˈeska,sk,sk
112,kontɾaˈase,kontɾaˈaɡan,s,ɡ
113,konfliçˈis,konflixˈamos,ç,x
114,ɾetɾadusˈis,ɾetɾadˈusko,s,sk
115,pɾobenɡˈamos,pɾobenˈimos,nɡ,n
116,pɾeestableskˈamos,pɾeestablˈeska,sk,sk
117,desdˈises,desdˈiɡan,s,ɡ
118,konbˈeɾxa,konbˈeɾxa,ɾx,ɾx
119,akˈoxan,akˈoxo,x,x
120,abstˈeɾçen,abstˈeɾçe,ɾç,ɾç
121,kodiɾˈiçes,kodiɾˈixo,ç,x
122,pɾobˈenɡas,pɾobˈenɡa,nɡ,nɡ
123,balɡˈajs,bˈalɡan,lɡ,lɡ
124,kodiɾˈixas,kodiɾˈixa,x,x
125,ɾekonˈosen,ɾekonˈosko,s,sk
126,komplasˈemos,komplˈaska,s,sk
127,entumˈeskas,entumˈeska,sk,sk
128,ˈunses,unsˈimos,ns,ns
129,kontɾaˈemos,kontɾˈajɡa,,jɡ
130,delˈinko,delinkˈimos,nk,nk
131,espˈaɾses,espˈaɾsas,ɾs,ɾs
132,infɾˈinxas,infɾˈinxa,nx,nx
133,xˈaken,xakˈis,k,k
134,meɾˈesen,meɾˈeskan,s,sk
135,fosfoɾˈeses,fosfoɾˈesko,s,sk
136,konbensˈemos,konbˈensas,ns,ns
137,ensoɾdesˈejs,ensoɾdˈese,s,s
138,ɾetoɾsˈajs,ɾetoɾsˈamos,ɾs,ɾs
139,desfaboɾˈeses,desfaboɾˈeskan,s,sk
140,palidˈeses,palidˈeska,s,sk
141,ɾepɾodˈuses,ɾepɾodˈuska,s,sk
142,infliçˈimos,inflixˈajs,ç,x
143,ɾejntɾodusˈis,ɾejntɾodˈuskas,s,sk
144,enɾikˈese,enɾikˈesko,s,sk
145,ɾekondˈuse,ɾekondˈuskas,s,sk
146,neɡɾˈeskas,neɡɾˈesko,sk,sk
147,ʃˈaskas,ʃˈaska,sk,sk
148,neɡɾeskˈajs,neɡɾeskˈamos,sk,sk
149,indˈuse,indˈuska,s,sk
150,ɾejntɾodˈusen,ɾejntɾodˈusko,s,sk
151,akontˈese,akonteskˈajs,s,sk
152,ɾekonosˈemos,ɾekonˈose,s,s
153,umedeskˈajs,umedˈeska,sk,sk
154,peɾtenesˈemos,peɾteneskˈajs,s,sk
155,inflˈiçe,inflixˈajs,ç,x
156,entumesˈejs,entumˈeskan,s,sk
157,komplˈases,komplaskˈajs,s,sk
158,ɾexubenˈese,ɾexubeneskˈajs,s,sk
159,konbˈensen,konbˈenso,ns,ns
160,kontɾabˈenɡan,kontɾabenˈis,nɡ,n
161,ɾebeɾdˈese,ɾebeɾdˈeska,s,sk
162,faʃˈesen,faʃeskˈajs,s,sk
163,adolˈeses,adolˈeska,s,sk
164,indisponɡˈajs,indispˈonɡo,nɡ,nɡ
165,desfaʃˈese,desfaʃˈeskas,s,sk
166,foɾtalesˈemos,foɾtalˈeskan,s,sk
167,esklaɾesˈejs,esklaɾˈeska,s,sk
168,unsˈis,unsˈamos,ns,ns
169,fˈinçes,finçˈimos,nç,nç
170,deteɾçˈemos,detˈeɾxa,ɾç,ɾx
171,punçˈis,pˈunxan,nç,nx
172,entenebɾesˈemos,entenebɾˈeska,s,sk
173,tɾansponɡˈajs,tɾanspˈonɡas,nɡ,nɡ
174,estˈaɾse,estˈaɾso,ɾs,ɾs
175,entɾisteskˈamos,entɾistˈeska,sk,sk
176,supˈone,supˈonɡa,n,nɡ
177,komplˈase,komplˈaska,s,sk
178,desfaʃeskˈajs,desfaʃˈeskas,sk,sk
179,establesˈemos,establˈeska,s,sk
180,deteɾçˈemos,detˈeɾxa,ɾç,ɾx
181,enaltesˈemos,enaltˈeskan,s,sk
182,eksponˈejs,ekspˈonɡas,n,nɡ
183,sˈale,sˈalɡa,l,lɡ
184,peɾmanˈeska,peɾmanˈesko,sk,sk
185,desabastˈeses,desabastˈeskan,s,sk
186,kolˈiçe,kolˈixo,ç,x
187,pˈunçen,punxˈajs,nç,nx
188,floɾeskˈamos,floɾˈeska,sk,sk
189,umedesˈejs,umedeskˈajs,s,sk
190,mantenˈejs,mantˈenɡa,n,nɡ
191,desfaʃesˈemos,desfaʃˈeskas,s,sk
192,emˈulxa,emˈulxo,lx,lx
193,obedesˈemos,obedˈesko,s,sk
194,estˈaɾsan,estˈaɾsa,ɾs,ɾs
195,desfaboɾeskˈamos,desfaboɾˈesko,sk,sk
196,inteɾponˈejs,inteɾpˈonɡa,n,nɡ
197,ɾesaɾsˈamos,ɾesˈaɾso,ɾs,ɾs
198,ɡwaɾnesˈejs,ɡwaɾnˈeskas,s,sk
199,emulçˈemos,emulxˈamos,lç,lx
200,empekeɲˈesen,empekeɲˈeska,s,sk
201,detɾaˈejs,detɾˈaen,,
202,ˈasen,asɡˈamos,s,sɡ
203,kompaɾesˈejs,kompaɾˈeskan,s,sk
204,desaɡɾadˈeskan,desaɡɾadˈeskas,sk,sk
205,ɾekˈaes,ɾekajɡˈamos,,jɡ
206,desabastˈeses,desabastˈeskas,s,sk
207,sedˈuse,sedˈusko,s,sk
208,deponˈemos,deponɡˈajs,n,nɡ
209,ɾeluskˈamos,ɾelˈuskas,sk,sk
210,mˈulsas,mˈulso,ls,ls
211,ˈase,asˈis,s,s
212,inteɾponˈemos,inteɾpˈone,n,n
213,akɾesˈejs,akɾesˈemos,s,s
214,kontɾabˈenɡas,kontɾabjˈene,nɡ,n
215,ɾebˈenɡan,ɾebjˈenes,nɡ,n
216,ɾedˈusen,ɾedˈuska,s,sk
217,ɾemesˈejs,ɾemˈeses,s,s
218,komplˈasen,komplˈaskas,s,sk
219,komplasˈemos,komplˈases,s,s
220,entɾistesˈejs,entɾistˈesko,s,sk
221,konbˈeɾxas,konbˈeɾxo,ɾx,ɾx
222,ɾetwˈeɾses,ɾetwˈeɾsas,ɾs,ɾs
223,ensoɾdˈeses,ensoɾdˈesko,s,sk
224,neɡɾˈesen,neɡɾˈesko,s,sk
225,deskonosˈejs,deskonˈoskan,s,sk
226,entɾetenˈemos,entɾetenɡˈamos,n,nɡ
227,kontɾabˈenɡa,kontɾabjˈenen,nɡ,n
228,oskuɾesˈejs,oskuɾˈesko,s,sk
229,sedusˈimos,sedˈuska,s,sk
230,enɾikeskˈamos,enɾikˈeskas,sk,sk
231,subbˈenɡan,subbjˈene,nɡ,n
232,ɾekɾudesˈemos,ɾekɾudˈeska,s,sk
233,suponˈejs,supˈonɡa,n,nɡ
234,kodiɾˈiçen,kodiɾixˈajs,ç,x
235,detenˈejs,detˈenɡa,n,nɡ
236,desabastˈeskan,desabastˈeska,sk,sk
237,astɾinçˈimos,astɾˈinxas,nç,nx
238,derelˈinka,derelinkˈimos,nk,nk
239,nˈase,nˈaskas,s,sk
240,deskonˈose,deskonoskˈamos,s,sk
241,obedesˈejs,obedˈesko,s,sk
242,ɾefˈulçen,ɾefˈulçe,lç,lç
243,suponɡˈamos,supˈonɡa,nɡ,nɡ
244,faʃesˈejs,faʃˈeska,s,sk
245,ɾefˈulçes,ɾefˈulçe,lç,lç
246,ɾekondˈuses,ɾekondˈuse,s,s
247,peɾesˈejs,peɾˈeskan,s,sk
248,ɾebˈenɡan,ɾebjˈene,nɡ,n
249,empodɾesˈejs,empodɾˈeska,s,sk
250,enduɾˈeskan,enduɾˈeskas,sk,sk
251,pɾotˈeçes,pɾotˈexo,ç,x
252,unsˈis,ˈunsan,ns,ns
253,sobɾeponˈemos,sobɾepˈones,n,n
254,establesˈemos,establˈeses,s,s
255,aɡɾadesˈemos,aɡɾadˈeskas,s,sk
256,abˈenɡan,abenˈis,nɡ,n
257,enɾaɾeskˈajs,enɾaɾˈeskan,sk,sk
258,kontɾaasˈejs,kontɾaaɡˈamos,s,ɡ
259,sedˈuses,sedˈuska,s,sk
260,enɾikesˈejs,enɾikˈeska,s,sk
261,ensoɾdˈeska,ensoɾdˈesko,sk,sk
262,sumˈeɾxa,sumˈeɾxa,ɾx,ɾx
263,deskompˈones,deskompˈonɡa,n,nɡ
264,enɾoxˈeska,enɾoxˈeska,sk,sk
265,ɾexubenˈesen,ɾexubenˈeska,s,sk
266,enkanˈeskas,enkanˈeska,sk,sk
267,suɾxˈamos,sˈuɾxa,ɾx,ɾx
268,deteɾçˈemos,detˈeɾçen,ɾç,ɾç
269,mulsˈejs,mˈulsa,ls,ls
270,aɡɾadesˈejs,aɡɾadeskˈamos,s,sk
271,enɾoxesˈemos,enɾoxeskˈamos,s,sk
272,sumˈeɾçe,sumˈeɾxas,ɾç,ɾx
273,kontɾaˈases,kontɾaˈaɡan,s,ɡ
274,derelˈinka,derelinkˈis,nk,nk
275,ɾekonosˈejs,ɾekonosˈemos,s,s
276,muçˈimos,muxˈajs,ç,x
277,deskˈosas,deskˈosa,s,s
278,empalidˈesen,empalidˈeskan,s,sk
279,meɾˈese,meɾeskˈajs,s,sk
280,sˈales,sˈalɡas,l,lɡ
281,sobɾebˈenɡan,sobɾebjˈenen,nɡ,n
282,tˈenɡa,tjˈenes,nɡ,n
283,koçˈejs,kˈoçen,ç,ç
284,fˈulçe,fulçˈimos,lç,lç
285,nˈase,nˈasko,s,sk
286,peɾesˈemos,peɾˈesko,s,sk
287,kontɾabenɡˈajs,kontɾabˈenɡo,nɡ,nɡ
288,ɾexubenesˈemos,ɾexubeneskˈamos,s,sk
289,ensombɾesˈemos,ensombɾˈeska,s,sk
290,espˈaɾses,espˈaɾso,ɾs,ɾs
291,deponɡˈamos,depˈonɡas,nɡ,nɡ
292,sumeɾçˈimos,sumˈeɾxa,ɾç,ɾx
293,ekspˈonen,eksponɡˈamos,n,nɡ
294,pɾeestablesˈemos,pɾeestableskˈamos,s,sk
295,enaltesˈemos,enaltˈeska,s,sk
296,obskuɾˈeskas,obskuɾˈesko,sk,sk
297,maldesˈimos,maldiɡˈamos,s,ɡ
298,kompadˈeses,kompadˈese,s,s
299,indispˈones,indispˈonɡa,n,nɡ
300,eksponˈemos,eksponɡˈajs,n,nɡ
301,detenˈemos,detˈenɡan,n,nɡ
302,inteɾponˈejs,inteɾpˈonɡa,n,nɡ
303,desaɡɾadesˈemos,desaɡɾadˈeska,s,sk
304,kondusˈimos,kondˈuska,s,sk
305,pɾeestablesˈemos,pɾeestablˈesko,s,sk
306,ɾebeɾdeskˈamos,ɾebeɾdˈesko,sk,sk
307,inteɾpˈone,inteɾpˈonɡa,n,nɡ
308,enbanˈeska,enbanˈesko,sk,sk
309,empodɾˈesen,empodɾˈesko,s,sk
310,ɾeelixˈajs,ɾeelixˈamos,x,x
311,entɾebˈenɡan,entɾebˈenɡa,nɡ,nɡ
312,enɾikeskˈajs,enɾikeskˈamos,sk,sk
313,amaɾiʃeskˈajs,amaɾiʃˈeskan,sk,sk
314,adbˈenɡa,adbˈenɡa,nɡ,nɡ
315,koxˈajs,kˈoxa,x,x
316,floɾˈeses,floɾˈeskan,s,sk
317,desasˈemos,desaɡˈajs,s,ɡ
318,esklaɾeskˈajs,esklaɾeskˈamos,sk,sk
319,ɾejntɾodˈusen,ɾejntɾoduskˈamos,s,sk
320,konbˈeɾçes,konbˈeɾçe,ɾç,ɾç
321,detɾaˈemos,detɾˈajɡas,,jɡ
322,enɾikˈesen,enɾikeskˈajs,s,sk
323,ɾejntɾodˈuska,ɾejntɾodˈuska,sk,sk
324,korˈixas,korˈixa,x,x
325,faboɾˈeses,faboɾˈeskas,s,sk
326,ɾekˈaes,ɾekajɡˈamos,,jɡ
327,posponɡˈajs,pospˈonɡa,nɡ,nɡ
328,pɾedisponˈemos,pɾedispˈonɡa,n,nɡ
329,kolixˈamos,kolˈixa,x,x
330,estableskˈajs,establˈeska,sk,sk
331,kompˈunçen,kompunxˈamos,nç,nx
332,enduɾˈese,enduɾˈeskas,s,sk
333,pɾotˈeçen,pɾotˈexo,ç,x
334,amaɾiʃˈese,amaɾiʃˈeskas,s,sk
335,mantˈenɡan,mantjˈene,nɡ,n
336,ɾekonosˈejs,ɾekonoskˈajs,s,sk
337,pɾedisponɡˈajs,pɾedispˈonɡo,nɡ,nɡ
338,ɾˈuxan,ɾˈuxo,x,x
339,sumˈeɾxas,sumˈeɾxo,ɾx,ɾx
340,fenesˈemos,fenˈeses,s,s
341,luskˈamos,lˈuska,sk,sk
342,oskuɾˈese,oskuɾˈesko,s,sk
343,enmudesˈemos,enmudˈeska,s,sk
344,ɾebˈenɡa,ɾebenˈimos,nɡ,n
345,entumesˈemos,entumˈeskas,s,sk
346,desˈasen,desˈaɡan,s,ɡ
347,enbaneskˈajs,enbaneskˈamos,sk,sk
348,kontɾˈaen,kontɾˈajɡan,,jɡ
349,enmoˈeskas,enmoˈesko,sk,sk
350,infliçˈimos,inflˈixo,ç,x
351,satisfasˈejs,satisfˈaɡas,s,ɡ
352,entɾetenɡˈamos,entɾetjˈenes,nɡ,n
353,pɾedispˈonen,pɾedispˈonɡan,n,nɡ
354,umedeskˈamos,umedˈeska,sk,sk
355,kˈabe,kˈepa,b,p
356,desdesˈimos,desdˈisen,s,s
357,ɾestablˈese,ɾestablˈeska,s,sk
358,dibˈeɾçe,dibˈeɾxa,ɾç,ɾx
359,anoʧˈeska,anoʧˈesko,sk,sk
360,korˈixas,korˈixa,x,x
361,posponˈemos,pospˈonɡas,n,nɡ
362,desaɡɾadesˈemos,desaɡɾadˈeska,s,sk
363,ensombɾˈeses,ensombɾeskˈajs,s,sk
364,faʃˈeses,faʃˈeska,s,sk
365,enduɾˈeses,enduɾˈeskas,s,sk
366,imponˈemos,impˈonɡa,n,nɡ
367,pˈunçen,pˈunxa,nç,nx
368,kondesˈis,kondˈiɡa,s,ɡ
369,dekɾˈeses,dekɾˈesko,s,sk
370,entumˈeses,entumˈeska,s,sk
371,deskonˈoska,deskonˈosko,sk,sk
372,peɾtenesˈejs,peɾtenˈeskan,s,sk
373,satisfasˈejs,satisfasˈemos,s,s
374,deskonbˈenɡa,deskonbjˈenen,nɡ,n
375,enmudˈeska,enmudˈeska,sk,sk
376,dekɾˈesen,dekɾˈese,s,s
377,sedusˈis,sedˈuska,s,sk
378,estɾemeskˈajs,estɾemˈeskas,sk,sk
379,konbˈenɡan,konbenˈis,nɡ,n
380,kondˈisen,kondiɡˈajs,s,ɡ
381,unsˈis,ˈunsan,ns,ns
382,finçˈimos,fˈinxa,nç,nx
383,padˈese,padˈeskas,s,sk
384,manutenˈejs,manutˈenɡo,n,nɡ
385,kontɾadiɡˈamos,kontɾadˈiɡan,ɡ,ɡ
386,delˈinka,delˈinken,nk,nk
387,empalidˈeses,empalideskˈajs,s,sk
388,koreçˈis,korˈixas,ç,x
389,peɾtenesˈemos,peɾtenˈeskas,s,sk
390,sobɾeponɡˈamos,sobɾepˈonɡa,nɡ,nɡ
391,astɾˈinçes,astɾˈinxas,nç,nx
392,impˈones,impˈonɡa,n,nɡ
393,floɾesˈejs,floɾeskˈamos,s,sk
394,ɾekonosˈejs,ɾekonˈose,s,s
395,deskompˈones,deskompˈonɡo,n,nɡ
396,enmudesˈemos,enmudˈesko,s,sk
397,enalteskˈajs,enalteskˈamos,sk,sk
398,enbanˈeska,enbanˈesko,sk,sk
399,akoçˈemos,akˈoxa,ç,x
400,enoɾɡuʃeskˈajs,enoɾɡuʃˈeskas,sk,sk
401,akontesˈejs,akontesˈemos,s,s
402,entɾistesˈemos,entɾisteskˈamos,s,sk
403,pɾotexˈajs,pɾotˈexas,x,x
404,pɾopˈonen,pɾopˈones,n,n
405,satisfˈasen,satisfaɡˈamos,s,ɡ
406,enkanesˈemos,enkanˈesen,s,s
407,espaɾsˈis,espaɾsˈamos,ɾs,ɾs
408,despɾoteçˈemos,despɾotˈexo,ç,x
409,anoʧeskˈamos,anoʧˈeska,sk,sk
410,ɡwaɾeskˈajs,ɡwaɾˈeska,sk,sk
411,fˈulçes,fˈulxas,lç,lx
412,ɾeelˈiçe,ɾeelˈixas,ç,x
413,komplˈases,komplaskˈamos,s,sk
414,establesˈemos,establˈeska,s,sk
415,satisfˈases,satisfˈaɡas,s,ɡ
416,kompaɾˈeska,kompaɾˈesko,sk,sk
417,ɾejntɾodˈuses,ɾejntɾodˈuskan,s,sk
418,korˈiçe,korˈixo,ç,x
419,kontɾadˈisen,kontɾadˈiɡa,s,ɡ
420,embɾutˈeska,embɾutˈeska,sk,sk
421,despɾotˈeçes,despɾotˈexan,ç,x
422,dekˈae,dekajɡˈajs,,jɡ
423,inflˈiçe,inflˈixa,ç,x
424,eksˈiçes,eksˈixa,ç,x
425,enneɡɾˈese,enneɡɾeskˈajs,s,sk
426,detɾˈae,detɾˈajɡa,,jɡ
427,ɾekonbenɡˈajs,ɾekonbˈenɡa,nɡ,nɡ
428,luskˈajs,lˈusko,sk,sk
429,enmoˈeses,enmoˈeska,s,sk
430,embɾutˈese,embɾutˈeskan,s,sk
431,konbˈense,konbˈensan,ns,ns
432,absteɾçˈejs,abstˈeɾxo,ɾç,ɾx
433,konbˈeɾçes,konbˈeɾxas,ɾç,ɾx
434,ɾebeɾdesˈejs,ɾebeɾdˈesen,s,s
435,kondˈise,kondˈiɡo,s,ɡ
436,seduskˈamos,sedˈuska,sk,sk
437,eskaɾnˈesen,eskaɾnˈese,s,s
438,kompadˈeska,kompadˈesko,sk,sk
439,adolesˈemos,adolˈeska,s,sk
440,kˈoçes,kˈoçe,ç,ç
441,subʃˈasen,subʃˈaskan,s,sk
442,paɾˈeses,paɾeskˈamos,s,sk
443,absteɾçˈejs,abstˈeɾxo,ɾç,ɾx
444,ɾekonbˈenɡo,ɾekonbjˈenes,nɡ,n
445,fosfoɾˈese,fosfoɾˈeska,s,sk
446,indˈusen,indˈuska,s,sk
447,intɾodusˈimos,intɾodˈuska,s,sk
448,kompadeskˈajs,kompadˈeskas,sk,sk
449,akoçˈemos,akˈoçen,ç,ç
450,mˈuçe,mˈuxo,ç,x
451,akoxˈamos,akˈoxo,x,x
452,amaɾiʃˈesen,amaɾiʃeskˈajs,s,sk
453,dispˈonɡa,dispˈonɡo,nɡ,nɡ
454,desdiɡˈajs,desdˈiɡo,ɡ,ɡ
455,enteɾnesˈemos,enteɾnˈeskan,s,sk
456,naskˈajs,nˈaska,sk,sk
457,infɾˈinçes,infɾˈinxo,nç,nx
458,foɾtalˈese,foɾtalˈeska,s,sk
459,asɡˈajs,asɡˈamos,sɡ,sɡ
460,mantenˈejs,mantjˈene,n,n
461,ˈunses,unsˈimos,ns,ns
462,siɾkunbenɡˈamos,siɾkunbˈenɡan,nɡ,nɡ
463,enaltesˈejs,enaltˈeska,s,sk
464,ɾejmponˈemos,ɾejmponɡˈajs,n,nɡ
465,konbˈenɡan,konbjˈene,nɡ,n
466,entɾistesˈemos,entɾisteskˈamos,s,sk
467,inteɾpˈonen,inteɾpˈonɡas,n,nɡ
468,empekeɲˈeska,empekeɲˈeska,sk,sk
469,sumˈeɾçes,sumˈeɾxan,ɾç,ɾx
470,ɾekonˈose,ɾekonˈoskas,s,sk
471,seduskˈajs,sedˈuskas,sk,sk
472,kontɾaˈemos,kontɾˈae,,
473,emˈulçe,emˈulxas,lç,lx
474,ɾekonbenɡˈajs,ɾekonbenˈimos,nɡ,n
475,antepˈonen,antepˈonɡas,n,nɡ
476,enɾaɾˈese,enɾaɾˈeskan,s,sk
477,padesˈejs,padˈese,s,s
478,eskaesˈejs,eskaˈeska,s,sk
479,kaɾeskˈamos,kaɾˈeska,sk,sk
480,xˈaka,xakˈis,k,k
481,maldˈisen,maldiɡˈajs,s,ɡ
482,ɾˈuçes,ɾˈuxa,ç,x
483,detˈeɾçen,deteɾxˈajs,ɾç,ɾx
484,ɾepɾoduskˈamos,ɾepɾodˈusko,sk,sk
485,posponɡˈamos,pospˈonɡan,nɡ,nɡ
486,kˈepas,kˈepo,p,p
487,ɾejmponˈemos,ɾejmpˈonɡas,n,nɡ
488,komplasˈejs,komplaskˈajs,s,sk
489,enbexˈeskan,enbexˈeska,sk,sk
490,kolˈiçe,kolixˈajs,ç,x
491,desfaʃesˈemos,desfaʃˈeska,s,sk
492,pɾedisponˈemos,pɾedispˈonɡas,n,nɡ
493,desnˈasen,desnaskˈamos,s,sk
494,embɾutˈeses,embɾutˈesko,s,sk
495,detenˈemos,detjˈene,n,n
496,empodɾeskˈamos,empodɾˈeska,sk,sk
497,faboɾˈeses,faboɾeskˈamos,s,sk
498,akˈoçe,akˈoxa,ç,x
499,kontɾˈaes,kontɾˈajɡo,,jɡ
500,apaɾesˈejs,apaɾˈeses,s,s
501,kodiɾˈixas,kodiɾˈixa,x,x
502,antepˈones,anteponɡˈamos,n,nɡ
503,kompaɾˈesen,kompaɾˈeska,s,sk
504,entɾebˈenɡa,entɾebˈenɡo,nɡ,nɡ
505,esklaɾesˈejs,esklaɾeskˈamos,s,sk
506,empekeɲˈeses,empekeɲˈesko,s,sk
507,enbexeskˈajs,enbexˈesko,sk,sk
508,ɾelˈusen,ɾeluskˈajs,s,sk
509,supˈonen,supˈonɡa,n,nɡ
510,ˈasen,ˈaɡa,s,ɡ
511,ɾestɾinçˈimos,ɾestɾˈinxas,nç,nx
512,ɾexubenˈesen,ɾexubenˈeses,s,s
513,desfaʃˈeskan,desfaʃˈeskas,sk,sk
514,kˈoçe,kˈoxas,ç,x
515,kˈae,kajɡˈajs,,jɡ
516,aɡɾadˈese,aɡɾadˈeskan,s,sk
517,meɾˈeses,meɾˈeskas,s,sk
518,detˈeɾçen,detˈeɾxa,ɾç,ɾx
519,supeɾbenɡˈamos,supeɾbenˈis,nɡ,n
520,aɡɾadˈeses,aɡɾadˈeskan,s,sk
521,manutˈenɡan,manutˈenɡas,nɡ,nɡ
