idx,src1,src2,src1_sf,src2_sf
0,mantjˈenen,mantjˈene,n,n
1,astɾˈinçes,astɾˈinçe,nç,nç
2,inteɾpˈonɡa,inteɾpˈonɡa,nɡ,nɡ
3,deskomponɡˈajs,deskompˈonɡa,nɡ,nɡ
4,apaɾˈeses,apaɾˈesko,s,sk
5,ʃukstapˈones,ʃukstapˈonɡas,n,nɡ
6,obedesˈemos,obedˈeskas,s,sk
7,ɾuçˈimos,ɾuxˈajs,ç,x
8,dekˈajɡa,dekˈajɡo,jɡ,jɡ
9,antedˈiɡa,antedˈiɡa,ɡ,ɡ
10,espˈaɾses,espˈaɾse,ɾs,ɾs
11,ʃasˈemos,ʃˈase,s,s
12,sobɾesalɡˈamos,sobɾesˈalɡan,lɡ,lɡ
13,mˈaɾsan,mˈaɾsa,ɾs,ɾs
14,adolˈesen,adoleskˈamos,s,sk
15,adbˈenɡan,adbenˈimos,nɡ,n
16,mˈuçen,muxˈajs,ç,x
17,peɾmanˈeses,peɾmanˈese,s,s
18,tɾansponˈemos,tɾanspˈonɡa,n,nɡ
19,sobɾekoçˈemos,sobɾekˈoçes,ç,ç
20,ɡwaɾnesˈemos,ɡwaɾneskˈajs,s,sk
21,fosfoɾˈese,fosfoɾeskˈamos,s,sk
22,peɾmanesˈemos,peɾmanˈeska,s,sk
23,faboɾˈeses,faboɾeskˈajs,s,sk
24,sˈuɾsen,suɾsˈis,ɾs,ɾs
25,obedeskˈajs,obedˈeskas,sk,sk
26,adolesˈejs,adoleskˈajs,s,sk
27,ɾetwˈeɾsen,ɾetwˈeɾsan,ɾs,ɾs
28,akontˈese,akonteskˈamos,s,sk
29,abasteskˈajs,abasteskˈamos,sk,sk
30,ɾekonˈoskan,ɾekonˈoska,sk,sk
31,ɾejmponɡˈamos,ɾejmpˈonɡas,nɡ,nɡ
32,astɾˈinçe,astɾinçˈimos,nç,nç
33,pɾebˈenɡan,pɾebˈenɡa,nɡ,nɡ
34,obedesˈejs,obedˈeska,s,sk
35,peɾmanesˈemos,peɾmaneskˈamos,s,sk
36,desabastesˈejs,desabastˈeska,s,sk
37,ɾexubenˈeses,ɾexubenˈeskan,s,sk
38,mˈuçen,mˈuxo,ç,x
39,suɾçˈis,sˈuɾxan,ɾç,ɾx
40,paɾesˈejs,paɾeskˈajs,s,sk
41,ˈases,ˈaɡa,s,ɡ
42,kˈaes,kˈajɡan,,jɡ
43,kontɾaasˈejs,kontɾaˈaɡas,s,ɡ
44,absteɾxˈamos,abstˈeɾxa,ɾx,ɾx
45,pɾedispˈonɡas,pɾedispˈonɡa,nɡ,nɡ
46,desabastˈesen,desabastˈesko,s,sk
47,aborˈese,aboreskˈamos,s,sk
48,antedˈiɡan,antedˈiɡo,ɡ,ɡ
49,dekajɡˈajs,dekˈajɡas,jɡ,jɡ
50,tenˈemos,tˈenɡo,n,nɡ
51,pɾebenɡˈajs,pɾebjˈene,nɡ,n
52,desaɡɾadesˈemos,desaɡɾadˈesen,s,s
53,desapaɾˈeses,desapaɾˈeskas,s,sk
54,sostenɡˈamos,sostˈenɡa,nɡ,nɡ
55,tenˈejs,tjˈenes,n,n
56,inteɾpˈone,inteɾpˈonɡo,n,nɡ
57,intelˈiçe,intelˈixa,ç,x
58,eskaɾnesˈejs,eskaɾnˈeska,s,sk
59,tenɡˈajs,tenɡˈamos,nɡ,nɡ
60,enduɾeskˈamos,enduɾˈeskan,sk,sk
61,kˈae,kˈajɡa,,jɡ
62,dekˈaes,dekˈajɡa,,jɡ
63,astɾˈinçe,astɾˈinxas,nç,nx
64,ɾemesˈemos,ɾemˈeses,s,s
65,pɾebˈenɡa,pɾebˈenɡo,nɡ,nɡ
66,pɾopˈones,pɾoponɡˈajs,n,nɡ
67,supˈonɡan,supˈonɡo,nɡ,nɡ
68,ɡwaɾnesˈejs,ɡwaɾnˈesko,s,sk
69,astɾˈinxan,astɾˈinxo,nx,nx
70,deskomponˈemos,deskompˈonɡa,n,nɡ
71,seduskˈajs,sedˈuskas,sk,sk
72,astɾinçˈis,astɾˈinxan,nç,nx
73,muxˈamos,mˈuxas,x,x
74,desbanˈese,desbanˈeska,s,sk
75,obtˈenɡas,obtjˈenes,nɡ,n
76,kaˈemos,kˈae,,
77,mulsˈamos,mˈulso,ls,ls
78,absteɾxˈajs,abstˈeɾxa,ɾx,ɾx
79,ensombɾesˈemos,ensombɾˈesko,s,sk
80,dibˈeɾxan,dibˈeɾxa,ɾx,ɾx
81,ˈunçes,ˈunxa,nç,nx
82,kontɾaasˈemos,kontɾaaɡˈajs,s,ɡ
