idx,src1,src2,src1_sf,src2_sf
0,balbˈuska,balbˈusko,sk,sk
1,enflakeskˈajs,enflakˈeskan,sk,sk
2,abastˈese,abastˈeskan,s,sk
3,emˈeɾçen,emˈeɾxan,ɾç,ɾx
4,empekeɲesˈemos,empekeɲeskˈamos,s,sk
5,ʃukstapˈonen,ʃukstapˈonɡa,n,nɡ
6,deskonoskˈajs,deskonoskˈamos,sk,sk
7,tenˈemos,tˈenɡas,n,nɡ
8,anoʧesˈejs,anoʧˈese,s,s
9,ˈasɡas,ˈasɡo,sɡ,sɡ
10,ɾemˈeska,ɾemˈesko,sk,sk
11,konbeɾçˈimos,konbeɾçˈis,ɾç,ɾç
12,eksˈiçen,eksˈiçes,ç,ç
13,aflˈiçen,aflˈixas,ç,x
14,bˈale,bˈalɡan,l,lɡ
15,deskonosˈejs,deskonˈosen,s,s
16,faboɾˈese,faboɾeskˈamos,s,sk
17,desentumeskˈajs,desentumˈeskas,sk,sk
18,deɾelˈinko,deɾelˈinken,nk,nk
19,ˈasen,asɡˈajs,s,sɡ
20,desfaboɾesˈemos,desfaboɾˈesko,s,sk
21,abastesˈemos,abastˈeskan,s,sk
22,ɾedˈisen,ɾedˈiɡan,s,ɡ
23,dibˈeɾçen,dibˈeɾxas,ɾç,ɾx
24,enbexˈeses,enbexˈeska,s,sk
25,manutenˈemos,manutˈenɡo,n,nɡ
26,indispˈonɡa,indispˈonɡo,nɡ,nɡ
27,substɾˈaen,substɾˈajɡo,,jɡ
28,enteɾnˈese,enteɾnˈeskan,s,sk
29,abenɡˈajs,abjˈenen,nɡ,n
30,desɡwaɾnˈeskas,desɡwaɾnˈeska,sk,sk
31,sobɾepˈones,sobɾepˈonɡas,n,nɡ
32,tenˈejs,tˈenɡo,n,nɡ
33,tɾadˈusen,tɾadˈuska,s,sk
34,pˈunçe,pˈunxan,nç,nx
35,padˈesen,padˈeska,s,sk
36,ɾesˈaɾsan,ɾesˈaɾsas,ɾs,ɾs
37,ɾepɾodˈuse,ɾepɾodusˈimos,s,s
38,empalidˈeses,empalidˈese,s,s
39,emˈunçe,emˈunxas,nç,nx
40,infliçˈimos,inflixˈamos,ç,x
41,sobɾebˈenɡo,sobɾebjˈenes,nɡ,n
42,balbˈuska,balbˈusko,sk,sk
43,sobɾekoçˈemos,sobɾekˈoxa,ç,x
44,diɾixˈajs,diɾˈixa,x,x
45,sobɾekoxˈamos,sobɾekˈoxa,x,x
46,empobɾesˈejs,empobɾˈeses,s,s
47,ɾesaɾsˈajs,ɾesˈaɾsas,ɾs,ɾs
48,ɾemˈeskan,ɾemˈeska,sk,sk
49,aresˈis,arˈeska,s,sk
50,kɾesˈemos,kɾˈeses,s,s
51,ɾekomponˈemos,ɾekompˈonɡa,n,nɡ
52,ɾekɾudˈeskan,ɾekɾudˈesko,sk,sk
53,embeʃeskˈajs,embeʃˈesko,sk,sk
54,areskˈajs,arˈesko,sk,sk
55,ofɾeskˈajs,ofɾˈesko,sk,sk
56,konbˈeɾçes,konbeɾçˈis,ɾç,ɾç
57,kompˈone,kompˈonɡa,n,nɡ
58,substɾaˈejs,substɾˈajɡas,,jɡ
59,elˈiçe,elˈixa,ç,x
60,desfaboɾesˈemos,desfaboɾˈeska,s,sk
61,adoɾmˈeses,adoɾmˈeska,s,sk
62,ɾesˈaɾses,ɾesˈaɾsas,ɾs,ɾs
63,desdˈisen,desdiɡˈajs,s,ɡ
64,dekaˈemos,dekajɡˈamos,,jɡ
65,siɾkunbˈenɡas,siɾkunbjˈenes,nɡ,n
66,feneskˈajs,fenˈeska,sk,sk
67,dekˈaes,dekˈajɡan,,jɡ
68,ɾepɾodusˈimos,ɾepɾodˈuskan,s,sk
