idx,src1,src2,src1_sf,src2_sf
0,neɡɾˈese,neɡɾeskˈamos,s,sk
1,ɾelusˈimos,ɾelusˈis,s,s
2,kodiɾiçˈimos,kodiɾiçˈis,ç,ç
3,ˈasen,asɡˈamos,s,sɡ
4,neɡɾˈeses,neɡɾˈeskan,s,sk
5,pɾekonˈosen,pɾekonˈoskan,s,sk
6,enaltesˈejs,enaltesˈemos,s,s
7,enaltesˈemos,enaltˈesen,s,s
8,emeɾxˈamos,emˈeɾxa,ɾx,ɾx
9,pɾeestablesˈejs,pɾeestablˈeska,s,sk
10,astɾinçˈis,astɾˈinxan,nç,nx
11,ɾetɾadˈusen,ɾetɾadˈuses,s,s
12,afliçˈimos,afliçˈis,ç,ç
13,pɾobˈenɡa,pɾobjˈene,nɡ,n
14,aflˈixas,aflˈixa,x,x
15,kˈaen,kˈaes,,
16,ɾetɾadˈuses,ɾetɾaduskˈamos,s,sk
17,tɾaduskˈamos,tɾadˈuskas,sk,sk
18,ɾeapaɾˈeses,ɾeapaɾˈeska,s,sk
19,enduɾˈese,enduɾˈeskan,s,sk
20,astɾinçˈis,astɾinxˈajs,nç,nx
21,ˈasɡa,asˈis,sɡ,s
22,enaltˈeses,enaltˈese,s,s
23,entɾetˈenɡa,entɾetˈenɡo,nɡ,nɡ
24,neɡɾesˈejs,neɡɾˈeses,s,s
25,ɾeapaɾeskˈajs,ɾeapaɾˈeska,sk,sk
26,ɾestablˈesen,ɾestablˈeskan,s,sk
27,emeɾçˈemos,emeɾxˈamos,ɾç,ɾx
28,ɾetɾadusˈis,ɾetɾadˈusko,s,sk
29,tɾadusˈis,tɾadˈuska,s,sk
30,pɾeestablesˈemos,pɾeestableskˈajs,s,sk
31,ɾetɾotɾaˈejs,ɾetɾotɾˈae,,
32,kodiɾˈixa,kodiɾˈixo,x,x
33,astɾˈinçes,astɾinçˈimos,nç,nç
34,ɾeabastesˈejs,ɾeabastˈeses,s,s
35,astɾˈinçes,astɾinxˈamos,nç,nx
36,enduɾˈesen,enduɾˈeska,s,sk
37,ɾetɾadˈusen,ɾetɾadusˈis,s,s
38,tɾadˈuse,tɾadˈuska,s,sk
39,ɾeabastesˈejs,ɾeabasteskˈamos,s,sk
40,enduɾeskˈajs,enduɾˈeska,sk,sk
41,entɾetˈenɡan,entɾetjˈene,nɡ,n
42,pɾeestablesˈejs,pɾeestableskˈamos,s,sk
43,pɾeestablesˈejs,pɾeestablˈesen,s,s
44,kaˈejs,kˈaes,,
45,emeɾxˈajs,emˈeɾxa,ɾx,ɾx
46,ɾeluskˈajs,ɾeluskˈamos,sk,sk
47,ɾelˈuse,ɾelˈuskan,s,sk
48,emˈeɾçe,emeɾxˈamos,ɾç,ɾx
49,distɾajɡˈamos,distɾˈajɡas,jɡ,jɡ
50,neɡɾesˈemos,neɡɾeskˈamos,s,sk
51,ɾeluskˈamos,ɾelˈuskas,sk,sk
52,pɾobenɡˈamos,pɾobˈenɡo,nɡ,nɡ
53,ɾeabastˈeskas,ɾeabastˈesko,sk,sk
54,enlokesˈejs,enlokˈesen,s,s
55,astɾinçˈis,astɾˈinxa,nç,nx
56,pɾobˈenɡo,pɾobjˈene,nɡ,n
57,kˈaen,kˈaes,,
58,enfebɾeskˈajs,enfebɾˈesko,sk,sk
59,tɾadˈuskas,tɾadˈusko,sk,sk
60,pɾekonosˈejs,pɾekonˈoskan,s,sk
61,distɾˈajɡan,distɾˈajɡa,jɡ,jɡ
62,ɾetɾadˈusen,ɾetɾadˈuses,s,s
63,entɾetenɡˈamos,entɾetˈenɡas,nɡ,nɡ
64,kodiɾiçˈimos,kodiɾˈixan,ç,x
65,enduɾesˈejs,enduɾˈeses,s,s
66,ɾetɾadusˈimos,ɾetɾadusˈis,s,s
67,neɡɾeskˈamos,neɡɾˈeska,sk,sk
68,entɾetˈenɡan,entɾetˈenɡa,nɡ,nɡ
69,ɾestablˈeskas,ɾestablˈesko,sk,sk
70,ɾeapaɾˈeses,ɾeapaɾˈeskas,s,sk
71,entɾetenˈejs,entɾetenɡˈajs,n,nɡ
72,tɾadˈusen,tɾadusˈimos,s,s
73,ɾeabastˈese,ɾeabastˈesko,s,sk
74,ɾeabastesˈejs,ɾeabastˈesko,s,sk
75,enfebɾˈesen,enfebɾeskˈajs,s,sk
76,ɾelusˈis,ɾeluskˈajs,s,sk
77,ɾetɾaduskˈajs,ɾetɾadˈuskan,sk,sk
78,ɾetɾadˈuse,ɾetɾadˈuska,s,sk
79,enlokesˈemos,enlokˈeskas,s,sk
80,pɾobˈenɡo,pɾobjˈene,nɡ,n
81,enaltˈese,enaltˈesko,s,sk
82,entɾetˈenɡas,entɾetˈenɡa,nɡ,nɡ
83,ɾelusˈimos,ɾeluskˈamos,s,sk
84,neɡɾˈeses,neɡɾˈese,s,s
85,pɾobˈenɡa,pɾobjˈenes,nɡ,n
86,enalteskˈajs,enalteskˈamos,sk,sk
87,pɾekonoskˈamos,pɾekonˈoskas,sk,sk
88,enlokeskˈamos,enlokˈeskas,sk,sk
89,ɾeapaɾˈesen,ɾeapaɾˈeses,s,s
90,enduɾesˈemos,enduɾˈeskan,s,sk
91,ɾetɾadˈuses,ɾetɾaduskˈajs,s,sk
92,enfebɾesˈejs,enfebɾˈeses,s,s
93,distɾˈae,distɾajɡˈajs,,jɡ
94,pɾobˈenɡa,pɾobjˈenes,nɡ,n
95,ɾeapaɾeskˈajs,ɾeapaɾˈeskas,sk,sk
96,ɾeabastesˈejs,ɾeabastˈeskan,s,sk
97,distɾaˈejs,distɾˈajɡo,,jɡ
98,enaltˈeses,enaltˈeska,s,sk
99,neɡɾesˈemos,neɡɾeskˈamos,s,sk
100,distɾˈajɡas,distɾˈajɡa,jɡ,jɡ
101,ɾeapaɾesˈemos,ɾeapaɾˈese,s,s
102,ɾelusˈimos,ɾeluskˈajs,s,sk
103,entɾetˈenɡo,entɾetjˈenen,nɡ,n
104,enaltˈeses,enaltˈesko,s,sk
105,enlokesˈejs,enlokˈesko,s,sk
106,aflˈiçes,aflixˈajs,ç,x
107,ˈases,asˈimos,s,s
108,astɾinçˈimos,astɾinçˈis,nç,nç
109,ɾetɾaduskˈajs,ɾetɾadˈuska,sk,sk
110,astɾˈinxas,astɾˈinxa,nx,nx
111,pɾobenɡˈajs,pɾobjˈenen,nɡ,n
112,ɾetɾadˈuse,ɾetɾadusˈimos,s,s
113,ɾetɾaduskˈamos,ɾetɾadˈuska,sk,sk
114,aflˈixan,aflˈixo,x,x
115,kaˈemos,kˈajɡo,,jɡ
116,ɾeapaɾˈesen,ɾeapaɾˈeska,s,sk
117,ɾeapaɾˈeses,ɾeapaɾˈeskan,s,sk
118,ɾetɾotɾˈaen,ɾetɾotɾajɡˈajs,,jɡ
119,enduɾˈeskan,enduɾˈeskas,sk,sk
120,enaltˈeska,enaltˈesko,sk,sk
121,distɾˈae,distɾajɡˈajs,,jɡ
122,ɾelusˈis,ɾelˈusko,s,sk
123,ɾetɾadˈusen,ɾetɾadˈuska,s,sk
124,enduɾˈese,enduɾˈeskas,s,sk
125,enalteskˈajs,enaltˈeska,sk,sk
126,ɾetɾotɾˈaes,ɾetɾotɾˈae,,
127,pɾekonˈose,pɾekonˈoskan,s,sk
128,enaltˈeskan,enaltˈeskas,sk,sk
129,ɾetɾaduskˈamos,ɾetɾadˈusko,sk,sk
130,entɾetˈenɡan,entɾetjˈene,nɡ,n
131,aflˈiçes,aflˈixan,ç,x
