idx,src1,src2,src1_sf,src2_sf
0,enfebɾesˈemos,enfebɾˈeskas,s,sk
1,pɾeestablˈese,pɾeestablˈeskas,s,sk
2,emˈeɾçes,emˈeɾxan,ɾç,ɾx
3,pɾobˈenɡas,pɾobˈenɡo,nɡ,nɡ
4,ɾeabasteskˈajs,ɾeabastˈeskas,sk,sk
5,ɾestablesˈemos,ɾestableskˈamos,s,sk
6,ɾetɾotɾajɡˈajs,ɾetɾotɾˈajɡa,jɡ,jɡ
7,ɾeabasteskˈajs,ɾeabastˈesko,sk,sk
8,ɾetɾadusˈimos,ɾetɾadusˈis,s,s
9,emeɾçˈejs,emˈeɾxas,ɾç,ɾx
10,enfebɾˈeses,enfebɾeskˈajs,s,sk
11,ɾelˈuska,ɾelˈuska,sk,sk
12,neɡɾˈeses,neɡɾˈese,s,s
13,aflˈiçen,aflixˈajs,ç,x
14,asɡˈamos,asˈimos,sɡ,s
15,ɾeabastˈeskas,ɾeabastˈeska,sk,sk
16,emˈeɾxa,emˈeɾxo,ɾx,ɾx
17,pɾeestablˈeses,pɾeestablˈeska,s,sk
18,ɾelusˈis,ɾelˈuskan,s,sk
19,neɡɾesˈemos,neɡɾeskˈajs,s,sk
20,ɾelˈuskan,ɾelˈuska,sk,sk
21,ɾeabastˈese,ɾeabasteskˈamos,s,sk
22,ˈasɡan,asˈimos,sɡ,s
23,distɾˈajɡas,distɾˈajɡa,jɡ,jɡ
24,enaltˈeses,enaltˈesko,s,sk
25,kaˈejs,kˈajɡa,,jɡ
26,ɾeabastesˈemos,ɾeabastˈeska,s,sk
27,astɾinçˈis,astɾˈinxo,nç,nx
28,ɾeabasteskˈajs,ɾeabastˈeska,sk,sk
29,ɾetɾotɾˈaes,ɾetɾotɾˈajɡo,,jɡ
30,aflˈiçes,afliçˈimos,ç,ç
31,pɾeestablesˈejs,pɾeestablˈeska,s,sk
32,enlokeskˈamos,enlokˈeska,sk,sk
33,aflˈiçes,aflixˈajs,ç,x
34,kˈajɡas,kˈajɡo,jɡ,jɡ
35,astɾˈinçen,astɾinçˈimos,nç,nç
36,ɾeapaɾeskˈajs,ɾeapaɾˈeskan,sk,sk
37,astɾˈinçen,astɾˈinçe,nç,nç
38,kaˈejs,kaˈemos,,
39,astɾˈinçe,astɾˈinxas,nç,nx
40,astɾˈinçen,astɾˈinxa,nç,nx
41,astɾinçˈimos,astɾˈinxan,nç,nx
42,ɾetɾotɾajɡˈajs,ɾetɾotɾˈajɡas,jɡ,jɡ
43,ɾelˈuskan,ɾelˈuska,sk,sk
44,enduɾeskˈamos,enduɾˈeska,sk,sk
45,ɾeluskˈajs,ɾelˈuskan,sk,sk
46,enlokesˈejs,enlokˈeska,s,sk
47,ɾeapaɾesˈemos,ɾeapaɾˈeska,s,sk
48,pɾekonˈoses,pɾekonˈoskan,s,sk
49,pɾekonˈoska,pɾekonˈosko,sk,sk
50,ɾeabastˈese,ɾeabasteskˈajs,s,sk
51,entɾetenɡˈamos,entɾetˈenɡan,nɡ,nɡ
52,ɾestablˈeses,ɾestablˈeskan,s,sk
53,enfebɾesˈejs,enfebɾeskˈajs,s,sk
54,kodiɾˈiçe,kodiɾˈixo,ç,x
55,emˈeɾçen,emˈeɾxa,ɾç,ɾx
56,ɾelˈusen,ɾeluskˈajs,s,sk
57,ɾetɾotɾaˈemos,ɾetɾotɾˈaen,,
58,enduɾˈese,enduɾˈeskas,s,sk
59,neɡɾeskˈajs,neɡɾˈesko,sk,sk
60,emˈeɾçe,emeɾxˈamos,ɾç,ɾx
61,ɾetɾadˈuses,ɾetɾadˈusko,s,sk
62,entɾetˈenɡas,entɾetˈenɡa,nɡ,nɡ
63,enfebɾeskˈajs,enfebɾˈeska,sk,sk
64,kodiɾiçˈis,kodiɾˈixo,ç,x
65,aflixˈajs,aflˈixan,x,x
66,aflˈiçes,aflixˈajs,ç,x
67,neɡɾˈese,neɡɾˈeskan,s,sk
68,ˈasɡa,ˈasɡo,sɡ,sɡ
69,entɾetˈenɡas,entɾetˈenɡo,nɡ,nɡ
70,entɾetenˈejs,entɾetˈenɡo,n,nɡ
71,emˈeɾxas,emˈeɾxa,ɾx,ɾx
72,ɾelˈuskan,ɾelˈusko,sk,sk
73,pɾeestablesˈejs,pɾeestablˈeskas,s,sk
74,enlokˈeses,enlokˈeska,s,sk
