idx,src1,src2,src1_sf,src2_sf
0,desˈasɡa,desasˈimos,sɡ,s
1,enkˈoxan,enkˈoxa,x,x
2,empobɾˈeses,empobɾˈese,s,s
3,foɾtalesˈemos,foɾtalˈeska,s,sk
4,adbˈenɡo,adbjˈenes,nɡ,n
5,fɾˈançes,fɾançˈimos,nç,nç
6,fɾanxˈajs,fɾˈanxas,nx,nx
7,faʃeskˈajs,faʃeskˈamos,sk,sk
8,aponˈejs,apˈonɡa,n,nɡ
9,kˈoçe,koxˈamos,ç,x
10,enflakˈesen,enflakˈeskan,s,sk
11,detɾˈaes,detɾˈajɡa,,jɡ
12,faʃesˈejs,faʃˈeska,s,sk
13,pɾebalesˈemos,pɾebalˈeskan,s,sk
14,enmoˈeses,enmoˈeskan,s,sk
15,pɾeestablˈese,pɾeestableskˈajs,s,sk
16,supeɾpˈonen,supeɾpˈonɡa,n,nɡ
17,anteponˈemos,antepˈonɡas,n,nɡ
18,desaɡɾadˈesen,desaɡɾadˈeskas,s,sk
19,antepˈone,anteponɡˈajs,n,nɡ
20,apˈones,apˈone,n,n
21,ataɾdˈeskan,ataɾdˈeska,sk,sk
22,pɾebalesˈejs,pɾebalˈeskan,s,sk
23,ɾekonoskˈajs,ɾekonˈoskas,sk,sk
24,enɾikˈeses,enɾikeskˈajs,s,sk
25,aɡɾadˈesen,aɡɾadeskˈajs,s,sk
26,ˈaɡa,ˈaɡo,ɡ,ɡ
27,sˈalɡa,salˈis,lɡ,l
28,akɾesˈejs,akɾˈesko,s,sk
29,desdˈiɡan,desdˈiɡa,ɡ,ɡ
30,intɾodˈuses,intɾodusˈis,s,s
31,ɾekosˈejs,ɾekwˈesa,s,s
32,neɡlˈiçen,neɡlixˈajs,ç,x
33,entoɾpˈeses,entoɾpeskˈamos,s,sk
34,detɾˈaen,detɾˈajɡas,,jɡ
35,kˈosas,kˈosa,s,s
36,enlˈuse,enlˈuska,s,sk
37,kontɾabenɡˈamos,kontɾabˈenɡan,nɡ,nɡ
38,ɾebeɾdesˈemos,ɾebeɾdˈesen,s,s
39,establˈeskas,establˈeska,sk,sk
40,pɾediɡˈamos,pɾedˈiɡa,ɡ,ɡ
41,enlokeskˈamos,enlokˈeska,sk,sk
42,manutˈenɡo,manutjˈenen,nɡ,n
43,unxˈamos,ˈunxa,nx,nx
44,ensombɾˈeses,ensombɾˈese,s,s
45,apaɾˈese,apaɾeskˈamos,s,sk
46,ennoblˈeses,ennoblˈese,s,s
47,obskuɾˈese,obskuɾeskˈamos,s,sk
48,sostˈenɡa,sostjˈenen,nɡ,n
49,ɾeponˈejs,ɾepˈonɡas,n,nɡ
50,kontɾabˈenɡan,kontɾabˈenɡa,nɡ,nɡ
51,entoɾpesˈemos,entoɾpˈeska,s,sk
52,komponˈemos,komponɡˈajs,n,nɡ
53,akoçˈemos,akˈoxas,ç,x
54,ɾestablˈeska,ɾestablˈesko,sk,sk
55,ɾetɾadˈuse,ɾetɾadˈuska,s,sk
56,konbˈeɾçen,konbˈeɾxa,ɾç,ɾx
57,enmoˈese,enmoˈeska,s,sk
58,ɾebenˈimos,ɾebenˈis,n,n
59,ɾobustˈesen,ɾobustˈese,s,s
60,pɾediɡˈamos,pɾedˈiɡan,ɡ,ɡ
61,desˈasen,desasɡˈamos,s,sɡ
62,enmudˈeskan,enmudˈeska,sk,sk
63,enmoˈeska,enmoˈeska,sk,sk
64,enlusˈis,enlˈuska,s,sk
65,komponɡˈamos,kompˈonɡo,nɡ,nɡ
66,adbˈenɡas,adbˈenɡa,nɡ,nɡ
67,ɾepˈones,ɾepˈonɡa,n,nɡ
68,pɾobˈenɡa,pɾobenˈimos,nɡ,n
69,pɾebalˈeskan,pɾebalˈeskas,sk,sk
70,salɡˈajs,sˈalɡan,lɡ,lɡ
71,entoɾpˈesen,entoɾpˈeskan,s,sk
72,ˈase,aɡˈamos,s,ɡ
73,empekeɲesˈejs,empekeɲˈeskan,s,sk
74,foɾtaleskˈamos,foɾtalˈeskas,sk,sk
75,akɾˈeskas,akɾˈesko,sk,sk
76,kˈoçes,kˈoçe,ç,ç
77,establˈese,establˈesko,s,sk
78,tɾadˈusen,tɾadˈuskas,s,sk
79,ekstɾˈaes,ekstɾˈajɡa,,jɡ
80,pɾobˈenɡas,pɾobˈenɡa,nɡ,nɡ
81,inteɾponɡˈamos,inteɾpˈonɡas,nɡ,nɡ
82,faboɾˈeses,faboɾˈeskas,s,sk
83,deskˈosas,deskˈosa,s,s
84,ensombɾeskˈajs,ensombɾˈeskas,sk,sk
85,sostenˈemos,sostenɡˈajs,n,nɡ
86,sostˈenɡas,sostˈenɡo,nɡ,nɡ
87,enkaʃˈeskan,enkaʃˈeska,sk,sk
88,pɾeestablˈeses,pɾeestablˈeska,s,sk
89,faʃˈeskas,faʃˈeska,sk,sk
90,fɾunsˈamos,fɾˈunso,ns,ns
91,ɾekonbˈenɡas,ɾekonbenˈimos,nɡ,n
92,embɾutˈesen,embɾutˈeses,s,s
93,intɾodˈusen,intɾoduskˈajs,s,sk
94,embɾutˈeskan,embɾutˈeskas,sk,sk
95,ɾekosˈajs,ɾekwˈesan,s,s
96,entɾetenɡˈajs,entɾetenɡˈamos,nɡ,nɡ
97,pɾebalˈese,pɾebalˈeska,s,sk
98,kontenˈemos,kontˈenɡa,n,nɡ
99,abstˈeɾxas,abstˈeɾxa,ɾx,ɾx
100,ɾeelixˈajs,ɾeelˈixas,x,x
101,entoɾpˈeses,entoɾpˈeskan,s,sk
102,balbˈuses,balbˈuskan,s,sk
103,kosˈajs,kosˈemos,s,s
104,pɾobˈenɡas,pɾobenˈimos,nɡ,n
105,estˈaɾsa,estˈaɾso,ɾs,ɾs
106,empekeɲesˈemos,empekeɲeskˈamos,s,sk
107,meɾeskˈajs,meɾˈeskas,sk,sk
108,konflˈiçes,konflˈixa,ç,x
109,ensombɾˈeses,ensombɾeskˈamos,s,sk
110,ʃˈases,ʃaskˈamos,s,sk
111,desaɡɾadˈesen,desaɡɾadˈeskan,s,sk
112,arˈesen,arˈesko,s,sk
113,aresˈimos,arˈeska,s,sk
114,ɾeestablesˈemos,ɾeestableskˈamos,s,sk
115,atɾˈaen,atɾˈajɡan,,jɡ
116,enmudˈesen,enmudˈese,s,s
117,abastˈesen,abasteskˈajs,s,sk
118,arˈeses,arˈeska,s,sk
119,enlentˈesen,enlentˈeska,s,sk
120,enlusˈis,enlˈuska,s,sk
121,abstˈeɾçes,absteɾxˈamos,ɾç,ɾx
122,ɾelˈusen,ɾelusˈis,s,s
123,detɾaˈejs,detɾˈajɡo,,jɡ
124,desaɡɾadˈese,desaɡɾadˈeskan,s,sk
125,konbeɾçˈejs,konbˈeɾxo,ɾç,ɾx
