idx,src1,src2,src1_sf,src2_sf
0,ɾepɾodˈuses,ɾepɾodˈusko,s,sk
1,anoʧesˈejs,anoʧeskˈamos,s,sk
2,deɾelinkˈamos,deɾelˈinko,nk,nk
3,enfuɾeskˈajs,enfuɾˈeskas,sk,sk
4,sˈuɾsen,suɾsˈimos,ɾs,ɾs
5,deskompˈone,deskompˈonɡa,n,nɡ
6,deskompˈones,deskompˈonɡas,n,nɡ
7,detɾˈaes,detɾˈajɡan,,jɡ
8,desnˈase,desnaskˈajs,s,sk
9,anoʧˈeska,anoʧˈeska,sk,sk
10,elˈiçen,elˈiçe,ç,ç
11,ɾeelixˈamos,ɾeelˈixa,x,x
12,enfuɾˈeskan,enfuɾˈesko,sk,sk
13,fˈulçes,fulçˈimos,lç,lç
14,adˈuskan,adˈuska,sk,sk
15,neɡlˈiçen,neɡlˈixa,ç,x
16,deskompˈones,deskompˈonɡa,n,nɡ
17,peɾmanˈese,peɾmanˈeska,s,sk
18,siɾkunbˈenɡa,siɾkunbenˈimos,nɡ,n
19,elˈiçen,elˈixas,ç,x
20,desnasˈejs,desnˈaskan,s,sk
21,sˈuɾses,sˈuɾsas,ɾs,ɾs
22,abdˈusen,abdˈuska,s,sk
23,enfuɾˈeskan,enfuɾˈeskas,sk,sk
24,siɾkunbenɡˈamos,siɾkunbjˈenen,nɡ,n
25,dˈise,dˈiɡan,s,ɡ
26,ɾeelˈixan,ɾeelˈixa,x,x
27,deɾelˈinkan,deɾelˈinko,nk,nk
28,akˈoxa,akˈoxo,x,x
29,amaɾiʃeskˈamos,amaɾiʃˈeska,sk,sk
30,anoʧˈesen,anoʧˈeskan,s,sk
31,ɾeelˈiçes,ɾeelˈixo,ç,x
32,peɾmanˈeska,peɾmanˈesko,sk,sk
33,suɾsˈis,suɾsˈajs,ɾs,ɾs
34,enlokˈese,enlokˈeskas,s,sk
35,siɾkunbenˈimos,siɾkunbjˈene,n,n
36,elˈiçen,elˈixo,ç,x
37,diɡˈajs,dˈiɡo,ɡ,ɡ
38,ɾetɾaˈejs,ɾetɾaˈemos,,
39,ɾepɾodˈusen,ɾepɾodˈuskas,s,sk
40,ɾetɾˈaes,ɾetɾˈae,,
41,amaɾiʃˈese,amaɾiʃˈeskan,s,sk
42,deskomponɡˈajs,deskompˈonɡan,nɡ,nɡ
43,dˈisen,dˈiɡo,s,ɡ
44,peɾmaneskˈajs,peɾmanˈesko,sk,sk
45,abdusˈis,abdˈusko,s,sk
46,deskomponˈemos,deskompˈonɡa,n,nɡ
47,adusˈimos,adˈuskas,s,sk
48,ɾepɾodˈuskan,ɾepɾodˈusko,sk,sk
49,ɾepɾodusˈis,ɾepɾodˈuskas,s,sk
50,desnasˈemos,desnˈasko,s,sk
51,enfuɾˈeskas,enfuɾˈeska,sk,sk
52,deskompˈones,deskompˈonɡa,n,nɡ
53,peɾmanˈesen,peɾmanˈeses,s,s
54,siɾkunbenɡˈajs,siɾkunbenˈimos,nɡ,n
55,fulxˈajs,fˈulxo,lx,lx
56,detɾaˈejs,detɾaˈemos,,
57,entɾetenɡˈamos,entɾetjˈenen,nɡ,n
58,siɾkunbˈenɡa,siɾkunbˈenɡo,nɡ,nɡ
59,kondˈuskan,kondˈuska,sk,sk
60,abduskˈamos,abdˈuskas,sk,sk
61,deɾelinkˈamos,deɾelˈinkes,nk,nk
62,peɾmaneskˈajs,peɾmaneskˈamos,sk,sk
63,fulçˈimos,fˈulxa,lç,lx
64,entɾetenˈemos,entɾetˈenɡa,n,nɡ
65,deskomponˈejs,deskomponˈemos,n,n
66,entɾetenˈejs,entɾetˈenɡa,n,nɡ
67,elˈixan,elˈixas,x,x
68,deɾelˈinke,deɾelinkˈis,nk,nk
69,abdˈuse,abdˈusko,s,sk
70,enfuɾˈeses,enfuɾˈesko,s,sk
71,kondˈuskas,kondˈusko,sk,sk
72,desnaskˈajs,desnaskˈamos,sk,sk
73,deskompˈonɡa,deskompˈonɡa,nɡ,nɡ
74,detɾaˈemos,detɾˈajɡas,,jɡ
75,peɾmaneskˈajs,peɾmanˈesko,sk,sk
76,enfuɾˈeskan,enfuɾˈeska,sk,sk
77,entɾetenˈemos,entɾetˈenɡa,n,nɡ
78,amaɾiʃesˈemos,amaɾiʃˈeskan,s,sk
79,detɾˈajɡas,detɾˈajɡa,jɡ,jɡ
80,desˈimos,dˈiɡan,s,ɡ
81,neɡlˈiçe,neɡlˈixa,ç,x
82,amaɾiʃesˈemos,amaɾiʃˈeska,s,sk
83,anoʧˈese,anoʧˈeskas,s,sk
84,ɾepɾodˈusen,ɾepɾodusˈis,s,s
85,deskompˈone,deskompˈonɡas,n,nɡ
86,siɾkunbenɡˈajs,siɾkunbˈenɡa,nɡ,nɡ
87,anoʧˈeskas,anoʧˈeska,sk,sk
88,siɾkunbˈenɡan,siɾkunbˈenɡo,nɡ,nɡ
89,eliçˈis,elixˈajs,ç,x
90,anoʧesˈejs,anoʧˈeses,s,s
91,ɾetɾˈaes,ɾetɾajɡˈamos,,jɡ
92,deskomponɡˈajs,deskompˈonɡan,nɡ,nɡ
93,detɾˈajɡan,detɾˈajɡas,jɡ,jɡ
94,ɾepɾodˈuse,ɾepɾoduskˈamos,s,sk
95,elˈixan,elˈixas,x,x
96,ɾetɾaˈejs,ɾetɾˈajɡa,,jɡ
97,abduskˈamos,abdˈuska,sk,sk
98,kondˈusen,kondˈuskan,s,sk
99,siɾkunbˈenɡan,siɾkunbˈenɡa,nɡ,nɡ
100,deskompˈone,deskompˈonɡan,n,nɡ
101,abdˈuses,abdˈusko,s,sk
102,ɾeeleçˈimos,ɾeelixˈajs,ç,x
103,ɾetɾˈaen,ɾetɾˈaes,,
104,ɾetɾaˈemos,ɾetɾˈajɡa,,jɡ
105,entɾetˈenɡas,entɾetjˈene,nɡ,n
106,amaɾiʃˈeskan,amaɾiʃˈeska,sk,sk
107,ɾepɾodˈusen,ɾepɾoduskˈamos,s,sk
108,anoʧˈesen,anoʧˈeses,s,s
109,entɾetenˈemos,entɾetenɡˈamos,n,nɡ
110,deɾelˈinkas,deɾelˈinke,nk,nk
111,entɾetˈenɡan,entɾetˈenɡo,nɡ,nɡ
112,adˈuse,adˈuska,s,sk
113,desnˈase,desnaskˈajs,s,sk
114,deɾelˈinkas,deɾelˈinka,nk,nk
115,eliçˈis,elˈixa,ç,x
116,anoʧesˈejs,anoʧˈeskan,s,sk
117,dˈises,dˈiɡan,s,ɡ
118,enfuɾesˈemos,enfuɾˈeska,s,sk
119,suɾsˈis,suɾsˈamos,ɾs,ɾs
120,ɾeelˈiçe,ɾeelˈixan,ç,x
121,desnasˈejs,desnˈase,s,s
122,deskomponˈemos,deskompˈonen,n,n
123,fulxˈamos,fˈulxa,lx,lx
124,detɾaˈejs,detɾajɡˈajs,,jɡ
125,anoʧesˈejs,anoʧˈesko,s,sk
126,aduskˈajs,adˈuska,sk,sk
127,deɾelˈinka,deɾelˈinken,nk,nk
128,abdˈuses,abduskˈamos,s,sk
129,sˈuɾsan,sˈuɾsa,ɾs,ɾs
130,entɾetˈenɡa,entɾetˈenɡa,nɡ,nɡ
131,detɾaˈejs,detɾˈajɡan,,jɡ
132,diɡˈamos,dˈiɡa,ɡ,ɡ
133,deɾelinkˈajs,deɾelˈinken,nk,nk
134,adusˈimos,aduskˈamos,s,sk
135,ɾetɾajɡˈamos,ɾetɾˈajɡa,jɡ,jɡ
136,eliçˈis,elˈixan,ç,x
137,adˈuse,adˈuskas,s,sk
138,entɾetˈenɡa,entɾetˈenɡo,nɡ,nɡ
139,kondˈusen,kondˈuska,s,sk
140,fˈulçe,fˈulxo,lç,lx
141,ɾepɾoduskˈajs,ɾepɾodˈuskan,sk,sk
142,desnˈases,desnˈaska,s,sk
143,detɾˈajɡan,detɾˈajɡa,jɡ,jɡ
144,siɾkunbˈenɡa,siɾkunbenˈis,nɡ,n
145,neɡlˈiçen,neɡlˈixo,ç,x
146,anoʧesˈejs,anoʧˈeskan,s,sk
147,peɾmanˈeses,peɾmanˈeska,s,sk
148,ɾetɾˈaen,ɾetɾˈajɡan,,jɡ
149,deɾelinkˈajs,deɾelˈinka,nk,nk
150,deɾelinkˈamos,deɾelˈinka,nk,nk
151,enlokˈeses,enlokˈeskas,s,sk
152,desnasˈejs,desnˈasko,s,sk
153,diɡˈamos,dˈiɡo,ɡ,ɡ
154,enlokˈeskan,enlokˈesko,sk,sk
155,amaɾiʃesˈemos,amaɾiʃˈeskan,s,sk
156,enlokeskˈajs,enlokˈeska,sk,sk
157,enfuɾˈeses,enfuɾˈeskas,s,sk
158,kondˈusen,konduskˈajs,s,sk
159,kondˈuses,konduskˈamos,s,sk
160,elˈiçen,elixˈajs,ç,x
161,deɾelˈinkan,deɾelˈinken,nk,nk
162,desnasˈejs,desnˈaskas,s,sk
163,deskomponˈejs,deskomponɡˈamos,n,nɡ
164,elixˈamos,elˈixan,x,x
165,fˈulçen,fˈulxa,lç,lx
166,suɾsˈimos,suɾsˈajs,ɾs,ɾs
167,deɾelinkˈajs,deɾelinkˈamos,nk,nk
168,dˈisen,dˈiɡa,s,ɡ
169,sˈuɾsan,sˈuɾsa,ɾs,ɾs
170,abdˈuskas,abdˈuska,sk,sk
171,deɾelˈinka,deɾelˈinkes,nk,nk
172,desnasˈemos,desnaskˈamos,s,sk
173,neɡlˈixan,neɡlˈixo,x,x
174,kondˈuses,kondˈuskas,s,sk
175,enfuɾˈesen,enfuɾˈeska,s,sk
176,neɡlˈiçen,neɡlˈiçes,ç,ç
177,amaɾiʃesˈejs,amaɾiʃˈeskas,s,sk
178,deskomponɡˈamos,deskompˈonɡo,nɡ,nɡ
179,anoʧˈeskan,anoʧˈesko,sk,sk
180,anoʧˈeses,anoʧeskˈamos,s,sk
181,enfuɾesˈejs,enfuɾˈesen,s,s
182,akoçˈejs,akˈoxa,ç,x
183,desnaskˈamos,desnˈaska,sk,sk
184,detɾˈajɡan,detɾˈajɡa,jɡ,jɡ
185,suɾsˈis,sˈuɾsa,ɾs,ɾs
186,enfuɾesˈemos,enfuɾeskˈajs,s,sk
187,deskompˈonɡas,deskompˈonɡa,nɡ,nɡ
188,ɾeelˈiçes,ɾeelˈixas,ç,x
189,desnˈases,desnˈaska,s,sk
190,sˈuɾsen,sˈuɾsan,ɾs,ɾs
191,deɾelinkˈajs,deɾelinkˈimos,nk,nk
192,anoʧˈesen,anoʧeskˈamos,s,sk
193,siɾkunbˈenɡas,siɾkunbjˈenes,nɡ,n
194,ɾeelˈiçen,ɾeelˈixan,ç,x
195,neɡliçˈis,neɡlˈixa,ç,x
196,akˈoçen,akˈoçes,ç,ç
197,enlokeskˈajs,enlokeskˈamos,sk,sk
198,suɾsˈimos,suɾsˈis,ɾs,ɾs
199,detɾaˈemos,detɾˈajɡas,,jɡ
200,anoʧˈese,anoʧˈeska,s,sk
201,deskompˈones,deskompˈonɡo,n,nɡ
202,sˈuɾsan,sˈuɾsa,ɾs,ɾs
203,desnaskˈajs,desnˈaska,sk,sk
204,konduskˈamos,kondˈuskas,sk,sk
205,ɾeelˈiçen,ɾeelˈixa,ç,x
206,neɡliçˈis,neɡlˈixo,ç,x
207,amaɾiʃeskˈamos,amaɾiʃˈeskas,sk,sk
208,deɾelˈinken,deɾelˈinkes,nk,nk
209,deɾelˈinkas,deɾelinkˈimos,nk,nk
210,akoxˈamos,akˈoxo,x,x
211,akoçˈejs,akˈoxan,ç,x
212,elˈixan,elˈixa,x,x
213,aduskˈamos,adˈuska,sk,sk
214,ɾepɾoduskˈamos,ɾepɾodˈuskas,sk,sk
215,ɾetɾaˈemos,ɾetɾajɡˈamos,,jɡ
216,siɾkunbenɡˈajs,siɾkunbenɡˈamos,nɡ,nɡ
217,peɾmanesˈejs,peɾmanˈeska,s,sk
218,fˈulçe,fulxˈajs,lç,lx
219,enfuɾesˈemos,enfuɾˈesen,s,s
220,desnasˈemos,desnaskˈamos,s,sk
221,peɾmanˈeska,peɾmanˈesko,sk,sk
222,ɾepɾodˈuska,ɾepɾodˈusko,sk,sk
223,anoʧeskˈajs,anoʧeskˈamos,sk,sk
224,ɾepɾodˈuses,ɾepɾodusˈimos,s,s
225,peɾmaneskˈamos,peɾmanˈeska,sk,sk
226,deɾelinkˈamos,deɾelˈinko,nk,nk
227,sˈuɾses,suɾsˈamos,ɾs,ɾs
228,akˈoxas,akˈoxa,x,x
229,kondˈuses,kondˈuskas,s,sk
230,akˈoçes,akoxˈamos,ç,x
231,fˈulxa,fˈulxa,lx,lx
232,abdˈuskan,abdˈuska,sk,sk
233,adˈuses,adusˈis,s,s
234,fˈulxan,fˈulxo,lx,lx
235,ɾepɾodˈusen,ɾepɾoduskˈajs,s,sk
236,entɾetˈenɡan,entɾetˈenɡas,nɡ,nɡ
237,peɾmanˈeskas,peɾmanˈesko,sk,sk
238,deɾelinkˈamos,deɾelˈinko,nk,nk
239,sˈuɾse,suɾsˈamos,ɾs,ɾs
240,ɾeelixˈajs,ɾeelˈixa,x,x
241,adusˈis,adˈuska,s,sk
242,siɾkunbenˈimos,siɾkunbjˈenes,n,n
243,entɾetenˈejs,entɾetjˈene,n,n
244,amaɾiʃesˈejs,amaɾiʃeskˈajs,s,sk
245,amaɾiʃesˈemos,amaɾiʃeskˈamos,s,sk
246,ɾeelˈiçen,ɾeelˈixas,ç,x
247,adˈusen,adˈuska,s,sk
248,enfuɾesˈejs,enfuɾeskˈajs,s,sk
249,adˈusen,adˈuskas,s,sk
250,detɾaˈejs,detɾaˈemos,,
251,enlokeskˈajs,enlokˈeska,sk,sk
252,ɾeelˈixan,ɾeelˈixa,x,x
253,entɾetenˈemos,entɾetˈenɡan,n,nɡ
254,siɾkunbˈenɡas,siɾkunbˈenɡa,nɡ,nɡ
255,enlokˈeskan,enlokˈeska,sk,sk
256,elˈiçen,elˈixa,ç,x
257,adˈuskan,adˈuskas,sk,sk
258,detɾˈae,detɾˈajɡa,,jɡ
259,enfuɾˈeses,enfuɾeskˈajs,s,sk
260,anoʧeskˈajs,anoʧˈeskan,sk,sk
261,deskompˈonɡas,deskompˈonɡa,nɡ,nɡ
262,detɾˈae,detɾˈajɡas,,jɡ
263,akˈoxan,akˈoxo,x,x
264,entɾetenˈejs,entɾetˈenɡa,n,nɡ
265,eliçˈimos,elˈixas,ç,x
266,entɾetˈenɡan,entɾetˈenɡa,nɡ,nɡ
267,detɾˈaen,detɾˈae,,
268,peɾmanˈesen,peɾmaneskˈajs,s,sk
269,anoʧˈeses,anoʧeskˈajs,s,sk
270,amaɾiʃˈeskan,amaɾiʃˈeskas,sk,sk
271,kondˈusen,kondˈuska,s,sk
272,entɾetenɡˈajs,entɾetˈenɡo,nɡ,nɡ
273,deskompˈonen,deskompˈone,n,n
274,detɾˈae,detɾˈajɡan,,jɡ
275,peɾmaneskˈamos,peɾmanˈeskas,sk,sk
276,peɾmanˈeses,peɾmanˈeska,s,sk
277,deɾelˈinko,deɾelˈinkes,nk,nk
278,amaɾiʃˈesen,amaɾiʃˈeska,s,sk
279,kondusˈis,konduskˈajs,s,sk
280,anoʧeskˈajs,anoʧˈeska,sk,sk
281,akˈoçen,akoxˈamos,ç,x
282,abdusˈis,abduskˈamos,s,sk
283,anoʧeskˈajs,anoʧˈeskan,sk,sk
284,deɾelˈinka,deɾelˈinko,nk,nk
285,peɾmanˈesen,peɾmanˈeskas,s,sk
286,desnasˈemos,desnaskˈamos,s,sk
287,siɾkunbˈenɡas,siɾkunbjˈenes,nɡ,n
288,fˈulçen,fˈulçe,lç,lç
289,neɡlixˈajs,neɡlˈixa,x,x
290,detɾajɡˈamos,detɾˈajɡas,jɡ,jɡ
291,ɾepɾodˈuska,ɾepɾodˈusko,sk,sk
292,entɾetenɡˈajs,entɾetjˈene,nɡ,n
293,ɾetɾaˈemos,ɾetɾˈajɡa,,jɡ
294,adˈuse,adˈuska,s,sk
295,abdˈusen,abdusˈimos,s,s
296,anoʧˈeses,anoʧˈeska,s,sk
297,sˈuɾse,suɾsˈis,ɾs,ɾs
298,akoxˈajs,akˈoxo,x,x
299,aduskˈamos,adˈuskan,sk,sk
300,enlokesˈejs,enlokˈesko,s,sk
301,aduskˈajs,aduskˈamos,sk,sk
302,ɾeeleçˈis,ɾeelˈiçes,ç,ç
303,adˈusen,adˈuse,s,s
304,ɾeelˈiçes,ɾeelˈixas,ç,x
305,peɾmanˈeskas,peɾmanˈeska,sk,sk
306,desˈimos,dˈiɡa,s,ɡ
307,desnˈasen,desnaskˈajs,s,sk
308,diɡˈamos,dˈiɡo,ɡ,ɡ
309,deskomponɡˈamos,deskompˈonɡan,nɡ,nɡ
310,elˈiçen,elˈixa,ç,x
311,fˈulxan,fˈulxa,lx,lx
312,peɾmanesˈemos,peɾmanˈese,s,s
313,diɡˈajs,dˈiɡa,ɡ,ɡ
314,akoxˈajs,akoxˈamos,x,x
315,ɾepɾodusˈimos,ɾepɾodˈuska,s,sk
316,abdusˈis,abdˈuska,s,sk
317,ɾeeleçˈimos,ɾeelˈixa,ç,x
318,peɾmanesˈemos,peɾmanˈeskan,s,sk
319,anoʧesˈemos,anoʧeskˈajs,s,sk
320,entɾetˈenɡan,entɾetˈenɡo,nɡ,nɡ
321,fˈulçe,fˈulxan,lç,lx
322,siɾkunbenɡˈajs,siɾkunbˈenɡan,nɡ,nɡ
323,elixˈajs,elˈixas,x,x
324,akoçˈemos,akˈoçen,ç,ç
325,amaɾiʃeskˈajs,amaɾiʃeskˈamos,sk,sk
326,ɾepɾodˈuses,ɾepɾodˈuska,s,sk
327,detɾˈajɡan,detɾˈajɡas,jɡ,jɡ
328,siɾkunbenɡˈajs,siɾkunbenˈis,nɡ,n
329,adusˈimos,adˈusko,s,sk
330,fˈulxas,fˈulxo,lx,lx
331,desnaskˈajs,desnˈaskan,sk,sk
332,anoʧeskˈajs,anoʧˈeska,sk,sk
333,enfuɾˈesen,enfuɾˈeska,s,sk
334,anoʧˈese,anoʧˈeska,s,sk
335,peɾmanesˈemos,peɾmanˈeska,s,sk
336,peɾmanˈesen,peɾmaneskˈajs,s,sk
337,neɡlˈiçen,neɡlixˈamos,ç,x
338,peɾmanˈese,peɾmanˈeska,s,sk
339,siɾkunbenɡˈamos,siɾkunbˈenɡa,nɡ,nɡ
340,deɾelˈinkan,deɾelinkˈimos,nk,nk
341,ɾepɾodˈuskan,ɾepɾodˈuska,sk,sk
342,abdˈuse,abdusˈimos,s,s
343,sˈuɾsen,sˈuɾse,ɾs,ɾs
344,anoʧeskˈamos,anoʧˈeska,sk,sk
345,enfuɾˈesen,enfuɾˈeskas,s,sk
346,kondˈuses,kondˈusko,s,sk
347,anoʧˈese,anoʧˈeska,s,sk
348,ɾeelˈixas,ɾeelˈixa,x,x
349,akˈoçen,akˈoxas,ç,x
350,amaɾiʃesˈemos,amaɾiʃeskˈajs,s,sk
351,detɾajɡˈajs,detɾajɡˈamos,jɡ,jɡ
352,neɡliçˈimos,neɡlixˈajs,ç,x
353,desnˈaskan,desnˈasko,sk,sk
354,adusˈimos,adusˈis,s,s
355,detɾaˈemos,detɾˈajɡan,,jɡ
356,siɾkunbˈenɡas,siɾkunbenˈimos,nɡ,n
357,siɾkunbˈenɡas,siɾkunbjˈenen,nɡ,n
358,enlokesˈemos,enlokeskˈajs,s,sk
359,amaɾiʃˈeses,amaɾiʃeskˈajs,s,sk
360,ɾepɾodˈuse,ɾepɾodˈuskas,s,sk
361,ɾetɾˈaen,ɾetɾˈajɡan,,jɡ
362,kondusˈimos,kondˈuskas,s,sk
363,akoçˈejs,akˈoxa,ç,x
364,ɾeelˈiçes,ɾeelˈixa,ç,x
365,deskompˈone,deskompˈonɡan,n,nɡ
366,adˈuses,adˈuskas,s,sk
367,deskompˈone,deskompˈonɡas,n,nɡ
368,deskomponˈemos,deskompˈonɡa,n,nɡ
369,deskompˈonen,deskomponɡˈajs,n,nɡ
370,peɾmanesˈejs,peɾmanˈesen,s,s
371,desnaskˈamos,desnˈaska,sk,sk
372,akoxˈamos,akˈoxo,x,x
373,ɾeelixˈamos,ɾeelˈixa,x,x
374,akˈoçe,akoxˈajs,ç,x
375,dˈiɡas,dˈiɡo,ɡ,ɡ
376,peɾmanesˈemos,peɾmaneskˈamos,s,sk
377,entɾetenˈemos,entɾetˈenɡas,n,nɡ
378,peɾmanˈese,peɾmanˈeska,s,sk
379,deɾelinkˈajs,deɾelˈinka,nk,nk
380,peɾmanˈesen,peɾmaneskˈamos,s,sk
381,peɾmanˈeska,peɾmanˈesko,sk,sk
382,suɾsˈajs,suɾsˈamos,ɾs,ɾs
383,enfuɾeskˈajs,enfuɾˈeska,sk,sk
384,enlokˈeska,enlokˈesko,sk,sk
385,abdˈuses,abdˈuska,s,sk
386,abdˈuses,abdusˈis,s,s
387,ɾepɾodusˈis,ɾepɾodˈuska,s,sk
388,elˈiçes,elˈiçe,ç,ç
389,kondˈuskan,kondˈusko,sk,sk
390,ɾepɾodˈuses,ɾepɾodˈusko,s,sk
391,neɡlˈiçes,neɡliçˈimos,ç,ç
392,detɾajɡˈamos,detɾˈajɡan,jɡ,jɡ
393,adˈuses,adˈuse,s,s
394,enlokˈesen,enlokˈesko,s,sk
395,adˈuskas,adˈuska,sk,sk
396,siɾkunbenɡˈamos,siɾkunbˈenɡa,nɡ,nɡ
397,dˈiɡas,dˈiɡo,ɡ,ɡ
398,deɾelˈinka,deɾelˈinken,nk,nk
399,ɾeelˈiçes,ɾeelˈixan,ç,x
400,amaɾiʃeskˈajs,amaɾiʃˈeskan,sk,sk
401,ɾetɾˈaen,ɾetɾˈajɡas,,jɡ
402,deɾelinkˈamos,deɾelˈinkes,nk,nk
403,amaɾiʃˈeskan,amaɾiʃˈeska,sk,sk
404,peɾmanˈeskan,peɾmanˈeskas,sk,sk
405,desnˈasen,desnˈases,s,s
406,desˈimos,dˈise,s,s
407,adˈuses,adusˈimos,s,s
408,siɾkunbˈenɡas,siɾkunbˈenɡa,nɡ,nɡ
409,entɾetenˈemos,entɾetˈenɡo,n,nɡ
410,desnˈase,desnˈaskan,s,sk
411,detɾajɡˈajs,detɾˈajɡa,jɡ,jɡ
412,elˈiçen,elˈiçes,ç,ç
413,peɾmaneskˈamos,peɾmanˈeska,sk,sk
414,amaɾiʃˈese,amaɾiʃeskˈamos,s,sk
415,eliçˈis,elˈixa,ç,x
416,kondusˈimos,kondˈuskan,s,sk
417,sˈuɾsas,sˈuɾsa,ɾs,ɾs
418,kondˈuska,kondˈusko,sk,sk
419,ɾepɾodusˈimos,ɾepɾodˈuskan,s,sk
420,fˈulçes,fulçˈis,lç,lç
421,deskompˈonɡa,deskompˈonɡa,nɡ,nɡ
422,enlokˈeska,enlokˈesko,sk,sk
423,detɾˈaen,detɾˈajɡa,,jɡ
424,anoʧeskˈamos,anoʧˈeskan,sk,sk
425,konduskˈajs,kondˈuskan,sk,sk
426,amaɾiʃˈesen,amaɾiʃˈeska,s,sk
427,amaɾiʃesˈemos,amaɾiʃˈeska,s,sk
428,dˈisen,dˈiɡas,s,ɡ
429,abdˈuses,abdusˈimos,s,s
430,ɾepɾodˈusen,ɾepɾoduskˈamos,s,sk
431,deskomponɡˈamos,deskompˈonɡa,nɡ,nɡ
432,deskomponˈemos,deskompˈonɡo,n,nɡ
433,deskompˈones,deskompˈonɡan,n,nɡ
434,neɡlixˈajs,neɡlˈixa,x,x
435,anoʧesˈemos,anoʧˈeses,s,s
436,desnˈaskan,desnˈaska,sk,sk
437,ɾepɾodˈuse,ɾepɾodˈuskas,s,sk
438,kondusˈimos,kondˈuskas,s,sk
439,abdˈuses,abdusˈis,s,s
440,ɾeelixˈajs,ɾeelˈixa,x,x
441,entɾetˈenɡa,entɾetˈenɡo,nɡ,nɡ
442,sˈuɾse,sˈuɾso,ɾs,ɾs
443,deɾelˈinka,deɾelˈinkes,nk,nk
444,fˈulxan,fˈulxas,lx,lx
445,anoʧeskˈamos,anoʧˈeska,sk,sk
446,amaɾiʃesˈejs,amaɾiʃˈeskas,s,sk
447,neɡlˈiçe,neɡlˈixas,ç,x
448,detɾaˈemos,detɾajɡˈamos,,jɡ
449,dˈiɡas,dˈiɡa,ɡ,ɡ
450,deɾelinkˈajs,deɾelinkˈis,nk,nk
451,adˈusen,adˈuse,s,s
452,neɡlˈiçes,neɡliçˈis,ç,ç
453,ɾepɾodˈusen,ɾepɾodˈusko,s,sk
454,desnasˈejs,desnaskˈamos,s,sk
455,elˈiçes,elixˈajs,ç,x
456,siɾkunbˈenɡas,siɾkunbjˈenen,nɡ,n
457,siɾkunbˈenɡo,siɾkunbenˈimos,nɡ,n
458,enfuɾˈeskan,enfuɾˈeska,sk,sk
459,elixˈajs,elˈixo,x,x
460,enfuɾeskˈamos,enfuɾˈeskas,sk,sk
461,abdˈusen,abduskˈamos,s,sk
462,fulxˈamos,fˈulxo,lx,lx
463,entɾetˈenɡan,entɾetjˈenen,nɡ,n
464,amaɾiʃesˈemos,amaɾiʃˈeska,s,sk
465,abduskˈajs,abduskˈamos,sk,sk
466,suɾsˈamos,sˈuɾsa,ɾs,ɾs
467,deskompˈone,deskompˈonɡas,n,nɡ
468,deɾelinkˈajs,deɾelˈinken,nk,nk
