idx,src1,src2,src1_sf,src2_sf
0,obedˈesen,obedeskˈajs,s,sk
1,konflixˈajs,konflˈixa,x,x
2,akaˈeska,akaˈesko,sk,sk
3,kondusˈis,konduskˈamos,s,sk
4,despɾotˈeçen,despɾotˈeçes,ç,ç
5,akˈoçen,akˈoxo,ç,x
6,kondesˈimos,kondˈiɡo,s,ɡ
7,ɾepˈone,ɾeponɡˈajs,n,nɡ
8,enɡɾandesˈejs,enɡɾandesˈemos,s,s
9,satisfasˈejs,satisfˈase,s,s
10,kopɾodˈuses,kopɾodˈuskan,s,sk
11,kondˈusen,konduskˈamos,s,sk
12,desɡwaɾnˈesen,desɡwaɾnˈesko,s,sk
13,ɾeˈaɡan,ɾeˈaɡa,ɡ,ɡ
14,akɾˈesen,akɾeskˈajs,s,sk
15,deponˈejs,depˈonɡa,n,nɡ
16,supeɾbˈenɡa,supeɾbjˈene,nɡ,n
17,espaɾsˈajs,espˈaɾsan,ɾs,ɾs
18,enbilˈesen,enbileskˈamos,s,sk
19,enkaʃˈese,enkaʃˈeskas,s,sk
20,enlokˈeskas,enlokˈeska,sk,sk
21,fˈinçes,fˈinçe,nç,nç
22,infɾˈinçen,infɾˈinçe,nç,nç
23,kondiɡˈajs,kondˈiɡo,ɡ,ɡ
24,pɾesuponɡˈamos,pɾesupˈonɡo,nɡ,nɡ
25,kondˈuskas,kondˈusko,sk,sk
26,enlokeskˈajs,enlokˈeskas,sk,sk
27,desɡwaɾnˈese,desɡwaɾnˈeska,s,sk
28,ekibˈalɡa,ekibˈalɡo,lɡ,lɡ
29,sobɾebenɡˈamos,sobɾebˈenɡa,nɡ,nɡ
30,suɾxˈajs,sˈuɾxo,ɾx,ɾx
31,ɾemeskˈajs,ɾemˈeska,sk,sk
32,ɾemˈeska,ɾemˈesko,sk,sk
33,dekɾesˈejs,dekɾesˈemos,s,s
34,ɾejmponɡˈamos,ɾejmpˈonɡan,nɡ,nɡ
35,enlenteskˈamos,enlentˈeska,sk,sk
36,ɾesuɾxˈamos,ɾesˈuɾxas,ɾx,ɾx
37,sustɾaˈejs,sustɾajɡˈajs,,jɡ
38,kˈosas,kˈoso,s,s
39,kˈosas,kˈoses,s,s
40,kondusˈis,kondˈuskas,s,sk
41,kosˈajs,kˈose,s,s
42,ɡwaɾnˈeska,ɡwaɾnˈesko,sk,sk
43,ɾobustesˈejs,ɾobustˈeska,s,sk
44,pɾeestablˈeses,pɾeestablˈese,s,s
45,ennoblˈeskan,ennoblˈesko,sk,sk
46,arˈesen,arˈese,s,s
47,akontˈeska,akontˈeska,sk,sk
48,enoɾɡuʃesˈejs,enoɾɡuʃˈesko,s,sk
49,subbˈenɡa,subbˈenɡo,nɡ,nɡ
50,enfebɾesˈejs,enfebɾeskˈamos,s,sk
51,feneskˈajs,fenˈeskas,sk,sk
52,ʃukstapˈone,ʃukstapˈonɡas,n,nɡ
53,entɾetenˈejs,entɾetˈenɡas,n,nɡ
54,enoɾɡuʃesˈejs,enoɾɡuʃˈesko,s,sk
55,sedˈuska,sedˈusko,sk,sk
56,apetˈeska,apetˈesko,sk,sk
57,kontɾaˈaɡan,kontɾaˈaɡa,ɡ,ɡ
58,akontesˈemos,akontˈeskan,s,sk
59,estɾemeskˈajs,estɾemˈeska,sk,sk
60,eɾˈiçen,eɾixˈajs,ç,x
61,kontɾabenɡˈamos,kontɾabjˈenen,nɡ,n
62,entɾisteskˈajs,entɾistˈeska,sk,sk
63,apetˈesen,apetˈeskas,s,sk
64,ɾetɾadˈuska,ɾetɾadˈusko,sk,sk
65,finçˈimos,fˈinxan,nç,nx
66,ɾeelˈixa,ɾeelˈixo,x,x
67,manutenˈemos,manutˈenɡa,n,nɡ
68,sobɾebˈenɡan,sobɾebjˈenes,nɡ,n
69,empekeɲˈesen,empekeɲeskˈamos,s,sk
70,adˈusen,adˈuskas,s,sk
71,akɾesˈejs,akɾˈeskan,s,sk
72,ɾesˈuɾxan,ɾesˈuɾxas,ɾx,ɾx
73,atenɡˈamos,atˈenɡan,nɡ,nɡ
74,tɾˈaes,tɾˈae,,
75,kontɾaasˈemos,kontɾaˈaɡa,s,ɡ
76,enduɾˈese,enduɾeskˈamos,s,sk
77,ɾeblandesˈemos,ɾeblandˈeskas,s,sk
78,balbuskˈajs,balbuskˈamos,sk,sk
79,desabenˈis,desabjˈenes,n,n
80,indisponɡˈajs,indispˈonɡas,nɡ,nɡ
81,sobɾebˈenɡa,sobɾebjˈene,nɡ,n
82,adoleskˈamos,adolˈesko,sk,sk
83,sˈuɾsen,suɾsˈimos,ɾs,ɾs
84,ɾedˈises,ɾedˈise,s,s
85,desabenˈimos,desabjˈenen,n,n
86,peɾtenˈese,peɾteneskˈajs,s,sk
87,mantenˈejs,mantenɡˈajs,n,nɡ
88,kondˈisen,kondˈiɡan,s,ɡ
89,supeɾpˈone,supeɾponɡˈajs,n,nɡ
90,estɾemesˈemos,estɾemˈeskan,s,sk
91,peɾˈeses,peɾˈese,s,s
92,kaɾesˈejs,kaɾeskˈajs,s,sk
93,kɾˈese,kɾeskˈamos,s,sk
94,pɾesuponɡˈajs,pɾesupˈonɡo,nɡ,nɡ
95,infɾˈinçen,infɾˈinçes,nç,nç
96,sustɾˈae,sustɾajɡˈamos,,jɡ
97,ensombɾeskˈamos,ensombɾˈeska,sk,sk
98,sustɾaˈejs,sustɾˈajɡo,,jɡ
99,entɾistˈeska,entɾistˈesko,sk,sk
100,neɡlixˈamos,neɡlˈixa,x,x
101,enteɾnˈeses,enteɾneskˈamos,s,sk
102,ɾetɾˈajɡan,ɾetɾˈajɡa,jɡ,jɡ
103,adolˈesen,adolˈeskas,s,sk
104,atɾaˈemos,atɾˈajɡa,,jɡ
105,edusˈimos,edˈuska,s,sk
106,deskompˈones,deskompˈonɡo,n,nɡ
107,satisfasˈejs,satisfˈaɡa,s,ɡ
108,desfaʃˈesen,desfaʃˈeskas,s,sk
109,pɾeestablesˈejs,pɾeestablesˈemos,s,s
110,fˈinçen,fˈinxa,nç,nx
111,destoɾsˈajs,destwˈeɾsa,ɾs,ɾs
112,enɾoxeskˈajs,enɾoxˈesko,sk,sk
113,ekibalɡˈajs,ekibalɡˈamos,lɡ,lɡ
114,manutenˈejs,manutˈenɡas,n,nɡ
115,pɾedispˈonen,pɾedispˈones,n,n
116,pɾedˈisen,pɾediɡˈajs,s,ɡ
117,muxˈajs,mˈuxa,x,x
118,enɡɾandˈeskan,enɡɾandˈesko,sk,sk
119,obedˈeskan,obedˈeska,sk,sk
120,ˈase,aɡˈamos,s,ɡ
121,tɾansponˈejs,tɾansponɡˈajs,n,nɡ
122,enlentˈeska,enlentˈesko,sk,sk
123,infliçˈis,inflˈixo,ç,x
