idx,src1,src2,src1_sf,src2_sf
0,anoʧˈeskan,anoʧˈesko,sk,sk
1,siɾkunbenɡˈajs,siɾkunbjˈenen,nɡ,n
2,adˈuses,adˈuskan,s,sk
3,neɡlˈiçen,neɡlˈixo,ç,x
4,deɾelˈinka,deɾelˈinka,nk,nk
5,enfuɾˈese,enfuɾˈeskan,s,sk
6,kondˈuses,konduskˈajs,s,sk
7,neɡlixˈajs,neɡlˈixo,x,x
8,adusˈis,adˈuska,s,sk
9,abdˈusen,abdˈuskas,s,sk
10,peɾmanˈese,peɾmaneskˈajs,s,sk
11,elˈiçe,elixˈamos,ç,x
12,peɾmanˈeskan,peɾmanˈesko,sk,sk
13,desnˈaskan,desnˈasko,sk,sk
14,deɾelinkˈamos,deɾelˈinka,nk,nk
15,konduskˈajs,kondˈusko,sk,sk
16,ɾeelˈixa,ɾeelˈixa,x,x
17,enlokeskˈamos,enlokˈeska,sk,sk
18,ɾeelˈiçen,ɾeelˈixan,ç,x
19,amaɾiʃesˈemos,amaɾiʃˈeskas,s,sk
20,akˈoçe,akˈoxan,ç,x
21,deɾelˈinka,deɾelˈinke,nk,nk
22,siɾkunbˈenɡan,siɾkunbˈenɡa,nɡ,nɡ
23,fulxˈamos,fˈulxo,lx,lx
24,deskompˈones,deskompˈone,n,n
25,deɾelˈinke,deɾelinkˈis,nk,nk
26,anoʧˈeskan,anoʧˈeskas,sk,sk
27,akˈoçen,akˈoxan,ç,x
28,amaɾiʃˈeska,amaɾiʃˈesko,sk,sk
29,desnasˈemos,desnˈaskas,s,sk
30,ɾetɾˈajɡan,ɾetɾˈajɡa,jɡ,jɡ
31,desnˈase,desnˈaskas,s,sk
32,kondˈusen,kondˈuses,s,s
33,detɾˈaes,detɾajɡˈamos,,jɡ
34,desˈimos,dˈiɡo,s,ɡ
35,detɾˈaen,detɾˈajɡan,,jɡ
36,neɡliçˈis,neɡlˈixa,ç,x
37,deskomponˈejs,deskompˈonɡa,n,nɡ
38,amaɾiʃesˈemos,amaɾiʃˈesen,s,s
39,deɾelˈinkas,deɾelˈinkes,nk,nk
40,peɾmanˈeska,peɾmanˈeska,sk,sk
41,enfuɾˈeses,enfuɾˈese,s,s
42,sˈuɾsa,sˈuɾso,ɾs,ɾs
43,akoçˈejs,akˈoçe,ç,ç
44,neɡlˈiçen,neɡliçˈimos,ç,ç
45,kondˈuses,kondusˈis,s,s
46,ɾepɾodˈusen,ɾepɾodˈuska,s,sk
47,entɾetenɡˈajs,entɾetˈenɡas,nɡ,nɡ
48,deɾelˈinke,deɾelinkˈis,nk,nk
49,neɡlˈixa,neɡlˈixo,x,x
50,anoʧˈeses,anoʧˈeska,s,sk
51,ɾeelˈiçe,ɾeelˈixo,ç,x
52,enfuɾˈese,enfuɾˈeska,s,sk
53,ɾetɾajɡˈamos,ɾetɾˈajɡas,jɡ,jɡ
54,desnˈases,desnˈaska,s,sk
55,ɾetɾˈajɡan,ɾetɾˈajɡa,jɡ,jɡ
56,adusˈis,adˈuskas,s,sk
57,enlokˈesen,enlokeskˈajs,s,sk
58,deskompˈonen,deskompˈonɡa,n,nɡ
59,ɾeelˈixa,ɾeelˈixo,x,x
60,detɾˈajɡa,detɾˈajɡa,jɡ,jɡ
61,detɾaˈemos,detɾˈajɡa,,jɡ
62,abdˈusen,abdˈusko,s,sk
63,desnasˈejs,desnˈaskan,s,sk
64,siɾkunbenɡˈajs,siɾkunbjˈenes,nɡ,n
65,abdˈuse,abdusˈis,s,s
66,aduskˈajs,adˈusko,sk,sk
67,enlokˈesen,enlokˈeska,s,sk
68,akˈoçen,akˈoxas,ç,x
69,ɾetɾˈajɡa,ɾetɾˈajɡo,jɡ,jɡ
70,dˈise,dˈiɡas,s,ɡ
71,sˈuɾses,sˈuɾse,ɾs,ɾs
72,anoʧˈeska,anoʧˈesko,sk,sk
73,siɾkunbenɡˈamos,siɾkunbjˈenes,nɡ,n
74,adˈusen,adˈuses,s,s
75,aduskˈajs,aduskˈamos,sk,sk
76,peɾmanˈeskas,peɾmanˈeska,sk,sk
77,ɾetɾaˈejs,ɾetɾˈajɡas,,jɡ
78,fulçˈis,fˈulxan,lç,lx
79,siɾkunbjˈenen,siɾkunbjˈenes,n,n
80,deskomponˈejs,deskompˈonɡas,n,nɡ
81,ɾepɾodˈuskan,ɾepɾodˈusko,sk,sk
82,sˈuɾsan,sˈuɾsa,ɾs,ɾs
83,desnˈase,desnaskˈajs,s,sk
84,ɾepɾodˈuses,ɾepɾodusˈis,s,s
85,elˈixas,elˈixa,x,x
86,kondusˈis,kondˈusko,s,sk
87,fulxˈamos,fˈulxas,lx,lx
88,desˈis,dˈisen,s,s
89,peɾmanesˈejs,peɾmanˈesen,s,s
90,ɾeeleçˈimos,ɾeelˈixa,ç,x
91,detɾˈajɡas,detɾˈajɡa,jɡ,jɡ
92,deskompˈonen,deskomponɡˈamos,n,nɡ
93,adˈuses,adusˈis,s,s
94,deɾelinkˈamos,deɾelˈinkes,nk,nk
95,amaɾiʃˈese,amaɾiʃˈeska,s,sk
96,neɡlˈixas,neɡlˈixo,x,x
97,suɾsˈimos,suɾsˈajs,ɾs,ɾs
98,desnaskˈajs,desnˈaska,sk,sk
99,siɾkunbenɡˈajs,siɾkunbenɡˈamos,nɡ,nɡ
100,anoʧˈeses,anoʧˈeskan,s,sk
101,siɾkunbˈenɡa,siɾkunbjˈenes,nɡ,n
102,elixˈajs,elˈixa,x,x
103,eliçˈis,elixˈamos,ç,x
104,neɡlˈiçen,neɡlixˈajs,ç,x
105,detɾˈaen,detɾˈajɡo,,jɡ
106,detɾajɡˈamos,detɾˈajɡo,jɡ,jɡ
107,suɾsˈis,sˈuɾsa,ɾs,ɾs
108,siɾkunbˈenɡan,siɾkunbˈenɡas,nɡ,nɡ
109,detɾˈajɡan,detɾˈajɡa,jɡ,jɡ
110,entɾetˈenɡas,entɾetˈenɡa,nɡ,nɡ
111,deskompˈonen,deskompˈonɡo,n,nɡ
112,diɡˈamos,dˈiɡa,ɡ,ɡ
113,akoxˈajs,akoxˈamos,x,x
114,desnˈasen,desnˈaskas,s,sk
115,dˈiɡa,dˈiɡa,ɡ,ɡ
116,enfuɾesˈejs,enfuɾˈeskas,s,sk
117,detɾaˈejs,detɾˈajɡa,,jɡ
118,desnasˈejs,desnˈaskas,s,sk
119,amaɾiʃˈeses,amaɾiʃˈeska,s,sk
