idx,src1,src2,src1_sf,src2_sf
0,desɡwaɾnˈeses,desɡwaɾnˈeskan,s,sk
1,ɾekajɡˈajs,ɾekˈajɡa,jɡ,jɡ
2,nˈaskan,nˈaska,sk,sk
3,palidˈesen,palidˈeskas,s,sk
4,pɾoponɡˈamos,pɾopˈonɡa,nɡ,nɡ
5,ɾetɾˈajɡan,ɾetɾˈajɡo,jɡ,jɡ
6,enɡɾandˈeses,enɡɾandˈeska,s,sk
7,astɾinxˈajs,astɾinxˈamos,nx,nx
8,ˈunse,ˈunsa,ns,ns
9,ɾedusˈis,ɾeduskˈamos,s,sk
10,ɾesaɾsˈis,ɾesaɾsˈajs,ɾs,ɾs
11,ɾejntɾodˈuskan,ɾejntɾodˈuska,sk,sk
12,fɾunsˈis,fɾˈunsa,ns,ns
13,sustɾˈaen,sustɾˈajɡas,,jɡ
14,abˈenɡa,abjˈene,nɡ,n
15,akontˈesen,akontˈesko,s,sk
16,ɾuxˈamos,ɾˈuxan,x,x
17,enfuɾˈeskan,enfuɾˈeska,sk,sk
18,infɾˈinçes,infɾˈinxa,nç,nx
19,peɾtenˈese,peɾteneskˈamos,s,sk
20,ɾˈuçen,ɾˈuçes,ç,ç
21,enneɡɾˈeskan,enneɡɾˈeskas,sk,sk
22,deskˈosas,deskˈosen,s,s
23,ɾekosˈajs,ɾekosˈamos,s,s
24,konflˈixas,konflˈixa,x,x
25,entɾetenɡˈamos,entɾetˈenɡa,nɡ,nɡ
26,indisponˈemos,indisponɡˈamos,n,nɡ
27,salɡˈajs,salˈimos,lɡ,l
28,satisfasˈejs,satisfˈase,s,s
29,supˈone,supˈonɡa,n,nɡ
30,posponˈejs,pospˈonɡan,n,nɡ
31,enbexeskˈamos,enbexˈeskan,sk,sk
32,enmudˈeska,enmudˈesko,sk,sk
33,ɾekɾudesˈejs,ɾekɾudˈesen,s,s
34,enmudesˈemos,enmudeskˈamos,s,sk
35,ɾekondusˈimos,ɾekondˈuska,s,sk
36,dekɾˈeskan,dekɾˈesko,sk,sk
37,ɾekwˈesas,ɾekwˈeso,s,s
38,eksponˈejs,ekspˈonɡa,n,nɡ
39,apaɾeskˈamos,apaɾˈeskan,sk,sk
40,atɾaˈejs,atɾˈaen,,
41,ɾuçˈimos,ɾˈuxa,ç,x
42,empekeɲˈese,empekeɲˈeskan,s,sk
43,enaɾdesˈejs,enaɾdˈesko,s,sk
44,sustɾajɡˈamos,sustɾˈajɡo,jɡ,jɡ
45,floɾˈesen,floɾˈeses,s,s
46,detenˈejs,detˈenɡo,n,nɡ
47,atɾaˈemos,atɾˈaes,,
48,ɾestablˈeskan,ɾestablˈeska,sk,sk
49,ɾekonˈosen,ɾekonoskˈajs,s,sk
50,enneɡɾˈese,enneɡɾˈeskas,s,sk
51,dispˈone,dispˈonɡo,n,nɡ
52,komplaskˈamos,komplˈaskan,sk,sk
53,siɾkunbjˈenen,siɾkunbjˈene,n,n
54,indˈuses,indˈuska,s,sk
55,indisponˈejs,indisponˈemos,n,n
56,ensombɾesˈemos,ensombɾeskˈamos,s,sk
57,desmeɾeskˈamos,desmeɾˈeska,sk,sk
58,ˈasen,ˈases,s,s
59,elˈiçe,elˈixas,ç,x
60,sobɾeponˈemos,sobɾepˈonɡas,n,nɡ
61,anoʧesˈejs,anoʧesˈemos,s,s
62,pɾobenɡˈamos,pɾobˈenɡa,nɡ,nɡ
63,peɾeskˈamos,peɾˈeskas,sk,sk
64,sˈalen,sˈalɡo,l,lɡ
65,komplˈaskan,komplˈaskas,sk,sk
66,kompaɾˈeses,kompaɾˈese,s,s
67,detɾaˈejs,detɾˈajɡas,,jɡ
68,ɾestablesˈejs,ɾestablˈeskas,s,sk
69,eskaesˈejs,eskaˈeska,s,sk
70,akoçˈemos,akˈoxo,ç,x
71,ɾeelixˈamos,ɾeelˈixa,x,x
72,desɡwaɾnˈesen,desɡwaɾnˈeskas,s,sk
73,kontɾaˈasen,kontɾaˈaɡas,s,ɡ
74,astɾˈinçe,astɾˈinxas,nç,nx
75,kompˈonen,komponɡˈamos,n,nɡ
76,estaɾsˈajs,estaɾsˈamos,ɾs,ɾs
77,subʃˈasen,subʃˈaska,s,sk
78,sobɾepˈone,sobɾeponɡˈamos,n,nɡ
79,arˈese,areskˈamos,s,sk
80,kontɾajɡˈamos,kontɾˈajɡa,jɡ,jɡ
81,supeɾbˈenɡa,supeɾbˈenɡo,nɡ,nɡ
82,ɾeelixˈajs,ɾeelˈixa,x,x
83,konbˈeɾçen,konbˈeɾxan,ɾç,ɾx
84,ɾesˈuɾçe,ɾesuɾçˈis,ɾç,ɾç
85,ɾekondˈusen,ɾekondˈuskas,s,sk
86,obskuɾˈeska,obskuɾˈesko,sk,sk
87,empalidˈesen,empalidˈeskas,s,sk
88,akɾesˈejs,akɾˈeses,s,s
89,empekeɲesˈejs,empekeɲˈeska,s,sk
90,desˈase,desaɡˈajs,s,ɡ
91,kˈaben,kˈepo,b,p
92,kondˈiɡas,kondˈiɡa,ɡ,ɡ
93,ˈunxa,ˈunxo,nx,nx
94,aɡɾadˈesen,aɡɾadˈesko,s,sk
95,peɾˈeskas,peɾˈesko,sk,sk
96,adolˈesen,adoleskˈajs,s,sk
97,bˈales,bˈalɡo,l,lɡ
98,maldˈises,maldˈiɡa,s,ɡ
99,atɾˈaes,atɾˈajɡas,,jɡ
100,ekspˈone,ekspˈonɡas,n,nɡ
101,entɾetenɡˈamos,entɾetjˈene,nɡ,n
102,faʃesˈejs,faʃeskˈajs,s,sk
103,pɾobenˈis,pɾobjˈene,n,n
104,ɾekonˈosen,ɾekonˈosko,s,sk
105,inteɾponˈejs,inteɾpˈonen,n,n
106,kompadˈeska,kompadˈesko,sk,sk
107,pɾoteçˈejs,pɾotˈexo,ç,x
108,amaɾiʃˈeses,amaɾiʃˈeskan,s,sk
109,abˈenɡo,abjˈene,nɡ,n
110,ʃˈases,ʃˈaskan,s,sk
111,desaɡɾadˈeses,desaɡɾadˈeska,s,sk
112,entɾebenɡˈajs,entɾebenˈimos,nɡ,n
113,kaɾesˈemos,kaɾˈesko,s,sk
114,arˈeses,aresˈimos,s,s
115,ɡwaɾeskˈajs,ɡwaɾˈeskas,sk,sk
116,enɡɾandˈeskas,enɡɾandˈeska,sk,sk
117,akˈoçen,akˈoxa,ç,x
118,ɾetɾadˈusen,ɾetɾadˈuse,s,s
119,embɾutesˈejs,embɾutˈeskas,s,sk
120,intɾodusˈimos,intɾodˈuska,s,sk
121,inteɾdˈise,inteɾdˈiɡo,s,ɡ
122,desɡwaɾnesˈejs,desɡwaɾnˈesen,s,s
123,infɾinxˈajs,infɾˈinxas,nx,nx
124,kontɾˈaes,kontɾajɡˈajs,,jɡ
125,adˈuse,adˈuskan,s,sk
126,infɾinxˈamos,infɾˈinxo,nx,nx
127,ˈunçen,ˈunçe,nç,nç
128,sobɾebenɡˈamos,sobɾebˈenɡo,nɡ,nɡ
129,obskuɾˈeskas,obskuɾˈeska,sk,sk
130,enkaɾeskˈajs,enkaɾˈeskas,sk,sk
131,manutˈenɡa,manutjˈenen,nɡ,n
132,kolˈiçen,kolˈixa,ç,x
133,ɾekɾudesˈemos,ɾekɾudˈeses,s,s
134,ɾesplandesˈejs,ɾesplandesˈemos,s,s
135,ɾekondˈuskan,ɾekondˈusko,sk,sk
136,enɡɾandˈeses,enɡɾandˈeskas,s,sk
137,konbˈeɾçen,konbˈeɾxas,ɾç,ɾx
138,pɾeestablesˈemos,pɾeestablˈeska,s,sk
139,sobɾebˈenɡa,sobɾebˈenɡo,nɡ,nɡ
140,enkanˈeskas,enkanˈeska,sk,sk
141,eksˈiçe,eksˈixa,ç,x
142,ɾejmpˈones,ɾejmpˈonɡa,n,nɡ
143,kondˈusen,konduskˈamos,s,sk
144,eleçˈis,elˈixa,ç,x
145,salɡˈamos,salˈimos,lɡ,l
146,intɾodˈuskan,intɾodˈuskas,sk,sk
147,floɾˈeskan,floɾˈeskas,sk,sk
148,peɾtenˈeskan,peɾtenˈesko,sk,sk
149,kontɾˈaes,kontɾˈajɡo,,jɡ
150,absteɾxˈajs,abstˈeɾxa,ɾx,ɾx
151,enkanesˈemos,enkanˈeses,s,s
152,sumˈeɾçen,sumeɾxˈamos,ɾç,ɾx
153,ɾeduskˈajs,ɾeduskˈamos,sk,sk
154,meɾˈese,meɾˈeska,s,sk
155,inteɾdˈises,inteɾdˈiɡo,s,ɡ
156,ɡwaɾesˈemos,ɡwaɾˈeses,s,s
157,lˈuses,lusˈis,s,s
158,dekɾesˈejs,dekɾˈeskan,s,sk
159,delinkˈajs,delinkˈamos,nk,nk
160,pɾeestablesˈejs,pɾeestablˈeska,s,sk
161,subbenɡˈamos,subbjˈene,nɡ,n
162,enbexesˈejs,enbexˈeska,s,sk
163,pɾoteçˈejs,pɾotˈeçen,ç,ç
164,dekɾesˈemos,dekɾˈeskan,s,sk
165,koreçˈimos,korˈixo,ç,x
166,enneɡɾesˈemos,enneɡɾˈesen,s,s
167,enaɾdesˈemos,enaɾdˈeska,s,sk
168,palidˈeses,palidˈeskan,s,sk
169,muxˈamos,mˈuxa,x,x
170,enbanˈese,enbaneskˈamos,s,sk
171,ɾekondˈuse,ɾekondusˈimos,s,s
172,mˈulsan,mˈulsa,ls,ls
173,empekeɲˈesen,empekeɲˈese,s,s
174,entenebɾesˈejs,entenebɾˈeskan,s,sk
175,abdˈuses,abdˈuse,s,s
176,entɾisteskˈamos,entɾistˈeskas,sk,sk
177,arˈesen,aresˈimos,s,s
178,ɾenˈasen,ɾenˈase,s,s
179,meɾˈese,meɾˈeskas,s,sk
180,ɾepɾodˈusen,ɾepɾodˈuska,s,sk
181,deponˈemos,depˈone,n,n
182,estɾemˈese,estɾemˈeska,s,sk
183,ɾekosˈajs,ɾekwˈesa,s,s
