lemmas,pred_stems,pred_suffixes,test_stems,test_suffixes
bendesˈiɾ,bendes,imos,bendes,imos
bendesˈiɾ,bendes,imos,bendes,imos
bendesˈiɾ,bendes,imos,bendes,imos
bendesˈiɾ,bendes,imos,bendes,imos
bendesˈiɾ,bendes,imos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendes,imos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendes,imos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendes,imos,bendes,is
bendesˈiɾ,bendesis,as,bendes,is
bendesˈiɾ,,,bendes,is
bendesˈiɾ,bendes,imos,bendes,is
bendesˈiɾ,bendes,imos,bendes,is
bendesˈiɾ,,,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,,,bendes,is
bendesˈiɾ,,,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,,,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,as,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bend,is,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendesis,an,bendis,en
bendesˈiɾ,bendes,an,bendis,en
bendesˈiɾ,bendes,an,bendis,en
bendesˈiɾ,bendesj,an,bendis,en
bendesˈiɾ,bendesɡ,an,bendis,en
bendesˈiɾ,bendesɡ,an,bendis,en
bendesˈiɾ,bendesɡ,an,bendis,en
bendesˈiɾ,bendesɡ,an,bendis,en
bendesˈiɾ,bendesɡ,an,bendis,en
bendesˈiɾ,bendesɡ,an,bendis,en
bendesˈiɾ,bendes,an,bendis,en
bendesˈiɾ,bendes,an,bendis,en
bendesˈiɾ,bendesj,an,bendis,en
bendesˈiɾ,bendes,an,bendis,en
bendesˈiɾ,bendesɡ,an,bendis,en
bendesˈiɾ,bendesɡ,an,bendis,en
bendesˈiɾ,bendes,an,bendis,en
bendesˈiɾ,bendes,an,bendis,en
bendesˈiɾ,bendes,an,bendis,en
bendesˈiɾ,bendis,an,bendis,en
bendesˈiɾ,bendis,an,bendis,en
bendesˈiɾ,bendis,an,bendis,en
bendesˈiɾ,bendis,an,bendis,en
bendesˈiɾ,bendis,an,bendis,en
bendesˈiɾ,bendis,an,bendis,en
bendesˈiɾ,bendis,an,bendis,en
bendesˈiɾ,bendis,an,bendis,en
bendesˈiɾ,bendis,an,bendis,en
bendesˈiɾ,bendis,an,bendis,en
bendesˈiɾ,bendis,an,bendis,en
bendesˈiɾ,bendis,an,bendis,en
bendesˈiɾ,bendis,an,bendis,en
bendesˈiɾ,bendis,an,bendis,en
bendesˈiɾ,bendis,an,bendis,en
bendesˈiɾ,bendiɡ,an,bendis,en
bendesˈiɾ,bendiɡ,an,bendis,en
bendesˈiɾ,bendiɡ,an,bendis,en
bendesˈiɾ,bendiɡ,an,bendis,en
bendesˈiɾ,bendiɡ,an,bendis,en
bendesˈiɾ,bendiɡ,an,bendis,en
bendesˈiɾ,bendiɡ,an,bendis,en
bendesˈiɾ,bendiɡ,an,bendis,en
bendesˈiɾ,bendiɡ,an,bendis,en
bendesˈiɾ,bendiɡ,an,bendis,en
bendesˈiɾ,bendiɡ,an,bendis,en
bendesˈiɾ,bendiɡ,an,bendis,en
bendesˈiɾ,bendiɡ,an,bendis,en
bendesˈiɾ,bendiɡ,an,bendis,en
bendesˈiɾ,bendiɡ,an,bendis,en
bendesˈiɾ,bendiɡ,an,bendis,en
bendesˈiɾ,bendiɡ,an,bendis,en
bendesˈiɾ,bendiɡ,an,bendis,en
bendesˈiɾ,bendiɡ,an,bendis,en
bendesˈiɾ,bendiɡ,an,bendis,en
bendesˈiɾ,bendiɡ,an,bendis,en
bendesˈiɾ,bendesis,as,bendis,es
bendesˈiɾ,bendes,as,bendis,es
bendesˈiɾ,bendes,as,bendis,es
bendesˈiɾ,bendesj,as,bendis,es
bendesˈiɾ,bendes,es,bendis,es
bendesˈiɾ,bendesɡ,as,bendis,es
bendesˈiɾ,bendesɡ,as,bendis,es
bendesˈiɾ,bendesɡ,as,bendis,es
bendesˈiɾ,bendesɡ,as,bendis,es
bendesˈiɾ,bendesɡ,as,bendis,es
bendesˈiɾ,bendes,as,bendis,es
bendesˈiɾ,bendes,as,bendis,es
bendesˈiɾ,bendesj,as,bendis,es
bendesˈiɾ,bendes,es,bendis,es
bendesˈiɾ,bendes,es,bendis,es
bendesˈiɾ,bendes,es,bendis,es
bendesˈiɾ,bendes,es,bendis,es
bendesˈiɾ,bendes,es,bendis,es
bendesˈiɾ,bendes,as,bendis,es
bendesˈiɾ,bendis,as,bendis,es
bendesˈiɾ,bendis,es,bendis,es
bendesˈiɾ,bendis,as,bendis,es
bendesˈiɾ,bendis,as,bendis,es
bendesˈiɾ,bendis,as,bendis,es
bendesˈiɾ,bendis,as,bendis,es
bendesˈiɾ,bendis,as,bendis,es
bendesˈiɾ,bendis,as,bendis,es
bendesˈiɾ,bendis,as,bendis,es
bendesˈiɾ,bendis,as,bendis,es
bendesˈiɾ,bendis,as,bendis,es
bendesˈiɾ,bendis,as,bendis,es
bendesˈiɾ,bendis,as,bendis,es
bendesˈiɾ,bendis,as,bendis,es
bendesˈiɾ,bendis,as,bendis,es
bendesˈiɾ,bendiɡ,as,bendis,es
bendesˈiɾ,bendiɡ,as,bendis,es
bendesˈiɾ,bendiɡ,as,bendis,es
bendesˈiɾ,bendiɡ,as,bendis,es
bendesˈiɾ,bendiɡ,as,bendis,es
bendesˈiɾ,bendiɡ,as,bendis,es
bendesˈiɾ,bendiɡ,as,bendis,es
bendesˈiɾ,bendiɡ,as,bendis,es
bendesˈiɾ,bendiɡ,as,bendis,es
bendesˈiɾ,bendiɡ,as,bendis,es
bendesˈiɾ,bendiɡ,as,bendis,es
bendesˈiɾ,bendiɡ,as,bendis,es
bendesˈiɾ,bendiɡ,as,bendis,es
