lemmas,pred_stems,pred_suffixes,test_stems,test_suffixes
bendesˈiɾ,bendes,emos,bendes,imos
bendesˈiɾ,bendes,emos,bendes,imos
bendesˈiɾ,bendes,imos,bendes,imos
bendesˈiɾ,bendes,emos,bendes,imos
bendesˈiɾ,bendes,emos,bendes,imos
bendesˈiɾ,bendes,imos,bendes,imos
bendesˈiɾ,bendes,emos,bendes,imos
bendesˈiɾ,bendes,imos,bendes,imos
bendesˈiɾ,bendes,imos,bendes,imos
bendesˈiɾ,bendes,imos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendis,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendiɡ,amos,bendes,imos
bendesˈiɾ,bendes,is,bendes,is
bendesˈiɾ,bendes,is,bendes,is
bendesˈiɾ,bendes,is,bendes,is
bendesˈiɾ,bendes,is,bendes,is
bendesˈiɾ,bendes,is,bendes,is
bendesˈiɾ,bendes,is,bendes,is
bendesˈiɾ,bendes,is,bendes,is
bendesˈiɾ,bendes,is,bendes,is
bendesˈiɾ,bendes,is,bendes,is
bendesˈiɾ,bendes,is,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendis,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendiɡ,ajs,bendes,is
bendesˈiɾ,bendes,en,bendis,en
bendesˈiɾ,bendes,en,bendis,en
bendesˈiɾ,bendes,en,bendis,en
bendesˈiɾ,bendes,en,bendis,en
bendesˈiɾ,bendes,en,bendis,en
bendesˈiɾ,bendes,en,bendis,en
bendesˈiɾ,bendes,en,bendis,en
bendesˈiɾ,bendes,en,bendis,en
