test_form,preds_form,preds_stems,test_stems,shapes
supeɾbenɡajs,supeɾbejs,supeɾb,supeɾbenɡ,L
supeɾbenɡajs,supeɾbejs,supeɾb,supeɾbenɡ,L
supeɾbenɡajs,supeɾbejs,supeɾb,supeɾbenɡ,L
supeɾbenɡajs,supeɾbejs,supeɾb,supeɾbenɡ,L
supeɾbenɡajs,supeɾbejs,supeɾb,supeɾbenɡ,L
supeɾbenɡajs,supeɾbenajs,supeɾben,supeɾbenɡ,L
supeɾbenɡajs,supeɾbajs,supeɾb,supeɾbenɡ,L
supeɾbenɡajs,supeɾbenan,supeɾben,supeɾbenɡ,L
supeɾbenɡajs,supeɾbenɡas,supeɾbenɡ,supeɾbenɡ,L
supeɾbenɡajs,supeɾbena,supeɾben,supeɾbenɡ,L
supeɾbenɡajs,supeɾbejs,supeɾb,supeɾbenɡ,L
supeɾbenɡajs,supeɾbejs,supeɾb,supeɾbenɡ,L
supeɾbenɡajs,supeɾbejs,supeɾb,supeɾbenɡ,L
supeɾbenɡajs,supeɾbejs,supeɾb,supeɾbenɡ,L
supeɾbenɡajs,supeɾbejs,supeɾb,supeɾbenɡ,L
supeɾbenɡajs,supeɾbajs,supeɾb,supeɾbenɡ,L
supeɾbenɡajs,supeɾbejs,supeɾb,supeɾbenɡ,L
supeɾbenɡajs,supeɾbenas,supeɾben,supeɾbenɡ,L
supeɾbenɡajs,supeɾbejs,supeɾb,supeɾbenɡ,L
supeɾbenɡajs,supeɾbejs,supeɾb,supeɾbenɡ,L
supeɾbenɡajs,supeɾbejs,supeɾb,supeɾbenɡ,L
supeɾbenɡajs,supeɾbejs,supeɾb,supeɾbenɡ,L
supeɾbenɡajs,supeɾbejs,supeɾb,supeɾbenɡ,L
supeɾbenɡajs,supeɾbajs,supeɾb,supeɾbenɡ,L
supeɾbenɡajs,supeɾben,supeɾb,supeɾbenɡ,L
supeɾbenɡajs,supeɾbenas,supeɾben,supeɾbenɡ,L
supeɾbenɡajs,supeɾbejs,supeɾb,supeɾbenɡ,L
supeɾbenɡajs,supeɾbejs,supeɾb,supeɾbenɡ,L
