condition,run,model,prediction_status,frequency,triples,prediction,test
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalisajs,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,1,1980,"('s', 's', 's')",ɾasjonalisejs,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,1,1980,"('s', 's', 's')",ɾasjonalisejs,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalise,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalise,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalise,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalise,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalisajs,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalisajs,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,1,1980,"('s', 's', 's')",ɾasjonalisejs,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,1,1980,"('s', 's', 's')",ɾasjonalisejs,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalisa,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalises,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalise,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalisajs,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalisajs,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalisen,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalises,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalise,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalise,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalisajs,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalisajs,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalisen,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalises,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalise,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalise,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalisajs,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,1,1980,"('s', 's', 's')",ɾasjonalisejs,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,1,1980,"('s', 's', 's')",ɾasjonalisejs,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,1,1980,"('s', 's', 's')",ɾasjonalisejs,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,1,1980,"('s', 's', 's')",ɾasjonalisejs,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,1,1980,"('s', 's', 's')",ɾasjonalisejs,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,1,1980,"('s', 's', 's')",ɾasjonalisejs,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,1,1980,"('s', 's', 's')",ɾasjonalisejs,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonaliso,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,1,1980,"('s', 's', 's')",ɾasjonalisejs,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalise,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalise,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalise,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalise,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalise,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalisemos,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalisemos,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalise,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalise,ɾasjonalisejs
10L_90NL,3,10L_90NL_3_3,0,1980,"('s', 's', 's')",ɾasjonalisajs,ɾasjonalisejs
