condition,run,model,prediction_status,frequency,triples,prediction,test
90L_10NL,2,90L_10NL_2_3,1,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbɾajs,erumbɾajs
90L_10NL,2,90L_10NL_2_3,1,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbɾajs,erumbɾajs
90L_10NL,2,90L_10NL_2_3,1,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbɾajs,erumbɾajs
90L_10NL,2,90L_10NL_2_3,1,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbɾajs,erumbɾajs
90L_10NL,2,90L_10NL_2_3,1,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbɾajs,erumbɾajs
90L_10NL,2,90L_10NL_2_3,1,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbɾajs,erumbɾajs
90L_10NL,2,90L_10NL_2_3,1,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbɾajs,erumbɾajs
90L_10NL,2,90L_10NL_2_3,1,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbɾajs,erumbɾajs
90L_10NL,2,90L_10NL_2_3,1,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbɾajs,erumbɾajs
90L_10NL,2,90L_10NL_2_3,1,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbɾajs,erumbɾajs
90L_10NL,2,90L_10NL_2_3,1,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbɾajs,erumbɾajs
90L_10NL,2,90L_10NL_2_3,1,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbɾajs,erumbɾajs
90L_10NL,2,90L_10NL_2_3,1,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbɾajs,erumbɾajs
90L_10NL,2,90L_10NL_2_3,1,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbɾajs,erumbɾajs
90L_10NL,2,90L_10NL_2_3,1,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbɾajs,erumbɾajs
90L_10NL,2,90L_10NL_2_3,1,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbɾajs,erumbɾajs
90L_10NL,2,90L_10NL_2_3,1,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbɾajs,erumbɾajs
90L_10NL,2,90L_10NL_2_3,1,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbɾajs,erumbɾajs
90L_10NL,2,90L_10NL_2_3,1,660,"('mbɾ', 'mbɾ', 'mbɾ')",erumbɾajs,erumbɾajs
