idx,tgt,lemma,lemma_sf,tgt_sf
1,ɾebˈenɡa,ɾebenˈiɾ,n,nɡ
4,asˈemos,asˈeɾ,s,s
5,sˈales,salˈiɾ,l,l
6,desɡwaɾnˈesen,desɡwaɾnesˈeɾ,s,s
8,enluskˈamos,enlusˈiɾ,s,sk
9,detɾˈae,detɾaˈeɾ,,
11,ɾekomponˈejs,ɾekomponˈeɾ,n,n
14,obedˈeska,obedesˈeɾ,s,sk
15,ɾekondˈuse,ɾekondusˈiɾ,s,s
17,empobɾˈesko,empobɾesˈeɾ,s,sk
19,sˈalen,salˈiɾ,l,l
20,ɾediɾˈixo,ɾediɾiçˈiɾ,ç,x
22,entɾetjˈenen,entɾetenˈeɾ,n,n
27,abasteskˈajs,abastesˈeɾ,s,sk
30,ɾekondˈuska,ɾekondusˈiɾ,s,sk
31,neɡlˈixas,neɡliçˈiɾ,ç,x
33,ɾekompˈonɡa,ɾekomponˈeɾ,n,nɡ
40,ˈunxan,unçˈiɾ,nç,nx
44,ɾekwˈesen,ɾekosˈeɾ,s,s
48,eksˈiçen,eksiçˈiɾ,ç,ç
49,emulxˈajs,emulçˈeɾ,lç,lx
56,eksˈixo,eksiçˈiɾ,ç,x
57,detɾajɡˈamos,detɾaˈeɾ,,jɡ
60,enɾoxesˈejs,enɾoxesˈeɾ,s,s
61,konbeɾçˈejs,konbeɾçˈeɾ,ɾç,ɾç
63,unxˈajs,unçˈiɾ,nç,nx
68,akɾˈese,akɾesˈeɾ,s,s
73,empobɾˈese,empobɾesˈeɾ,s,s
76,ˈunxa,unçˈiɾ,nç,nx
77,obedˈeses,obedesˈeɾ,s,s
86,detɾˈajɡo,detɾaˈeɾ,,jɡ
87,pɾedˈiɡan,pɾedesˈiɾ,s,ɡ
89,akɾeskˈajs,akɾesˈeɾ,s,sk
91,ɾekwˈeses,ɾekosˈeɾ,s,s
96,akɾˈeskan,akɾesˈeɾ,s,sk
98,elˈixa,eleçˈiɾ,ç,x
99,konbjˈene,konbenˈiɾ,n,n
103,eskaɾnˈeses,eskaɾnesˈeɾ,s,s
106,despɾotˈeçen,despɾoteçˈeɾ,ç,ç
110,desɡwaɾnˈeska,desɡwaɾnesˈeɾ,s,sk
111,despɾotˈeçe,despɾoteçˈeɾ,ç,ç
115,abastesˈejs,abastesˈeɾ,s,s
116,tɾadˈuskan,tɾadusˈiɾ,s,sk
119,establˈese,establesˈeɾ,s,s
124,neɡliçˈis,neɡliçˈiɾ,ç,ç
125,detɾˈaes,detɾaˈeɾ,,
