idx,tgt,lemma,lemma_sf,tgt_sf
0,enfebɾˈeskan,enfebɾesˈeɾ,s,sk
1,pɾeestablˈesen,pɾeestablesˈeɾ,s,s
2,emˈeɾçe,emeɾçˈeɾ,ɾç,ɾç
3,pɾobjˈenes,pɾobenˈiɾ,n,n
4,ɾeabastˈeska,ɾeabastesˈeɾ,s,sk
5,ɾestablˈeses,ɾestablesˈeɾ,s,s
6,ɾetɾotɾˈajɡas,ɾetɾotɾaˈeɾ,,jɡ
7,ɾeabastˈesen,ɾeabastesˈeɾ,s,s
8,ɾetɾadˈuskan,ɾetɾadusˈiɾ,s,sk
9,emˈeɾxa,emeɾçˈeɾ,ɾç,ɾx
10,enfebɾˈesko,enfebɾesˈeɾ,s,sk
11,ɾeluskˈajs,ɾelusˈiɾ,s,sk
12,neɡɾesˈemos,neɡɾesˈeɾ,s,s
13,aflˈixa,afliçˈiɾ,ç,x
14,ˈasɡa,asˈiɾ,s,sɡ
15,ɾeabastˈeskan,ɾeabastesˈeɾ,s,sk
16,emeɾçˈejs,emeɾçˈeɾ,ɾç,ɾç
17,pɾeestablˈesko,pɾeestablesˈeɾ,s,sk
18,ɾelˈuska,ɾelusˈiɾ,s,sk
19,neɡɾˈese,neɡɾesˈeɾ,s,s
20,ɾeluskˈajs,ɾelusˈiɾ,s,sk
21,ɾeabastˈesko,ɾeabastesˈeɾ,s,sk
22,asɡˈamos,asˈiɾ,s,sɡ
23,distɾˈajɡan,distɾaˈeɾ,,jɡ
24,enaltˈese,enaltesˈeɾ,s,s
25,kaˈemos,kaˈeɾ,,
26,ɾeabastˈeska,ɾeabastesˈeɾ,s,sk
27,astɾˈinçe,astɾinçˈiɾ,nç,nç
28,ɾeabastˈeskas,ɾeabastesˈeɾ,s,sk
29,ɾetɾotɾˈajɡas,ɾetɾotɾaˈeɾ,,jɡ
30,aflixˈajs,afliçˈiɾ,ç,x
31,pɾeestablˈeses,pɾeestablesˈeɾ,s,s
32,enlokˈeskan,enlokesˈeɾ,s,sk
33,aflˈixo,afliçˈiɾ,ç,x
34,kaˈejs,kaˈeɾ,,
35,astɾˈinxo,astɾinçˈiɾ,nç,nx
36,ɾeapaɾesˈemos,ɾeapaɾesˈeɾ,s,s
37,astɾinxˈamos,astɾinçˈiɾ,nç,nx
38,kˈae,kaˈeɾ,,
39,astɾˈinxo,astɾinçˈiɾ,nç,nx
40,astɾˈinxan,astɾinçˈiɾ,nç,nx
41,astɾˈinxas,astɾinçˈiɾ,nç,nx
42,ɾetɾotɾaˈejs,ɾetɾotɾaˈeɾ,,
43,ɾelˈuses,ɾelusˈiɾ,s,s
44,enduɾesˈemos,enduɾesˈeɾ,s,s
45,ɾelˈusen,ɾelusˈiɾ,s,s
46,enlokˈeskan,enlokesˈeɾ,s,sk
47,ɾeapaɾeskˈamos,ɾeapaɾesˈeɾ,s,sk
48,pɾekonoskˈajs,pɾekonosˈeɾ,s,sk
49,pɾekonˈoskan,pɾekonosˈeɾ,s,sk
50,ɾeabastˈeses,ɾeabastesˈeɾ,s,s
51,entɾetenˈemos,entɾetenˈeɾ,n,n
52,ɾestablˈeska,ɾestablesˈeɾ,s,sk
53,enfebɾesˈemos,enfebɾesˈeɾ,s,s
54,kodiɾˈixa,kodiɾiçˈiɾ,ç,x
55,emeɾçˈemos,emeɾçˈeɾ,ɾç,ɾç
56,ɾelˈusko,ɾelusˈiɾ,s,sk
57,ɾetɾotɾˈajɡo,ɾetɾotɾaˈeɾ,,jɡ
58,enduɾˈeses,enduɾesˈeɾ,s,s
59,neɡɾˈesen,neɡɾesˈeɾ,s,s
60,emˈeɾxan,emeɾçˈeɾ,ɾç,ɾx
61,ɾetɾaduskˈajs,ɾetɾadusˈiɾ,s,sk
62,entɾetenɡˈamos,entɾetenˈeɾ,n,nɡ
63,enfebɾˈesen,enfebɾesˈeɾ,s,s
64,kodiɾˈixan,kodiɾiçˈiɾ,ç,x
65,aflˈiçes,afliçˈiɾ,ç,ç
66,afliçˈis,afliçˈiɾ,ç,ç
67,neɡɾesˈemos,neɡɾesˈeɾ,s,s
68,ˈasɡa,asˈiɾ,s,sɡ
69,entɾetˈenɡa,entɾetenˈeɾ,n,nɡ
70,entɾetˈenɡas,entɾetenˈeɾ,n,nɡ
71,emˈeɾxo,emeɾçˈeɾ,ɾç,ɾx
72,ɾelˈusen,ɾelusˈiɾ,s,s
73,pɾeestablˈeska,pɾeestablesˈeɾ,s,sk
74,enlokˈeska,enlokesˈeɾ,s,sk
75,ɾeapaɾeskˈajs,ɾeapaɾesˈeɾ,s,sk
76,aflˈiçen,afliçˈiɾ,ç,ç
77,ˈasɡas,asˈiɾ,s,sɡ
78,kajɡˈajs,kaˈeɾ,,jɡ
79,pɾeestableskˈajs,pɾeestablesˈeɾ,s,sk
80,pɾekonoskˈajs,pɾekonosˈeɾ,s,sk
81,aflˈixo,afliçˈiɾ,ç,x
82,ɾetɾotɾˈae,ɾetɾotɾaˈeɾ,,
83,entɾetjˈenes,entɾetenˈeɾ,n,n
84,entɾetjˈene,entɾetenˈeɾ,n,n
85,ɾelˈuska,ɾelusˈiɾ,s,sk
86,enaltˈeska,enaltesˈeɾ,s,sk
87,entɾetenɡˈajs,entɾetenˈeɾ,n,nɡ
88,pɾeestablˈesko,pɾeestablesˈeɾ,s,sk
89,pɾobˈenɡa,pɾobenˈiɾ,n,nɡ
90,tɾadˈuse,tɾadusˈiɾ,s,s
91,ɾetɾotɾaˈemos,ɾetɾotɾaˈeɾ,,
92,kajɡˈajs,kaˈeɾ,,jɡ
93,ɾestablˈese,ɾestablesˈeɾ,s,s
94,tɾadˈuses,tɾadusˈiɾ,s,s
95,ɾestablesˈejs,ɾestablesˈeɾ,s,s
96,distɾaˈejs,distɾaˈeɾ,,
97,aflˈixa,afliçˈiɾ,ç,x
98,aflˈixa,afliçˈiɾ,ç,x
99,kodiɾˈiçes,kodiɾiçˈiɾ,ç,ç
100,kodiɾˈixa,kodiɾiçˈiɾ,ç,x
101,astɾˈinçen,astɾinçˈiɾ,nç,nç
102,enfebɾˈeska,enfebɾesˈeɾ,s,sk
103,tɾadˈuska,tɾadusˈiɾ,s,sk
104,ɾeabastesˈejs,ɾeabastesˈeɾ,s,s
105,ɾeabastˈesen,ɾeabastesˈeɾ,s,s
106,pɾeestableskˈajs,pɾeestablesˈeɾ,s,sk
107,ɾeapaɾeskˈamos,ɾeapaɾesˈeɾ,s,sk
108,ˈasen,asˈiɾ,s,s
109,entɾetjˈenes,entɾetenˈeɾ,n,n
110,ɾeabastˈese,ɾeabastesˈeɾ,s,s
111,ˈasɡo,asˈiɾ,s,sɡ
112,tɾadˈusen,tɾadusˈiɾ,s,s
113,aflˈixo,afliçˈiɾ,ç,x
114,ˈasen,asˈiɾ,s,s
115,enaltˈeskas,enaltesˈeɾ,s,sk
116,ɾelˈuska,ɾelusˈiɾ,s,sk
117,ɾestablˈeses,ɾestablesˈeɾ,s,s
118,enaltˈeses,enaltesˈeɾ,s,s
119,ɾeabastˈese,ɾeabastesˈeɾ,s,s
120,neɡɾˈese,neɡɾesˈeɾ,s,s
121,neɡɾesˈemos,neɡɾesˈeɾ,s,s
122,pɾobˈenɡo,pɾobenˈiɾ,n,nɡ
123,pɾobˈenɡan,pɾobenˈiɾ,n,nɡ
124,kodiɾixˈamos,kodiɾiçˈiɾ,ç,x
125,pɾekonˈoskas,pɾekonosˈeɾ,s,sk
126,pɾeestablˈese,pɾeestablesˈeɾ,s,s
127,entɾetenɡˈamos,entɾetenˈeɾ,n,nɡ
128,ɾeapaɾˈeska,ɾeapaɾesˈeɾ,s,sk
129,pɾobjˈene,pɾobenˈiɾ,n,n
130,emeɾçˈemos,emeɾçˈeɾ,ɾç,ɾç
131,ɾestablˈeska,ɾestablesˈeɾ,s,sk
132,enlokˈeskas,enlokesˈeɾ,s,sk
133,emˈeɾçen,emeɾçˈeɾ,ɾç,ɾç
134,astɾinçˈis,astɾinçˈiɾ,nç,nç
135,pɾekonoskˈamos,pɾekonosˈeɾ,s,sk
136,aflixˈajs,afliçˈiɾ,ç,x
137,enlokˈeska,enlokesˈeɾ,s,sk
138,ɾestablˈesko,ɾestablesˈeɾ,s,sk
139,ɾestablesˈemos,ɾestablesˈeɾ,s,s
140,ɾetɾotɾaˈejs,ɾetɾotɾaˈeɾ,,
141,ɾetɾadˈusko,ɾetɾadusˈiɾ,s,sk
142,enaltˈeska,enaltesˈeɾ,s,sk
143,astɾˈinçes,astɾinçˈiɾ,nç,nç
144,ɾestablˈesen,ɾestablesˈeɾ,s,s
145,pɾekonˈosko,pɾekonosˈeɾ,s,sk
146,afliçˈimos,afliçˈiɾ,ç,ç
147,astɾˈinçen,astɾinçˈiɾ,nç,nç
148,distɾajɡˈamos,distɾaˈeɾ,,jɡ
149,aflˈixa,afliçˈiɾ,ç,x
150,distɾaˈejs,distɾaˈeɾ,,
151,pɾekonoskˈamos,pɾekonosˈeɾ,s,sk
152,ɾestablˈeska,ɾestablesˈeɾ,s,sk
153,enfebɾˈeskan,enfebɾesˈeɾ,s,sk
154,ɾetɾadˈusen,ɾetɾadusˈiɾ,s,s
155,pɾobˈenɡa,pɾobenˈiɾ,n,nɡ
