idx,tgt,lemma,lemma_sf,tgt_sf
2,empobɾˈesen,empobɾesˈeɾ,s,s
9,kˈoxas,koçˈeɾ,ç,x
11,detɾˈajɡas,detɾaˈeɾ,,jɡ
17,anteponɡˈajs,anteponˈeɾ,n,nɡ
19,antepˈonɡas,anteponˈeɾ,n,nɡ
26,ˈases,asˈeɾ,s,s
27,sˈalen,salˈiɾ,l,l
28,akɾˈeskan,akɾesˈeɾ,s,sk
29,desdesˈimos,desdesˈiɾ,s,s
31,ɾekwˈesa,ɾekosˈeɾ,s,s
32,neɡliçˈimos,neɡliçˈiɾ,ç,ç
33,entoɾpesˈemos,entoɾpesˈeɾ,s,s
34,detɾˈajɡan,detɾaˈeɾ,,jɡ
36,enlˈusko,enlusˈiɾ,s,sk
39,establˈesen,establesˈeɾ,s,s
40,pɾedesˈimos,pɾedesˈiɾ,s,s
41,enlokˈese,enlokesˈeɾ,s,s
43,ˈunxas,unçˈiɾ,nç,nx
51,entoɾpˈeskas,entoɾpesˈeɾ,s,sk
56,konbˈeɾxa,konbeɾçˈeɾ,ɾç,ɾx
58,ɾebˈenɡa,ɾebenˈiɾ,n,nɡ
60,pɾedˈisen,pɾedesˈiɾ,s,s
64,enlˈuskan,enlusˈiɾ,s,sk
70,salˈimos,salˈiɾ,l,l
71,entoɾpˈesko,entoɾpesˈeɾ,s,sk
72,ˈases,asˈeɾ,s,s
75,akɾˈeska,akɾesˈeɾ,s,sk
76,kˈoxas,koçˈeɾ,ç,x
77,establˈeska,establesˈeɾ,s,sk
78,tɾadˈuska,tɾadusˈiɾ,s,sk
87,enkaʃˈeses,enkaʃesˈeɾ,s,s
90,fɾˈunsas,fɾunsˈiɾ,ns,ns
95,ɾekwˈesa,ɾekosˈeɾ,s,s
96,entɾetˈenɡa,entɾetenˈeɾ,n,nɡ
101,entoɾpˈeskas,entoɾpesˈeɾ,s,sk
117,abastesˈejs,abastesˈeɾ,s,s
120,enlˈuse,enlusˈiɾ,s,s
123,detɾaˈemos,detɾaˈeɾ,,
125,konbˈeɾçe,konbeɾçˈeɾ,ɾç,ɾç
126,ɾekwˈesan,ɾekosˈeɾ,s,s
132,empobɾˈeska,empobɾesˈeɾ,s,sk
134,tɾˈajɡo,tɾaˈeɾ,,jɡ
136,obedˈeses,obedesˈeɾ,s,s
142,antepˈone,anteponˈeɾ,n,n
143,emˈulxo,emulçˈeɾ,lç,lx
144,ɾediɾˈiçes,ɾediɾiçˈiɾ,ç,ç
147,pɾekonˈoskas,pɾekonosˈeɾ,s,sk
150,unçˈimos,unçˈiɾ,nç,nç
152,enkaʃˈeses,enkaʃesˈeɾ,s,s
155,obedˈesen,obedesˈeɾ,s,s
156,anteponɡˈajs,anteponˈeɾ,n,nɡ
160,fɾˈunsas,fɾunsˈiɾ,ns,ns
161,abastˈese,abastesˈeɾ,s,s
164,ˈuɾxan,uɾçˈiɾ,ɾç,ɾx
165,elixˈamos,eleçˈiɾ,ç,x
166,fɾˈunso,fɾunsˈiɾ,ns,ns
173,eskaɾnesˈemos,eskaɾnesˈeɾ,s,s
175,ɾekompˈonɡo,ɾekomponˈeɾ,n,nɡ
176,fɾˈunses,fɾunsˈiɾ,ns,ns
183,pɾedesˈimos,pɾedesˈiɾ,s,s
195,neɡliçˈis,neɡliçˈiɾ,ç,ç
196,ɾebˈenɡas,ɾebenˈiɾ,n,nɡ
197,detɾajɡˈamos,detɾaˈeɾ,,jɡ
201,fɾˈunsen,fɾunsˈiɾ,ns,ns
202,detɾˈaes,detɾaˈeɾ,,
203,detɾˈajɡo,detɾaˈeɾ,,jɡ
207,kontɾˈajɡan,kontɾaˈeɾ,,jɡ
208,ɾekomponˈejs,ɾekomponˈeɾ,n,n
210,pɾekonˈosen,pɾekonosˈeɾ,s,s
213,entoɾpeskˈamos,entoɾpesˈeɾ,s,sk
214,tɾˈajɡo,tɾaˈeɾ,,jɡ
215,ɾekondˈusko,ɾekondusˈiɾ,s,sk
216,ˈunçen,unçˈiɾ,nç,nç
225,eskaɾneskˈajs,eskaɾnesˈeɾ,s,sk
226,anteponˈejs,anteponˈeɾ,n,n
227,estableskˈamos,establesˈeɾ,s,sk
230,fɾˈunsa,fɾunsˈiɾ,ns,ns
243,ˈunxas,unçˈiɾ,nç,nx
244,detɾˈajɡas,detɾaˈeɾ,,jɡ
251,tɾˈajɡa,tɾaˈeɾ,,jɡ
255,ɾekwˈeso,ɾekosˈeɾ,s,s
260,neɡlixˈamos,neɡliçˈiɾ,ç,x
261,enlˈuska,enlusˈiɾ,s,sk
265,abasteskˈamos,abastesˈeɾ,s,sk
266,empobɾˈesen,empobɾesˈeɾ,s,s
267,elixˈamos,eleçˈiɾ,ç,x
271,ɾekomponɡˈamos,ɾekomponˈeɾ,n,nɡ
276,obedˈeska,obedesˈeɾ,s,sk
278,anteponˈemos,anteponˈeɾ,n,n
281,enlokˈeskas,enlokesˈeɾ,s,sk
282,koxˈamos,koçˈeɾ,ç,x
283,akɾˈese,akɾesˈeɾ,s,s
284,empobɾˈeska,empobɾesˈeɾ,s,sk
288,emˈulçe,emulçˈeɾ,lç,lç
290,eksˈixo,eksiçˈiɾ,ç,x
297,ɾediɾiçˈis,ɾediɾiçˈiɾ,ç,ç
298,empobɾˈeses,empobɾesˈeɾ,s,s
300,kontɾˈajɡo,kontɾaˈeɾ,,jɡ
304,salɡˈajs,salˈiɾ,l,lɡ
312,ɾekompˈone,ɾekomponˈeɾ,n,n
313,eksˈiçes,eksiçˈiɾ,ç,ç
314,ɾekompˈonɡa,ɾekomponˈeɾ,n,nɡ
320,ɾediɾixˈamos,ɾediɾiçˈiɾ,ç,x
321,pɾekonˈoskan,pɾekonosˈeɾ,s,sk
323,desɡwaɾnˈesen,desɡwaɾnesˈeɾ,s,s
324,ˈuɾçes,uɾçˈiɾ,ɾç,ɾç
328,fɾunsˈamos,fɾunsˈiɾ,ns,ns
329,eksˈixo,eksiçˈiɾ,ç,x
338,desabjˈene,desabenˈiɾ,n,n
341,empobɾesˈemos,empobɾesˈeɾ,s,s
344,eksiçˈis,eksiçˈiɾ,ç,ç
345,ɾekwˈeso,ɾekosˈeɾ,s,s
348,entɾetˈenɡa,entɾetenˈeɾ,n,nɡ
352,entɾetenˈemos,entɾetenˈeɾ,n,n
357,enɾoxˈese,enɾoxesˈeɾ,s,s
360,sˈalɡas,salˈiɾ,l,lɡ
362,kontɾˈajɡas,kontɾaˈeɾ,,jɡ
371,antepˈonɡo,anteponˈeɾ,n,nɡ
373,enlokˈeskas,enlokesˈeɾ,s,sk
375,salˈis,salˈiɾ,l,l
376,eksˈixa,eksiçˈiɾ,ç,x
377,entoɾpeskˈamos,entoɾpesˈeɾ,s,sk
379,pɾediɡˈamos,pɾedesˈiɾ,s,ɡ
387,entoɾpeskˈamos,entoɾpesˈeɾ,s,sk
388,detɾˈajɡa,detɾaˈeɾ,,jɡ
389,pɾedˈises,pɾedesˈiɾ,s,s
390,neɡlˈixa,neɡliçˈiɾ,ç,x
392,obedeskˈajs,obedesˈeɾ,s,sk
395,ɾebenɡˈajs,ɾebenˈiɾ,n,nɡ
401,emulxˈamos,emulçˈeɾ,lç,lx
402,enkaʃesˈemos,enkaʃesˈeɾ,s,s
405,detɾˈaes,detɾaˈeɾ,,
410,eksˈiçes,eksiçˈiɾ,ç,ç
413,tɾadˈuses,tɾadusˈiɾ,s,s
414,kˈoxo,koçˈeɾ,ç,x
415,desɡwaɾneskˈamos,desɡwaɾnesˈeɾ,s,sk
416,entɾetˈenɡas,entɾetenˈeɾ,n,nɡ
418,establˈesko,establesˈeɾ,s,sk
425,eskaɾnˈeska,eskaɾnesˈeɾ,s,sk
431,kˈoxo,koçˈeɾ,ç,x
432,pɾedˈise,pɾedesˈiɾ,s,s
437,obedˈeskan,obedesˈeɾ,s,sk
438,pɾedˈise,pɾedesˈiɾ,s,s
439,enɾoxˈesko,enɾoxesˈeɾ,s,sk
447,eskaɾnˈeskas,eskaɾnesˈeɾ,s,sk
450,establˈeskas,establesˈeɾ,s,sk
451,empobɾˈesen,empobɾesˈeɾ,s,s
452,ɾebjˈenen,ɾebenˈiɾ,n,n
457,abastˈeska,abastesˈeɾ,s,sk
458,sˈalɡa,salˈiɾ,l,lɡ
460,neɡlˈiçes,neɡliçˈiɾ,ç,ç
466,akɾˈeskas,akɾesˈeɾ,s,sk
468,enlokˈeskan,enlokesˈeɾ,s,sk
474,detɾˈae,detɾaˈeɾ,,
475,eksˈiçen,eksiçˈiɾ,ç,ç
477,sˈale,salˈiɾ,l,l
478,eksˈixas,eksiçˈiɾ,ç,x
483,pɾedesˈis,pɾedesˈiɾ,s,s
487,desdˈisen,desdesˈiɾ,s,s
494,tɾaˈejs,tɾaˈeɾ,,
496,ɾediɾˈixa,ɾediɾiçˈiɾ,ç,x
497,neɡlˈixa,neɡliçˈiɾ,ç,x
498,ɾekondˈuska,ɾekondusˈiɾ,s,sk
503,eksˈiçes,eksiçˈiɾ,ç,ç
506,detɾˈajɡan,detɾaˈeɾ,,jɡ
507,empobɾˈeska,empobɾesˈeɾ,s,sk
511,fɾunsˈamos,fɾunsˈiɾ,ns,ns
512,neɡlˈixas,neɡliçˈiɾ,ç,x
513,ˈaɡa,asˈeɾ,s,ɡ
519,entɾetjˈene,entɾetenˈeɾ,n,n
520,entɾetenɡˈamos,entɾetenˈeɾ,n,nɡ
523,antepˈonɡan,anteponˈeɾ,n,nɡ
525,uɾçˈimos,uɾçˈiɾ,ɾç,ɾç
526,ɾediɾiçˈis,ɾediɾiçˈiɾ,ç,ç
529,emˈulxa,emulçˈeɾ,lç,lx
532,establˈeska,establesˈeɾ,s,sk
540,kˈoçes,koçˈeɾ,ç,ç
543,fɾˈunsas,fɾunsˈiɾ,ns,ns
544,desabˈenɡa,desabenˈiɾ,n,nɡ
547,pɾediɡˈamos,pɾedesˈiɾ,s,ɡ
548,konbjˈenes,konbenˈiɾ,n,n
549,elˈiçen,eleçˈiɾ,ç,ç
551,fɾunsˈajs,fɾunsˈiɾ,ns,ns
553,ɾekosˈemos,ɾekosˈeɾ,s,s
555,fɾˈunsa,fɾunsˈiɾ,ns,ns
558,fɾˈunsa,fɾunsˈiɾ,ns,ns
563,antepˈone,anteponˈeɾ,n,n
565,ɾekwˈesan,ɾekosˈeɾ,s,s
