idx,tgt,lemma,lemma_sf,tgt_sf
0,ɾenˈasko,ɾenasˈeɾ,s,sk
1,faboɾesˈejs,faboɾesˈeɾ,s,s
2,akontˈeskas,akontesˈeɾ,s,sk
3,ɾekonˈosen,ɾekonosˈeɾ,s,s
4,desmeɾˈeska,desmeɾesˈeɾ,s,sk
5,peɾˈeskas,peɾesˈeɾ,s,sk
6,ɾenasˈemos,ɾenasˈeɾ,s,s
7,ensoɾdesˈemos,ensoɾdesˈeɾ,s,s
8,disponɡˈajs,disponˈeɾ,n,nɡ
9,deskonˈoskas,deskonosˈeɾ,s,sk
10,lˈuska,lusˈiɾ,s,sk
11,ɾedˈuses,ɾedusˈiɾ,s,s
12,embɾutˈeskan,embɾutesˈeɾ,s,sk
13,ɾestɾˈinçes,ɾestɾinçˈiɾ,nç,nç
14,ɾemˈeskan,ɾemesˈeɾ,s,sk
15,fɾˈunses,fɾunsˈiɾ,ns,ns
16,maldiɡˈajs,maldesˈiɾ,s,ɡ
17,delˈinke,delinkˈiɾ,nk,nk
18,adolˈese,adolesˈeɾ,s,s
19,absteɾxˈajs,absteɾçˈeɾ,ɾç,ɾx
20,abstˈeɾxo,absteɾçˈeɾ,ɾç,ɾx
21,kˈaen,kaˈeɾ,,
22,abenˈis,abenˈiɾ,n,n
23,korixˈajs,koreçˈiɾ,ç,x
24,pɾodusˈimos,pɾodusˈiɾ,s,s
25,palidesˈejs,palidesˈeɾ,s,s
26,desaɡɾadeskˈajs,desaɡɾadesˈeɾ,s,sk
27,dekˈaes,dekaˈeɾ,,
28,entumesˈejs,entumesˈeɾ,s,s
29,peɾˈeska,peɾesˈeɾ,s,sk
30,desfaboɾˈeskan,desfaboɾesˈeɾ,s,sk
31,ɾekondˈusen,ɾekondusˈiɾ,s,s
32,desɡwaɾnesˈemos,desɡwaɾnesˈeɾ,s,s
33,ɾejmpˈonɡa,ɾejmponˈeɾ,n,nɡ
34,adˈuses,adusˈiɾ,s,s
35,deskompˈonɡo,deskomponˈeɾ,n,nɡ
36,amaɾiʃˈese,amaɾiʃesˈeɾ,s,s
37,akˈoxa,akoçˈeɾ,ç,x
38,astɾˈinxan,astɾinçˈiɾ,nç,nx
39,ɾedˈuses,ɾedusˈiɾ,s,s
40,ɾesˈaɾses,ɾesaɾsˈiɾ,ɾs,ɾs
41,despɾotˈeçen,despɾoteçˈeɾ,ç,ç
42,ɾesplandeskˈamos,ɾesplandesˈeɾ,s,sk
43,desnˈaska,desnasˈeɾ,s,sk
44,supˈonen,suponˈeɾ,n,n
45,faboɾˈesen,faboɾesˈeɾ,s,s
46,ɾelusˈimos,ɾelusˈiɾ,s,s
47,desfaboɾˈesko,desfaboɾesˈeɾ,s,sk
48,entɾebenɡˈamos,entɾebenˈiɾ,n,nɡ
49,enbexˈeskan,enbexesˈeɾ,s,sk
50,detˈenɡo,detenˈeɾ,n,nɡ
