idx,tgt,lemma,lemma_sf,tgt_sf
0,ɾekonosˈemos,ɾekonosˈeɾ,s,s
1,konfliçˈis,konfliçˈiɾ,ç,ç
2,ɾekˈajɡa,ɾekaˈeɾ,,jɡ
3,peɾesˈemos,peɾesˈeɾ,s,s
4,ɡwaɾneskˈajs,ɡwaɾnesˈeɾ,s,sk
5,ɾekondˈusko,ɾekondusˈiɾ,s,sk
6,konbalˈeses,konbalesˈeɾ,s,s
7,kaɾesˈemos,kaɾesˈeɾ,s,s
8,sobɾepˈonɡas,sobɾeponˈeɾ,n,nɡ
9,ɾejmpˈones,ɾejmponˈeɾ,n,n
10,inteɾdˈiɡo,inteɾdesˈiɾ,s,ɡ
11,seduskˈajs,sedusˈiɾ,s,sk
12,esklaɾˈeska,esklaɾesˈeɾ,s,sk
13,adbenˈis,adbenˈiɾ,n,n
14,tɾansiçˈis,tɾansiçˈiɾ,ç,ç
15,faboɾˈesen,faboɾesˈeɾ,s,s
16,embɾutˈese,embɾutesˈeɾ,s,s
17,xakˈis,xakˈiɾ,k,k
18,entumesˈejs,entumesˈeɾ,s,s
19,sobɾebenˈimos,sobɾebenˈiɾ,n,n
20,mˈulse,mulsˈeɾ,ls,ls
21,kˈajɡa,kaˈeɾ,,jɡ
22,ɾestablˈesko,ɾestablesˈeɾ,s,sk
23,desdesˈimos,desdesˈiɾ,s,s
24,ɡwaɾˈeska,ɡwaɾesˈeɾ,s,sk
25,desdˈiɡan,desdesˈiɾ,s,ɡ
26,fɾˈunsa,fɾunsˈiɾ,ns,ns
27,pɾodˈuska,pɾodusˈiɾ,s,sk
28,konflˈiçen,konfliçˈiɾ,ç,ç
29,konbˈeɾçen,konbeɾçˈeɾ,ɾç,ɾç
30,asˈemos,asˈeɾ,s,s
31,abenɡˈajs,abenˈiɾ,n,nɡ
32,sedˈuska,sedusˈiɾ,s,sk
33,indisponɡˈajs,indisponˈeɾ,n,nɡ
34,kondˈiɡa,kondesˈiɾ,s,ɡ
35,suɾxˈamos,suɾçˈiɾ,ɾç,ɾx
36,punçˈis,punçˈiɾ,nç,nç
37,desɡwaɾnˈeska,desɡwaɾnesˈeɾ,s,sk
38,kaɾˈese,kaɾesˈeɾ,s,s
39,kompˈonɡa,komponˈeɾ,n,nɡ
40,arˈesko,aresˈiɾ,s,sk
41,indispˈonɡa,indisponˈeɾ,n,nɡ
42,dispˈonen,disponˈeɾ,n,n
43,umedeskˈamos,umedesˈeɾ,s,sk
44,infɾˈinçen,infɾinçˈiɾ,nç,nç
45,ɾekwˈesas,ɾekosˈeɾ,s,s
46,enkaɾˈeskan,enkaɾesˈeɾ,s,sk
47,pospˈone,posponˈeɾ,n,n
48,pɾopˈonɡa,pɾoponˈeɾ,n,nɡ
49,peɾmanˈeska,peɾmanesˈeɾ,s,sk
50,ɾejmpˈonɡa,ɾejmponˈeɾ,n,nɡ
51,ɾekɾudˈeska,ɾekɾudesˈeɾ,s,sk
52,ʃasˈemos,ʃasˈeɾ,s,s
53,delˈinko,delinkˈiɾ,nk,nk
