idx,tgt,lemma,lemma_sf,tgt_sf
0,ɾeabastesˈemos,ɾeabastesˈeɾ,s,s
1,ɾetɾotɾˈaen,ɾetɾotɾaˈeɾ,,
2,distɾajɡˈajs,distɾaˈeɾ,,jɡ
3,enaltˈesen,enaltesˈeɾ,s,s
4,enduɾˈeskan,enduɾesˈeɾ,s,sk
5,pɾekonˈoskan,pɾekonosˈeɾ,s,sk
6,pɾobjˈene,pɾobenˈiɾ,n,n
7,kodiɾˈixan,kodiɾiçˈiɾ,ç,x
8,enlokeskˈamos,enlokesˈeɾ,s,sk
9,distɾˈajɡa,distɾaˈeɾ,,jɡ
10,ɾeabasteskˈamos,ɾeabastesˈeɾ,s,sk
11,ɾelˈuses,ɾelusˈiɾ,s,s
12,pɾeestablesˈejs,pɾeestablesˈeɾ,s,s
13,pɾobjˈene,pɾobenˈiɾ,n,n
14,enlokesˈejs,enlokesˈeɾ,s,s
15,aflˈiçes,afliçˈiɾ,ç,ç
16,aflˈixas,afliçˈiɾ,ç,x
17,entɾetjˈenes,entɾetenˈeɾ,n,n
18,ɾestablˈesko,ɾestablesˈeɾ,s,sk
19,neɡɾˈese,neɡɾesˈeɾ,s,s
20,emeɾxˈajs,emeɾçˈeɾ,ɾç,ɾx
21,ɾelˈuska,ɾelusˈiɾ,s,sk
22,neɡɾˈeskan,neɡɾesˈeɾ,s,sk
23,ɾeabastˈeskan,ɾeabastesˈeɾ,s,sk
24,kodiɾˈiçes,kodiɾiçˈiɾ,ç,ç
25,kodiɾˈiçes,kodiɾiçˈiɾ,ç,ç
26,enduɾˈeskas,enduɾesˈeɾ,s,sk
27,tɾadˈusko,tɾadusˈiɾ,s,sk
28,entɾetjˈenes,entɾetenˈeɾ,n,n
29,astɾinxˈamos,astɾinçˈiɾ,nç,nx
30,tɾaduskˈajs,tɾadusˈiɾ,s,sk
31,ɾestablˈeses,ɾestablesˈeɾ,s,s
32,enfebɾesˈejs,enfebɾesˈeɾ,s,s
33,enaltˈese,enaltesˈeɾ,s,s
34,entɾetjˈenes,entɾetenˈeɾ,n,n
35,ɾeluskˈamos,ɾelusˈiɾ,s,sk
36,pɾeestablˈeskan,pɾeestablesˈeɾ,s,sk
37,ˈasɡa,asˈiɾ,s,sɡ
38,ɾetɾotɾˈajɡa,ɾetɾotɾaˈeɾ,,jɡ
39,entɾetjˈenen,entɾetenˈeɾ,n,n
40,ɾestableskˈamos,ɾestablesˈeɾ,s,sk
41,enaltˈese,enaltesˈeɾ,s,s
42,pɾekonosˈemos,pɾekonosˈeɾ,s,s
43,enfebɾeskˈamos,enfebɾesˈeɾ,s,sk
44,astɾˈinçe,astɾinçˈiɾ,nç,nç
45,emeɾxˈajs,emeɾçˈeɾ,ɾç,ɾx
46,entɾetenˈejs,entɾetenˈeɾ,n,n
47,enlokˈese,enlokesˈeɾ,s,s
48,ɾelˈuska,ɾelusˈiɾ,s,sk
49,enaltesˈejs,enaltesˈeɾ,s,s
50,tɾadˈuskas,tɾadusˈiɾ,s,sk
51,kˈajɡa,kaˈeɾ,,jɡ
52,kˈajɡa,kaˈeɾ,,jɡ
53,ɾetɾadˈuskas,ɾetɾadusˈiɾ,s,sk
54,enaltˈeska,enaltesˈeɾ,s,sk
55,ɾeabastˈesko,ɾeabastesˈeɾ,s,sk
56,entɾetenˈemos,entɾetenˈeɾ,n,n
57,enfebɾesˈemos,enfebɾesˈeɾ,s,s
58,ɾelusˈis,ɾelusˈiɾ,s,s
59,kaˈejs,kaˈeɾ,,
60,ɾetɾotɾaˈejs,ɾetɾotɾaˈeɾ,,
61,pɾeestablˈesko,pɾeestablesˈeɾ,s,sk
62,enduɾˈeskan,enduɾesˈeɾ,s,sk
63,enlokˈeskas,enlokesˈeɾ,s,sk
64,distɾajɡˈajs,distɾaˈeɾ,,jɡ
65,distɾˈaes,distɾaˈeɾ,,
66,ɾeapaɾˈesko,ɾeapaɾesˈeɾ,s,sk
67,enaltˈeska,enaltesˈeɾ,s,sk
68,ɾeabastˈesen,ɾeabastesˈeɾ,s,s
69,aflˈixan,afliçˈiɾ,ç,x
