condition,run,model,prediction_status,frequency,triples,prediction,test
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kabemos,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kaben,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kaben,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kaben,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kaben,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kaben,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kaben,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kaben,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kaben,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kaben,kapajs
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kaben,kapamos
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kaben,kapamos
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kaben,kapamos
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kaben,kapamos
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kaben,kapamos
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kaben,kapamos
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kaben,kapamos
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kaben,kapamos
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kaben,kapamos
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kaben,kapamos
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kaben,kapamos
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kaben,kapamos
90L_10NL,2,90L_10NL_2_4,0,660,"('p', 'p', 'p')",kaben,kapamos
