condition,run,model,prediction_status,frequency,triples,prediction,test
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisejs,enkaɾnisejs
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisemos,enkaɾnisemos
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisemos,enkaɾnisemos
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisemos,enkaɾnisemos
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisemos,enkaɾnisemos
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisemos,enkaɾnisemos
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisemos,enkaɾnisemos
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisemos,enkaɾnisemos
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisemos,enkaɾnisemos
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisemos,enkaɾnisemos
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisemos,enkaɾnisemos
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisemos,enkaɾnisemos
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisemos,enkaɾnisemos
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisemos,enkaɾnisemos
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisemos,enkaɾnisemos
90L_10NL,1,90L_10NL_1_4,1,660,"('s', 's', 's')",enkaɾnisemos,enkaɾnisemos
