idx,tgt,lemma,lemma_sf,tgt_sf
0,ɾebeɾdˈesko,ɾebeɾdesˈeɾ,s,sk
1,ʃˈaska,ʃasˈeɾ,s,sk
2,desmeɾeskˈajs,desmeɾesˈeɾ,s,sk
3,fɾˈançes,fɾançˈiɾ,nç,nç
4,pɾekonˈosen,pɾekonosˈeɾ,s,s
5,eskwˈeses,eskosˈeɾ,s,s
6,ɾekonbenˈimos,ɾekonbenˈiɾ,n,n
7,ɾeblandˈesko,ɾeblandesˈeɾ,s,sk
8,paɾˈeska,paɾesˈeɾ,s,sk
9,akɾˈesko,akɾesˈeɾ,s,sk
10,ɡwaɾnesˈemos,ɡwaɾnesˈeɾ,s,s
11,exˈeɾses,exeɾsˈeɾ,ɾs,ɾs
12,ʃaskˈamos,ʃasˈeɾ,s,sk
13,apeteskˈamos,apetesˈeɾ,s,sk
14,ɾekonbjˈenes,ɾekonbenˈiɾ,n,n
15,ɾekondˈusko,ɾekondusˈiɾ,s,sk
16,sobɾebjˈenes,sobɾebenˈiɾ,n,n
17,ɡwaɾnˈeskan,ɡwaɾnesˈeɾ,s,sk
18,infɾˈinxo,infɾinçˈiɾ,nç,nx
19,kopɾodˈusen,kopɾodusˈiɾ,s,s
20,apetˈese,apetesˈeɾ,s,s
21,obedeskˈajs,obedesˈeɾ,s,sk
22,kompunçˈis,kompunçˈiɾ,nç,nç
23,eskaɾnˈeses,eskaɾnesˈeɾ,s,s
24,entoɾpesˈemos,entoɾpesˈeɾ,s,s
25,neɡɾesˈejs,neɡɾesˈeɾ,s,s
26,ɾekˈajɡa,ɾekaˈeɾ,,jɡ
27,sˈuɾsen,suɾsˈiɾ,ɾs,ɾs
28,peɾmanˈesko,peɾmanesˈeɾ,s,sk
29,tɾadˈuska,tɾadusˈiɾ,s,sk
30,ekibˈalɡo,ekibalˈeɾ,l,lɡ
31,empekeɲˈeses,empekeɲesˈeɾ,s,s
32,naskˈamos,nasˈeɾ,s,sk
33,infɾˈinxa,infɾinçˈiɾ,nç,nx
34,fosfoɾˈeskan,fosfoɾesˈeɾ,s,sk
35,aduskˈamos,adusˈiɾ,s,sk
36,enlentesˈejs,enlentesˈeɾ,s,s
37,fulxˈamos,fulçˈiɾ,lç,lx
38,ɾesplandˈeska,ɾesplandesˈeɾ,s,sk
39,dˈiɡas,desˈiɾ,s,ɡ
40,ɾekˈajɡan,ɾekaˈeɾ,,jɡ
41,suɾxˈamos,suɾçˈiɾ,ɾç,ɾx
