idx,tgt,lemma,lemma_sf,tgt_sf
0,mˈulçes,mulçˈeɾ,lç,lç
1,desabˈenɡas,desabenˈiɾ,n,nɡ
4,abjˈenes,abenˈiɾ,n,n
5,ʃukstapˈonɡa,ʃukstaponˈeɾ,n,nɡ
6,neɡɾˈeskas,neɡɾesˈeɾ,s,sk
7,konflˈiçe,konfliçˈiɾ,ç,ç
8,desɡwaɾnˈeskan,desɡwaɾnesˈeɾ,s,sk
10,anoʧeskˈamos,anoʧesˈeɾ,s,sk
12,ɾepɾodˈuska,ɾepɾodusˈiɾ,s,sk
13,xakˈamos,xakˈiɾ,k,k
16,xˈakas,xakˈiɾ,k,k
17,abastˈese,abastesˈeɾ,s,s
18,apˈonen,aponˈeɾ,n,n
20,ʃukstapˈonɡas,ʃukstaponˈeɾ,n,nɡ
23,konbˈeɾxa,konbeɾçˈiɾ,ɾç,ɾx
24,supeɾbenɡˈamos,supeɾbenˈiɾ,n,nɡ
25,detˈeɾçe,deteɾçˈeɾ,ɾç,ɾç
29,kˈose,kosˈeɾ,s,s
30,sobɾekˈoxa,sobɾekoçˈeɾ,ç,x
31,ɾetɾaˈejs,ɾetɾaˈeɾ,,
32,xˈakas,xakˈiɾ,k,k
33,empekeɲˈese,empekeɲesˈeɾ,s,s
35,emˈunxa,emunçˈeɾ,nç,nx
36,indisponɡˈamos,indisponˈeɾ,n,nɡ
37,detˈeɾçe,deteɾçˈeɾ,ɾç,ɾç
39,inbjˈene,inbenˈiɾ,n,n
42,depˈonɡo,deponˈeɾ,n,nɡ
43,inbenˈimos,inbenˈiɾ,n,n
44,konflˈixo,konfliçˈiɾ,ç,x
45,apˈonɡo,aponˈeɾ,n,nɡ
49,estɾemˈeska,estɾemesˈeɾ,s,sk
50,ɾeapaɾesˈemos,ɾeapaɾesˈeɾ,s,s
51,deteɾxˈajs,deteɾçˈeɾ,ɾç,ɾx
53,mˈulxas,mulçˈeɾ,lç,lx
54,apˈonɡan,aponˈeɾ,n,nɡ
55,empobɾˈesko,empobɾesˈeɾ,s,sk
58,substɾˈajɡa,substɾaˈeɾ,,jɡ
61,balˈemos,balˈeɾ,l,l
62,enkanˈesko,enkanesˈeɾ,s,sk
63,supeɾbenˈimos,supeɾbenˈiɾ,n,n
64,antepˈone,anteponˈeɾ,n,n
66,pɾebalesˈejs,pɾebalesˈeɾ,s,s
68,ʃukstapˈonen,ʃukstaponˈeɾ,n,n
69,ɾepɾoduskˈajs,ɾepɾodusˈiɾ,s,sk
70,desɡwaɾnˈeskas,desɡwaɾnesˈeɾ,s,sk
74,ɾeapaɾˈeska,ɾeapaɾesˈeɾ,s,sk
75,diɾˈixa,diɾiçˈiɾ,ç,x
77,detˈeɾxa,deteɾçˈeɾ,ɾç,ɾx
78,balɡˈajs,balˈeɾ,l,lɡ
79,sobɾekˈoçes,sobɾekoçˈeɾ,ç,ç
81,kontɾˈajɡa,kontɾaˈeɾ,,jɡ
83,desentumeskˈamos,desentumesˈeɾ,s,sk
85,pɾebalˈesko,pɾebalesˈeɾ,s,sk
89,impˈonɡas,imponˈeɾ,n,nɡ
94,desentumeskˈamos,desentumesˈeɾ,s,sk
97,detjˈene,detenˈeɾ,n,n
98,abˈenɡas,abenˈiɾ,n,nɡ
99,estɾemˈesko,estɾemesˈeɾ,s,sk
101,substɾajɡˈamos,substɾaˈeɾ,,jɡ
102,dekajɡˈajs,dekaˈeɾ,,jɡ
103,depˈonen,deponˈeɾ,n,n
105,desabenɡˈamos,desabenˈiɾ,n,nɡ
106,estɾemˈeskas,estɾemesˈeɾ,s,sk
112,empalidˈeska,empalidesˈeɾ,s,sk
116,tɾaduskˈamos,tɾadusˈiɾ,s,sk
117,emˈunçen,emunçˈeɾ,nç,nç
119,balɡˈamos,balˈeɾ,l,lɡ
121,abastˈeska,abastesˈeɾ,s,sk
123,desentumesˈejs,desentumesˈeɾ,s,s
124,indispˈonɡas,indisponˈeɾ,n,nɡ
125,ɾeestablˈeska,ɾeestablesˈeɾ,s,sk
130,sobɾekˈoxan,sobɾekoçˈeɾ,ç,x
131,antepˈones,anteponˈeɾ,n,n
133,desɡwaɾnˈeska,desɡwaɾnesˈeɾ,s,sk
135,sobɾekoçˈejs,sobɾekoçˈeɾ,ç,ç
139,ɾeestablˈeskan,ɾeestablesˈeɾ,s,sk
140,ɾeapaɾeskˈajs,ɾeapaɾesˈeɾ,s,sk
145,ɾeapaɾeskˈamos,ɾeapaɾesˈeɾ,s,sk
147,estɾemˈeskan,estɾemesˈeɾ,s,sk
148,dekaˈemos,dekaˈeɾ,,
149,enbexˈesko,enbexesˈeɾ,s,sk
151,xˈako,xakˈiɾ,k,k
152,floɾˈeses,floɾesˈeɾ,s,s
153,ɾeapaɾˈeska,ɾeapaɾesˈeɾ,s,sk
155,ʃukstapˈonɡa,ʃukstaponˈeɾ,n,nɡ
156,abenˈis,abenˈiɾ,n,n
157,ɾeestablˈeses,ɾeestablesˈeɾ,s,s
158,desabjˈenes,desabenˈiɾ,n,n
159,inbjˈene,inbenˈiɾ,n,n
161,enɡɾandeskˈamos,enɡɾandesˈeɾ,s,sk
162,kosˈamos,kosˈeɾ,s,s
163,enkanˈeska,enkanesˈeɾ,s,sk
164,desmeɾˈeskas,desmeɾesˈeɾ,s,sk
168,abjˈene,abenˈiɾ,n,n
170,empalidˈeses,empalidesˈeɾ,s,s
174,empobɾeskˈajs,empobɾesˈeɾ,s,sk
176,ɾeapaɾˈesen,ɾeapaɾesˈeɾ,s,s
