idx,tgt,lemma,lemma_sf,tgt_sf
1,abasteskˈajs,abastesˈeɾ,s,sk
2,konfliçˈis,konfliçˈiɾ,ç,ç
5,depˈonɡan,deponˈeɾ,n,nɡ
6,desɡwaɾnˈesko,desɡwaɾnesˈeɾ,s,sk
7,substɾaˈemos,substɾaˈeɾ,,
8,desmeɾˈesen,desmeɾesˈeɾ,s,s
9,ɾeapaɾˈeskas,ɾeapaɾesˈeɾ,s,sk
23,enbexˈeska,enbexesˈeɾ,s,sk
24,detˈenɡa,detenˈeɾ,n,nɡ
25,emˈunxas,emunçˈeɾ,nç,nx
30,konbˈeɾxa,konbeɾçˈiɾ,ɾç,ɾx
31,inflˈiçe,infliçˈiɾ,ç,ç
32,konfliçˈimos,konfliçˈiɾ,ç,ç
33,empalidˈeska,empalidesˈeɾ,s,sk
35,inbˈenɡa,inbenˈiɾ,n,nɡ
36,desmeɾˈesko,desmeɾesˈeɾ,s,sk
41,anoʧˈesen,anoʧesˈeɾ,s,s
43,floɾˈeska,floɾesˈeɾ,s,sk
44,empalidˈesko,empalidesˈeɾ,s,sk
47,neɡɾeskˈamos,neɡɾesˈeɾ,s,sk
49,enkaɾeskˈajs,enkaɾesˈeɾ,s,sk
50,estɾemˈeskan,estɾemesˈeɾ,s,sk
51,kˈose,kosˈeɾ,s,s
53,abasteskˈamos,abastesˈeɾ,s,sk
54,anoʧˈese,anoʧesˈeɾ,s,s
56,ɾepɾoduskˈamos,ɾepɾodusˈiɾ,s,sk
60,tɾadˈuse,tɾadusˈiɾ,s,s
61,detjˈenen,detenˈeɾ,n,n
66,inbenɡˈamos,inbenˈiɾ,n,nɡ
67,ʃukstapˈonen,ʃukstaponˈeɾ,n,n
69,abastˈeses,abastesˈeɾ,s,s
70,apˈonɡa,aponˈeɾ,n,nɡ
71,empalidˈesko,empalidesˈeɾ,s,sk
75,ɾepɾodˈusen,ɾepɾodusˈiɾ,s,s
77,apˈonɡa,aponˈeɾ,n,nɡ
78,apˈones,aponˈeɾ,n,n
82,enkanˈesko,enkanesˈeɾ,s,sk
83,pɾebalˈeska,pɾebalesˈeɾ,s,sk
84,inbjˈene,inbenˈiɾ,n,n
85,konbeɾçˈimos,konbeɾçˈiɾ,ɾç,ɾç
90,xˈakan,xakˈiɾ,k,k
91,abenˈis,abenˈiɾ,n,n
92,enkaɾˈeses,enkaɾesˈeɾ,s,s
96,kosˈajs,kosˈeɾ,s,s
100,xˈaken,xakˈiɾ,k,k
102,bˈale,balˈeɾ,l,l
104,abastˈeses,abastesˈeɾ,s,s
106,abjˈenes,abenˈiɾ,n,n
107,empobɾˈeses,empobɾesˈeɾ,s,s
108,indispˈonɡas,indisponˈeɾ,n,nɡ
109,aɡɾadˈeska,aɡɾadesˈeɾ,s,sk
110,enkaneskˈajs,enkanesˈeɾ,s,sk
112,konflˈixa,konfliçˈiɾ,ç,x
113,depˈonen,deponˈeɾ,n,n
114,emˈunçen,emunçˈeɾ,nç,nç
115,pɾebaleskˈamos,pɾebalesˈeɾ,s,sk
116,aponˈejs,aponˈeɾ,n,n
120,anoʧˈese,anoʧesˈeɾ,s,s
122,pɾebalˈeskas,pɾebalesˈeɾ,s,sk
125,ɾeponɡˈajs,ɾeponˈeɾ,n,nɡ
130,kontɾˈajɡa,kontɾaˈeɾ,,jɡ
131,floɾesˈejs,floɾesˈeɾ,s,s
132,diɾˈiçen,diɾiçˈiɾ,ç,ç
133,desfaboɾesˈemos,desfaboɾesˈeɾ,s,s
138,pɾebalesˈemos,pɾebalesˈeɾ,s,s
143,neɡɾeskˈamos,neɡɾesˈeɾ,s,sk
155,inbenˈimos,inbenˈiɾ,n,n
156,impˈonen,imponˈeɾ,n,n
157,diɾiçˈis,diɾiçˈiɾ,ç,ç
159,detenɡˈajs,detenˈeɾ,n,nɡ
160,desentumˈesko,desentumesˈeɾ,s,sk
163,kosˈamos,kosˈeɾ,s,s
164,anoʧˈeskas,anoʧesˈeɾ,s,sk
169,ɾepˈone,ɾeponˈeɾ,n,n
175,desɡwaɾnesˈejs,desɡwaɾnesˈeɾ,s,s
178,abˈenɡas,abenˈiɾ,n,nɡ
179,ʃukstapˈones,ʃukstaponˈeɾ,n,n
182,empobɾˈese,empobɾesˈeɾ,s,s
186,floɾesˈemos,floɾesˈeɾ,s,s
188,pɾebalˈeskan,pɾebalesˈeɾ,s,sk
195,diɾˈixo,diɾiçˈiɾ,ç,x
196,konflˈixas,konfliçˈiɾ,ç,x
198,depˈones,deponˈeɾ,n,n
199,konfliçˈimos,konfliçˈiɾ,ç,ç
200,dekajɡˈajs,dekaˈeɾ,,jɡ
202,dekaˈejs,dekaˈeɾ,,
207,aɡɾadˈese,aɡɾadesˈeɾ,s,s
208,aponˈemos,aponˈeɾ,n,n
210,emunçˈemos,emunçˈeɾ,nç,nç
