idx,tgt,lemma,lemma_sf,tgt_sf
0,anoʧˈeska,anoʧesˈeɾ,s,sk
1,siɾkunbjˈene,siɾkunbenˈiɾ,n,n
2,aduskˈajs,adusˈiɾ,s,sk
3,neɡlˈixa,neɡliçˈiɾ,ç,x
4,deɾelinkˈajs,deɾelinkˈiɾ,nk,nk
5,enfuɾesˈemos,enfuɾesˈeɾ,s,s
6,kondˈuska,kondusˈiɾ,s,sk
7,neɡliçˈimos,neɡliçˈiɾ,ç,ç
8,adˈuskan,adusˈiɾ,s,sk
9,abdusˈis,abdusˈiɾ,s,s
10,peɾmanˈesen,peɾmanesˈeɾ,s,s
11,elˈixo,eliçˈiɾ,ç,x
12,peɾmanˈeska,peɾmanesˈeɾ,s,sk
13,desnasˈemos,desnasˈeɾ,s,s
14,deɾelˈinken,deɾelinkˈiɾ,nk,nk
15,kondˈuska,kondusˈiɾ,s,sk
16,ɾeelˈiçen,ɾeeleçˈiɾ,ç,ç
17,enlokˈesko,enlokesˈeɾ,s,sk
18,ɾeelˈiçes,ɾeeleçˈiɾ,ç,ç
19,amaɾiʃˈesen,amaɾiʃesˈeɾ,s,s
20,akˈoçen,akoçˈeɾ,ç,ç
21,deɾelinkˈamos,deɾelinkˈiɾ,nk,nk
22,siɾkunbenˈis,siɾkunbenˈiɾ,n,n
23,fˈulxa,fulçˈiɾ,lç,lx
24,deskomponˈemos,deskomponˈeɾ,n,n
25,deɾelinkˈimos,deɾelinkˈiɾ,nk,nk
26,anoʧesˈemos,anoʧesˈeɾ,s,s
27,akoxˈajs,akoçˈeɾ,ç,x
28,amaɾiʃˈeskan,amaɾiʃesˈeɾ,s,sk
29,desnaskˈamos,desnasˈeɾ,s,sk
30,ɾetɾˈajɡas,ɾetɾaˈeɾ,,jɡ
31,desnasˈemos,desnasˈeɾ,s,s
32,kondˈuse,kondusˈiɾ,s,s
33,detɾajɡˈajs,detɾaˈeɾ,,jɡ
34,diɡˈamos,desˈiɾ,s,ɡ
35,detɾajɡˈamos,detɾaˈeɾ,,jɡ
36,neɡlˈiçes,neɡliçˈiɾ,ç,ç
37,deskompˈonen,deskomponˈeɾ,n,n
38,amaɾiʃˈeskas,amaɾiʃesˈeɾ,s,sk
39,deɾelˈinken,deɾelinkˈiɾ,nk,nk
40,peɾmanˈesen,peɾmanesˈeɾ,s,s
41,enfuɾesˈemos,enfuɾesˈeɾ,s,s
42,sˈuɾsas,suɾsˈiɾ,ɾs,ɾs
43,akˈoçen,akoçˈeɾ,ç,ç
44,neɡlˈiçes,neɡliçˈiɾ,ç,ç
45,konduskˈamos,kondusˈiɾ,s,sk
46,ɾepɾodˈuskan,ɾepɾodusˈiɾ,s,sk
47,entɾetjˈene,entɾetenˈeɾ,n,n
48,deɾelˈinkas,deɾelinkˈiɾ,nk,nk
49,neɡlˈixa,neɡliçˈiɾ,ç,x
50,anoʧesˈemos,anoʧesˈeɾ,s,s
51,ɾeelixˈamos,ɾeeleçˈiɾ,ç,x
52,enfuɾˈesko,enfuɾesˈeɾ,s,sk
53,ɾetɾaˈemos,ɾetɾaˈeɾ,,
54,desnˈase,desnasˈeɾ,s,s
55,ɾetɾˈaes,ɾetɾaˈeɾ,,
56,adˈuse,adusˈiɾ,s,s
57,enlokˈeses,enlokesˈeɾ,s,s
58,deskompˈonɡas,deskomponˈeɾ,n,nɡ
59,ɾeelˈixas,ɾeeleçˈiɾ,ç,x
60,detɾajɡˈajs,detɾaˈeɾ,,jɡ
61,detɾajɡˈamos,detɾaˈeɾ,,jɡ
62,abduskˈajs,abdusˈiɾ,s,sk
63,desnaskˈajs,desnasˈeɾ,s,sk
64,siɾkunbˈenɡa,siɾkunbenˈiɾ,n,nɡ
65,abdˈuses,abdusˈiɾ,s,s
