idx,tgt,lemma,lemma_sf,tgt_sf
0,obedˈeska,obedesˈeɾ,s,sk
1,konflˈixan,konfliçˈiɾ,ç,x
2,akaˈeskan,akaesˈeɾ,s,sk
3,kondˈuse,kondusˈiɾ,s,s
4,despɾotˈexan,despɾoteçˈeɾ,ç,x
5,akoxˈamos,akoçˈeɾ,ç,x
6,kondˈise,kondesˈiɾ,s,s
7,ɾepˈonɡa,ɾeponˈeɾ,n,nɡ
8,enɡɾandˈeskan,enɡɾandesˈeɾ,s,sk
9,satisfasˈemos,satisfasˈeɾ,s,s
10,kopɾodˈuse,kopɾodusˈiɾ,s,s
11,kondˈuska,kondusˈiɾ,s,sk
12,desɡwaɾnˈeses,desɡwaɾnesˈeɾ,s,s
13,ɾeasˈejs,ɾeasˈeɾ,s,s
14,akɾˈeskas,akɾesˈeɾ,s,sk
15,depˈonɡas,deponˈeɾ,n,nɡ
16,supeɾbjˈenes,supeɾbenˈiɾ,n,n
17,espˈaɾsa,espaɾsˈiɾ,ɾs,ɾs
18,enbilesˈemos,enbilesˈeɾ,s,s
19,enkaʃˈeskan,enkaʃesˈeɾ,s,sk
20,enlokˈeskan,enlokesˈeɾ,s,sk
21,finçˈis,finçˈiɾ,nç,nç
22,infɾinxˈamos,infɾinçˈiɾ,nç,nx
23,kondesˈimos,kondesˈiɾ,s,s
24,pɾesupˈonen,pɾesuponˈeɾ,n,n
25,konduskˈajs,kondusˈiɾ,s,sk
26,enlokeskˈamos,enlokesˈeɾ,s,sk
27,desɡwaɾneskˈajs,desɡwaɾnesˈeɾ,s,sk
28,ekibˈales,ekibalˈeɾ,l,l
29,sobɾebjˈenes,sobɾebenˈiɾ,n,n
30,sˈuɾxa,suɾçˈiɾ,ɾç,ɾx
31,ɾemeskˈamos,ɾemesˈeɾ,s,sk
32,ɾemˈeses,ɾemesˈeɾ,s,s
33,dekɾeskˈamos,dekɾesˈeɾ,s,sk
34,ɾejmponɡˈajs,ɾejmponˈeɾ,n,nɡ
35,enlentˈesen,enlentesˈeɾ,s,s
36,ɾesˈuɾçe,ɾesuɾçˈiɾ,ɾç,ɾç
37,sustɾˈaen,sustɾaˈeɾ,,
38,kˈose,kosˈeɾ,s,s
39,kˈosa,kosˈeɾ,s,s
40,kondusˈimos,kondusˈiɾ,s,s
41,kˈoso,kosˈeɾ,s,s
42,ɡwaɾneskˈajs,ɡwaɾnesˈeɾ,s,sk
43,ɾobustˈeskan,ɾobustesˈeɾ,s,sk
44,pɾeestableskˈamos,pɾeestablesˈeɾ,s,sk
45,ennoblˈeses,ennoblesˈeɾ,s,s
46,arˈeska,aresˈiɾ,s,sk
47,akonteskˈajs,akontesˈeɾ,s,sk
48,enoɾɡuʃeskˈamos,enoɾɡuʃesˈeɾ,s,sk
49,subbjˈenes,subbenˈiɾ,n,n
50,enfebɾˈesen,enfebɾesˈeɾ,s,s
51,fenˈeska,fenesˈeɾ,s,sk
52,ʃukstaponɡˈamos,ʃukstaponˈeɾ,n,nɡ
53,entɾetjˈenen,entɾetenˈeɾ,n,n
54,enoɾɡuʃˈese,enoɾɡuʃesˈeɾ,s,s
55,sedusˈis,sedusˈiɾ,s,s
56,apetˈeses,apetesˈeɾ,s,s
57,kontɾaaɡˈajs,kontɾaasˈeɾ,s,ɡ
58,akonteskˈajs,akontesˈeɾ,s,sk
59,estɾemˈeska,estɾemesˈeɾ,s,sk
60,eɾˈixa,eɾiçˈiɾ,ç,x
61,kontɾabjˈenes,kontɾabenˈiɾ,n,n
62,entɾistˈese,entɾistesˈeɾ,s,s
63,apeteskˈamos,apetesˈeɾ,s,sk
64,ɾetɾadˈusen,ɾetɾadusˈiɾ,s,s
65,fˈinçe,finçˈiɾ,nç,nç
66,ɾeelixˈamos,ɾeeleçˈiɾ,ç,x
67,manutˈenɡa,manutenˈeɾ,n,nɡ
68,sobɾebˈenɡo,sobɾebenˈiɾ,n,nɡ
69,empekeɲesˈemos,empekeɲesˈeɾ,s,s
70,adusˈimos,adusˈiɾ,s,s
71,akɾˈeska,akɾesˈeɾ,s,sk
72,ɾesˈuɾxa,ɾesuɾçˈiɾ,ɾç,ɾx
73,atˈenɡas,atenˈeɾ,n,nɡ
74,tɾˈajɡas,tɾaˈeɾ,,jɡ
75,kontɾaˈaɡas,kontɾaasˈeɾ,s,ɡ
76,enduɾesˈejs,enduɾesˈeɾ,s,s
77,ɾeblandˈeses,ɾeblandesˈeɾ,s,s
78,balbˈuskas,balbusˈiɾ,s,sk
79,desabenˈimos,desabenˈiɾ,n,n
80,indisponɡˈamos,indisponˈeɾ,n,nɡ
81,sobɾebjˈenen,sobɾebenˈiɾ,n,n
82,adolˈesen,adolesˈeɾ,s,s
83,suɾsˈamos,suɾsˈiɾ,ɾs,ɾs
84,ɾedesˈis,ɾedesˈiɾ,s,s
85,desabjˈenes,desabenˈiɾ,n,n
86,peɾtenesˈejs,peɾtenesˈeɾ,s,s
87,mantˈenɡas,mantenˈeɾ,n,nɡ
88,kondˈiɡa,kondesˈiɾ,s,ɡ
89,supeɾpˈonɡas,supeɾponˈeɾ,n,nɡ
90,estɾemˈeses,estɾemesˈeɾ,s,s
91,peɾˈeska,peɾesˈeɾ,s,sk
92,kaɾˈesko,kaɾesˈeɾ,s,sk
93,kɾˈesen,kɾesˈeɾ,s,s
94,pɾesupˈonɡas,pɾesuponˈeɾ,n,nɡ
95,infɾinxˈamos,infɾinçˈiɾ,nç,nx
96,sustɾˈaes,sustɾaˈeɾ,,
97,ensombɾˈeska,ensombɾesˈeɾ,s,sk
98,sustɾˈajɡa,sustɾaˈeɾ,,jɡ
99,entɾisteskˈajs,entɾistesˈeɾ,s,sk
100,neɡlˈixo,neɡliçˈiɾ,ç,x
101,enteɾnˈeskas,enteɾnesˈeɾ,s,sk
102,ɾetɾaˈejs,ɾetɾaˈeɾ,,
103,adolesˈejs,adolesˈeɾ,s,s
104,atɾaˈejs,atɾaˈeɾ,,
105,edusˈis,edusˈiɾ,s,s
106,deskompˈone,deskomponˈeɾ,n,n
107,satisfˈases,satisfasˈeɾ,s,s
108,desfaʃˈeskan,desfaʃesˈeɾ,s,sk
109,pɾeestablˈese,pɾeestablesˈeɾ,s,s
110,fˈinxas,finçˈiɾ,nç,nx
111,destoɾsˈejs,destoɾsˈeɾ,ɾs,ɾs
112,enɾoxˈeses,enɾoxesˈeɾ,s,s
113,ekibˈalen,ekibalˈeɾ,l,l
114,manutjˈenes,manutenˈeɾ,n,n
115,pɾedispˈonɡo,pɾedisponˈeɾ,n,nɡ
116,pɾediɡˈamos,pɾedesˈiɾ,s,ɡ
117,mˈuçes,muçˈiɾ,ç,ç
118,enɡɾandˈeskas,enɡɾandesˈeɾ,s,sk
119,obedˈese,obedesˈeɾ,s,s
120,aɡˈajs,asˈeɾ,s,ɡ
121,tɾanspˈonɡa,tɾansponˈeɾ,n,nɡ
122,enlentˈesen,enlentesˈeɾ,s,s
123,infliçˈimos,infliçˈiɾ,ç,ç
124,pɾekonoskˈajs,pɾekonosˈeɾ,s,sk
125,kodiɾˈixo,kodiɾiçˈiɾ,ç,x
126,enɡɾandˈeskan,enɡɾandesˈeɾ,s,sk
127,ɾebeɾdesˈemos,ɾebeɾdesˈeɾ,s,s
128,enbexˈese,enbexesˈeɾ,s,s
129,distɾajɡˈajs,distɾaˈeɾ,,jɡ
130,konbeɾxˈajs,konbeɾçˈeɾ,ɾç,ɾx
131,enkaɾesˈemos,enkaɾesˈeɾ,s,s
132,impˈone,imponˈeɾ,n,n
133,konflixˈajs,konfliçˈiɾ,ç,x
134,enfebɾˈesen,enfebɾesˈeɾ,s,s
135,adusˈis,adusˈiɾ,s,s
136,floɾeskˈamos,floɾesˈeɾ,s,sk
137,areskˈamos,aresˈiɾ,s,sk
138,peɾmanˈese,peɾmanesˈeɾ,s,s
139,entenebɾˈese,entenebɾesˈeɾ,s,s
140,eskaeskˈajs,eskaesˈeɾ,s,sk
141,fenˈese,fenesˈeɾ,s,s
142,sobɾebˈenɡas,sobɾebenˈiɾ,n,nɡ
143,distɾˈae,distɾaˈeɾ,,
144,entɾisteskˈajs,entɾistesˈeɾ,s,sk
145,ɾeabastˈeska,ɾeabastesˈeɾ,s,sk
146,adˈusko,adusˈiɾ,s,sk
147,eksixˈajs,eksiçˈiɾ,ç,x
148,desdesˈis,desdesˈiɾ,s,s
149,abastesˈejs,abastesˈeɾ,s,s
150,supˈones,suponˈeɾ,n,n
151,enfebɾeskˈamos,enfebɾesˈeɾ,s,sk
152,ɾekonduskˈajs,ɾekondusˈiɾ,s,sk
153,konbˈeɾçes,konbeɾçˈeɾ,ɾç,ɾç
154,enoɾɡuʃˈeskan,enoɾɡuʃesˈeɾ,s,sk
155,kodiɾiçˈimos,kodiɾiçˈiɾ,ç,ç
156,entɾetenɡˈamos,entɾetenˈeɾ,n,nɡ
157,fˈulçes,fulçˈiɾ,lç,lç
158,derelinkˈajs,derelinkˈiɾ,nk,nk
159,dispˈones,disponˈeɾ,n,n
160,fulçˈis,fulçˈiɾ,lç,lç
161,ɾesaɾsˈajs,ɾesaɾsˈiɾ,ɾs,ɾs
162,absteɾxˈamos,absteɾçˈeɾ,ɾç,ɾx
163,despɾoteçˈejs,despɾoteçˈeɾ,ç,ç
164,ɾesˈuɾxo,ɾesuɾçˈiɾ,ɾç,ɾx
165,ɾeeleçˈis,ɾeeleçˈiɾ,ç,ç
166,kodiɾˈixan,kodiɾiçˈiɾ,ç,x
