idx,tgt,lemma,lemma_sf,tgt_sf
2,abastˈeska,abastesˈeɾ,s,sk
4,empekeɲˈesko,empekeɲesˈeɾ,s,sk
5,ʃukstapˈone,ʃukstaponˈeɾ,n,n
8,anoʧˈesko,anoʧesˈeɾ,s,sk
11,konbˈeɾxas,konbeɾçˈiɾ,ɾç,ɾx
14,balɡˈamos,balˈeɾ,l,lɡ
17,desentumˈeska,desentumesˈeɾ,s,sk
20,desfaboɾˈeskas,desfaboɾesˈeɾ,s,sk
21,abastˈesen,abastesˈeɾ,s,s
24,enbexˈese,enbexesˈeɾ,s,s
26,indispˈonɡas,indisponˈeɾ,n,nɡ
27,substɾˈaes,substɾaˈeɾ,,
29,abˈenɡa,abenˈiɾ,n,nɡ
30,desɡwaɾneskˈajs,desɡwaɾnesˈeɾ,s,sk
33,tɾadˈuses,tɾadusˈiɾ,s,s
37,ɾepɾodˈuskan,ɾepɾodusˈiɾ,s,sk
38,empalidˈesko,empalidesˈeɾ,s,sk
39,emˈunxa,emunçˈeɾ,nç,nx
40,inflˈiçen,infliçˈiɾ,ç,ç
43,sobɾekˈoxa,sobɾekoçˈeɾ,ç,x
44,diɾiçˈis,diɾiçˈiɾ,ç,ç
45,sobɾekoçˈemos,sobɾekoçˈeɾ,ç,ç
46,empobɾeskˈamos,empobɾesˈeɾ,s,sk
56,konbˈeɾxan,konbeɾçˈiɾ,ɾç,ɾx
58,substɾajɡˈamos,substɾaˈeɾ,,jɡ
60,desfaboɾˈeskas,desfaboɾesˈeɾ,s,sk
61,adoɾmˈesko,adoɾmesˈeɾ,s,sk
64,dekˈajɡan,dekaˈeɾ,,jɡ
67,dekajɡˈajs,dekaˈeɾ,,jɡ
68,ɾepɾoduskˈajs,ɾepɾodusˈiɾ,s,sk
71,supeɾbˈenɡan,supeɾbenˈiɾ,n,nɡ
72,antepˈonɡo,anteponˈeɾ,n,nɡ
78,anoʧesˈemos,anoʧesˈeɾ,s,s
84,tɾaduskˈajs,tɾadusˈiɾ,s,sk
85,pɾebalˈeskan,pɾebalesˈeɾ,s,sk
87,desabˈenɡan,desabenˈiɾ,n,nɡ
88,aɡɾadˈeskan,aɡɾadesˈeɾ,s,sk
90,ɾeapaɾesˈejs,ɾeapaɾesˈeɾ,s,s
92,konbˈeɾxa,konbeɾçˈiɾ,ɾç,ɾx
93,aɡɾadˈeses,aɡɾadesˈeɾ,s,s
94,abˈenɡas,abenˈiɾ,n,nɡ
96,abjˈenes,abenˈiɾ,n,n
98,desabenɡˈamos,desabenˈiɾ,n,nɡ
101,neɡɾˈesen,neɡɾesˈeɾ,s,s
103,aponɡˈamos,aponˈeɾ,n,nɡ
104,depˈonɡa,deponˈeɾ,n,nɡ
111,ʃukstapˈonɡa,ʃukstaponˈeɾ,n,nɡ
113,apˈonɡan,aponˈeɾ,n,nɡ
115,pɾebalˈeska,pɾebalesˈeɾ,s,sk
119,aɡɾadˈesko,aɡɾadesˈeɾ,s,sk
121,dekˈaen,dekaˈeɾ,,
128,aɡɾadˈeses,aɡɾadesˈeɾ,s,s
130,deponɡˈamos,deponˈeɾ,n,nɡ
131,ɾepˈones,ɾeponˈeɾ,n,n
134,detˈenɡas,detenˈeɾ,n,nɡ
137,aɡɾadeskˈamos,aɡɾadesˈeɾ,s,sk
138,anoʧˈeska,anoʧesˈeɾ,s,sk
139,kˈoso,kosˈeɾ,s,s
142,adoɾmesˈemos,adoɾmesˈeɾ,s,s
145,apˈonɡa,aponˈeɾ,n,nɡ
146,abjˈenes,abenˈiɾ,n,n
147,antepˈone,anteponˈeɾ,n,n
149,desabˈenɡa,desabenˈiɾ,n,nɡ
150,enɡɾandˈeskas,enɡɾandesˈeɾ,s,sk
151,empalidesˈejs,empalidesˈeɾ,s,s
153,supeɾbenˈimos,supeɾbenˈiɾ,n,n
154,konbeɾxˈamos,konbeɾçˈiɾ,ɾç,ɾx
155,ɾetɾajɡˈajs,ɾetɾaˈeɾ,,jɡ
157,konflixˈajs,konfliçˈiɾ,ç,x
161,ɾepɾodˈuskas,ɾepɾodusˈiɾ,s,sk
163,ɾetɾˈajɡo,ɾetɾaˈeɾ,,jɡ
167,anoʧˈeskas,anoʧesˈeɾ,s,sk
168,desentumesˈejs,desentumesˈeɾ,s,s
171,imponɡˈamos,imponˈeɾ,n,nɡ
173,indispˈone,indisponˈeɾ,n,n
174,mulxˈajs,mulçˈeɾ,lç,lx
175,ɾeestablˈesen,ɾeestablesˈeɾ,s,s
178,desɡwaɾnesˈejs,desɡwaɾnesˈeɾ,s,s
180,desmeɾˈesen,desmeɾesˈeɾ,s,s
182,kˈosa,kosˈeɾ,s,s
183,enɡɾandˈeses,enɡɾandesˈeɾ,s,s
184,empekeɲˈeses,empekeɲesˈeɾ,s,s
187,substɾˈajɡa,substɾaˈeɾ,,jɡ
190,sobɾekoxˈamos,sobɾekoçˈeɾ,ç,x
197,anoʧˈeses,anoʧesˈeɾ,s,s
198,desabjˈenes,desabenˈiɾ,n,n
199,bˈalen,balˈeɾ,l,l
201,empobɾˈeskan,empobɾesˈeɾ,s,sk
204,ɾeapaɾˈeskas,ɾeapaɾesˈeɾ,s,sk
206,dekaˈejs,dekaˈeɾ,,
208,enɡɾandˈeskas,enɡɾandesˈeɾ,s,sk
211,ɾeponɡˈajs,ɾeponˈeɾ,n,nɡ
213,kˈosen,kosˈeɾ,s,s
217,desfaboɾesˈemos,desfaboɾesˈeɾ,s,s
218,desɡwaɾnesˈejs,desɡwaɾnesˈeɾ,s,s
221,inflˈixo,infliçˈiɾ,ç,x
224,substɾajɡˈamos,substɾaˈeɾ,,jɡ
225,konflˈiçes,konfliçˈiɾ,ç,ç
226,ɾeestablˈesen,ɾeestablesˈeɾ,s,s
228,empalidˈeska,empalidesˈeɾ,s,sk
230,konbˈeɾçe,konbeɾçˈiɾ,ɾç,ɾç
232,desɡwaɾnˈesen,desɡwaɾnesˈeɾ,s,s
233,konbˈeɾxa,konbeɾçˈiɾ,ɾç,ɾx
235,dekˈajɡa,dekaˈeɾ,,jɡ
237,mulxˈajs,mulçˈeɾ,lç,lx
238,tɾadusˈis,tɾadusˈiɾ,s,s
239,supeɾbˈenɡo,supeɾbenˈiɾ,n,nɡ
243,indispˈonen,indisponˈeɾ,n,n
244,tɾadˈuses,tɾadusˈiɾ,s,s
250,ɾeestableskˈajs,ɾeestablesˈeɾ,s,sk
252,dekˈajɡas,dekaˈeɾ,,jɡ
259,antepˈonɡa,anteponˈeɾ,n,nɡ
260,empalidˈeskas,empalidesˈeɾ,s,sk
263,antepˈonɡan,anteponˈeɾ,n,nɡ
267,emunçˈejs,emunçˈeɾ,nç,nç
277,enɡɾandˈese,enɡɾandesˈeɾ,s,s
279,adoɾmˈeskan,adoɾmesˈeɾ,s,sk
284,supeɾbjˈenes,supeɾbenˈiɾ,n,n
288,aɡɾadˈeska,aɡɾadesˈeɾ,s,sk
289,desɡwaɾnˈesen,desɡwaɾnesˈeɾ,s,s
294,enkanˈesen,enkanesˈeɾ,s,s
296,ɾeponˈemos,ɾeponˈeɾ,n,n
297,ɾepɾoduskˈajs,ɾepɾodusˈiɾ,s,sk
300,kontɾaˈemos,kontɾaˈeɾ,,
302,kˈoso,kosˈeɾ,s,s
307,xˈaken,xakˈiɾ,k,k
308,dekˈaes,dekaˈeɾ,,
309,abastˈeska,abastesˈeɾ,s,sk
312,ɾetɾˈaes,ɾetɾaˈeɾ,,
316,enkanˈesen,enkanesˈeɾ,s,s
317,indisponˈemos,indisponˈeɾ,n,n
318,neɡɾesˈemos,neɡɾesˈeɾ,s,s
320,impˈone,imponˈeɾ,n,n
321,diɾiçˈis,diɾiçˈiɾ,ç,ç
322,kˈoso,kosˈeɾ,s,s
323,neɡɾeskˈajs,neɡɾesˈeɾ,s,sk
324,antepˈonɡas,anteponˈeɾ,n,nɡ
325,detjˈene,detenˈeɾ,n,n
328,inflixˈamos,infliçˈiɾ,ç,x
329,kˈosa,kosˈeɾ,s,s
330,tɾadˈuskan,tɾadusˈiɾ,s,sk
334,detenɡˈajs,detenˈeɾ,n,nɡ
335,desfaboɾeskˈajs,desfaboɾesˈeɾ,s,sk
336,desɡwaɾneskˈajs,desɡwaɾnesˈeɾ,s,sk
341,substɾˈajɡa,substɾaˈeɾ,,jɡ
344,aɡɾadˈesko,aɡɾadesˈeɾ,s,sk
348,anoʧˈeska,anoʧesˈeɾ,s,sk
360,kosˈamos,kosˈeɾ,s,s
361,inbenɡˈamos,inbenˈiɾ,n,nɡ
363,enkaɾˈeskas,enkaɾesˈeɾ,s,sk
