idx,tgt,tgt_sf
0,desɡwaɾneskˈamos,sk
1,ɾekaˈemos,
2,nˈasen,s
3,palidˈese,s
4,pɾopˈonɡan,nɡ
5,ɾetɾaˈemos,
6,enɡɾandˈesko,sk
7,astɾˈinçen,nç
8,ˈunso,ns
9,ɾedˈusen,s
10,ɾesˈaɾsan,ɾs
11,ɾejntɾodusˈimos,s
12,fɾˈunsas,ns
13,sustɾˈajɡan,jɡ
14,abenˈis,n
15,akontesˈemos,s
16,ɾˈuçen,ç
17,enfuɾesˈemos,s
18,infɾinçˈis,nç
19,peɾtenˈesko,sk
20,ɾuçˈis,ç
21,enneɡɾˈese,s
22,deskˈoso,s
23,ɾekwˈese,s
24,konflˈixan,x
25,entɾetˈenɡan,nɡ
26,indisponˈejs,n
27,sˈales,l
28,satisfaɡˈajs,ɡ
29,supˈonɡa,nɡ
30,pospˈonɡa,nɡ
31,enbexˈeskas,sk
32,enmudeskˈamos,sk
33,ɾekɾudˈeska,sk
34,enmudˈeses,s
35,ɾekondˈusko,sk
36,dekɾˈese,s
37,ɾekwˈesa,s
38,ekspˈonɡan,nɡ
39,apaɾesˈemos,s
40,atɾˈajɡas,jɡ
41,ɾˈuçen,ç
42,empekeɲeskˈajs,sk
43,enaɾdˈeska,sk
44,sustɾaˈejs,
45,floɾˈeskas,sk
46,detˈenɡa,nɡ
47,atɾˈajɡa,jɡ
48,ɾestablesˈemos,s
49,ɾekonosˈejs,s
50,enneɡɾˈeska,sk
51,disponˈemos,n
52,komplˈasko,sk
53,siɾkunbjˈenes,n
54,indˈuse,s
55,indispˈonɡo,nɡ
56,ensombɾˈeskas,sk
57,desmeɾesˈemos,s
58,asɡˈajs,sɡ
59,eleçˈis,ç
60,sobɾepˈonɡo,nɡ
61,anoʧˈese,s
62,pɾobenɡˈajs,nɡ
63,peɾˈeses,s
64,sˈalɡa,lɡ
65,komplˈaska,sk
66,kompaɾˈesen,s
67,detɾaˈemos,
68,ɾestablˈesko,sk
69,eskaeskˈajs,sk
70,akˈoxan,x
71,ɾeelˈiçen,ç
72,desɡwaɾnˈeses,s
73,kontɾaˈaɡa,ɡ
74,astɾˈinçen,nç
75,kompˈone,n
76,estˈaɾses,ɾs
77,subʃˈases,s
78,sobɾepˈonen,n
79,aresˈimos,s
80,kontɾaˈejs,
81,supeɾbˈenɡa,nɡ
82,ɾeelˈixan,x
83,konbeɾçˈimos,ɾç
84,ɾesˈuɾxa,ɾx
85,ɾekondˈuse,s
86,obskuɾˈeska,sk
87,empalideskˈamos,sk
88,akɾeskˈamos,sk
89,empekeɲˈeskan,sk
90,desˈaɡo,ɡ
91,kˈepas,p
92,kondiɡˈajs,ɡ
93,unxˈamos,nx
94,aɡɾadˈeskan,sk
95,peɾˈeskan,sk
96,adolˈeskan,sk
97,bˈalɡa,lɡ
98,maldˈiɡas,ɡ
99,atɾˈae,
100,ekspˈonɡa,nɡ
101,entɾetenɡˈajs,nɡ
102,faʃˈesko,sk
103,pɾobˈenɡan,nɡ
104,ɾekonˈoska,sk
105,inteɾponɡˈajs,nɡ
106,kompadˈesen,s
107,pɾotˈexa,x
108,amaɾiʃˈesen,s
109,abˈenɡan,nɡ
110,ʃˈasen,s
111,desaɡɾadˈesen,s
112,entɾebenɡˈamos,nɡ
113,kaɾˈeska,sk
114,areskˈamos,sk
115,ɡwaɾeskˈamos,sk
116,enɡɾandˈeska,sk
117,akoxˈajs,x
118,ɾetɾadusˈimos,s
119,embɾutˈeses,s
120,intɾodˈuses,s
121,inteɾdiɡˈamos,ɡ
122,desɡwaɾnˈeskas,sk
123,infɾˈinçen,nç
124,kontɾaˈejs,
125,adˈuska,sk
126,infɾˈinxa,nx
127,ˈunxas,nx
128,sobɾebenɡˈajs,nɡ
129,obskuɾeskˈajs,sk
130,enkaɾˈese,s
131,manutenɡˈajs,nɡ
132,kolixˈamos,x
133,ɾekɾudesˈejs,s
134,ɾesplandˈesen,s
135,ɾekonduskˈamos,sk
136,enɡɾandˈese,s
137,konbˈeɾxa,ɾx
138,pɾeestablˈesen,s
139,sobɾebjˈenes,n
140,enkanˈesko,sk
141,eksˈixo,x
142,ɾejmpˈonɡo,nɡ
143,kondˈuses,s
144,elˈixan,x
145,sˈalɡa,lɡ
146,intɾodˈuska,sk
147,floɾˈesen,s
148,peɾteneskˈajs,sk
149,kontɾaˈejs,
150,abstˈeɾxa,ɾx
151,enkaneskˈajs,sk
152,sumeɾçˈis,ɾç
153,ɾedˈuskas,sk
154,meɾˈeskan,sk
155,inteɾdˈiɡas,ɡ
156,ɡwaɾˈeskan,sk
157,lusˈimos,s
158,dekɾesˈemos,s
159,delˈinka,nk
160,pɾeestableskˈajs,sk
161,subbenˈimos,n
162,enbexˈeskas,sk
163,pɾotˈexan,x
164,dekɾˈesen,s
165,korˈiçen,ç
166,enneɡɾˈeskas,sk
167,enaɾdˈeskas,sk
168,palideskˈajs,sk
169,muçˈis,ç
170,enbanˈeskan,sk
171,ɾekondˈuska,sk
172,mˈulse,ls
173,empekeɲeskˈamos,sk
174,entenebɾeskˈajs,sk
175,abdusˈimos,s
176,entɾistˈeskan,sk
177,arˈeska,sk
