idx,tgt,tgt_sf
0,mˈulçes,lç
1,desabˈenɡas,nɡ
2,ˈasɡa,sɡ
3,inteɾponˈemos,n
4,abjˈenes,n
5,ʃukstapˈonɡa,nɡ
6,neɡɾˈeskas,sk
7,konflˈiçe,ç
8,desɡwaɾnˈeskan,sk
9,pɾeestablˈeska,sk
10,anoʧeskˈamos,sk
11,ɾekosˈamos,s
12,ɾepɾodˈuska,sk
13,xakˈamos,k
14,siɾkunbˈenɡas,nɡ
15,detɾajɡˈamos,jɡ
16,xˈakas,k
17,abastˈese,s
18,apˈonen,n
19,ɾemeskˈajs,sk
20,ʃukstapˈonɡas,nɡ
21,ɾeelˈiçen,ç
22,ɾebeɾdˈese,s
23,konbˈeɾxa,ɾx
24,supeɾbenɡˈamos,nɡ
25,detˈeɾçe,ɾç
26,fˈinxo,nx
27,sedˈuse,s
28,enkaʃˈeskas,sk
29,kˈose,s
30,sobɾekˈoxa,x
31,ɾetɾaˈejs,
32,xˈakas,k
33,empekeɲˈese,s
34,pɾesupˈonen,n
35,emˈunxa,nx
36,indisponɡˈamos,nɡ
37,detˈeɾçe,ɾç
38,sedˈuse,s
39,inbjˈene,n
40,dibˈeɾxas,ɾx
41,faboɾˈeska,sk
42,depˈonɡo,nɡ
43,inbenˈimos,n
44,konflˈixo,x
45,apˈonɡo,nɡ
46,detɾaˈemos,
47,afliçˈimos,ç
48,asˈis,s
49,estɾemˈeska,sk
50,ɾeapaɾesˈemos,s
51,deteɾxˈajs,ɾx
52,embeʃˈesko,sk
53,mˈulxas,lx
54,apˈonɡan,nɡ
55,empobɾˈesko,sk
56,ennoblˈese,s
57,aresˈimos,s
58,substɾˈajɡa,jɡ
59,kɾˈeska,sk
60,elˈiçen,ç
61,balˈemos,l
62,enkanˈesko,sk
63,supeɾbenˈimos,n
64,antepˈone,n
65,siɾkunbjˈenen,n
66,pɾebalesˈejs,s
67,siɾkunbenɡˈamos,nɡ
68,ʃukstapˈonen,n
69,ɾepɾoduskˈajs,sk
70,desɡwaɾnˈeskas,sk
71,deskompˈonɡan,nɡ
72,ɾemˈesen,s
73,eksixˈajs,x
74,ɾeapaɾˈeska,sk
75,diɾˈixa,x
76,ɾekompˈonɡas,nɡ
77,detˈeɾxa,ɾx
78,balɡˈajs,lɡ
79,sobɾekˈoçes,ç
80,siɾkunbjˈenen,n
81,kontɾˈajɡa,jɡ
82,kondesˈimos,s
83,desentumeskˈamos,sk
84,subbˈenɡa,nɡ
85,pɾebalˈesko,sk
86,ɾekompˈonɡa,nɡ
87,deɾelˈinken,nk
88,enteɾnˈeskan,sk
89,impˈonɡas,nɡ
90,desobedˈeska,sk
91,deɾelˈinka,nk
92,distɾˈaes,
93,enteɾnˈesko,sk
94,desentumeskˈamos,sk
95,inteɾponˈejs,n
96,umedeskˈajs,sk
97,detjˈene,n
98,abˈenɡas,nɡ
99,estɾemˈesko,sk
100,kontɾabˈenɡa,nɡ
101,substɾajɡˈamos,jɡ
102,dekajɡˈajs,jɡ
103,depˈonen,n
104,entɾistˈeska,sk
105,desabenɡˈamos,nɡ
106,estɾemˈeskas,sk
107,emˈeɾçes,ɾç
108,oskuɾˈeska,sk
109,subbˈenɡan,nɡ
110,enkaʃˈese,s
111,komplˈasko,sk
112,empalidˈeska,sk
113,deɾelinkˈis,nk
114,enkoxˈamos,x
115,aflˈiçe,ç
116,tɾaduskˈamos,sk
117,emˈunçen,nç
118,desdˈiɡa,ɡ
119,balɡˈamos,lɡ
120,eɾixˈamos,x
121,abastˈeska,sk
122,tjˈenes,n
123,desentumesˈejs,s
124,indispˈonɡas,nɡ
125,ɾeestablˈeska,sk
126,arˈeses,s
127,balbˈuskas,sk
128,sobɾepˈonɡa,nɡ
129,kɾˈeskas,sk
130,sobɾekˈoxan,x
131,antepˈones,n
132,ɾekosˈejs,s
133,desɡwaɾnˈeska,sk
134,desdˈiɡo,ɡ
135,sobɾekoçˈejs,ç
136,manutˈenɡa,nɡ
137,asˈis,s
138,desdˈiɡa,ɡ
139,ɾeestablˈeskan,sk
140,ɾeapaɾeskˈajs,sk
141,disponɡˈamos,nɡ
142,eɾˈixa,x
143,ɾekwˈesas,s
144,desdesˈis,s
145,ɾeapaɾeskˈamos,sk
146,dibˈeɾxa,ɾx
147,estɾemˈeskan,sk
148,dekaˈemos,
149,enbexˈesko,sk
150,tɾaˈemos,
151,xˈako,k
152,floɾˈeses,s
153,ɾeapaɾˈeska,sk
154,deskonˈoses,s
155,ʃukstapˈonɡa,nɡ
156,abenˈis,n
157,ɾeestablˈeses,s
158,desabjˈenes,n
159,inbjˈene,n
160,eɾˈixas,x
161,enɡɾandeskˈamos,sk
162,kosˈamos,s
163,enkanˈeska,sk
