idx,tgt,tgt_sf
0,obedˈeska,sk
1,konflˈixan,x
2,akaˈeskan,sk
3,kondˈuse,s
4,despɾotˈexan,x
5,akoxˈamos,x
6,kondˈise,s
7,ɾepˈonɡa,nɡ
8,enɡɾandˈeskan,sk
9,satisfasˈemos,s
10,kopɾodˈuse,s
11,kondˈuska,sk
12,desɡwaɾnˈeses,s
13,ɾeasˈejs,s
14,akɾˈeskas,sk
15,depˈonɡas,nɡ
16,supeɾbjˈenes,n
17,espˈaɾsa,ɾs
18,enbilesˈemos,s
19,enkaʃˈeskan,sk
20,enlokˈeskan,sk
21,finçˈis,nç
22,infɾinxˈamos,nx
23,kondesˈimos,s
24,pɾesupˈonen,n
25,konduskˈajs,sk
26,enlokeskˈamos,sk
27,desɡwaɾneskˈajs,sk
28,ekibˈales,l
29,sobɾebjˈenes,n
30,sˈuɾxa,ɾx
31,ɾemeskˈamos,sk
32,ɾemˈeses,s
33,dekɾeskˈamos,sk
34,ɾejmponɡˈajs,nɡ
35,enlentˈesen,s
36,ɾesˈuɾçe,ɾç
37,sustɾˈaen,
38,kˈose,s
39,kˈosa,s
40,kondusˈimos,s
41,kˈoso,s
42,ɡwaɾneskˈajs,sk
43,ɾobustˈeskan,sk
44,pɾeestableskˈamos,sk
45,ennoblˈeses,s
46,arˈeska,sk
47,akonteskˈajs,sk
48,enoɾɡuʃeskˈamos,sk
49,subbjˈenes,n
50,enfebɾˈesen,s
51,fenˈeska,sk
52,ʃukstaponɡˈamos,nɡ
53,entɾetjˈenen,n
54,enoɾɡuʃˈese,s
55,sedusˈis,s
56,apetˈeses,s
57,kontɾaaɡˈajs,ɡ
58,akonteskˈajs,sk
59,estɾemˈeska,sk
60,eɾˈixa,x
61,kontɾabjˈenes,n
62,entɾistˈese,s
63,apeteskˈamos,sk
64,ɾetɾadˈusen,s
65,fˈinçe,nç
66,ɾeelixˈamos,x
67,manutˈenɡa,nɡ
68,sobɾebˈenɡo,nɡ
69,empekeɲesˈemos,s
70,adusˈimos,s
71,akɾˈeska,sk
72,ɾesˈuɾxa,ɾx
73,atˈenɡas,nɡ
74,tɾˈajɡas,jɡ
75,kontɾaˈaɡas,ɡ
76,enduɾesˈejs,s
77,ɾeblandˈeses,s
78,balbˈuskas,sk
79,desabenˈimos,n
80,indisponɡˈamos,nɡ
81,sobɾebjˈenen,n
82,adolˈesen,s
83,suɾsˈamos,ɾs
84,ɾedesˈis,s
85,desabjˈenes,n
86,peɾtenesˈejs,s
87,mantˈenɡas,nɡ
88,kondˈiɡa,ɡ
89,supeɾpˈonɡas,nɡ
90,estɾemˈeses,s
91,peɾˈeska,sk
92,kaɾˈesko,sk
93,kɾˈesen,s
94,pɾesupˈonɡas,nɡ
95,infɾinxˈamos,nx
96,sustɾˈaes,
97,ensombɾˈeska,sk
98,sustɾˈajɡa,jɡ
99,entɾisteskˈajs,sk
100,neɡlˈixo,x
101,enteɾnˈeskas,sk
102,ɾetɾaˈejs,
103,adolesˈejs,s
104,atɾaˈejs,
105,edusˈis,s
106,deskompˈone,n
107,satisfˈases,s
108,desfaʃˈeskan,sk
109,pɾeestablˈese,s
110,fˈinxas,nx
111,destoɾsˈejs,ɾs
112,enɾoxˈeses,s
113,ekibˈalen,l
114,manutjˈenes,n
115,pɾedispˈonɡo,nɡ
116,pɾediɡˈamos,ɡ
117,mˈuçes,ç
118,enɡɾandˈeskas,sk
119,obedˈese,s
120,aɡˈajs,ɡ
121,tɾanspˈonɡa,nɡ
122,enlentˈesen,s
123,infliçˈimos,ç
124,pɾekonoskˈajs,sk
125,kodiɾˈixo,x
126,enɡɾandˈeskan,sk
127,ɾebeɾdesˈemos,s
128,enbexˈese,s
129,distɾajɡˈajs,jɡ
130,konbeɾxˈajs,ɾx
131,enkaɾesˈemos,s
132,impˈone,n
133,konflixˈajs,x
134,enfebɾˈesen,s
135,adusˈis,s
136,floɾeskˈamos,sk
137,areskˈamos,sk
138,peɾmanˈese,s
139,entenebɾˈese,s
140,eskaeskˈajs,sk
141,fenˈese,s
142,sobɾebˈenɡas,nɡ
143,distɾˈae,
144,entɾisteskˈajs,sk
145,ɾeabastˈeska,sk
146,adˈusko,sk
147,eksixˈajs,x
148,desdesˈis,s
149,abastesˈejs,s
150,supˈones,n
151,enfebɾeskˈamos,sk
152,ɾekonduskˈajs,sk
153,konbˈeɾçes,ɾç
154,enoɾɡuʃˈeskan,sk
155,kodiɾiçˈimos,ç
156,entɾetenɡˈamos,nɡ
157,fˈulçes,lç
158,derelinkˈajs,nk
159,dispˈones,n
160,fulçˈis,lç
161,ɾesaɾsˈajs,ɾs
162,absteɾxˈamos,ɾx
163,despɾoteçˈejs,ç
164,ɾesˈuɾxo,ɾx
165,ɾeeleçˈis,ç
166,kodiɾˈixan,x
167,foɾtalˈeska,sk
168,eksˈixa,x
169,aboresˈejs,s
170,foɾtalesˈejs,s
171,mˈaɾsas,ɾs
172,sedˈuskas,sk
173,enlokˈeskan,sk
174,pɾesupˈonɡo,nɡ
175,neɡliçˈis,ç
176,komplasˈemos,s
177,ɾetɾadˈuse,s
178,kondˈuskas,sk
179,desfaʃˈeskan,sk
180,estˈaɾses,ɾs
181,aɡɾadˈeska,sk
182,tɾˈajɡo,jɡ
183,entɾetˈenɡa,nɡ
184,akaeskˈamos,sk
185,kodiɾixˈamos,x
186,desnˈaskas,sk
187,ofɾˈese,s
188,ɾekosˈejs,s
189,opˈone,n
190,fosfoɾˈesen,s
191,establˈeskas,sk
192,eksˈixa,x
193,kontɾˈaen,
194,estɾemˈeskas,sk
195,ɾediɾˈixas,x
196,ɾekwˈese,s
197,ensombɾesˈejs,s
198,ʃukstapˈonɡo,nɡ
199,ensoɾdeskˈajs,sk
200,espˈaɾsan,ɾs
201,adoɾmeskˈajs,sk
202,desentumˈeska,sk
203,enfebɾesˈemos,s
204,esklaɾˈesen,s
205,kopɾodˈuses,s
206,tjˈenen,n
207,foɾtalˈeska,sk
