idx,tgt,tgt_sf
0,ɾeabastesˈemos,s
1,ɾetɾotɾˈaen,
2,distɾajɡˈajs,jɡ
3,enaltˈesen,s
4,enduɾˈeskan,sk
5,pɾekonˈoskan,sk
6,pɾobjˈene,n
7,kodiɾˈixan,x
8,enlokeskˈamos,sk
9,distɾˈajɡa,jɡ
10,ɾeabasteskˈamos,sk
11,ɾelˈuses,s
12,pɾeestablesˈejs,s
13,pɾobjˈene,n
14,enlokesˈejs,s
15,aflˈiçes,ç
16,aflˈixas,x
17,entɾetjˈenes,n
18,ɾestablˈesko,sk
19,neɡɾˈese,s
20,emeɾxˈajs,ɾx
21,ɾelˈuska,sk
22,neɡɾˈeskan,sk
23,ɾeabastˈeskan,sk
24,kodiɾˈiçes,ç
25,kodiɾˈiçes,ç
26,enduɾˈeskas,sk
27,tɾadˈusko,sk
28,entɾetjˈenes,n
29,astɾinxˈamos,nx
30,tɾaduskˈajs,sk
31,ɾestablˈeses,s
32,enfebɾesˈejs,s
33,enaltˈese,s
34,entɾetjˈenes,n
35,ɾeluskˈamos,sk
36,pɾeestablˈeskan,sk
37,ˈasɡa,sɡ
38,ɾetɾotɾˈajɡa,jɡ
39,entɾetjˈenen,n
40,ɾestableskˈamos,sk
41,enaltˈese,s
42,pɾekonosˈemos,s
43,enfebɾeskˈamos,sk
44,astɾˈinçe,nç
45,emeɾxˈajs,ɾx
46,entɾetenˈejs,n
47,enlokˈese,s
48,ɾelˈuska,sk
49,enaltesˈejs,s
50,tɾadˈuskas,sk
51,kˈajɡa,jɡ
52,kˈajɡa,jɡ
53,ɾetɾadˈuskas,sk
54,enaltˈeska,sk
55,ɾeabastˈesko,sk
56,entɾetenˈemos,n
57,enfebɾesˈemos,s
58,ɾelusˈis,s
59,kaˈejs,
60,ɾetɾotɾaˈejs,
61,pɾeestablˈesko,sk
62,enduɾˈeskan,sk
63,enlokˈeskas,sk
64,distɾajɡˈajs,jɡ
65,distɾˈaes,
66,ɾeapaɾˈesko,sk
67,enaltˈeska,sk
68,ɾeabastˈesen,s
69,aflˈixan,x
70,astɾinxˈamos,nx
71,pɾeestablˈeska,sk
72,tɾadusˈis,s
73,kodiɾiçˈis,ç
74,kodiɾiçˈimos,ç
75,pɾekonˈoskas,sk
76,ɾestablˈeses,s
77,asɡˈamos,sɡ
78,enduɾˈesen,s
79,pɾekonˈosko,sk
80,neɡɾˈeskas,sk
81,kˈajɡan,jɡ
82,emˈeɾçe,ɾç
83,astɾinçˈimos,nç
84,ɾelˈuses,s
85,enfebɾˈeskan,sk
86,enlokˈeska,sk
87,ɾelusˈimos,s
88,ɾeapaɾˈeses,s
89,enlokeskˈamos,sk
90,emˈeɾxo,ɾx
91,enaltˈesko,sk
92,entɾetenɡˈajs,nɡ
93,enfebɾˈeses,s
94,pɾeestablˈesko,sk
95,astɾˈinxas,nx
96,ɾeapaɾˈeses,s
97,enlokesˈejs,s
98,enduɾˈesen,s
99,pɾobˈenɡa,nɡ
100,ɾeabastˈeska,sk
101,pɾekonoskˈajs,sk
102,astɾinxˈajs,nx
103,enlokˈeskan,sk
104,ɾetɾotɾˈajɡan,jɡ
105,ɾeapaɾˈese,s
106,emeɾxˈajs,ɾx
107,neɡɾˈesko,sk
108,enlokeskˈamos,sk
109,distɾaˈejs,
110,ɾetɾaduskˈajs,sk
111,ɾeabastˈeska,sk
112,ɾeabastˈese,s
113,aflˈiçes,ç
114,ˈasɡa,sɡ
115,enaltˈesen,s
116,enaltˈeskas,sk
117,entɾetenˈejs,n
118,ɾeabastˈeses,s
119,neɡɾˈeskas,sk
120,enlokˈese,s
121,enlokˈeskan,sk
122,astɾˈinçen,nç
123,ɾetɾotɾˈajɡa,jɡ
124,ɾelˈusen,s
