idx,tgt,tgt_sf
0,balbˈuse,s
1,enflakesˈemos,s
2,abastˈeska,sk
3,emˈeɾçes,ɾç
4,empekeɲˈesko,sk
5,ʃukstapˈone,n
6,deskonˈosen,s
7,tˈenɡa,nɡ
8,anoʧˈesko,sk
9,asɡˈajs,sɡ
10,ɾemeskˈajs,sk
11,konbˈeɾxas,ɾx
12,eksˈixa,x
13,aflixˈajs,x
14,balɡˈamos,lɡ
15,deskonˈoskan,sk
16,faboɾˈeskan,sk
17,desentumˈeska,sk
18,deɾelinkˈimos,nk
19,ˈasɡas,sɡ
20,desfaboɾˈeskas,sk
21,abastˈesen,s
22,ɾediɡˈamos,ɡ
23,dibˈeɾçe,ɾç
24,enbexˈese,s
25,manutenɡˈajs,nɡ
26,indispˈonɡas,nɡ
27,substɾˈaes,
28,enteɾneskˈamos,sk
29,abˈenɡa,nɡ
30,desɡwaɾneskˈajs,sk
31,sobɾepˈonɡa,nɡ
32,tˈenɡan,nɡ
33,tɾadˈuses,s
34,pˈunxa,nx
35,padeskˈamos,sk
36,ɾesˈaɾses,ɾs
37,ɾepɾodˈuskan,sk
38,empalidˈesko,sk
39,emˈunxa,nx
40,inflˈiçen,ç
41,sobɾebˈenɡan,nɡ
42,balbˈuskan,sk
43,sobɾekˈoxa,x
44,diɾiçˈis,ç
45,sobɾekoçˈemos,ç
46,empobɾeskˈamos,sk
47,ɾesaɾsˈimos,ɾs
48,ɾemesˈejs,s
49,areskˈamos,sk
50,kɾˈese,s
51,ɾekomponɡˈamos,nɡ
52,ɾekɾudesˈemos,s
53,embeʃˈesen,s
54,arˈeskan,sk
55,ofɾesˈemos,s
56,konbˈeɾxan,ɾx
57,kompˈonɡa,nɡ
58,substɾajɡˈamos,jɡ
59,elˈiçes,ç
60,desfaboɾˈeskas,sk
61,adoɾmˈesko,sk
62,ɾesaɾsˈis,ɾs
63,desdˈise,s
64,dekˈajɡan,jɡ
65,siɾkunbjˈenen,n
66,fenˈeses,s
67,dekajɡˈajs,jɡ
68,ɾepɾoduskˈajs,sk
69,feneskˈajs,sk
70,arˈesen,s
71,supeɾbˈenɡan,nɡ
72,antepˈonɡo,nɡ
73,balbˈuskas,sk
74,ɾedˈises,s
75,ɾekomponɡˈajs,nɡ
76,inteɾpˈonɡa,nɡ
77,pˈunxo,nx
78,anoʧesˈemos,s
79,enkaʃˈeskas,sk
80,ˈasen,s
81,ofɾˈeska,sk
82,kolˈiçe,ç
83,konbeɾçˈejs,ɾç
84,tɾaduskˈajs,sk
85,pɾebalˈeskan,sk
86,ɾekompˈones,n
87,desabˈenɡan,nɡ
88,aɡɾadˈeskan,sk
89,ɾekɾudˈeses,s
90,ɾeapaɾesˈejs,s
91,umedˈeska,sk
92,konbˈeɾxa,ɾx
93,aɡɾadˈeses,s
94,abˈenɡas,nɡ
95,balbˈusko,sk
96,abjˈenes,n
97,balbˈusko,sk
98,desabenɡˈamos,nɡ
99,deɾelinkˈis,nk
100,deskomponˈejs,n
101,neɡɾˈesen,s
102,fˈinçes,nç
103,aponɡˈamos,nɡ
104,depˈonɡa,nɡ
105,asˈejs,s
106,arˈeskan,sk
107,eɾˈiçes,ç
108,deskonoskˈajs,sk
109,ofɾˈese,s
110,sobɾebˈenɡa,nɡ
111,ʃukstapˈonɡa,nɡ
112,oskuɾˈesen,s
113,apˈonɡan,nɡ
114,siɾkunbenˈis,n
115,pɾebalˈeska,sk
116,subbˈenɡas,nɡ
117,ɾediɡˈajs,ɡ
118,ɾeelixˈajs,x
119,aɡɾadˈesko,sk
120,ɾeeleçˈimos,ç
121,dekˈaen,
122,ɾekompˈonɡas,nɡ
123,inteɾpˈone,n
124,ɾekompˈone,n
125,tˈenɡas,nɡ
126,sobɾepˈonɡo,nɡ
127,pɾeestablˈeska,sk
128,aɡɾadˈeses,s
129,emˈeɾxa,ɾx
130,deponɡˈamos,nɡ
131,ɾepˈones,n
132,ɾekɾudˈeska,sk
133,pˈunxo,nx
134,detˈenɡas,nɡ
135,aflˈiçen,ç
136,eksˈixas,x
137,aɡɾadeskˈamos,sk
138,anoʧˈeska,sk
139,kˈoso,s
140,kontɾabenɡˈajs,nɡ
141,enteɾnˈeskan,sk
142,adoɾmesˈemos,s
143,komplˈasko,sk
144,ɾediɡˈajs,ɡ
145,apˈonɡa,nɡ
146,abjˈenes,n
147,antepˈone,n
148,eksˈixas,x
149,desabˈenɡa,nɡ
150,enɡɾandˈeskas,sk
151,empalidesˈejs,s
152,ɾekomponɡˈajs,nɡ
153,supeɾbenˈimos,n
154,konbeɾxˈamos,ɾx
155,ɾetɾajɡˈajs,jɡ
156,enlentesˈemos,s
157,konflixˈajs,x
158,oskuɾˈesen,s
159,sedˈuska,sk
160,ɾeblandˈeskan,sk
161,ɾepɾodˈuskas,sk
162,opˈone,n
163,ɾetɾˈajɡo,jɡ
164,entɾisteskˈamos,sk
165,oskuɾeskˈamos,sk
166,pˈunxas,nx
167,anoʧˈeskas,sk
168,desentumesˈejs,s
169,ɾedˈises,s
170,deskompˈones,n
171,imponɡˈamos,nɡ
172,aflˈiçe,ç
173,indispˈone,n
174,mulxˈajs,lx
175,ɾeestablˈesen,s
176,pˈunçe,nç
177,enbilˈeskan,sk
178,desɡwaɾnesˈejs,s
179,deskonoskˈajs,sk
180,desmeɾˈesen,s
181,inteɾpˈonɡa,nɡ
182,kˈosa,s
183,enɡɾandˈeses,s
184,empekeɲˈeses,s
185,pɾeestablˈeska,sk
186,finxˈamos,nx
187,substɾˈajɡa,jɡ
188,sobɾebˈenɡo,nɡ
189,enkˈoxo,x
190,sobɾekoxˈamos,x
191,tenˈejs,n
192,ɾekomponˈejs,n
193,aɡˈajs,ɡ
194,eɾiçˈis,ç
195,detɾˈaen,
196,eɾixˈajs,x
197,anoʧˈeses,s
198,desabjˈenes,n
199,bˈalen,l
200,pɾeestablesˈemos,s
201,empobɾˈeskan,sk
202,enlenteskˈajs,sk
203,dibˈeɾçes,ɾç
204,ɾeapaɾˈeskas,sk
205,pospˈonɡo,nɡ
206,dekaˈejs,
207,ɾekosˈamos,s
208,enɡɾandˈeskas,sk
209,posponɡˈajs,nɡ
210,deskonˈoses,s
211,ɾeponɡˈajs,nɡ
212,pɾeestablˈeskan,sk
213,kˈosen,s
214,eksˈixo,x
215,oskuɾˈese,s
216,distɾˈae,
217,desfaboɾesˈemos,s
218,desɡwaɾnesˈejs,s
219,enlentˈesen,s
220,ɾebeɾdˈeskan,sk
221,inflˈixo,x
222,entɾistˈesko,sk
223,elˈixa,x
224,substɾajɡˈamos,jɡ
225,konflˈiçes,ç
226,ɾeestablˈesen,s
227,embeʃˈeses,s
228,empalidˈeska,sk
229,manutjˈenes,n
230,konbˈeɾçe,ɾç
231,sedˈuska,sk
232,desɡwaɾnˈesen,s
233,konbˈeɾxa,ɾx
234,dispˈonɡan,nɡ
235,dekˈajɡa,jɡ
236,manutˈenɡo,nɡ
237,mulxˈajs,lx
238,tɾadusˈis,s
239,supeɾbˈenɡo,nɡ
240,faboɾˈeskas,sk
241,dibˈeɾxan,ɾx
242,fenˈese,s
243,indispˈonen,n
244,tɾadˈuses,s
245,desobedˈesko,sk
246,aflixˈajs,x
247,enflakˈesen,s
248,enkaʃˈesen,s
249,ɾekɾudˈesen,s
250,ɾeestableskˈajs,sk
251,aflˈiçes,ç
252,dekˈajɡas,jɡ
253,tenɡˈajs,nɡ
254,ɾebeɾdeskˈajs,sk
255,opˈonen,n
256,tɾˈajɡo,jɡ
257,eksˈixo,x
258,ɾeblandeskˈamos,sk
259,antepˈonɡa,nɡ
260,empalidˈeskas,sk
261,kompˈone,n
262,ɾeblandˈeska,sk
263,antepˈonɡan,nɡ
264,kontɾabˈenɡa,nɡ
265,kɾˈesko,sk
266,oponɡˈajs,nɡ
267,emunçˈejs,nç
268,padˈeskan,sk
269,entɾistˈeska,sk
270,sobɾebˈenɡa,nɡ
271,desobedeskˈajs,sk
272,ɾemesˈejs,s
273,fenˈesko,sk
274,faboɾˈese,s
275,inteɾpˈone,n
276,inteɾpˈones,n
277,enɡɾandˈese,s
278,manutenˈejs,n
279,adoɾmˈeskan,sk
280,enbilˈeska,sk
281,ennoblˈesko,sk
282,maldˈiɡa,ɡ
283,desdˈiɡa,ɡ
284,supeɾbjˈenes,n
285,dibˈeɾxas,ɾx
286,entɾistˈese,s
287,deɾelˈinka,nk
288,aɡɾadˈeska,sk
289,desɡwaɾnˈesen,s
290,ennoblˈese,s
291,desobedˈeska,sk
292,ɾekwˈesan,s
293,kɾˈeska,sk
294,enkanˈesen,s
295,disponˈejs,n
296,ɾeponˈemos,n
297,ɾepɾoduskˈajs,sk
298,ɾeblandˈeskan,sk
299,desdesˈimos,s
300,kontɾaˈemos,
301,inteɾpˈonɡa,nɡ
302,kˈoso,s
303,ɾedˈiɡan,ɡ
304,komplˈasko,sk
305,ˈase,s
306,pɾesuponɡˈamos,nɡ
307,xˈaken,k
308,dekˈaes,
309,abastˈeska,sk
310,kontɾabjˈenes,n
311,ɾeelˈiçes,ç
312,ɾetɾˈaes,
313,posponˈemos,n
314,subbenˈis,n
315,distɾˈaes,
316,enkanˈesen,s
317,indisponˈemos,n
