idx,tgt,tgt_sf
0,adʃˈaska,sk
1,desˈaɡa,ɡ
2,kepˈajs,p
3,ɾenasˈejs,s
4,ɾeabastˈesen,s
5,amanˈesen,s
6,ɾenˈaskas,sk
7,enlentˈeska,sk
8,amanesˈejs,s
9,padˈeses,s
10,peɾmanˈeses,s
11,ɾenˈaskan,sk
12,estɾemesˈemos,s
13,embeʃˈeska,sk
14,kompaɾˈesen,s
15,desdiɡˈajs,ɡ
16,maɾsˈamos,ɾs
17,debˈenɡa,nɡ
18,enbanˈese,s
19,ɾobustˈeskan,sk
20,empodɾeskˈamos,sk
21,depˈonɡan,nɡ
22,konflixˈajs,x
23,empalidˈeska,sk
24,dˈiɡa,ɡ
25,kondˈiɡa,ɡ
26,atenˈemos,n
27,entɾetˈenɡa,nɡ
28,ɾeblandˈeses,s
29,kompadˈese,s
30,arˈesen,s
31,fɾˈançen,nç
32,kontɾabˈenɡas,nɡ
33,pɾoponɡˈamos,nɡ
34,kˈaen,
35,ɾekompˈonen,n
36,adbˈenɡa,nɡ
37,sobɾesˈalɡas,lɡ
38,peɾtenˈese,s
39,fulxˈamos,lx
40,konbeɾxˈamos,ɾx
41,supeɾbjˈene,n
42,amaneskˈajs,sk
43,distɾˈajɡo,jɡ
44,eskaˈeska,sk
45,ˈaɡas,ɡ
46,inflˈixo,x
47,tɾˈajɡan,jɡ
48,lˈuses,s
49,ɾobustˈesen,s
50,inteɾpˈone,n
51,konbeɾxˈamos,ɾx
52,eskwˈesa,s
53,embeʃˈeskan,sk
54,desdˈiɡan,ɡ
55,fɾunsˈis,ns
56,mˈulsa,ls
57,desabasteskˈajs,sk
58,absteɾçˈejs,ɾç
59,inteɾdiɡˈajs,ɡ
60,mˈulsa,ls
61,enɾaɾeskˈamos,sk
62,ɾediɾˈixa,x
63,ɾesˈuɾçes,ɾç
64,kosˈajs,s
65,infɾˈinçen,nç
66,konbalˈeskan,sk
67,aɡɾadˈesen,s
68,enoɾɡuʃˈesen,s
69,peɾˈesen,s
70,antedesˈimos,s
71,eskaɾnˈeskan,sk
72,umedeskˈajs,sk
73,establˈeska,sk
74,mantjˈenen,n
75,ɾekonˈosko,sk
76,fˈulxa,lx
