idx,tgt,tgt_sf
0,anoʧˈeska,sk
1,siɾkunbjˈene,n
2,aduskˈajs,sk
3,neɡlˈixa,x
4,deɾelinkˈajs,nk
5,enfuɾesˈemos,s
6,kondˈuska,sk
7,neɡliçˈimos,ç
8,adˈuskan,sk
9,abdusˈis,s
10,peɾmanˈesen,s
11,elˈixo,x
12,peɾmanˈeska,sk
13,desnasˈemos,s
14,deɾelˈinken,nk
15,kondˈuska,sk
16,ɾeelˈiçen,ç
17,enlokˈesko,sk
18,ɾeelˈiçes,ç
19,amaɾiʃˈesen,s
20,akˈoçen,ç
21,deɾelinkˈamos,nk
22,siɾkunbenˈis,n
23,fˈulxa,lx
24,deskomponˈemos,n
25,deɾelinkˈimos,nk
26,anoʧesˈemos,s
27,akoxˈajs,x
28,amaɾiʃˈeskan,sk
29,desnaskˈamos,sk
30,ɾetɾˈajɡas,jɡ
31,desnasˈemos,s
32,kondˈuse,s
33,detɾajɡˈajs,jɡ
34,diɡˈamos,ɡ
35,detɾajɡˈamos,jɡ
36,neɡlˈiçes,ç
37,deskompˈonen,n
38,amaɾiʃˈeskas,sk
39,deɾelˈinken,nk
40,peɾmanˈesen,s
41,enfuɾesˈemos,s
42,sˈuɾsas,ɾs
43,akˈoçen,ç
44,neɡlˈiçes,ç
45,konduskˈamos,sk
46,ɾepɾodˈuskan,sk
47,entɾetjˈene,n
48,deɾelˈinkas,nk
49,neɡlˈixa,x
50,anoʧesˈemos,s
51,ɾeelixˈamos,x
52,enfuɾˈesko,sk
53,ɾetɾaˈemos,
54,desnˈase,s
55,ɾetɾˈaes,
56,adˈuse,s
57,enlokˈeses,s
58,deskompˈonɡas,nɡ
59,ɾeelˈixas,x
60,detɾajɡˈajs,jɡ
61,detɾajɡˈamos,jɡ
62,abduskˈajs,sk
63,desnaskˈajs,sk
64,siɾkunbˈenɡa,nɡ
65,abdˈuses,s
66,adˈusen,s
67,enlokˈeskan,sk
68,akoçˈemos,ç
69,ɾetɾˈae,
70,desˈimos,s
71,suɾsˈis,ɾs
72,anoʧeskˈamos,sk
73,siɾkunbenˈimos,n
74,adˈuse,s
75,adˈuskas,sk
76,peɾmanesˈemos,s
77,ɾetɾˈajɡa,jɡ
78,fˈulxa,lx
79,siɾkunbenˈimos,n
80,deskompˈonen,n
81,ɾepɾodˈusen,s
82,suɾsˈimos,ɾs
83,desnˈaskas,sk
84,ɾepɾodˈuskas,sk
85,elˈiçen,ç
86,konduskˈamos,sk
87,fulxˈajs,lx
88,diɡˈamos,ɡ
89,peɾmanˈeska,sk
90,ɾeelˈixa,x
91,detɾˈajɡan,jɡ
92,deskompˈonɡo,nɡ
93,adˈuska,sk
94,deɾelˈinka,nk
95,amaɾiʃeskˈajs,sk
96,neɡlˈiçe,ç
97,sˈuɾsas,ɾs
98,desnˈaskas,sk
99,siɾkunbjˈenen,n
100,anoʧˈeska,sk
101,siɾkunbˈenɡan,nɡ
102,elˈixo,x
103,elˈiçes,ç
104,neɡlixˈamos,x
105,detɾˈae,
106,detɾˈajɡa,jɡ
107,sˈuɾse,ɾs
108,siɾkunbenɡˈamos,nɡ
109,detɾˈae,
110,entɾetˈenɡa,nɡ
111,deskomponˈemos,n
112,desˈimos,s
113,akˈoxo,x
114,desnˈasko,sk
115,diɡˈajs,ɡ
116,enfuɾˈesen,s
117,detɾˈajɡas,jɡ
118,desnˈasen,s
119,amaɾiʃˈesko,sk
120,anoʧesˈejs,s
121,deɾelˈinka,nk
122,enlokesˈemos,s
123,neɡlˈiçen,ç
124,abdˈuses,s
125,elixˈajs,x
126,deskompˈone,n
127,abdˈuse,s
128,adˈuses,s
129,dˈiɡas,ɡ
130,peɾmaneskˈamos,sk
131,deskompˈones,n
132,adˈuskan,sk
133,abdusˈimos,s
134,sˈuɾsan,ɾs
135,amaɾiʃˈeskan,sk
136,peɾmanˈesko,sk
137,siɾkunbˈenɡa,nɡ
138,deskompˈonɡan,nɡ
139,konduskˈamos,sk
140,detɾˈajɡa,jɡ
141,desnaskˈamos,sk
142,siɾkunbˈenɡa,nɡ
143,aduskˈajs,sk
144,fˈulçes,lç
145,ɾepɾodusˈimos,s
146,enfuɾˈeskas,sk
147,akˈoxas,x
148,deɾelinkˈimos,nk
149,aduskˈajs,sk
150,siɾkunbjˈenes,n
151,fˈulxas,lx
152,kondˈuskan,sk
153,enfuɾˈeskas,sk
154,deɾelinkˈajs,nk
155,kondˈuskan,sk
156,neɡlˈixa,x
157,abdˈuska,sk
158,deɾelinkˈimos,nk
159,adˈuskan,sk
160,elˈixas,x
161,ɾepɾodˈusen,s
162,entɾetenˈejs,n
163,deskompˈonɡas,nɡ
164,enlokesˈemos,s
165,adˈuses,s
166,peɾmanˈesko,sk
167,sˈuɾsa,ɾs
168,ɾeeleçˈis,ç
169,akoçˈemos,ç
170,entɾetjˈenen,n
171,enfuɾeskˈajs,sk
172,sˈuɾsan,ɾs
173,dˈiɡan,ɡ
174,elˈixo,x
175,ɾeelˈixan,x
176,sˈuɾsa,ɾs
177,deskompˈonɡa,nɡ
178,diɡˈajs,ɡ
179,eliçˈis,ç
180,fˈulxa,lx
181,elˈixan,x
182,desnˈaska,sk
183,anoʧeskˈamos,sk
184,abdˈuskas,sk
185,desnˈaska,sk
186,adusˈis,s
187,deskomponˈemos,n
188,kondˈuska,sk
189,anoʧˈese,s
190,desnasˈejs,s
191,siɾkunbjˈenen,n
192,deɾelinkˈis,nk
193,siɾkunbenɡˈamos,nɡ
194,ɾeelˈixa,x
195,kondusˈimos,s
196,akoçˈejs,ç
197,peɾmanˈeskan,sk
198,ɾetɾˈajɡa,jɡ
199,ɾepɾodusˈis,s
200,akˈoxa,x
201,entɾetjˈenes,n
202,ɾetɾaˈejs,
203,deɾelinkˈajs,nk
204,deɾelˈinke,nk
205,desnasˈejs,s
206,dˈiɡa,ɡ
207,enlokˈesko,sk
208,detɾaˈemos,
209,peɾmaneskˈajs,sk
210,ɾetɾˈajɡan,jɡ
211,deɾelˈinko,nk
212,ɾepɾodˈuse,s
213,siɾkunbjˈenen,n
214,abdˈusko,sk
215,ɾeelˈixo,x
216,ɾepɾodˈusko,sk
217,detɾˈajɡan,jɡ
218,entɾetjˈenen,n
219,enlokˈesko,sk
220,siɾkunbˈenɡa,nɡ
221,ɾetɾˈajɡa,jɡ
222,akoxˈajs,x
223,deskompˈonɡas,nɡ
224,siɾkunbenˈis,n
225,deskompˈonɡo,nɡ
226,desnaskˈajs,sk
227,fulxˈamos,lx
228,neɡlˈixa,x
229,amaɾiʃesˈejs,s
230,deɾelinkˈamos,nk
231,detɾˈae,
232,kondˈuskan,sk
233,siɾkunbenˈis,n
234,desˈis,s
235,ɾeelixˈamos,x
236,sˈuɾsa,ɾs
237,enfuɾˈeskas,sk
238,enlokˈeses,s
239,enlokˈeska,sk
240,siɾkunbˈenɡas,nɡ
241,amaɾiʃˈeskas,sk
242,sˈuɾsen,ɾs
243,abdusˈis,s
244,detɾaˈejs,
245,siɾkunbˈenɡas,nɡ
246,ɾepɾodˈuse,s
247,akoçˈemos,ç
248,sˈuɾso,ɾs
249,sˈuɾsa,ɾs
250,deɾelinkˈimos,nk
251,neɡlˈixan,x
252,deɾelinkˈis,nk
253,deskomponɡˈamos,nɡ
254,detɾˈajɡas,jɡ
255,akoçˈemos,ç
256,fulxˈamos,lx
257,anoʧeskˈajs,sk
258,neɡlˈixan,x
259,deɾelˈinke,nk
260,akˈoxas,x
261,kondusˈis,s
262,desnaskˈamos,sk
263,detɾajɡˈamos,jɡ
264,ɾeelˈiçen,ç
265,desnˈases,s
266,entɾetˈenɡo,nɡ
267,detɾˈajɡa,jɡ
268,enfuɾˈeskan,sk
269,elˈixan,x
270,akˈoxo,x
271,ɾepɾodˈuse,s
272,neɡlixˈamos,x
273,elixˈamos,x
274,enfuɾesˈemos,s
275,amaɾiʃˈesen,s
276,anoʧˈese,s
277,ɾetɾˈajɡa,jɡ
278,amaɾiʃˈese,s
279,akˈoçen,ç
280,kondˈusen,s
281,ɾetɾˈajɡas,jɡ
282,ɾepɾodˈuskas,sk
283,enlokˈesko,sk
