idx,tgt,tgt_sf
0,enkaʃˈese,s
1,bendˈiɡas,ɡ
2,manutˈenɡo,nɡ
3,ɾestablˈeses,s
4,tɾadusˈis,s
5,konbˈensa,ns
6,bendˈiɡa,ɡ
7,ɾestableskˈajs,sk
8,estˈaɾsan,ɾs
9,enkoçˈejs,ç
10,bendesˈis,s
11,ˈuɾxa,ɾx
12,bendˈise,s
13,ɾedesˈimos,s
14,sobɾekˈoxa,x
15,bˈale,l
16,ɾobustˈeskan,sk
17,inteɾponɡˈamos,nɡ
18,adˈuskas,sk
19,enkˈoçen,ç
20,adoɾmesˈejs,s
21,estaɾsˈamos,ɾs
22,adoɾmˈese,s
23,sobɾekˈoçen,ç
24,adoɾmˈeska,sk
25,ɾejmponˈemos,n
26,astɾˈinxan,nx
27,ɾestablˈeskas,sk
28,adoɾmˈeskas,sk
29,inteɾponˈejs,n
30,abasteskˈajs,sk
31,inteɾponˈejs,n
32,konbˈensa,ns
33,konbensˈamos,ns
34,tɾadˈuses,s
35,manutenɡˈamos,nɡ
36,ɾediɡˈamos,ɡ
37,manutenɡˈamos,nɡ
38,manutjˈenen,n
39,pɾotexˈajs,x
40,adoɾmesˈemos,s
41,adˈusko,sk
42,ɾejmpˈonɡa,nɡ
43,adoɾmeskˈajs,sk
44,enkaʃˈese,s
45,koreçˈis,ç
46,bendiɡˈamos,ɡ
47,sostenˈejs,n
48,korˈixa,x
49,ɾestablˈeskas,sk
50,estˈaɾsas,ɾs
51,manutenˈejs,n
52,korˈixas,x
53,ɾedˈisen,s
54,entenebɾeskˈajs,sk
55,ɾejmponˈemos,n
56,astɾˈinçes,nç
57,korˈixo,x
58,enkaʃˈese,s
59,enkˈoçen,ç
60,estˈaɾsa,ɾs
61,abastˈeskas,sk
62,inteɾpˈonɡo,nɡ
63,ɾobustˈeska,sk
64,bendˈises,s
65,estˈaɾsa,ɾs
66,tɾaduskˈajs,sk
67,ɾestableskˈajs,sk
68,ɾobustesˈemos,s
69,sostjˈene,n
70,enkˈoçen,ç
71,sostenɡˈamos,nɡ
72,entenebɾˈese,s
73,enkˈoxan,x
74,korixˈajs,x
75,adoɾmˈesen,s
76,ˈuɾçe,ɾç
77,ɾejmpˈonɡo,nɡ
78,ɾedesˈis,s
79,bendˈise,s
80,bendˈiɡa,ɡ
81,enkoçˈemos,ç
82,ɾestablˈeskan,sk
83,abasteskˈajs,sk
84,tɾadˈuska,sk
85,tɾadˈusko,sk
86,konbensˈajs,ns
87,pɾotˈexan,x
88,ˈuɾxas,ɾx
89,ɾejmpˈonen,n
90,ɾobustˈese,s
91,sobɾekˈoxa,x
92,enkˈoxa,x
93,korˈixan,x
94,ɾedˈisen,s
95,enkˈoxa,x
96,abastˈeskan,sk
97,manutjˈene,n
98,sostjˈene,n
99,manutˈenɡo,nɡ
100,manutjˈenen,n
101,ɾestablesˈemos,s
102,bˈalɡan,lɡ
103,bˈale,l
104,ɾobustˈeskas,sk
105,estaɾsˈajs,ɾs
106,korˈiçe,ç
107,sostenˈejs,n
108,ˈuɾçen,ɾç
109,konbensˈejs,ns
110,entenebɾeskˈamos,sk
111,adˈuses,s
112,entenebɾˈeska,sk
113,tɾadusˈis,s
114,sostˈenɡa,nɡ
115,ˈuɾxa,ɾx
116,bˈalɡan,lɡ
117,ɾedesˈis,s
118,abastesˈemos,s
119,ɾestablˈese,s
120,balˈejs,l
121,uɾçˈimos,ɾç
122,manutjˈenes,n
123,bˈalɡan,lɡ
124,ɾejmponˈejs,n
125,sostjˈenen,n
126,manutjˈenen,n
127,korixˈamos,x
128,estˈaɾso,ɾs
129,korˈixa,x
130,entenebɾˈese,s
131,entenebɾˈeses,s
132,sobɾekˈoxo,x
133,sobɾekoçˈejs,ç
134,konbˈensas,ns
135,ɾobustesˈemos,s
136,manutenɡˈamos,nɡ
137,enkaʃˈeses,s
138,uɾxˈajs,ɾx
139,pɾotexˈamos,x
140,enkaʃˈeses,s
141,adˈuska,sk
142,astɾinçˈis,nç
143,sostenˈemos,n
144,tɾadˈuska,sk
145,enkaʃesˈemos,s
146,tɾadˈuskan,sk
147,enkaʃeskˈamos,sk
148,manutˈenɡa,nɡ
149,sobɾekˈoçen,ç
150,bˈalɡan,lɡ
151,astɾˈinçe,nç
152,astɾˈinçe,nç
153,sobɾekˈoxas,x
154,adˈusen,s
155,bendˈiɡan,ɡ
156,uɾxˈamos,ɾx
157,bˈalɡo,lɡ
158,adusˈis,s
159,ɾestableskˈajs,sk
160,enkˈoxo,x
161,sobɾekˈoxan,x
162,manutˈenɡo,nɡ
163,ɾediɡˈajs,ɡ
164,abastesˈemos,s
165,korˈixas,x
166,inteɾponˈemos,n
167,astɾinçˈis,nç
168,balɡˈamos,lɡ
169,estˈaɾsen,ɾs
170,ɾejmpˈonen,n
171,ɾedˈises,s
172,astɾinçˈis,nç
173,sostjˈenes,n
174,adˈusen,s
175,bˈalɡan,lɡ
176,enkˈoxo,x
177,enkˈoxan,x
178,ɾestableskˈajs,sk
179,ɾediɡˈamos,ɡ
180,sobɾekoxˈajs,x
181,bendiɡˈajs,ɡ
182,estˈaɾsa,ɾs
183,ɾedˈiɡa,ɡ
184,aduskˈajs,sk
185,korˈixan,x
186,tɾadusˈis,s
187,inteɾpˈonɡa,nɡ
188,entenebɾˈesko,sk
189,konbensˈejs,ns
190,estˈaɾsas,ɾs
191,adˈuskan,sk
192,ɾejmpˈonɡa,nɡ
193,estˈaɾse,ɾs
194,ɾobustˈeskan,sk
195,manutˈenɡa,nɡ
196,adˈuse,s
197,ˈuɾxas,ɾx
198,estaɾsˈimos,ɾs
199,sobɾekoxˈajs,x
200,abastˈesen,s
201,korˈiçen,ç
202,korˈiçen,ç
203,korˈixo,x
204,estˈaɾsen,ɾs
205,koreçˈimos,ç
206,adoɾmˈeska,sk
207,entenebɾˈese,s
208,ɾobustˈeskan,sk
209,adoɾmeskˈajs,sk
210,adˈusko,sk
211,inteɾpˈonɡa,nɡ
212,pɾotˈexan,x
213,konbˈensen,ns
214,entenebɾeskˈajs,sk
215,adoɾmˈeskas,sk
216,sostjˈene,n
217,ɾestablˈeska,sk
218,ɾedˈisen,s
219,sostenˈejs,n
220,tɾadˈusen,s
221,ɾobustˈeskas,sk
222,bˈales,l
223,tɾaduskˈajs,sk
224,pɾotˈeçen,ç
225,ɾestablˈeskan,sk
226,enkaʃesˈejs,s
227,ɾobustesˈejs,s
228,pɾotˈexa,x
229,sobɾekˈoxa,x
230,tɾadusˈimos,s
231,ɾedˈiɡo,ɡ
232,ɾestablˈese,s
233,ɾobustesˈejs,s
234,sostˈenɡa,nɡ
