idx,tgt,tgt_sf
0,ɾebeɾdˈesko,sk
1,ʃˈaska,sk
2,desmeɾeskˈajs,sk
3,fɾˈançes,nç
4,pɾekonˈosen,s
5,eskwˈeses,s
6,ɾekonbenˈimos,n
7,ɾeblandˈesko,sk
8,paɾˈeska,sk
9,akɾˈesko,sk
10,ɡwaɾnesˈemos,s
11,exˈeɾses,ɾs
12,ʃaskˈamos,sk
13,apeteskˈamos,sk
14,ɾekonbjˈenes,n
15,ɾekondˈusko,sk
16,sobɾebjˈenes,n
17,ɡwaɾnˈeskan,sk
18,infɾˈinxo,nx
19,kopɾodˈusen,s
20,apetˈese,s
21,obedeskˈajs,sk
22,kompunçˈis,nç
23,eskaɾnˈeses,s
24,entoɾpesˈemos,s
25,neɡɾesˈejs,s
26,ɾekˈajɡa,jɡ
27,sˈuɾsen,ɾs
28,peɾmanˈesko,sk
29,tɾadˈuska,sk
30,ekibˈalɡo,lɡ
31,empekeɲˈeses,s
32,naskˈamos,sk
33,infɾˈinxa,nx
34,fosfoɾˈeskan,sk
35,aduskˈamos,sk
36,enlentesˈejs,s
37,fulxˈamos,lx
38,ɾesplandˈeska,sk
39,dˈiɡas,ɡ
40,ɾekˈajɡan,jɡ
41,suɾxˈamos,ɾx
42,pɾeestablesˈemos,s
43,ɾetɾotɾˈaen,
44,infɾinxˈajs,nx
45,eksˈixan,x
46,desfaʃˈeskas,sk
47,faʃˈeskas,sk
48,enkˈoxa,x
49,meɾesˈemos,s
50,sumˈeɾxo,ɾx
51,estˈaɾso,ɾs
52,ɾekonˈosko,sk
53,ɾekonbenɡˈajs,nɡ
54,diɾixˈajs,x
55,infliçˈimos,ç
56,desabˈenɡa,nɡ
57,kondˈisen,s
58,enbilesˈejs,s
59,ɾetɾadˈuskas,sk
60,ɾedusˈimos,s
61,pɾedˈiɡa,ɡ
62,pɾedˈise,s
63,ɾexubenˈesen,s
64,esklaɾˈeskas,sk
65,obskuɾˈeskan,sk
66,supeɾpˈonɡa,nɡ
67,tɾadusˈis,s
68,exˈeɾsen,ɾs
69,enteɾnˈesen,s
70,ɾesˈaɾso,ɾs
71,fɾunsˈimos,ns
72,satisfˈaɡas,ɡ
73,ɾesplandesˈejs,s
74,suɾsˈis,ɾs
75,ɾekonbˈenɡa,nɡ
76,inflˈixas,x
77,adoɾmˈeskas,sk
78,eskaɾneskˈamos,sk
79,ɾekonoskˈamos,sk
80,ɾekonosˈemos,s
81,apetˈeska,sk
82,fɾˈanxo,nx
83,desabenɡˈamos,nɡ
84,enɾoxˈeskan,sk
85,opˈonɡan,nɡ
86,akˈoçe,ç
87,eɾiçˈis,ç
88,impˈonɡas,nɡ
89,ɾetoɾsˈemos,ɾs
90,kˈabe,b
91,espaɾsˈajs,ɾs
92,ɾeˈasen,s
93,neɡlixˈamos,x
94,estɾemˈeskas,sk
95,ɾekondˈusen,s
96,deɾelinkˈimos,nk
97,pɾedˈiɡo,ɡ
98,pospˈonɡa,nɡ
99,enteɾnˈeses,s
100,ɾesaɾsˈamos,ɾs
101,kompaɾˈeska,sk
102,ekibalɡˈamos,lɡ
103,tˈenɡan,nɡ
104,ennoblˈeses,s
105,faʃˈeska,sk
106,kopɾodˈuse,s
107,enbexˈeskan,sk
108,ɾesˈaɾsa,ɾs
109,ɾeabastˈeses,s
110,mˈuçen,ç
111,mantenˈemos,n
112,ɾesˈuɾxo,ɾx
113,empodɾˈese,s
114,kɾˈeska,sk
115,desdˈiɡan,ɡ
116,sostˈenɡa,nɡ
117,tɾansponɡˈamos,nɡ
118,manutˈenɡan,nɡ
119,kontɾabˈenɡo,nɡ
120,destwˈeɾsas,ɾs
121,desnaskˈamos,sk
122,komplˈase,s
123,konfliçˈis,ç
124,sostˈenɡo,nɡ
125,apeteskˈajs,sk
126,pɾekonˈosko,sk
