idx,tgt,tgt_sf
0,enɾikˈesko,sk
1,paɾeskˈajs,sk
2,tˈenɡan,nɡ
3,enɾaɾˈesen,s
4,sˈuɾse,ɾs
5,ɾekonˈoses,s
6,sobɾesˈalɡo,lɡ
7,desaɡɾadˈeskan,sk
8,sobɾekˈoçe,ç
9,astɾˈinxa,nx
10,enkˈoxa,x
11,desapaɾeskˈamos,sk
12,padˈesen,s
13,espˈaɾsas,ɾs
14,desapaɾesˈemos,s
15,anoʧeskˈamos,sk
16,sˈuɾsa,ɾs
17,apetˈeskan,sk
18,enfebɾeskˈajs,sk
19,ʃˈaska,sk
20,detjˈenes,n
21,pɾebjˈenes,n
22,enkoçˈejs,ç
23,padˈeska,sk
24,empekeɲˈese,s
25,akontˈese,s
26,elixˈamos,x
27,pɾebenɡˈajs,nɡ
28,adolˈeses,s
29,antedˈises,s
30,mulçˈemos,lç
31,espaɾsˈamos,ɾs
32,antedˈise,s
33,kˈoxa,x
34,adbenɡˈamos,nɡ
35,eskaɾnˈese,s
36,abasteskˈajs,sk
37,astɾˈinxa,nx
38,ˈaɡa,ɡ
39,kolˈiçen,ç
40,palidˈeses,s
41,kompaɾˈesen,s
42,pɾobjˈene,n
43,kondˈiɡan,ɡ
44,empekeɲˈesen,s
45,kaɾˈeses,s
46,dispˈone,n
47,anoʧˈeska,sk
48,ɾejmpˈonen,n
49,exeɾsˈejs,ɾs
50,pɾebalˈeska,sk
51,supˈonen,n
52,abstɾˈajɡas,jɡ
53,xˈake,k
54,bendˈise,s
55,aboreskˈajs,sk
56,fosfoɾeskˈajs,sk
57,ɾetwˈeɾso,ɾs
58,palidˈeses,s
59,enduɾeskˈajs,sk
60,kontjˈenen,n
61,aɡɾadeskˈamos,sk
62,pɾebalˈeskas,sk
63,pɾobenɡˈajs,nɡ
64,indˈuse,s
65,enkˈoçes,ç
66,ɾetoɾsˈamos,ɾs
67,inteɾbˈenɡa,nɡ
68,delˈinkan,nk
69,deskonˈoskan,sk
70,kondˈiɡo,ɡ
71,dekˈajɡa,jɡ
72,tˈenɡo,nɡ
73,neɡlˈixo,x
74,mˈuxa,x
75,desasɡˈamos,sɡ
76,apˈonen,n
77,enbanˈesen,s
78,apeteskˈamos,sk
79,kolˈixas,x
80,desaɡɾadˈeskas,sk
81,abstɾˈajɡo,jɡ
82,ˈunçen,nç
83,enfebɾˈesen,s
84,enɾaɾˈeskan,sk
85,aboreskˈamos,sk
86,ɾebeɾdˈese,s
87,ˈaɡo,ɡ
88,ɾepɾodˈusko,sk
89,ɾexubenˈeskan,sk
90,konbeɾçˈemos,ɾç
91,detenɡˈamos,nɡ
92,ʃˈaska,sk
93,enfebɾˈeses,s
94,sˈuɾxan,ɾx
95,aponɡˈamos,nɡ
96,sˈuɾxas,ɾx
97,paɾˈesen,s
98,bendˈise,s
99,faboɾeskˈajs,sk
100,emˈeɾxo,ɾx
101,dibˈeɾçes,ɾç
102,ɾetoɾsˈamos,ɾs
103,abastˈese,s
104,sedˈuska,sk
105,akɾˈese,s
106,antedˈise,s
107,koleçˈis,ç
108,pɾebalˈeskan,sk
109,tˈenɡan,nɡ
110,mˈaɾsen,ɾs
111,ɾetwˈeɾsa,ɾs
112,ensombɾesˈejs,s
113,ɾexubeneskˈajs,sk
114,espˈaɾsen,ɾs
115,enneɡɾesˈemos,s
116,mulxˈamos,lx
117,indusˈis,s
118,ˈaɡa,ɡ
119,pˈunçe,nç
120,xˈakes,k
121,sˈuɾçes,ɾç
122,enduɾeskˈamos,sk
123,disponɡˈamos,nɡ
124,kˈoxa,x
125,sˈuɾçes,ɾç
126,mˈulxa,lx
127,sostenˈejs,n
128,intelˈiçen,ç
129,adoleskˈajs,sk
130,ɡwaɾnˈese,s
131,enɾoxˈesen,s
132,abstˈeɾxo,ɾx
133,supˈone,n
134,pɾebˈenɡa,nɡ
135,pɾopˈonɡo,nɡ
136,enɾikeskˈamos,sk
137,emeɾçˈejs,ɾç
138,umedˈesen,s
139,faboɾˈeskan,sk
140,padˈeskas,sk
141,deskomponɡˈamos,nɡ
142,sˈuɾsa,ɾs
143,ɾˈuxan,x
144,espaɾsˈajs,ɾs
145,abastˈeses,s
146,ʃukstaponˈejs,n
147,sˈuɾsa,ɾs
148,paɾˈeskan,sk
149,antediɡˈamos,ɡ
150,eskaɾnˈeses,s
151,faboɾeskˈajs,sk
152,mˈulçen,lç
153,ɾekonˈoska,sk
154,abstɾˈae,
155,enduɾeskˈajs,sk
156,deskomponˈemos,n
157,sedˈusko,sk
158,enkˈoxo,x
159,pˈunçes,nç
160,ɾexubenˈeskan,sk
161,ɾetoɾsˈejs,ɾs
162,konbeɾxˈamos,ɾx
163,pɾebaleskˈamos,sk
164,sobɾesˈales,l
165,eskaɾnˈeska,sk
166,abstˈeɾçen,ɾç
167,apaɾˈese,s
168,desbanˈeska,sk
169,pɾebalˈeskan,sk
170,sˈuɾxa,ɾx
171,ofɾˈese,s
172,enkaɾeskˈajs,sk
173,desaɡɾadesˈejs,s
174,ekibalɡˈajs,lɡ
175,ɾepɾoduskˈajs,sk
176,inteɾpˈonɡo,nɡ
177,aborˈeska,sk
178,desasɡˈajs,sɡ
179,pɾodˈusen,s
180,pɾobˈenɡan,nɡ
181,pɾebenˈimos,n
182,mˈuxa,x
183,pɾopˈonɡa,nɡ
184,padˈesko,sk
185,meɾˈeses,s
186,tɾansˈixa,x
187,kondˈiɡa,ɡ
188,apaɾeskˈamos,sk
189,emˈeɾxa,ɾx
190,edˈuse,s
191,apˈonɡo,nɡ
192,pɾebalˈesen,s
193,meɾesˈejs,s
194,kˈoxo,x
195,enɾoxˈese,s
196,ɾepɾodˈuses,s
197,enɾaɾesˈemos,s
198,kompaɾesˈejs,s
199,empekeɲeskˈamos,sk
200,adoleskˈajs,sk
201,ɾetwˈeɾsa,ɾs
202,sumˈeɾxas,ɾx
203,antedˈiɡan,ɡ
204,ɡwaɾnˈeskan,sk
205,delinkˈajs,nk
206,ekibalˈemos,l
207,disponˈemos,n
208,muçˈimos,ç
209,enfebɾesˈejs,s
210,ensombɾˈeskas,sk
211,ʃˈasko,sk
212,eskaɾnˈeskas,sk
213,enneɡɾˈesko,sk
214,kompaɾˈese,s
215,tɾˈaes,
216,ɾexubenˈeses,s
217,delˈinka,nk
218,mˈulses,ls
219,desentumˈeskan,sk
220,adolˈeska,sk
221,pɾedˈises,s
222,desentumeskˈamos,sk
223,bendˈiɡan,ɡ
224,abastˈeska,sk
225,ɾejmpˈonɡo,nɡ
226,sobɾesˈalɡas,lɡ
227,enkoçˈejs,ç
228,exˈeɾsas,ɾs
229,akonteskˈajs,sk
230,abstɾajɡˈamos,jɡ
231,dibˈeɾxa,ɾx
232,ɡwaɾnˈeses,s
233,anoʧˈeska,sk
234,kˈajɡan,jɡ
235,ʃukstaponɡˈamos,nɡ
236,tɾansiçˈis,ç
237,pɾebalˈesen,s
238,desabastˈeses,s
239,pɾobˈenɡa,nɡ
240,desbanˈeskan,sk
241,enduɾesˈemos,s
242,abstɾˈaes,
243,ɾejmponˈemos,n
244,desaɡɾadˈeses,s
245,neɡliçˈimos,ç
246,empalidˈeskas,sk
247,tɾansˈixa,x
248,faʃeskˈajs,sk
249,abasteskˈamos,sk
250,elˈixan,x
251,maɾsˈamos,ɾs
252,enkaɾˈeskas,sk
253,kaɾesˈejs,s
254,apˈonen,n
255,desapaɾˈeska,sk
256,neɡlˈixan,x
257,umedˈeskan,sk
258,akonteskˈajs,sk
259,konbˈeɾxan,ɾx
260,sˈuɾçes,ɾç
261,dekˈajɡa,jɡ
262,deskonˈosko,sk
263,faboɾˈeskan,sk
264,ekibˈalɡan,lɡ
265,astɾˈinxa,nx
266,pɾopˈones,n
267,koçˈemos,ç
268,pɾopˈonen,n
269,edusˈimos,s
270,indˈuskas,sk
271,sostjˈenen,n
272,ʃˈaskan,sk
273,ɾepɾodˈuska,sk
274,desentumˈesen,s
275,eskaɾnˈesen,s
276,kˈajɡo,jɡ
277,desabasteskˈamos,sk
278,desentumesˈejs,s
279,espaɾsˈimos,ɾs
280,mˈuxan,x
281,tɾansixˈamos,x
282,peɾmanˈese,s
283,empalidˈeses,s
284,kaɾˈeskas,sk
285,enɾoxˈesko,sk
286,xˈaken,k
287,tɾanspˈonen,n
288,ɾexubenˈesko,sk
289,pɾodˈuskan,sk
290,adolesˈemos,s
291,aɡɾadeskˈajs,sk
292,faboɾˈeskan,sk
293,adolˈesko,sk
294,sˈuɾçe,ɾç
295,abdusˈimos,s
296,konbeɾçˈemos,ɾç
297,desaɡɾadesˈejs,s
298,faboɾeskˈamos,sk
299,padˈese,s
300,pɾobenɡˈajs,nɡ
301,kondesˈimos,s
302,emˈeɾçes,ɾç
303,meɾesˈemos,s
304,ɾebeɾdˈeska,sk
305,antedˈisen,s
306,deskompˈonɡa,nɡ
307,ɾebeɾdˈeses,s
308,ɾexubenˈese,s
309,kondˈiɡas,ɡ
310,pɾebˈenɡo,nɡ
311,kontenˈejs,n
312,faboɾeskˈajs,sk
313,enaltˈeskas,sk
314,ɾebeɾdˈese,s
315,astɾˈinçe,nç
316,ɾemeskˈajs,sk
317,fˈunxo,nx
318,enaltesˈejs,s
319,neɡlˈixo,x
320,sobɾesˈalɡas,lɡ
321,ɾebeɾdeskˈajs,sk
322,antedesˈimos,s
323,ɾejmpˈonɡa,nɡ
324,akontesˈejs,s
325,antedˈise,s
326,ɾˈuçen,ç
327,dibˈeɾxo,ɾx
328,enduɾesˈemos,s
329,sostenɡˈajs,nɡ
330,enkˈoxa,x
331,ɾexubenˈeskas,sk
332,adbjˈenes,n
333,aponˈejs,n
334,enbanˈeska,sk
335,elˈiçen,ç
336,maɾsˈimos,ɾs
337,ɾemˈesen,s
338,ɡwaɾnˈeska,sk
339,apaɾesˈemos,s
340,sobɾekˈoxa,x
341,dibeɾxˈamos,ɾx
342,abdˈusko,sk
343,edˈuska,sk
344,astɾˈinxan,nx
345,bendˈises,s
346,inteɾbˈenɡas,nɡ
347,ɾemˈeskan,sk
348,ɾetwˈeɾses,ɾs
349,ofɾesˈejs,s
350,enɾikˈeskas,sk
351,sobɾekˈoçe,ç
352,bendˈiɡa,ɡ
353,desbanˈesen,s
354,ekibˈalɡas,lɡ
355,sumˈeɾçe,ɾç
356,abstˈeɾçen,ɾç
357,anoʧˈese,s
358,enkˈoçe,ç
359,faboɾesˈejs,s
360,faʃˈesko,sk
361,sostˈenɡas,nɡ
362,dibˈeɾxa,ɾx
363,deskompˈonɡas,nɡ
364,desapaɾesˈemos,s
365,detjˈenen,n
366,pɾedisponɡˈamos,nɡ
367,ɾemesˈemos,s
368,sˈuɾxa,ɾx
369,sostenɡˈamos,nɡ
370,fosfoɾˈeses,s
371,enaltˈesen,s
372,ɾetoɾsˈemos,ɾs
373,exˈeɾsen,ɾs
374,umedˈeskan,sk
375,enfebɾeskˈamos,sk
376,aɡɾadˈeskas,sk
377,deskompˈonɡan,nɡ
378,antedˈises,s
379,ɾejmponˈejs,n
380,indusˈimos,s
381,empalidˈesko,sk
382,ɾekonˈoskas,sk
383,konbeɾçˈemos,ɾç
384,indusˈis,s
385,abdˈuska,sk
386,enkˈoxan,x
387,enneɡɾesˈemos,s
388,exeɾsˈajs,ɾs
389,espaɾsˈimos,ɾs
390,faʃˈesen,s
391,kondˈisen,s
392,desˈasɡa,sɡ
393,edˈuses,s
394,ɾepɾoduskˈajs,sk
395,suɾsˈis,ɾs
396,abdusˈis,s
397,pɾobjˈenes,n
398,obedˈeska,sk
399,mˈulso,ls
400,abdusˈimos,s
401,pɾodˈuskas,sk
402,ofɾeskˈajs,sk
403,adolˈeses,s
404,apetˈeskan,sk
405,detjˈenen,n
406,meɾeskˈamos,sk
407,adolˈeska,sk
408,padesˈemos,s
409,sˈuɾxan,ɾx
410,emˈeɾxo,ɾx
411,enɾoxesˈemos,s
412,kompaɾesˈemos,s
413,enɾoxˈesko,sk
414,faboɾˈeskas,sk
415,tɾansponɡˈamos,nɡ
416,abdˈuskas,sk
417,kompaɾeskˈamos,sk
418,suponˈejs,n
419,desasɡˈamos,sɡ
420,enduɾˈeska,sk
421,apaɾesˈejs,s
422,obtjˈene,n
423,akɾˈesen,s
424,exˈeɾso,ɾs
425,edˈuska,sk
426,obedeskˈamos,sk
427,pɾedesˈis,s
428,sostenˈejs,n
429,kontjˈenen,n
430,disponɡˈajs,nɡ
431,kontˈenɡan,nɡ
432,kˈajɡan,jɡ
433,mˈuxas,x
434,apˈonɡa,nɡ
435,delinkˈis,nk
436,kontɾaˈases,s
437,enalteskˈamos,sk
438,kontjˈene,n
439,aɡɾadˈeskas,sk
440,kaɾesˈejs,s
441,obedˈeska,sk
442,sumˈeɾçen,ɾç
443,kontjˈene,n
444,faboɾeskˈamos,sk
445,empalidˈeska,sk
446,adolˈesko,sk
447,kontɾaˈaɡa,ɡ
448,abstɾajɡˈajs,jɡ
449,konbeɾxˈajs,ɾx
450,deskomponˈejs,n
451,tˈenɡa,nɡ
