idx,tgt,tgt_sf
0,entenebɾˈeska,sk
1,estˈaɾsa,ɾs
2,abastˈeska,sk
3,pɾoteçˈemos,ç
4,ɾejmpˈonɡa,nɡ
5,astɾinçˈimos,nç
6,pɾotˈeçes,ç
7,ˈuɾxo,ɾx
8,estaɾsˈajs,ɾs
9,ɾedˈiɡas,ɡ
10,ɾestablˈesko,sk
11,inteɾpˈonɡan,nɡ
12,estaɾsˈis,ɾs
13,ˈuɾçen,ɾç
14,inteɾpˈone,n
15,ɾestablˈeskan,sk
16,adusˈimos,s
17,sobɾekoxˈamos,x
18,adoɾmˈesen,s
19,ɾejmponˈejs,n
20,korˈixan,x
21,astɾinçˈimos,nç
22,enkˈoçe,ç
23,korˈixa,x
24,ɾedˈiɡan,ɡ
25,adoɾmˈese,s
26,ˈuɾxa,ɾx
27,estˈaɾso,ɾs
28,abastˈese,s
29,astɾinçˈimos,nç
30,astɾinçˈimos,nç
31,ɾestablˈesko,sk
32,korˈiçe,ç
33,inteɾpˈonen,n
34,abastˈeska,sk
35,tɾadˈusen,s
36,adˈuskan,sk
37,ɾedˈises,s
38,enkˈoxas,x
39,enkaʃˈeses,s
40,ɾestablˈeses,s
41,korˈixan,x
42,inteɾpˈonɡa,nɡ
43,bendˈiɡan,ɡ
44,konbˈensa,ns
45,estˈaɾse,ɾs
46,bendiɡˈajs,ɡ
47,entenebɾˈeska,sk
48,ˈuɾxan,ɾx
49,enkˈoxa,x
50,konbˈenses,ns
51,adˈusen,s
52,sobɾekˈoxan,x
53,enkˈoxo,x
54,ɾedˈise,s
55,abastˈesko,sk
56,sostˈenɡo,nɡ
57,ɾobusteskˈamos,sk
58,adˈuska,sk
59,ɾobustˈeses,s
60,ˈuɾçe,ɾç
61,korixˈajs,x
62,ɾobustˈesko,sk
63,adoɾmˈesko,sk
64,enkaʃˈeska,sk
65,sobɾekˈoçen,ç
66,adoɾmˈeses,s
67,uɾxˈamos,ɾx
68,bˈalɡan,lɡ
69,manutenɡˈamos,nɡ
70,ˈuɾçes,ɾç
71,sostˈenɡa,nɡ
72,ɾedˈiɡan,ɡ
73,ɾestableskˈajs,sk
74,enkoçˈemos,ç
75,korixˈajs,x
76,ɾestablˈeskas,sk
77,tɾadˈuskas,sk
78,ɾejmpˈones,n
79,abastˈeskas,sk
80,ɾejmpˈone,n
81,ɾejmponɡˈamos,nɡ
82,ɾedˈisen,s
83,adoɾmˈesen,s
84,ˈuɾçe,ɾç
85,astɾˈinxa,nx
86,inteɾpˈonɡas,nɡ
87,enkaʃesˈejs,s
88,ɾestablˈeska,sk
89,entenebɾesˈemos,s
90,entenebɾˈeskan,sk
91,sostjˈenes,n
92,enkaʃˈeses,s
93,tɾadusˈimos,s
94,konbensˈemos,ns
95,inteɾpˈonɡa,nɡ
96,ɾedˈiɡa,ɡ
97,entenebɾeskˈajs,sk
98,ɾobustˈeses,s
99,ɾobustˈesen,s
100,ɾedˈiɡa,ɡ
101,bendesˈis,s
102,entenebɾesˈemos,s
103,tɾadˈuskan,sk
104,ɾejmpˈonɡas,nɡ
105,ɾedˈiɡa,ɡ
106,manutˈenɡas,nɡ
107,sostˈenɡan,nɡ
108,adˈuse,s
109,estˈaɾsas,ɾs
110,manutjˈenes,n
111,tɾaduskˈamos,sk
112,ɾobustˈeska,sk
113,entenebɾˈeskan,sk
114,ɾejmpˈones,n
115,entenebɾˈeska,sk
116,abastesˈejs,s
117,enkˈoçe,ç
118,adˈuska,sk
119,sobɾekoxˈajs,x
120,sostˈenɡo,nɡ
121,koreçˈis,ç
122,ɾobustˈeskas,sk
123,ˈuɾçes,ɾç
124,inteɾpˈones,n
125,ɾestableskˈajs,sk
126,ɾejmponɡˈamos,nɡ
127,tɾadˈuska,sk
128,ˈuɾçes,ɾç
129,pɾotexˈamos,x
130,ɾobustˈeskan,sk
131,astɾinxˈajs,nx
132,sobɾekoçˈemos,ç
133,bˈalɡa,lɡ
134,entenebɾˈeskas,sk
135,entenebɾesˈejs,s
136,adˈuska,sk
137,sobɾekˈoxas,x
138,ɾejmpˈones,n
139,adoɾmˈeska,sk
140,ɾobustˈeska,sk
141,enkaʃˈeska,sk
142,sostenɡˈajs,nɡ
143,adoɾmˈeska,sk
144,ɾejmpˈonen,n
145,astɾˈinxan,nx
146,inteɾponɡˈamos,nɡ
147,adoɾmeskˈamos,sk
148,sobɾekˈoçen,ç
149,ˈuɾxan,ɾx
150,koreçˈis,ç
151,sostenɡˈamos,nɡ
152,astɾinxˈamos,nx
153,adoɾmˈeskan,sk
154,aduskˈajs,sk
155,ɾestableskˈajs,sk
156,sostjˈene,n
157,korˈiçen,ç
158,korˈiçen,ç
159,ˈuɾçes,ɾç
160,adˈusen,s
161,korˈixas,x
162,enkˈoxa,x
163,ɾejmpˈone,n
164,ɾestablˈesen,s
165,aduskˈajs,sk
166,enkoçˈemos,ç
167,abastˈeses,s
168,estˈaɾsan,ɾs
169,uɾxˈamos,ɾx
170,ɾestablˈeskan,sk
171,enkaʃˈeska,sk
172,estaɾsˈamos,ɾs
173,ɾejmponˈemos,n
174,adˈuse,s
175,manutˈenɡa,nɡ
176,enkaʃeskˈajs,sk
177,astɾinçˈis,nç
178,koreçˈis,ç
179,ˈuɾxo,ɾx
180,inteɾpˈonen,n
181,uɾçˈimos,ɾç
182,inteɾponɡˈamos,nɡ
183,inteɾpˈones,n
184,tɾadˈuskan,sk
185,pɾotˈeçes,ç
186,ɾedˈiɡas,ɡ
187,estˈaɾsa,ɾs
188,bˈalɡas,lɡ
