idx,tgt,tgt_sf
0,ɾenˈasko,sk
1,faboɾesˈejs,s
2,akontˈeskas,sk
3,ɾekonˈosen,s
4,desmeɾˈeska,sk
5,peɾˈeskas,sk
6,ɾenasˈemos,s
7,ensoɾdesˈemos,s
8,disponɡˈajs,nɡ
9,deskonˈoskas,sk
10,lˈuska,sk
11,ɾedˈuses,s
12,embɾutˈeskan,sk
13,ɾestɾˈinçes,nç
14,ɾemˈeskan,sk
15,fɾˈunses,ns
16,maldiɡˈajs,ɡ
17,delˈinke,nk
18,adolˈese,s
19,absteɾxˈajs,ɾx
20,abstˈeɾxo,ɾx
21,kˈaen,
22,abenˈis,n
23,korixˈajs,x
24,pɾodusˈimos,s
25,palidesˈejs,s
26,desaɡɾadeskˈajs,sk
27,dekˈaes,
28,entumesˈejs,s
29,peɾˈeska,sk
30,desfaboɾˈeskan,sk
31,ɾekondˈusen,s
32,desɡwaɾnesˈemos,s
33,ɾejmpˈonɡa,nɡ
34,adˈuses,s
35,deskompˈonɡo,nɡ
36,amaɾiʃˈese,s
37,akˈoxa,x
38,astɾˈinxan,nx
39,ɾedˈuses,s
40,ɾesˈaɾses,ɾs
41,despɾotˈeçen,ç
42,ɾesplandeskˈamos,sk
43,desnˈaska,sk
44,supˈonen,n
45,faboɾˈesen,s
46,ɾelusˈimos,s
47,desfaboɾˈesko,sk
48,entɾebenɡˈamos,nɡ
49,enbexˈeskan,sk
50,detˈenɡo,nɡ
51,enbexˈeska,sk
52,tjˈenen,n
53,emulçˈemos,lç
54,abdˈuska,sk
55,dekajɡˈamos,jɡ
56,ɡwaɾesˈemos,s
57,kompˈunçes,nç
58,dekɾˈeskas,sk
59,entɾebenɡˈamos,nɡ
60,apaɾˈesko,sk
61,ˈasen,s
62,deskˈoso,s
63,enkanesˈejs,s
64,kɾˈesen,s
65,ɾeabastˈeska,sk
66,subbˈenɡa,nɡ
67,neɡɾˈeska,sk
68,manutˈenɡo,nɡ
69,konbˈenɡan,nɡ
70,ɡwaɾnˈese,s
71,empalidˈese,s
72,depˈone,n
73,paɾeskˈamos,sk
74,ɾefˈulçe,lç
75,ensombɾˈesko,sk
76,kondˈuskan,sk
77,pɾoteçˈejs,ç
78,ɾeelˈixan,x
