idx,tgt,tgt_sf
0,neɡɾˈesen,s
1,ɾelˈuska,sk
2,kodiɾˈixa,x
3,ˈasɡo,sɡ
4,neɡɾˈeskas,sk
5,pɾekonosˈemos,s
6,enaltˈesen,s
7,enaltˈeskan,sk
8,emˈeɾxas,ɾx
9,pɾeestableskˈajs,sk
10,astɾˈinxas,nx
11,ɾetɾaduskˈajs,sk
12,aflˈixa,x
13,pɾobˈenɡan,nɡ
14,aflixˈajs,x
15,kajɡˈamos,jɡ
16,ɾetɾadˈuska,sk
17,tɾadˈuse,s
18,ɾeapaɾˈese,s
19,enduɾˈeskas,sk
20,astɾˈinxo,nx
21,ˈase,s
22,enaltˈeska,sk
23,entɾetenɡˈamos,nɡ
24,neɡɾesˈemos,s
25,ɾeapaɾˈeskas,sk
26,ɾestablˈeskas,sk
27,emˈeɾxas,ɾx
28,ɾetɾadˈuska,sk
29,tɾadˈuses,s
30,pɾeestablˈesko,sk
31,ɾetɾotɾajɡˈajs,jɡ
32,kodiɾˈixan,x
33,astɾˈinxan,nx
34,ɾeabastˈeskan,sk
35,astɾinxˈajs,nx
36,enduɾˈeses,s
37,ɾetɾadˈuskas,sk
38,tɾadusˈis,s
39,ɾeabastˈeska,sk
40,enduɾˈeskas,sk
41,entɾetenɡˈamos,nɡ
42,pɾeestablˈeses,s
43,pɾeestablˈeses,s
44,kˈajɡan,jɡ
45,emˈeɾçe,ɾç
46,ɾelˈusko,sk
47,ɾeluskˈamos,sk
48,emˈeɾçen,ɾç
49,distɾˈaen,
50,neɡɾˈeska,sk
51,ɾelusˈimos,s
52,pɾobˈenɡas,nɡ
53,ɾeabastesˈemos,s
54,enlokˈese,s
55,astɾinçˈimos,nç
56,pɾobˈenɡan,nɡ
57,kaˈejs,
58,enfebɾˈeska,sk
59,tɾadˈuska,sk
60,pɾekonˈoses,s
61,distɾˈajɡas,jɡ
62,ɾetɾadˈuska,sk
63,entɾetˈenɡa,nɡ
64,kodiɾˈiçen,ç
65,enduɾˈesko,sk
66,ɾetɾadˈusko,sk
67,neɡɾeskˈajs,sk
68,entɾetenɡˈamos,nɡ
69,ɾestableskˈajs,sk
70,ɾeapaɾˈesko,sk
71,entɾetjˈenen,n
72,tɾaduskˈamos,sk
73,ɾeabastˈesen,s
74,ɾeabasteskˈamos,sk
75,enfebɾˈeskas,sk
76,ɾelˈusko,sk
77,ɾetɾadˈusen,s
78,ɾetɾadˈuses,s
79,enlokˈeses,s
80,pɾobenɡˈamos,nɡ
81,enaltˈeska,sk
82,entɾetjˈenes,n
83,ɾelˈuses,s
84,neɡɾesˈejs,s
85,pɾobjˈenen,n
86,enaltˈeskan,sk
87,pɾekonosˈemos,s
88,enlokˈeses,s
89,ɾeapaɾeskˈajs,sk
90,enduɾesˈejs,s
91,ɾetɾaduskˈamos,sk
92,enfebɾˈeska,sk
93,distɾajɡˈamos,jɡ
94,pɾobenɡˈamos,nɡ
95,ɾeapaɾˈesen,s
96,ɾeabasteskˈajs,sk
97,distɾˈajɡas,jɡ
98,enaltˈesko,sk
99,neɡɾesˈejs,s
100,distɾajɡˈajs,jɡ
101,ɾeapaɾˈesko,sk
102,ɾeluskˈamos,sk
103,entɾetˈenɡan,nɡ
104,enaltˈeska,sk
105,enlokeskˈamos,sk
106,aflˈixas,x
107,ˈasɡa,sɡ
108,astɾˈinçes,nç
109,ɾetɾadusˈimos,s
110,astɾinçˈimos,nç
111,pɾobˈenɡa,nɡ
112,ɾetɾadˈuskan,sk
113,ɾetɾadusˈimos,s
114,aflixˈamos,x
115,kˈae,
116,ɾeapaɾesˈemos,s
117,ɾeapaɾˈeska,sk
118,ɾetɾotɾajɡˈamos,jɡ
119,enduɾˈeska,sk
120,enaltˈeses,s
121,distɾaˈejs,
122,ɾelˈuskas,sk
123,ɾetɾadˈuse,s
124,enduɾesˈejs,s
125,enaltˈeskan,sk
126,ɾetɾotɾaˈemos,
127,pɾekonˈoska,sk
128,enaltˈesko,sk
129,ɾetɾadˈuskan,sk
130,entɾetjˈenen,n
131,aflixˈamos,x
132,ɾestablˈesen,s
133,pɾobjˈene,n
134,ɾeapaɾˈeses,s
135,kajɡˈajs,jɡ
136,kˈaen,
137,pɾeestableskˈajs,sk
138,kaˈemos,
139,ɾeapaɾˈeses,s
140,ɾeabastˈesen,s
141,ɾetɾadˈuska,sk
142,enaltesˈejs,s
143,enalteskˈajs,sk
144,astɾˈinxa,nx
145,tɾadˈuses,s
146,enaltˈesen,s
147,pɾeestablˈesen,s
148,ˈasɡa,sɡ
149,enlokˈeska,sk
150,neɡɾˈeskan,sk
151,ɾetɾadˈuses,s
152,pɾobenɡˈamos,nɡ
153,enlokesˈejs,s
154,emˈeɾçe,ɾç
155,pɾekonˈoskas,sk
156,distɾˈaen,
157,aflˈixas,x
158,kaˈemos,
159,tɾadusˈimos,s
160,pɾekonosˈejs,s
161,ɾeapaɾeskˈamos,sk
162,enaltˈeskas,sk
163,enduɾˈese,s
164,ˈasɡa,sɡ
165,ɾeapaɾeskˈamos,sk
166,ɾeabastesˈejs,s
167,ɾeapaɾeskˈajs,sk
168,kodiɾˈixa,x
169,ɾestablˈesen,s
170,ɾeapaɾeskˈajs,sk
171,kˈajɡo,jɡ
172,distɾˈae,
173,kˈaen,
174,ɾelˈuskas,sk
175,enfebɾˈeskan,sk
