idx,tgt,tgt_sf
0,desˈases,s
1,enkˈoxa,x
2,empobɾˈesen,s
3,foɾtalˈeska,sk
4,adbˈenɡa,nɡ
5,fɾˈanxa,nx
6,fɾançˈimos,nç
7,faʃesˈejs,s
8,apˈonɡo,nɡ
9,kˈoxas,x
10,enflakˈeses,s
11,detɾˈajɡas,jɡ
12,faʃeskˈajs,sk
13,pɾebalˈeska,sk
14,enmoesˈemos,s
15,pɾeestablˈeskan,sk
16,supeɾponˈemos,n
17,anteponɡˈajs,nɡ
18,desaɡɾadesˈemos,s
19,antepˈonɡas,nɡ
20,aponɡˈajs,nɡ
21,ataɾdˈese,s
22,pɾebalˈesen,s
23,ɾekonosˈemos,s
24,enɾikˈeska,sk
25,aɡɾadˈeses,s
26,ˈases,s
27,sˈalen,l
28,akɾˈeskan,sk
29,desdesˈimos,s
30,intɾoduskˈamos,sk
31,ɾekwˈesa,s
32,neɡliçˈimos,ç
33,entoɾpesˈemos,s
34,detɾˈajɡan,jɡ
35,kˈose,s
36,enlˈusko,sk
37,kontɾabenɡˈajs,nɡ
38,ɾebeɾdeskˈamos,sk
39,establˈesen,s
40,pɾedesˈimos,s
41,enlokˈese,s
42,manutˈenɡan,nɡ
43,ˈunxas,nx
44,ensombɾˈeska,sk
45,apaɾˈeska,sk
46,ennoblˈeskas,sk
47,obskuɾˈeska,sk
48,sostˈenɡa,nɡ
49,ɾepˈone,n
50,kontɾabenˈimos,n
51,entoɾpˈeskas,sk
52,kompˈonɡa,nɡ
53,akˈoxa,x
54,ɾestableskˈamos,sk
55,ɾetɾadˈusen,s
56,konbˈeɾxa,ɾx
57,enmoesˈejs,s
58,ɾebˈenɡa,nɡ
59,ɾobustˈeses,s
60,pɾedˈisen,s
61,desasˈimos,s
62,enmudˈeska,sk
63,enmoˈese,s
64,enlˈuskan,sk
65,kompˈonɡas,nɡ
66,adbenɡˈajs,nɡ
67,ɾeponɡˈajs,nɡ
68,pɾobˈenɡa,nɡ
69,pɾebaleskˈajs,sk
70,salˈimos,l
71,entoɾpˈesko,sk
72,ˈases,s
73,empekeɲeskˈajs,sk
74,foɾtaleskˈajs,sk
75,akɾˈeska,sk
76,kˈoxas,x
77,establˈeska,sk
78,tɾadˈuska,sk
79,ekstɾˈaen,
80,pɾobjˈene,n
81,inteɾpˈonɡo,nɡ
82,faboɾˈeska,sk
83,deskˈosen,s
84,ensombɾˈeses,s
85,sostˈenɡa,nɡ
86,sostenˈemos,n
87,enkaʃˈeses,s
88,pɾeestablesˈemos,s
89,faʃˈesen,s
90,fɾˈunsas,ns
91,ɾekonbˈenɡan,nɡ
92,embɾutˈeska,sk
93,intɾodˈuskas,sk
94,embɾutˈeska,sk
95,ɾekwˈesa,s
96,entɾetˈenɡa,nɡ
97,pɾebalesˈejs,s
98,kontjˈene,n
99,abstˈeɾçes,ɾç
100,ɾeeleçˈis,ç
101,entoɾpˈeskas,sk
102,balbusˈis,s
103,kˈoses,s
104,pɾobˈenɡo,nɡ
105,estaɾsˈimos,ɾs
106,empekeɲˈesko,sk
107,meɾesˈemos,s
108,konflˈixa,x
109,ensombɾeskˈajs,sk
110,ʃˈaskas,sk
111,desaɡɾadˈeska,sk
112,aresˈis,s
113,arˈeska,sk
114,ɾeestablˈeska,sk
115,atɾˈajɡas,jɡ
116,enmudeskˈamos,sk
117,abastesˈejs,s
118,arˈeskan,sk
119,enlentˈeska,sk
120,enlˈuse,s
121,abstˈeɾxas,ɾx
122,ɾeluskˈamos,sk
123,detɾaˈemos,
124,desaɡɾadesˈemos,s
125,konbˈeɾçe,ɾç
126,ɾekwˈesan,s
127,ɾetɾadˈusko,sk
128,aponɡˈamos,nɡ
129,fɾanxˈamos,nx
130,apetˈeskan,sk
131,apaɾˈeska,sk
132,empobɾˈeska,sk
133,korˈiçen,ç
134,tɾˈajɡo,jɡ
135,ekstɾˈaes,
136,obedˈeses,s
137,ɾobustˈesen,s
138,abstˈeɾxo,ɾx
139,enflakˈesen,s
140,desaɡɾadˈeskas,sk
141,apetˈese,s
142,antepˈone,n
143,emˈulxo,lx
144,ɾediɾˈiçes,ç
145,ʃaskˈamos,sk
146,peɾtenˈeskas,sk
147,pɾekonˈoskas,sk
148,ɾetɾadusˈis,s
149,mulçˈejs,lç
150,unçˈimos,nç
151,faʃˈeska,sk
152,enkaʃˈeses,s
153,enkˈoçes,ç
154,inteɾpˈonɡan,nɡ
155,obedˈesen,s
156,anteponɡˈajs,nɡ
157,ɾelˈuse,s
158,akˈoxa,x
159,balbuskˈajs,sk
160,fɾˈunsas,ns
161,abastˈese,s
162,padˈesen,s
163,faboɾˈese,s
164,ˈuɾxan,ɾx
