idx,tgt,tgt_sf
0,deskomponɡˈajs,nɡ
1,ɾeelˈiçen,ç
2,peɾmaneskˈamos,sk
3,desnˈaska,sk
4,adˈuska,sk
5,ɾepɾoduskˈamos,sk
6,ɾepɾoduskˈajs,sk
7,elixˈajs,x
8,ɾeelˈixas,x
9,elˈixo,x
10,elˈixan,x
11,deskompˈonɡan,nɡ
12,enfuɾˈeska,sk
13,desnˈaskan,sk
14,enlokesˈemos,s
15,detɾˈajɡa,jɡ
16,deɾelˈinken,nk
17,ɾeeleçˈimos,ç
18,abdˈuska,sk
19,anoʧˈesen,s
20,enfuɾesˈejs,s
21,sˈuɾse,ɾs
22,neɡlˈiçes,ç
23,detɾˈajɡan,jɡ
24,deskomponɡˈamos,nɡ
25,deskompˈones,n
26,sˈuɾso,ɾs
27,suɾsˈamos,ɾs
28,ɾeelˈixo,x
29,suɾsˈajs,ɾs
30,anoʧˈeses,s
31,siɾkunbˈenɡa,nɡ
32,enfuɾeskˈajs,sk
33,enlokesˈejs,s
34,detɾˈajɡas,jɡ
35,deskomponˈemos,n
36,deɾelˈinko,nk
37,enlokˈeska,sk
38,dˈiɡan,ɡ
39,adˈuska,sk
40,kondˈuse,s
41,sˈuɾsan,ɾs
42,amaɾiʃˈeska,sk
43,ɾetɾajɡˈamos,jɡ
44,siɾkunbˈenɡa,nɡ
45,neɡliçˈis,ç
46,ɾepɾodusˈis,s
47,entɾetˈenɡo,nɡ
48,ɾeelˈiçes,ç
49,suɾsˈajs,ɾs
50,siɾkunbenˈimos,n
51,enfuɾesˈemos,s
52,deɾelˈinkas,nk
53,siɾkunbjˈenes,n
54,akˈoçe,ç
55,peɾmanˈeska,sk
56,peɾmanesˈejs,s
57,fˈulxa,lx
58,entɾetenˈemos,n
59,enlokˈeses,s
60,akˈoxa,x
61,ɾetɾˈajɡa,jɡ
62,neɡlixˈamos,x
63,enlokˈesko,sk
64,fˈulxo,lx
65,detɾˈajɡa,jɡ
66,dˈisen,s
67,neɡlˈixa,x
68,detɾˈajɡa,jɡ
69,fˈulxas,lx
70,detɾˈajɡan,jɡ
71,adˈusko,sk
72,kondˈuses,s
73,adˈuskan,sk
74,dˈisen,s
75,deɾelˈinka,nk
76,ɾeelˈiçes,ç
77,ɾetɾˈajɡa,jɡ
78,ɾetɾˈajɡa,jɡ
79,siɾkunbjˈenen,n
80,anoʧˈesen,s
81,enfuɾˈeses,s
82,elˈiçen,ç
83,ɾepɾodˈuse,s
84,elˈiçen,ç
85,akoçˈemos,ç
86,detɾˈajɡa,jɡ
87,enlokˈeskas,sk
88,anoʧˈesko,sk
89,kondusˈis,s
90,akˈoçes,ç
91,akˈoxan,x
92,fˈulxa,lx
93,kondˈuska,sk
94,ɾeeleçˈimos,ç
95,neɡlˈixa,x
96,neɡlˈiçes,ç
97,peɾmanˈeses,s
