idx,tgt,tgt_sf
0,faboɾˈeskas,sk
1,abasteskˈajs,sk
2,konfliçˈis,ç
3,enflakeskˈamos,sk
4,enbilesˈemos,s
5,depˈonɡan,nɡ
6,desɡwaɾnˈesko,sk
7,substɾaˈemos,
8,desmeɾˈesen,s
9,ɾeapaɾˈeskas,sk
10,deskonˈose,s
11,kondˈise,s
12,aflˈixo,x
13,detɾaˈemos,
14,enlentˈese,s
15,ɾeelˈixan,x
16,asˈemos,s
17,detɾˈajɡan,jɡ
18,enmudˈeska,sk
19,posponˈemos,n
20,subbˈenɡa,nɡ
21,sobɾebenˈimos,n
22,kontɾabjˈene,n
23,enbexˈeska,sk
24,detˈenɡa,nɡ
25,emˈunxas,nx
26,asˈis,s
27,tenɡˈajs,nɡ
28,elˈiçen,ç
29,manutˈenɡo,nɡ
30,konbˈeɾxa,ɾx
31,inflˈiçe,ç
32,konfliçˈimos,ç
33,empalidˈeska,sk
34,desobedesˈemos,s
35,inbˈenɡa,nɡ
36,desmeɾˈesko,sk
37,pɾeestablesˈejs,s
38,ɾebeɾdesˈemos,s
39,subbjˈenes,n
40,embeʃˈeska,sk
41,anoʧˈesen,s
42,areskˈajs,sk
43,floɾˈeska,sk
44,empalidˈesko,sk
45,eksiçˈis,ç
46,enflakesˈejs,s
47,neɡɾeskˈamos,sk
48,eɾˈiçe,ç
49,enkaɾeskˈajs,sk
50,estɾemˈeskan,sk
51,kˈose,s
52,tjˈenen,n
53,abasteskˈamos,sk
54,anoʧˈese,s
55,distɾaˈemos,
56,ɾepɾoduskˈamos,sk
57,ɾekɾudˈesko,sk
58,eɾiçˈimos,ç
59,pɾeestablˈese,s
60,tɾadˈuse,s
61,detjˈenen,n
62,ˈasɡa,sɡ
63,konbeɾçˈejs,ɾç
64,arˈeskan,sk
65,sobɾebjˈene,n
66,inbenɡˈamos,nɡ
67,ʃukstapˈonen,n
68,dibˈeɾxo,ɾx
69,abastˈeses,s
70,apˈonɡa,nɡ
71,empalidˈesko,sk
72,ɾeblandesˈejs,s
73,kompˈone,n
74,eksˈixas,x
75,ɾepɾodˈusen,s
76,umedeskˈajs,sk
77,apˈonɡa,nɡ
78,apˈones,n
79,enteɾnˈeskan,sk
80,ɾesˈaɾse,ɾs
81,desdˈiɡas,ɡ
82,enkanˈesko,sk
83,pɾebalˈeska,sk
84,inbjˈene,n
85,konbeɾçˈimos,ɾç
86,maldesˈis,s
87,finxˈamos,nx
88,dibeɾxˈamos,ɾx
89,kolˈiçen,ç
90,xˈakan,k
91,abenˈis,n
92,enkaɾˈeses,s
93,disponɡˈamos,nɡ
94,pɾesupˈonɡa,nɡ
95,tɾˈajɡo,jɡ
96,kosˈajs,s
97,ofɾeskˈamos,sk
98,dibˈeɾçes,ɾç
99,sobɾepˈonɡa,nɡ
100,xˈaken,k
101,embeʃeskˈamos,sk
102,bˈale,l
103,deɾelinkˈamos,nk
104,abastˈeses,s
105,ɾesˈaɾsas,ɾs
106,abjˈenes,n
107,empobɾˈeses,s
108,indispˈonɡas,nɡ
109,aɡɾadˈeska,sk
110,enkaneskˈajs,sk
111,ɾekwˈesen,s
112,konflˈixa,x
113,depˈonen,n
114,emˈunçen,nç
115,pɾebaleskˈamos,sk
116,aponˈejs,n
117,pɾeestablˈeska,sk
118,ennoblesˈejs,s
119,ɾedesˈis,s
120,anoʧˈese,s
121,siɾkunbenˈimos,n
122,pɾebalˈeskas,sk
123,ɾedˈiɡas,ɡ
124,arˈese,s
125,ɾeponɡˈajs,nɡ
126,balbˈusen,s
127,sobɾebenˈis,n
128,sobɾebˈenɡa,nɡ
129,tɾˈaen,
130,kontɾˈajɡa,jɡ
131,floɾesˈejs,s
132,diɾˈiçen,ç
133,desfaboɾesˈemos,s
134,elˈixa,x
135,eksˈiçes,ç
136,desdesˈis,s
137,distɾˈae,
138,pɾebalesˈemos,s
139,ɾekɾudˈesko,sk
140,padesˈejs,s
141,enlenteskˈajs,sk
142,desdˈisen,s
143,neɡɾeskˈamos,sk
144,ˈaɡa,ɡ
145,entɾistˈeses,s
146,eksˈixa,x
147,ofɾˈeska,sk
148,kolixˈamos,x
149,deskompˈonɡa,nɡ
150,ɾesˈaɾsa,ɾs
151,enkaʃˈeska,sk
152,kɾesˈemos,s
153,fenesˈejs,s
154,maldˈisen,s
155,inbenˈimos,n
156,impˈonen,n
157,diɾiçˈis,ç
158,deskonosˈemos,s
159,detenɡˈajs,nɡ
160,desentumˈesko,sk
161,maldˈisen,s
162,komplˈasen,s
163,kosˈamos,s
164,anoʧˈeskas,sk
165,manutjˈenes,n
166,enbileskˈamos,sk
167,sedˈuskas,sk
168,kolˈixa,x
169,ɾepˈone,n
170,ɾekɾudˈesko,sk
171,inteɾpˈonɡa,nɡ
172,subbˈenɡa,nɡ
173,opˈonen,n
174,ɾekomponɡˈamos,nɡ
175,desɡwaɾnesˈejs,s
176,kontɾabjˈenes,n
177,ofɾˈesen,s
178,abˈenɡas,nɡ
179,ʃukstapˈones,n
180,pɾeestablesˈemos,s
181,ɾedˈiɡas,ɡ
