idx,tgt,tgt_sf
0,pɾobenɡˈajs,nɡ
1,faʃˈeska,sk
2,pɾodˈuse,s
3,ɾesplandeskˈamos,sk
4,pɾoteçˈejs,ç
5,ɾesuɾçˈimos,ɾç
6,enoɾɡuʃˈeskan,sk
7,konbensˈajs,ns
8,pɾesupˈonɡa,nɡ
9,induskˈamos,sk
10,entɾetˈenɡa,nɡ
11,dibˈeɾxa,ɾx
12,foɾtalesˈemos,s
13,entenebɾˈesko,sk
14,eskaˈeskas,sk
15,pɾodˈuskas,sk
16,tɾansponˈemos,n
17,ɾebˈenɡa,nɡ
18,sobɾebˈenɡa,nɡ
19,sˈalɡa,lɡ
20,peɾtenˈeskas,sk
21,adˈusen,s
22,akɾˈeskan,sk
23,ɾesˈaɾso,ɾs
24,enneɡɾˈeska,sk
25,kontɾaˈaɡan,ɡ
26,kontɾabˈenɡa,nɡ
27,ɾedˈuska,sk
28,konbeɾxˈamos,ɾx
29,lˈuska,sk
30,enmoˈesko,sk
31,empekeɲˈeskan,sk
32,indˈusko,sk
33,oskuɾˈeskan,sk
34,subbenɡˈamos,nɡ
35,deskonosˈemos,s
36,enɾaɾˈeska,sk
37,enkoçˈejs,ç
38,ɾesuɾxˈamos,ɾx
39,depˈone,n
40,kˈajɡa,jɡ
41,despɾoteçˈemos,ç
42,neɡɾeskˈajs,sk
43,sobɾepˈone,n
44,pˈunxa,nx
45,pɾesuponɡˈamos,nɡ
46,anoʧˈeskas,sk
47,fosfoɾˈesen,s
48,ɾelusˈimos,s
49,aɡˈamos,ɡ
50,kˈaben,b
51,obedˈesen,s
52,enneɡɾeskˈajs,sk
53,akoçˈemos,ç
54,ɾesuɾxˈajs,ɾx
55,ɾeabastˈeskan,sk
56,amaɾiʃˈesen,s
57,supeɾbjˈenes,n
58,ɾebeɾdesˈejs,s
59,ɾebeɾdˈesko,sk
60,kontɾadˈise,s
61,infɾˈinxa,nx
62,balbˈuska,sk
63,lˈusko,sk
64,maldˈiɡa,ɡ
65,desmeɾˈesko,sk
66,infliçˈis,ç
67,enoɾɡuʃesˈejs,s
68,ɾedˈuskan,sk
69,supeɾpˈonen,n
70,pɾopˈonɡa,nɡ
71,supeɾponˈemos,n
72,deskˈoso,s
73,nasˈejs,s
74,desaɡɾadˈeska,sk
75,punçˈimos,nç
76,ɾestablˈesen,s
77,enkˈoxan,x
78,pɾeestablˈese,s
79,enɡɾandˈeskan,sk
80,mantjˈenes,n
81,ensoɾdˈeskas,sk
82,seduskˈajs,sk
83,ɾelˈusko,sk
84,ˈaɡas,ɡ
85,kaɾˈese,s
86,fosfoɾˈeska,sk
87,konbˈensa,ns
88,detenɡˈajs,nɡ
89,komplaskˈajs,sk
90,arˈeska,sk
91,enɾaɾˈeskan,sk
92,apaɾesˈemos,s
93,paɾˈeska,sk
94,sobɾepˈonɡas,nɡ
95,enkaneskˈamos,sk
96,entenebɾˈeskas,sk
97,kondˈiɡo,ɡ
98,fˈulxa,lx
99,abstˈeɾçen,ɾç
100,estɾemˈese,s
101,floɾeskˈajs,sk
102,tɾansponɡˈamos,nɡ
103,derelˈinke,nk
104,koçˈemos,ç
105,kɾˈesen,s
106,enɡɾandesˈejs,s
107,floɾeskˈajs,sk
108,delˈinkan,nk
109,obskuɾˈese,s
110,emˈulçe,lç
111,ɾeelˈixas,x
112,ɾekonoskˈamos,sk
113,sobɾebˈenɡa,nɡ
114,dekɾesˈemos,s
115,desnˈaskas,sk
116,fɾˈunsa,ns
117,entɾistˈeskas,sk
118,intɾodˈuskas,sk
119,siɾkunbˈenɡa,nɡ
120,peɾtenˈeska,sk
121,ɾefˈulxan,lx
122,ɾejmpˈonɡa,nɡ
123,ˈunxo,nx
124,subbˈenɡa,nɡ
125,emulxˈajs,lx
126,konbˈeɾxan,ɾx
127,oskuɾˈeska,sk
128,kompadesˈejs,s
129,maldˈises,s
130,entɾebjˈenes,n
131,obskuɾˈeskas,sk
132,ɾenasˈemos,s
133,ɾepɾodˈuska,sk
134,abjˈenes,n
135,obedˈeskan,sk
136,koreçˈimos,ç
137,maldˈiɡa,ɡ
138,ˈunxa,nx
139,eksˈiçes,ç
140,depˈonen,n
141,ɾekonoskˈajs,sk
142,punçˈimos,nç
143,adbjˈenen,n
144,empalideskˈajs,sk
145,palidˈesen,s
146,kodiɾˈixo,x
147,ɾetwˈeɾsa,ɾs
148,fosfoɾˈeses,s
149,fɾˈunsa,ns
150,ɾekwˈesas,s
151,konbˈenɡa,nɡ
152,fˈinçes,nç
153,deskonbenɡˈamos,nɡ
154,delinkˈajs,nk
155,supeɾpˈonɡo,nɡ
156,enfuɾeskˈajs,sk
157,astɾˈinçes,nç
158,kompunçˈimos,nç
159,ɾeabastˈeskan,sk
160,ɾuçˈis,ç
161,konbensˈemos,ns
162,espˈaɾsas,ɾs
163,enbexˈeska,sk
164,ɾesˈuɾçen,ɾç
165,ensombɾˈesen,s
166,deskonˈoskan,sk
167,ennoblˈeska,sk
168,ɾekwˈeses,s
169,bendˈiɡan,ɡ
170,atɾˈajɡo,jɡ
171,komplˈaskan,sk
172,fˈinçes,nç
173,ɾetɾaduskˈamos,sk
174,finçˈimos,nç
175,konflˈixas,x
176,konbeɾçˈejs,ɾç
177,enɾaɾˈeses,s
178,ˈunxa,nx
179,enbexeskˈajs,sk
180,ɾetwˈeɾsas,ɾs
181,desaɡˈajs,ɡ
182,kondˈuskan,sk
183,neɡɾesˈejs,s
184,enaltˈeskan,sk
185,balbuskˈamos,sk
186,detˈeɾxas,ɾx
187,adˈuses,s
188,depˈone,n
189,fˈinxas,nx
190,ɾeabasteskˈajs,sk
191,kˈabes,b
192,ɾetɾˈaen,
193,adusˈis,s
194,embɾutˈesko,sk
195,pɾopˈonɡo,nɡ
196,balbˈusko,sk
197,adbenˈis,n
198,embɾuteskˈamos,sk
199,enɾikˈeska,sk
200,bˈales,l
201,ekspˈones,n
202,entɾebenɡˈajs,nɡ
203,ɾenasˈemos,s
204,balbˈuskas,sk
205,ekspˈonɡas,nɡ
206,ɾepɾodusˈis,s
207,ɾetwˈeɾsen,ɾs
208,mulsˈejs,ls
209,dekɾˈese,s
210,esklaɾeskˈajs,sk
211,obedˈese,s
212,elˈiçe,ç
213,subʃˈasko,sk
214,desfaʃˈeskan,sk
215,ˈasen,s
216,empalidesˈejs,s
217,desaɡɾadˈese,s
218,enbanˈese,s
219,ˈaɡa,ɡ
220,aɡɾadˈesko,sk
221,lˈuskas,sk
222,ɾˈuxo,x
223,pɾobˈenɡan,nɡ
224,adolˈeskas,sk
225,enɾaɾˈeses,s
226,siɾkunbjˈenen,n
227,kepˈajs,p
228,eskaˈeses,s
229,bendiɡˈamos,ɡ
230,konbˈeɾxa,ɾx
231,ˈasɡas,sɡ
232,enɾoxˈesen,s
233,neɡɾesˈejs,s
234,enaɾdˈeses,s
235,indˈuskan,sk
236,subʃˈaska,sk
237,umedˈese,s
238,abenɡˈamos,nɡ
239,atɾajɡˈajs,jɡ
240,desɡwaɾnˈese,s
241,kompaɾˈesen,s
242,ɾenˈasko,sk
243,nˈaskas,sk
244,ɾenˈaska,sk
245,sumeɾxˈamos,ɾx
246,ɾˈuxa,x
247,faboɾesˈejs,s
248,entumˈesko,sk
249,ɾejntɾoduskˈamos,sk
250,sobɾepˈonɡo,nɡ
251,ɾetɾˈaes,
252,establˈese,s
253,ˈunso,ns
254,enɾoxˈese,s
255,ɾesaɾsˈajs,ɾs
256,ɾeabastˈese,s
257,aɡɾadˈeskan,sk
258,astɾˈinçes,nç
