idx,tgt,tgt_sf
0,enlentˈesko,sk
1,enɾaɾˈeska,sk
2,konˈosko,sk
3,faboɾˈeses,s
4,supeɾbenˈimos,n
5,konbalˈeskas,sk
6,enkanˈeskas,sk
7,ɾesplandesˈemos,s
8,umedˈese,s
9,tɾaspˈonɡan,nɡ
10,empobɾˈesen,s
11,astɾinxˈamos,nx
12,ataɾdeskˈamos,sk
13,supeɾbenˈis,n
14,desnˈaskas,sk
15,pɾedispˈonɡan,nɡ
16,diɾixˈajs,x
17,detenˈemos,n
18,ɾesplandˈeskas,sk
19,astɾinçˈimos,nç
20,ofɾˈese,s
21,apaɾˈesen,s
22,aɡɾadesˈemos,s
23,desabastˈeskan,sk
24,balˈemos,l
25,tɾaspˈonɡa,nɡ
26,pɾodˈusko,sk
27,desfaʃˈese,s
28,pˈunxas,nx
29,supeɾpˈonɡan,nɡ
30,derelinkˈamos,nk
31,kˈajɡas,jɡ
32,ɾekompˈonɡa,nɡ
33,entɾetenˈemos,n
34,ɾesˈaɾses,ɾs
35,enɾikˈeskas,sk
36,sobɾesˈales,l
37,ɾekɾudˈeskas,sk
38,faboɾˈeska,sk
39,balbˈusen,s
40,neɡɾˈese,s
41,ensoɾdˈeses,s
42,kˈajɡan,jɡ
43,empalidˈeses,s
44,deponɡˈajs,nɡ
45,koçˈemos,ç
46,enbexeskˈamos,sk
47,ɾekɾudˈesko,sk
48,ofɾesˈemos,s
49,emˈunxan,nx
50,desentumˈeska,sk
51,entɾetenɡˈamos,nɡ
52,dˈises,s
53,maldˈiɡan,ɡ
54,desentumesˈejs,s
55,lanɡidˈeses,s
56,elixˈajs,x
57,posponˈemos,n
58,faboɾˈeses,s
59,ɾetɾaˈejs,
60,kompadˈeses,s
61,ɾekɾudˈesen,s
62,ataɾdˈeska,sk
63,aflˈiçen,ç
64,lanɡidesˈemos,s
65,inteɾpˈonen,n
66,ɾesplandesˈemos,s
67,embɾutˈeses,s
68,mˈuxa,x
69,sostˈenɡo,nɡ
70,fenˈeska,sk
71,adbˈenɡan,nɡ
72,desdˈises,s
73,konˈoses,s
74,diɾˈiçen,ç
75,supeɾbenˈimos,n
76,desasˈis,s
77,despɾotˈexo,x
78,pɾopˈonɡas,nɡ
79,pɾebalˈesko,sk
80,kaˈemos,
81,bˈalɡo,lɡ
82,apetˈeska,sk
83,abdˈuses,s
84,kompadˈeskas,sk
85,eskaɾnˈeska,sk
86,konbjˈenen,n
87,apaɾˈeskan,sk
88,apˈonɡas,nɡ
89,ɾeelˈixa,x
90,apeteskˈamos,sk
91,detenɡˈajs,nɡ
92,aflˈiçes,ç
93,ɾesplandˈeska,sk
94,ɾetjˈenes,n
95,despɾotexˈajs,x
96,fenˈeska,sk
97,ataɾdˈeskas,sk
98,fˈulxas,lx
99,eɾˈiçen,ç
100,empodɾˈeskas,sk
101,ɾeabastˈeskan,sk
102,kompaɾˈesen,s
103,eskaɾnˈeska,sk
104,enduɾˈeska,sk
105,pospˈonen,n
106,kɾˈeskas,sk
107,abduskˈamos,sk
108,ɾexubenesˈemos,s
109,padˈeska,sk
110,pɾekonoskˈajs,sk
111,emˈunçen,nç
112,ɾˈuçes,ç
113,tɾˈajɡa,jɡ
114,ɾekɾudeskˈamos,sk
115,ɾepˈonɡan,nɡ
116,ensoɾdˈeskas,sk
117,maldiɡˈamos,ɡ
118,abjˈenen,n
119,deskonbjˈene,n
120,entumeskˈamos,sk
121,empekeɲˈeska,sk
122,desfaboɾeskˈajs,sk
123,aboreskˈamos,sk
124,manutenɡˈamos,nɡ
125,tɾadˈuses,s
126,entɾistˈeskas,sk
127,deponˈejs,n
128,enfuɾeskˈajs,sk
129,ˈasɡa,sɡ
130,pˈunxan,nx
131,eskwˈeses,s
132,kabˈejs,b
133,establˈese,s
134,sostenɡˈamos,nɡ
135,diɡˈajs,ɡ
136,desmeɾesˈejs,s
137,umedeskˈajs,sk
138,tɾanspˈonɡas,nɡ
139,emˈunxa,nx
140,ɾetˈenɡo,nɡ
141,estɾemeskˈamos,sk
142,sobɾesˈalɡan,lɡ
143,empekeɲeskˈajs,sk
144,entɾistˈese,s
145,obtenˈejs,n
146,ɾesplandˈeska,sk
147,satisfasˈejs,s
148,empekeɲˈeskas,sk
149,deskonoskˈajs,sk
150,desentumˈesen,s
151,ɾenˈaska,sk
152,atˈenɡa,nɡ
153,desdˈiɡan,ɡ
154,emeɾxˈajs,ɾx
155,kontɾadiɡˈajs,ɡ
156,fɾˈanxo,nx
157,emˈeɾxa,ɾx
158,ekibˈalɡo,lɡ
159,desfaʃˈesko,sk
160,konbjˈenes,n
161,kondˈiɡo,ɡ
162,ɾetoɾsˈejs,ɾs
163,pɾedˈiɡa,ɡ
164,padˈeska,sk
165,desˈaɡa,ɡ
166,ɾeabastˈeskas,sk
167,sˈuɾso,ɾs
168,aresˈis,s
169,enbexˈesen,s
170,pɾedesˈis,s
171,ɾejmponɡˈamos,nɡ
172,tɾˈajɡan,jɡ
173,satisfasˈejs,s
174,desdiɡˈamos,ɡ
175,empobɾesˈejs,s
176,kompaɾeskˈamos,sk
177,fɾˈunsa,ns
178,emˈeɾxas,ɾx
179,enkaɾˈesko,sk
180,deskonbˈenɡan,nɡ
181,peɾtenˈesen,s
182,ɾeblandeskˈajs,sk
183,embeʃesˈejs,s
184,paɾeskˈajs,sk
185,entɾistˈeska,sk
186,peɾmanˈeses,s
187,ɾekɾudeskˈajs,sk
188,apˈonɡo,nɡ
189,estɾemˈeskas,sk
190,akaesˈemos,s
191,kɾˈesko,sk
192,aborˈeses,s
193,paɾˈesen,s
194,enneɡɾˈeska,sk
195,muçˈimos,ç
196,pɾotˈexa,x
197,fɾunsˈajs,ns
198,kompaɾesˈejs,s
199,komplasˈemos,s
200,peɾmanesˈemos,s
201,entɾebenˈis,n
202,ɾetɾˈajɡa,jɡ
203,ɾelˈusen,s
204,konbalesˈemos,s
205,kˈosan,s
206,establˈeska,sk
207,absteɾxˈajs,ɾx
208,enoɾɡuʃesˈemos,s
209,deskonˈoskas,sk
210,neɡlˈiçe,ç
211,desentumˈeskas,sk
212,pɾebalesˈemos,s
213,kontɾapˈonɡan,nɡ
214,despɾotˈexa,x
215,konbˈenso,ns
216,faʃˈesko,sk
217,estɾemˈeskan,sk
218,kontɾadesˈis,s
219,aflˈiçes,ç
220,mˈulso,ls
221,dekɾˈeses,s
222,muçˈimos,ç
223,dispˈonɡan,nɡ
224,pɾopˈonɡo,nɡ
225,emˈeɾxan,ɾx
226,apetesˈejs,s
227,pospˈonen,n
228,ˈasɡo,sɡ
229,ɾekˈoxo,x
230,ɾesuɾxˈajs,ɾx
231,desfaboɾˈeses,s
232,despɾoteçˈejs,ç
233,konbalesˈemos,s
234,enbanˈeskas,sk
235,kondesˈimos,s
236,pospˈonen,n
237,abastˈese,s
238,empodɾesˈejs,s
239,inteɾbjˈenen,n
240,aborˈeskan,sk
241,balbˈuska,sk
