idx,tgt,tgt_sf
0,ɾepɾodˈusen,s
1,amaɾiʃˈesko,sk
2,sˈuɾsa,ɾs
3,desˈis,s
4,desnaskˈamos,sk
5,deɾelˈinkan,nk
6,ɾeelˈixan,x
7,enfuɾˈeskas,sk
8,deskompˈonɡan,nɡ
9,peɾmanˈese,s
10,desnˈase,s
11,neɡlˈixo,x
12,detɾaˈemos,
13,neɡlˈiçes,ç
14,peɾmanˈesen,s
15,enfuɾˈese,s
16,enlokˈesko,sk
17,desnˈase,s
18,ɾepɾodˈusko,sk
19,ɾetɾˈajɡo,jɡ
20,desnˈaskan,sk
21,deskompˈonen,n
22,ɾeelˈixa,x
23,peɾmanesˈemos,s
24,deɾelˈinkas,nk
25,peɾmanˈese,s
26,dˈises,s
27,ɾetɾˈaes,
28,dˈiɡa,ɡ
29,entɾetenɡˈamos,nɡ
30,suɾsˈamos,ɾs
31,fulxˈamos,lx
32,entɾetˈenɡan,nɡ
33,ɾeeleçˈis,ç
34,peɾmanˈeskan,sk
35,amaɾiʃˈesen,s
36,ɾetɾaˈemos,
37,sˈuɾsa,ɾs
38,deɾelˈinken,nk
39,suɾsˈimos,ɾs
40,abdˈuse,s
41,ɾepɾodˈuskan,sk
42,entɾetjˈenen,n
43,ɾepɾodˈusko,sk
44,ɾetɾˈajɡa,jɡ
45,neɡlˈiçen,ç
46,entɾetˈenɡas,nɡ
47,akˈoçes,ç
48,detɾˈae,
49,elˈiçen,ç
50,kondˈusen,s
51,enfuɾˈeskan,sk
52,desnasˈejs,s
53,anoʧˈeses,s
54,ɾeelˈiçe,ç
55,elˈiçen,ç
56,elixˈamos,x
57,fˈulçen,lç
58,dˈiɡas,ɡ
59,siɾkunbenˈis,n
60,desnˈaskas,sk
61,desnˈases,s
62,elˈiçen,ç
63,siɾkunbenɡˈamos,nɡ
64,enlokˈeska,sk
65,siɾkunbˈenɡa,nɡ
66,suɾsˈis,ɾs
67,siɾkunbenɡˈajs,nɡ
68,deɾelˈinken,nk
69,kondˈuskan,sk
70,detɾajɡˈamos,jɡ
71,enlokˈeska,sk
72,desnˈaskas,sk
73,peɾmaneskˈajs,sk
74,konduskˈajs,sk
75,enlokˈesko,sk
76,ɾeelixˈajs,x
77,adˈuskan,sk
78,abdˈuska,sk
79,detɾˈajɡa,jɡ
80,eliçˈis,ç
81,abdˈusko,sk
82,deɾelˈinkas,nk
83,abdˈusko,sk
84,enlokˈeses,s
85,siɾkunbenɡˈamos,nɡ
86,ɾetɾˈae,
87,elˈiçen,ç
88,abdˈuska,sk
89,desnˈasen,s
90,siɾkunbjˈene,n
91,ɾepɾodˈuse,s
92,ɾetɾajɡˈamos,jɡ
93,enfuɾˈeskan,sk
94,anoʧˈeskas,sk
95,fˈulxa,lx
96,neɡlˈixa,x
97,ɾetɾaˈejs,
98,desnasˈejs,s
99,neɡliçˈimos,ç
100,enlokesˈemos,s
101,ɾeelˈixa,x
102,anoʧˈese,s
103,siɾkunbjˈene,n
104,enlokesˈejs,s
105,ɾepɾodˈusko,sk
106,sˈuɾso,ɾs
107,peɾmanesˈemos,s
108,neɡlixˈamos,x
109,neɡlˈixas,x
110,neɡlˈixo,x
111,neɡlˈixan,x
112,ɾetɾˈajɡas,jɡ
113,amaɾiʃˈesen,s
114,peɾmanˈese,s
115,suɾsˈajs,ɾs
116,diɡˈajs,ɡ
117,detɾˈajɡo,jɡ
118,deskompˈonɡas,nɡ
119,neɡlˈixan,x
120,akˈoxa,x
121,neɡlˈiçe,ç
122,neɡlˈixo,x
123,anoʧˈesko,sk
124,deɾelˈinkes,nk
125,ɾeelˈiçe,ç
126,ɾeelixˈamos,x
127,fˈulçes,lç
128,fˈulçes,lç
129,fˈulxan,lx
130,deskompˈonen,n
131,anoʧˈeskas,sk
132,detɾˈajɡo,jɡ
133,dˈise,s
134,enfuɾˈeskas,sk
135,deɾelˈinkan,nk
136,ɾeeleçˈimos,ç
137,neɡlˈixan,x
138,sˈuɾsa,ɾs
139,akoxˈajs,x
140,dˈiɡa,ɡ
141,deɾelinkˈimos,nk
142,dˈiɡo,ɡ
143,anoʧˈeses,s
144,deskompˈonɡan,nɡ
145,elˈixa,x
146,sˈuɾsa,ɾs
147,neɡlixˈajs,x
148,enfuɾˈeska,sk
149,desnaskˈajs,sk
150,neɡlˈixo,x
151,enfuɾˈeses,s
152,neɡlˈiçes,ç
153,siɾkunbjˈenes,n
154,amaɾiʃesˈemos,s
155,ɾetɾˈaen,
156,ɾeelˈixa,x
157,amaɾiʃˈese,s
158,abdˈuska,sk
159,enfuɾeskˈamos,sk
160,peɾmanˈeskas,sk
161,desnˈaska,sk
162,adˈusko,sk
163,neɡlˈixa,x
164,anoʧˈeska,sk
165,fˈulxa,lx
166,anoʧˈeses,s
167,sˈuɾsas,ɾs
168,amaɾiʃˈesen,s
169,amaɾiʃˈeses,s
170,elˈiçen,ç
171,anoʧesˈemos,s
172,neɡlˈiçen,ç
