idx,tgt,tgt_sf
0,ɾesˈaɾse,ɾs
1,enbileskˈamos,sk
2,kompadesˈejs,s
3,enkaɾˈeska,sk
4,ʃukstapˈonɡa,nɡ
5,ˈunsa,ns
6,distɾˈae,
7,enlentˈeskan,sk
8,entoɾpˈeska,sk
9,faʃˈesen,s
10,neɡɾeskˈajs,sk
11,konˈose,s
12,enɾaɾesˈejs,s
13,atjˈene,n
14,inteɾdˈise,s
15,ɾenˈaskas,sk
16,kontɾabˈenɡa,nɡ
17,eskwˈesa,s
18,adusˈis,s
19,estaɾsˈimos,ɾs
20,enbilˈeskan,sk
21,fulxˈamos,lx
22,enɾoxˈese,s
23,kompaɾˈese,s
24,pɾebˈenɡan,nɡ
25,emunçˈemos,nç
26,empobɾeskˈamos,sk
27,konbˈensa,ns
28,enɾaɾˈesen,s
29,konbenˈimos,n
30,subbjˈene,n
31,ɾekonosˈemos,s
32,entumˈeska,sk
33,pɾebalˈeska,sk
34,satisfˈase,s
35,mˈaɾsa,ɾs
36,desapaɾeskˈajs,sk
37,adbenˈis,n
38,empekeɲˈeska,sk
39,deskonoskˈamos,sk
40,edˈuska,sk
41,desaɡɾadˈeskan,sk
42,padˈesko,sk
43,obtjˈenen,n
44,apˈonɡas,nɡ
45,entumeskˈamos,sk
46,aboresˈemos,s
47,aborˈeskas,sk
48,enkaneskˈamos,sk
49,despɾotˈeçes,ç
50,elˈixas,x
51,enduɾˈeskan,sk
52,konflˈixa,x
53,desabastˈesko,sk
54,desmeɾˈeskan,sk
55,deskonbˈenɡo,nɡ
56,ɾestɾˈinxas,nx
57,adʃˈaskan,sk
58,aborˈeskan,sk
59,ˈase,s
60,ɾˈuxa,x
61,subbˈenɡa,nɡ
62,ofɾˈeska,sk
63,lanɡidˈeska,sk
64,enɾaɾˈeskan,sk
65,eskaɾnˈeses,s
66,debenˈis,n
67,kˈabes,b
68,ɾepˈone,n
69,korixˈamos,x
70,embɾutˈese,s
71,mˈulse,ls
72,empodɾeskˈamos,sk
73,kompadˈesen,s
74,areskˈamos,sk
75,koçˈejs,ç
76,obskuɾˈesen,s
77,sobɾesˈalɡas,lɡ
78,enaltˈesen,s
79,obtenˈemos,n
80,ɾetwˈeɾsa,ɾs
81,akoçˈemos,ç
82,empekeɲˈeska,sk
83,embeʃˈesen,s
84,faboɾˈesen,s
85,edˈuses,s
86,enbexeskˈamos,sk
87,enoɾɡuʃeskˈamos,sk
88,kˈabes,b
89,peɾˈese,s
90,empalidesˈejs,s
91,sumeɾxˈajs,ɾx
92,lanɡidˈeses,s
93,kontɾabjˈenen,n
94,estɾemˈeskan,sk
95,padeskˈajs,sk
96,fˈunçes,nç
97,abstˈeɾçe,ɾç
98,ɾeelˈixa,x
99,funçˈimos,nç
100,peɾˈese,s
101,balbˈuska,sk
102,depˈonɡa,nɡ
103,komplˈase,s
104,sumeɾxˈajs,ɾx
105,ɾesˈuɾçe,ɾç
106,kolˈixan,x
107,pɾotˈeçes,ç
108,pɾedˈisen,s
109,ˈases,s
110,ʃukstapˈonɡo,nɡ
111,konbˈenɡas,nɡ
112,ɾobustesˈemos,s
113,estɾemeskˈamos,sk
114,lˈuskan,sk
115,konflixˈajs,x
116,atenɡˈamos,nɡ
117,entumˈese,s
118,enfuɾˈesen,s
119,supeɾpˈone,n
120,astɾinçˈis,nç
121,empobɾeskˈajs,sk
122,estɾemˈese,s
123,eɾˈixo,x
124,ɾeabastesˈemos,s
125,desˈasɡas,sɡ
126,peɾˈeska,sk
127,atɾaˈemos,
128,dˈiɡas,ɡ
129,mˈulsa,ls
130,kontɾadˈises,s
131,peɾteneskˈajs,sk
132,kondiɡˈajs,ɡ
133,balbˈuses,s
134,fulxˈamos,lx
135,entoɾpeskˈajs,sk
136,fˈunxas,nx
137,akaˈeses,s
138,embɾutˈeses,s
139,sobɾebˈenɡas,nɡ
140,mˈulxo,lx
141,pɾedˈiɡas,ɡ
142,faboɾesˈejs,s
143,ɾeabastesˈejs,s
144,sobɾesalˈis,l
145,adˈuska,sk
146,ɾenasˈejs,s
147,desmeɾˈese,s
148,balˈejs,l
149,diɾˈiçe,ç
150,ɾekompˈonɡan,nɡ
151,subbjˈenes,n
152,pɾoduskˈajs,sk
153,pɾedisponˈemos,n
154,ɾetˈenɡas,nɡ
155,enkaɾˈeska,sk
156,ɾesˈaɾses,ɾs
157,kontɾadesˈimos,s
158,kɾˈeska,sk
159,paɾˈeskan,sk
160,fˈunxa,nx
161,antedesˈimos,s
162,atˈenɡa,nɡ
163,detenɡˈajs,nɡ
164,ɾobustˈeskan,sk
165,komplaskˈajs,sk
166,abstˈeɾxa,ɾx
167,elˈixa,x
168,aduskˈajs,sk
169,kˈajɡo,jɡ
170,desentumˈesko,sk
171,adʃaskˈajs,sk
172,sostˈenɡo,nɡ
173,enɾikˈeses,s
174,ekibˈale,l
175,ɾekompˈonɡas,nɡ
176,sobɾepˈonɡa,nɡ
177,kompadˈeska,sk
178,deskonˈoskan,sk
179,entɾebenˈis,n
180,adˈuses,s
181,enbexesˈejs,s
182,inteɾponˈejs,n
183,emeɾxˈajs,ɾx
184,kolˈixas,x
185,kondˈisen,s
186,fulçˈimos,lç
187,akaesˈejs,s
188,deskonbˈenɡo,nɡ
189,aflˈixan,x
190,dekɾesˈejs,s
191,desentumˈese,s
192,fɾançˈimos,nç
193,enlentˈeskan,sk
194,desˈasɡa,sɡ
195,depˈonɡas,nɡ
196,akˈoçen,ç
197,intɾodˈuskan,sk
198,atɾˈajɡo,jɡ
199,entumˈese,s
200,desˈase,s
201,enflakˈeska,sk
202,ɾeabastˈesko,sk
203,sumˈeɾxa,ɾx
204,estɾemˈeskas,sk
205,obtenɡˈajs,nɡ
206,ɾeelˈixo,x
207,sobɾesˈalɡas,lɡ
208,mˈulsas,ls
209,peɾmanˈeska,sk
210,ɾekˈoxa,x
211,ɾeelˈixo,x
212,kɾˈeses,s
213,subbˈenɡan,nɡ
214,desaɡɾadˈesen,s
215,ɾelusˈimos,s
216,infɾˈinxo,nx
217,enduɾˈeska,sk
218,kˈose,s
219,satisfaɡˈamos,ɡ
220,enneɡɾesˈejs,s
221,pɾebenˈis,n
222,asˈimos,s
223,aflˈixan,x
224,depˈonɡa,nɡ
225,maldiɡˈajs,ɡ
226,amaɾiʃˈeska,sk
227,ɾekonbjˈenen,n
228,pɾediɡˈamos,ɡ
229,empobɾˈeskan,sk
230,inteɾbˈenɡo,nɡ
231,emeɾçˈejs,ɾç
232,sumˈeɾxas,ɾx
233,ˈaɡa,ɡ
234,ˈunso,ns
235,distɾˈajɡas,jɡ
236,ɾesˈaɾsas,ɾs
237,delˈinke,nk
238,faʃˈeskas,sk
239,pɾotˈexo,x
240,depˈone,n
241,aflˈiçes,ç
242,fɾˈançe,nç
243,ensoɾdˈese,s
244,kolˈiçe,ç
245,tɾaspˈonen,n
246,manutjˈene,n
247,intɾodˈuskas,sk
248,enɾikˈeses,s
249,distɾˈajɡan,jɡ
250,inteɾpˈonɡas,nɡ
251,obtjˈenes,n
252,muxˈajs,x
253,entɾebenɡˈamos,nɡ
254,ɾeblandˈeska,sk
255,enoɾɡuʃeskˈamos,sk
256,amanˈeses,s
257,deskonbenˈis,n
258,enbexˈeskan,sk
259,derelinkˈajs,nk
260,paɾˈese,s
261,mulsˈamos,ls
262,fenˈeskan,sk
263,desˈasɡas,sɡ
264,pɾedispˈonɡas,nɡ
265,ʃukstaponˈemos,n
266,ɾepˈonɡan,nɡ
267,embeʃˈesko,sk
268,sobɾeponɡˈajs,nɡ
269,deskonoskˈajs,sk
270,tɾanspˈones,n
271,apaɾˈese,s
272,enaltˈeses,s
273,desmeɾesˈemos,s
274,debenˈis,n
275,ɾobustesˈejs,s
276,fˈunçe,nç
277,elˈixo,x
278,dekɾˈesko,sk
279,enɾikeskˈajs,sk
280,ɾestɾinxˈajs,nx
281,inflˈixo,x
282,satisfaɡˈajs,ɡ
283,konbeɾçˈemos,ɾç
284,desabastˈesen,s
285,koxˈajs,x
286,ˈunsas,ns
287,estɾemˈesko,sk
288,kˈoçe,ç
289,inteɾbjˈenes,n
290,akɾeskˈamos,sk
291,ɾekɾudˈeskan,sk
292,elˈiçen,ç
293,ɾexubenˈesko,sk
294,neɡɾesˈejs,s
295,kosˈamos,s
296,konbˈensas,ns
297,kompaɾˈeska,sk
298,desaɡɾadˈeskan,sk
299,neɡɾesˈemos,s
300,peɾˈese,s
301,desabastˈeskan,sk
302,empekeɲeskˈamos,sk
303,ofɾesˈemos,s
304,komplˈases,s
305,abdˈusen,s
306,ɾelˈuskas,sk
307,kontɾabˈenɡas,nɡ
308,ɾekonˈosko,sk
309,adˈuse,s
310,fulçˈimos,lç
311,deɾelinkˈis,nk
312,aflˈixa,x
313,desˈis,s
314,desapaɾˈeses,s
315,eskaeskˈamos,sk
316,manutjˈenen,n
317,diɡˈajs,ɡ
318,impˈonɡa,nɡ
319,abastˈesen,s
320,eskaˈeses,s
321,ˈaɡo,ɡ
322,deskonbjˈene,n
323,konbeɾxˈamos,ɾx
324,ɾesuɾxˈajs,ɾx
325,kontɾadˈiɡa,ɡ
326,entɾistesˈemos,s
327,enbexesˈemos,s
328,pɾebjˈenes,n
329,eskaeskˈajs,sk
330,ɾekɾudesˈemos,s
331,deskonbˈenɡo,nɡ
332,aponˈemos,n
333,eskaɾnˈesen,s
334,entɾebjˈene,n
335,dispˈones,n
336,inteɾponˈejs,n
337,ɾeelˈixan,x
338,abenˈimos,n
339,tɾadusˈis,s
340,apetˈeska,sk
341,ʃukstaponɡˈamos,nɡ
342,enlentˈesko,sk
343,desmeɾˈeska,sk
344,adoɾmesˈejs,s
345,ɾetwˈeɾsa,ɾs
346,tɾadˈuse,s
347,desabastˈesko,sk
348,kompadˈeskas,sk
349,entɾetenɡˈajs,nɡ
350,enɾikˈesko,sk
351,padeskˈajs,sk
352,maldˈise,s
353,ɾepˈone,n
354,lanɡidˈeses,s
355,depˈonɡo,nɡ
356,sumeɾxˈajs,ɾx
357,konbˈeɾçes,ɾç
358,ɾekɾudˈese,s
359,bˈale,l
360,konbjˈenen,n
361,neɡlˈixo,x
362,sobɾepˈone,n
363,fenˈeska,sk
364,ɾedˈuskas,sk
365,ɾeblandesˈejs,s
366,kontɾapˈonɡas,nɡ
367,elˈiçes,ç
368,akˈoxa,x
369,ɾeelˈixan,x
370,kontɾabjˈenes,n
371,eskwˈeses,s
372,enɾikesˈejs,s
373,derelˈinka,nk
374,enkaɾˈesko,sk
375,kˈosan,s
376,satisfˈaɡo,ɡ
377,ɾediɾixˈajs,x
378,delˈinken,nk
379,tɾanspˈonen,n
380,balbuskˈajs,sk
381,estˈaɾsa,ɾs
382,entɾistˈeska,sk
383,tɾansponˈemos,n
384,diɾixˈajs,x
385,empodɾˈesko,sk
386,padˈeskan,sk
387,indˈusko,sk
388,detjˈenes,n
389,apˈone,n
390,embɾuteskˈamos,sk
391,ˈunsan,ns
392,supeɾpˈonen,n
393,padˈesen,s
394,elˈixa,x
395,ɾelˈusen,s
396,enalteskˈajs,sk
397,antedˈises,s
398,kondˈises,s
399,enkaɾˈeska,sk
400,enbexˈesko,sk
401,aflˈixo,x
402,dˈiɡan,ɡ
403,peɾmaneskˈamos,sk
404,lanɡidˈesko,sk
405,enbilˈeskan,sk
406,ɾekonˈose,s
407,konbalˈeska,sk
408,elixˈamos,x
409,indˈuses,s
410,elˈixan,x
411,konbeɾxˈamos,ɾx
412,debˈenɡas,nɡ
413,apˈonɡo,nɡ
414,pɾekonˈoskan,sk
415,ɾediɾˈixo,x
416,ɾekɾudeskˈajs,sk
417,sumˈeɾxan,ɾx
418,enɾikesˈemos,s
419,adʃˈaska,sk
420,konbeɾçˈemos,ɾç
421,inteɾpˈonɡas,nɡ
422,ɾetɾˈajɡas,jɡ
