idx,tgt,tgt_sf
0,enkanˈese,s
1,enbilˈesen,s
2,kontɾabjˈene,n
3,padeskˈajs,sk
4,distɾˈaen,
5,tɾadˈuska,sk
6,kontɾˈaes,
7,komplaskˈamos,sk
8,aɡɾadesˈemos,s
9,areskˈamos,sk
10,aponɡˈajs,nɡ
11,dekˈaes,
12,enteɾnesˈemos,s
13,elˈixan,x
14,ʃukstapˈonen,n
15,desmeɾˈeska,sk
16,deskomponˈejs,n
17,emˈunxa,nx
18,ɾetɾˈaes,
19,enbexˈeskan,sk
20,pospˈonɡa,nɡ
21,kolˈixa,x
22,desobedˈeska,sk
23,dibˈeɾçen,ɾç
24,kondˈises,s
25,neɡɾˈesko,sk
26,finçˈis,nç
27,ennoblˈesen,s
28,siɾkunbˈenɡa,nɡ
29,depˈones,n
30,ʃukstapˈonɡa,nɡ
31,kontɾabˈenɡan,nɡ
32,bˈalɡo,lɡ
33,neɡɾˈeska,sk
34,komplˈasko,sk
35,embeʃˈeskas,sk
36,abastesˈemos,s
37,detɾˈajɡa,jɡ
38,inteɾponˈejs,n
39,neɡɾˈeskan,sk
40,detjˈenes,n
41,desɡwaɾnesˈejs,s
42,enɡɾandeskˈajs,sk
43,kondˈisen,s
44,umedesˈemos,s
45,enlenteskˈajs,sk
46,arˈeses,s
47,apˈonen,n
48,ˈasen,s
49,oskuɾeskˈajs,sk
50,kˈosa,s
51,mˈulxa,lx
52,tjˈenen,n
53,punçˈis,nç
54,ʃukstapˈonɡa,nɡ
55,desmeɾˈeskas,sk
56,anoʧˈeska,sk
57,enflakˈeses,s
58,subbenˈimos,n
59,ɾeapaɾˈesen,s
60,ˈasen,s
61,tenˈemos,n
62,detenˈemos,n
63,ɾemesˈemos,s
64,desdˈisen,s
65,entɾistˈeses,s
66,ennobleskˈamos,sk
67,faboɾˈesen,s
68,ɾeelˈixo,x
69,punçˈimos,nç
70,abastˈese,s
71,emunçˈemos,nç
72,oskuɾˈeskas,sk
73,opˈonen,n
74,enflakˈeska,sk
75,desɡwaɾnˈeska,sk
76,embeʃˈeska,sk
77,detjˈene,n
78,enkˈoxo,x
79,enkˈoçe,ç
80,enbilˈeskan,sk
81,eksˈixan,x
82,desabenɡˈamos,nɡ
83,abjˈene,n
84,kontɾˈajɡas,jɡ
85,supeɾbenɡˈamos,nɡ
86,abˈenɡan,nɡ
87,eliçˈimos,ç
88,desdˈisen,s
89,enɡɾandˈesen,s
90,enteɾnˈesko,sk
91,ɾemesˈemos,s
92,anoʧˈeskas,sk
93,ɾeestablˈesko,sk
94,pˈunxo,nx
95,enkaʃesˈejs,s
96,enɡɾandesˈemos,s
97,pospˈonɡas,nɡ
98,bˈale,l
99,desfaboɾˈeses,s
100,enɡɾandˈeskas,sk
101,ɾedesˈis,s
102,maldˈiɡa,ɡ
103,ennoblˈeskan,sk
104,faboɾˈesen,s
105,ɾeponˈejs,n
106,inbjˈene,n
107,ɾedˈisen,s
108,sobɾebjˈenes,n
109,emeɾxˈajs,ɾx
110,aponɡˈajs,nɡ
111,empalidesˈejs,s
112,umedesˈemos,s
113,eɾˈiçes,ç
114,ɾetɾˈaes,
115,manutjˈenes,n
116,ʃukstaponɡˈajs,nɡ
117,ofɾˈeskan,sk
118,empalidˈeses,s
119,tɾaˈejs,
120,anoʧeskˈajs,sk
