idx,tgt,tgt_sf
0,ɡwaɾneskˈamos,sk
1,konflˈixas,x
2,antepˈonɡa,nɡ
3,konfliçˈis,ç
4,empobɾˈesko,sk
5,peɾtenˈeska,sk
6,enkaɾˈesen,s
7,intɾodusˈimos,s
8,kontenɡˈajs,nɡ
9,tɾasponɡˈamos,nɡ
10,aɡɾadeskˈamos,sk
11,pɾobenɡˈamos,nɡ
12,enkaɾˈeskan,sk
13,supˈone,n
14,embɾuteskˈamos,sk
15,ataɾdˈesen,s
16,enlokˈese,s
17,inbjˈenes,n
18,ɾobustˈeses,s
19,pɾekonˈoses,s
20,abasteskˈajs,sk
21,enɾoxeskˈajs,sk
22,ɾetˈenɡas,nɡ
23,enkaʃˈese,s
24,abastˈeses,s
25,ɾekondˈuskas,sk
26,konbenɡˈajs,nɡ
27,despɾotˈexa,x
28,ɾekompˈonɡa,nɡ
29,apaɾˈesen,s
30,kˈoxo,x
31,eskaɾnˈeskas,sk
32,obskuɾeskˈamos,sk
33,ɾobusteskˈajs,sk
34,pɾekonˈoskas,sk
35,atɾajɡˈajs,jɡ
36,neɡɾˈese,s
37,desɡwaɾnˈese,s
38,ˈuɾxas,ɾx
39,enkaɾˈeskan,sk
40,ɾekonbjˈenen,n
41,establˈesen,s
42,kompˈonɡa,nɡ
43,kontˈenɡa,nɡ
44,enlˈuska,sk
45,faʃesˈejs,s
46,establˈeska,sk
47,ennoblˈeskan,sk
48,pɾebaleskˈamos,sk
49,meɾˈeskas,sk
50,neɡliçˈimos,ç
51,enlentˈeska,sk
52,enkaʃˈeskas,sk
53,apetˈesen,s
54,absteɾxˈamos,ɾx
55,eliçˈimos,ç
56,enɾikˈese,s
57,ɾekonbˈenɡo,nɡ
58,manutenɡˈajs,nɡ
59,adolesˈejs,s
60,supˈones,n
61,pɾeestablˈesko,sk
62,akɾesˈejs,s
63,apaɾˈeska,sk
64,komplaskˈamos,sk
65,kajɡˈajs,jɡ
66,supˈone,n
67,enaɾdˈeskan,sk
68,enmudˈesen,s
