idx,tgt,tgt_sf
0,emeɾxˈajs,ɾx
1,ɾeabastˈese,s
2,ɾetɾotɾaˈejs,
3,neɡɾˈese,s
4,ɾetɾadˈuse,s
5,ɾelˈuses,s
6,emeɾçˈejs,ɾç
7,enaltˈeskas,sk
8,emˈeɾxas,ɾx
9,tɾadusˈis,s
10,ɾetɾotɾaˈemos,
11,enduɾˈeskan,sk
12,aflixˈamos,x
13,ɾetɾotɾˈajɡo,jɡ
14,entɾetenɡˈamos,nɡ
15,tɾadˈuskas,sk
16,astɾˈinçes,nç
17,enaltˈeskas,sk
18,pɾobjˈenen,n
19,kodiɾixˈajs,x
20,entɾetˈenɡan,nɡ
21,emˈeɾxan,ɾx
22,aflˈiçes,ç
23,pɾobˈenɡa,nɡ
24,ɾelˈusko,sk
25,pɾobˈenɡa,nɡ
26,ɾetɾadˈuskan,sk
27,enlokˈesko,sk
28,enduɾˈeskas,sk
29,distɾˈajɡa,jɡ
30,pɾobˈenɡa,nɡ
31,enlokesˈemos,s
32,pɾobenɡˈajs,nɡ
33,ɾeabastesˈejs,s
34,ɾetɾadˈuskas,sk
35,enaltˈeska,sk
36,enalteskˈajs,sk
37,aflˈiçe,ç
38,pɾekonˈoses,s
39,emˈeɾçen,ɾç
40,ɾeapaɾeskˈamos,sk
41,enfebɾˈeska,sk
42,pɾobjˈenes,n
43,ɾeabastˈeskan,sk
44,pɾobenˈimos,n
45,distɾˈaes,
46,pɾeestablˈesen,s
47,ɾeabastesˈemos,s
48,ˈasɡa,sɡ
49,aflˈixo,x
50,kˈae,
51,ɾetɾotɾajɡˈamos,jɡ
52,astɾˈinçes,nç
53,aflˈiçes,ç
54,ɾetɾaduskˈamos,sk
55,enlokeskˈajs,sk
56,neɡɾˈeses,s
57,ɾetɾotɾˈajɡa,jɡ
58,enduɾesˈemos,s
59,pɾeestablesˈejs,s
60,enlokˈeska,sk
61,pɾeestablˈeska,sk
62,emeɾçˈemos,ɾç
63,emeɾçˈemos,ɾç
64,ɾetɾotɾˈajɡo,jɡ
65,pɾeestablˈeskan,sk
66,entɾetenˈejs,n
67,neɡɾesˈejs,s
68,ɾetɾotɾˈajɡo,jɡ
69,enlokesˈemos,s
70,astɾˈinxan,nx
71,ɾelˈuse,s
72,ɾelˈuskan,sk
73,ɾestablˈeska,sk
74,ɾetɾadˈuska,sk
75,entɾetˈenɡan,nɡ
76,neɡɾˈese,s
77,ɾeapaɾeskˈamos,sk
78,pɾobenɡˈamos,nɡ
79,ɾestableskˈamos,sk
80,ɾestablˈeska,sk
81,ɾetɾotɾˈajɡo,jɡ
82,ɾelˈuska,sk
83,enfebɾesˈemos,s
84,ɾetɾadusˈis,s
85,ɾestablˈeska,sk
86,kodiɾˈiçes,ç
87,distɾˈajɡo,jɡ
88,kajɡˈamos,jɡ
89,enfebɾˈeskas,sk
90,enfebɾˈesen,s
91,ɾetɾotɾˈae,
92,neɡɾˈeskan,sk
93,enlokesˈejs,s
94,emˈeɾxas,ɾx
95,ɾeapaɾeskˈajs,sk
96,asɡˈamos,sɡ
97,kodiɾixˈajs,x
98,pɾeestablˈeskan,sk
99,enlokˈeskas,sk
100,ɾelˈusko,sk
101,ɾeabastesˈejs,s
102,ɾeluskˈamos,sk
103,neɡɾesˈejs,s
104,enlokˈesko,sk
105,enaltesˈejs,s
106,ɾeabastˈeses,s
107,enaltˈeskan,sk
108,ɾeapaɾˈese,s
109,kodiɾiçˈimos,ç
110,entɾetenˈemos,n
111,ɾelˈuskan,sk
112,ɾelˈuskas,sk
113,ˈasɡas,sɡ
114,enduɾeskˈajs,sk
115,pɾekonˈosen,s
116,ˈasɡa,sɡ
117,ɾetɾadˈuskas,sk
118,ɾeabastˈese,s
119,asɡˈajs,sɡ
120,kaˈemos,
121,tɾadˈuskan,sk
122,astɾˈinçes,nç
123,ɾestablesˈemos,s
124,astɾinxˈamos,nx
125,ɾestablˈeses,s
126,neɡɾˈesen,s
127,tɾadˈusen,s
128,pɾobjˈenen,n
129,ɾetɾotɾˈaen,
130,ɾetɾotɾˈajɡa,jɡ
131,ɾetɾotɾˈajɡas,jɡ
132,kodiɾˈiçen,ç
133,ɾelˈuskan,sk
134,pɾekonˈosen,s
135,ɾeabastˈeses,s
136,enalteskˈajs,sk
137,kodiɾˈiçe,ç
138,tɾadˈuse,s
139,astɾˈinçe,nç
140,tɾadˈuska,sk
141,enlokˈesen,s
142,enlokesˈejs,s
143,pɾekonˈoskan,sk
144,pɾeestablˈeska,sk
145,ɾeabastesˈejs,s
146,astɾˈinxa,nx
147,ɾestablesˈejs,s
148,enaltˈeses,s
149,enaltesˈemos,s
150,enduɾˈeska,sk
151,ɾestablˈeskas,sk
152,ɾetɾotɾˈajɡa,jɡ
153,aflˈixas,x
154,distɾˈajɡa,jɡ
155,pɾeestablˈesen,s
156,entɾetˈenɡan,nɡ
157,distɾaˈemos,
158,pɾekonˈoskan,sk
159,entɾetˈenɡa,nɡ
160,aflˈiçes,ç
161,distɾaˈemos,
162,entɾetjˈenes,n
163,ɾeabasteskˈajs,sk
164,enduɾesˈemos,s
165,ɾestablˈeska,sk
166,enfebɾˈeskas,sk
167,ɾelˈuskan,sk
168,aflixˈajs,x
169,ɾeabastˈeskas,sk
170,enlokeskˈajs,sk
171,kodiɾixˈamos,x
172,emˈeɾxa,ɾx
173,entɾetˈenɡa,nɡ
174,enaltesˈejs,s
175,ɾeapaɾesˈemos,s
176,enaltˈese,s
177,ɾestableskˈamos,sk
178,tɾadusˈimos,s
179,astɾinxˈamos,nx
180,ɾelˈuses,s
181,entɾetjˈene,n
182,neɡɾeskˈamos,sk
183,pɾobenɡˈajs,nɡ
184,ɾetɾadˈuskas,sk
185,ɾetɾotɾˈaen,
186,pɾeestablˈeskan,sk
187,pɾekonˈoskas,sk
188,entɾetˈenɡa,nɡ
189,enfebɾeskˈajs,sk
190,kodiɾixˈamos,x
191,ɾetɾadˈuse,s
192,ɾeapaɾeskˈamos,sk
193,distɾaˈejs,
194,neɡɾeskˈajs,sk
195,neɡɾˈeska,sk
196,pɾekonˈosen,s
197,pɾobenˈis,n
198,pɾobˈenɡo,nɡ
199,neɡɾˈesen,s
200,ˈasɡa,sɡ
201,pɾobˈenɡas,nɡ
202,neɡɾˈeskas,sk
203,ɾetɾadˈusen,s
204,ɾestablˈesen,s
205,enfebɾˈeskas,sk
206,pɾeestablesˈejs,s
207,pɾobjˈenen,n
208,astɾinçˈimos,nç
209,kˈae,
210,aflˈixas,x
211,emeɾxˈamos,ɾx
212,aflˈixan,x
