idx,tgt,tgt_sf
0,pɾeestableskˈajs,sk
1,enlokeskˈamos,sk
2,abastesˈemos,s
3,tɾadˈusen,s
4,adoɾmˈesen,s
5,desˈase,s
6,sostˈenɡas,nɡ
7,deskomponˈemos,n
8,balbˈuskan,sk
9,ɾejmpˈone,n
10,ɾˈuxo,x
11,atɾˈajɡa,jɡ
12,mˈuçen,ç
13,ɾedˈuska,sk
14,ɾelusˈimos,s
15,umedˈese,s
16,sedˈuska,sk
17,indisponˈemos,n
18,faboɾˈeskas,sk
19,ɾelˈusko,sk
20,entoɾpesˈemos,s
21,kopɾodusˈis,s
22,dekajɡˈajs,jɡ
23,manutjˈenen,n
24,infɾinxˈamos,nx
25,espaɾsˈis,ɾs
26,destwˈeɾsas,ɾs
27,ɾebeɾdeskˈamos,sk
28,akɾˈeskan,sk
29,ɾuxˈajs,x
30,mˈaɾso,ɾs
31,faboɾˈeses,s
32,enɾoxˈeska,sk
33,uɾçˈis,ɾç
34,fenˈeskas,sk
35,enɡɾandˈeses,s
36,ofɾˈeses,s
37,kompunçˈimos,nç
38,tɾanspˈonɡo,nɡ
39,konflˈiçen,ç
40,kondˈusen,s
41,atjˈenen,n
42,opˈones,n
43,ˈuɾxa,ɾx
44,enoɾɡuʃˈeskan,sk
45,ʃukstapˈonɡas,nɡ
46,fosfoɾˈeses,s
47,konbeɾçˈemos,ɾç
48,kodiɾˈiçen,ç
49,entoɾpˈeses,s
50,ɾesˈuɾçes,ɾç
51,diɾˈixas,x
52,espaɾsˈis,ɾs
53,estˈaɾsen,ɾs
54,desasɡˈamos,sɡ
55,adolˈeskan,sk
56,kˈoso,s
57,ensombɾeskˈamos,sk
58,kɾˈeses,s
59,tˈenɡas,nɡ
60,asˈimos,s
61,enteɾneskˈajs,sk
62,supeɾbjˈenes,n
63,embeʃesˈejs,s
64,areskˈamos,sk
65,enoɾɡuʃeskˈamos,sk
66,eskwˈesas,s
67,embɾutˈese,s
68,diɾixˈajs,x
69,enlokˈeskas,sk
70,sobɾebjˈene,n
71,ɾesuɾxˈamos,ɾx
72,adoɾmˈese,s
73,sustɾˈaen,
74,akoxˈamos,x
75,entenebɾˈesen,s
76,foɾtalˈeska,sk
77,desabjˈene,n
78,ɾebjˈenen,n
79,foɾtalˈese,s
80,pɾedisponˈemos,n
81,desmeɾˈeska,sk
82,tenˈemos,n
83,derelˈinke,nk
84,foɾtalˈese,s
85,exˈeɾses,ɾs
86,konbˈenɡo,nɡ
87,exˈeɾsa,ɾs
88,sobɾebjˈene,n
89,neɡɾˈeskan,sk
90,antedˈiɡo,ɡ
91,desdˈiɡa,ɡ
92,disponɡˈajs,nɡ
93,ɾeestablesˈejs,s
94,manutenɡˈamos,nɡ
95,empodɾˈese,s
96,fˈinxan,nx
97,empobɾˈese,s
98,pɾesuponˈemos,n
99,indisponɡˈajs,nɡ
100,estˈaɾsas,ɾs
101,estˈaɾso,ɾs
102,ɡwaɾneskˈajs,sk
103,derelinkˈajs,nk
104,enbilˈesen,s
105,desfaʃeskˈamos,sk
106,absteɾçˈejs,ɾç
107,obedˈeskan,sk
108,pɾotˈeçes,ç
109,fulxˈamos,lx
110,eskaˈeskas,sk
111,konbalˈeska,sk
112,ɾeblandˈesko,sk
113,ˈunxa,nx
114,neɡɾˈeskas,sk
115,ɾemeskˈajs,sk
116,desdˈiɡan,ɡ
117,paɾˈese,s
118,atjˈene,n
119,ɾemˈese,s
120,derelinkˈamos,nk
121,enbexˈesen,s
122,kontɾˈae,
123,foɾtalˈeskan,sk
124,balbˈusko,sk
125,fulxˈamos,lx
126,ɾebeɾdesˈemos,s
127,desnaskˈajs,sk
128,dˈise,s
129,ekibˈalɡan,lɡ
130,meɾˈeses,s
131,ofɾˈeskan,sk
132,pɾedˈiɡa,ɡ
133,peɾˈeskas,sk
134,akɾeskˈajs,sk
135,inflixˈamos,x
136,konbˈenɡa,nɡ
137,sustɾaˈemos,
138,diɾixˈajs,x
139,fɾunsˈimos,ns
140,empobɾˈeska,sk
141,sedˈusen,s
142,sustɾˈajɡo,jɡ
143,aɡɾadˈesko,sk
144,deɾelˈinka,nk
145,peɾtenˈese,s
146,akontˈesen,s
147,establˈesen,s
148,ɾetɾˈae,
149,esklaɾesˈejs,s
150,embeʃˈeses,s
151,desentumˈeskan,sk
152,ˈuɾxas,ɾx
153,kaɾˈeska,sk
154,sˈuɾçe,ɾç
155,eksˈiçen,ç
156,desmeɾˈese,s
157,desɡwaɾnesˈejs,s
158,manutenˈejs,n
159,derelinkˈajs,nk
160,feneskˈajs,sk
161,konbalˈeses,s
162,estˈaɾse,ɾs
163,seduskˈamos,sk
164,pospˈone,n
165,supeɾbˈenɡas,nɡ
166,peɾteneskˈajs,sk
167,ˈasɡa,sɡ
168,peɾmaneskˈamos,sk
169,neɡliçˈimos,ç
170,ʃukstapˈonɡa,nɡ
171,pɾedispˈones,n
172,ekibˈale,l
173,fɾunsˈimos,ns
174,abdˈuska,sk
175,ensoɾdesˈemos,s
176,impˈone,n
177,inteɾpˈonɡa,nɡ
178,pɾesuponˈejs,n
179,ensoɾdˈeses,s
180,entɾistˈeskas,sk
181,ɾekˈae,
182,fenˈesen,s
183,kontɾaˈaɡas,ɡ
184,konduskˈajs,sk
185,enbexˈeskas,sk
186,kompaɾˈeskas,sk
187,bendˈises,s
188,obedˈese,s
189,desentumeskˈajs,sk
190,arˈeskan,sk
191,estɾemˈeses,s
192,ɾekonbˈenɡas,nɡ
193,atˈenɡa,nɡ
194,entoɾpeskˈamos,sk
195,kaɾˈeskas,sk
196,sostˈenɡa,nɡ
197,balbuskˈajs,sk
198,adusˈimos,s
199,enteɾnˈesen,s
200,enɾoxeskˈajs,sk
201,enkˈoçes,ç
202,ʃaskˈajs,sk
203,fɾançˈimos,nç
204,enɾaɾˈeska,sk
205,ɾeestablˈeskan,sk
206,indispˈonɡas,nɡ
207,eksˈiçes,ç
208,embeʃˈesko,sk
209,kontɾaponˈemos,n
210,establˈesen,s
211,akˈoçes,ç
212,akɾˈesen,s
213,manutenɡˈamos,nɡ
214,ekibalˈejs,l
215,ɾetɾotɾˈajɡa,jɡ
216,eɾˈiçen,ç
217,exeɾsˈejs,ɾs
218,konbeɾxˈajs,ɾx
219,supeɾpˈonɡa,nɡ
220,ˈuɾxan,ɾx
221,sˈuɾxas,ɾx
222,peɾtenˈesen,s
223,ɾejmpˈonɡo,nɡ
224,konbeɾxˈamos,ɾx
225,ɾeponɡˈamos,nɡ
226,pɾesupˈonɡa,nɡ
227,kompaɾeskˈajs,sk
228,aborˈeses,s
229,neɡɾeskˈajs,sk
230,embeʃˈeskas,sk
231,ʃˈaska,sk
232,ensombɾˈese,s
233,sˈuɾsen,ɾs
234,ɾetɾajɡˈamos,jɡ
235,abstˈeɾxa,ɾx
236,supeɾbenˈimos,n
237,ɾeduskˈajs,sk
238,kompaɾesˈejs,s
239,ɾetwˈeɾse,ɾs
240,obskuɾˈesko,sk
241,ɾesˈuɾxa,ɾx
242,enkaʃˈeska,sk
243,obedˈeses,s
244,enɾaɾˈeska,sk
245,akɾesˈemos,s
246,dekɾˈese,s
247,desˈasɡa,sɡ
248,ˈasɡan,sɡ
249,ɾesˈuɾçes,ɾç
250,sˈuɾso,ɾs
251,enɾaɾesˈejs,s
252,ɡwaɾnˈese,s
253,sustɾaˈemos,
254,deskonˈoskas,sk
255,infɾˈinxas,nx
256,adolesˈejs,s
257,eɾixˈamos,x
258,desabastˈeskan,sk
259,kopɾodˈuskas,sk
260,fɾˈunses,ns
261,kontɾˈaen,
262,sumˈeɾxa,ɾx
263,kaɾesˈemos,s
264,desɡwaɾnˈeskan,sk
265,ofɾˈese,s
266,konbjˈenes,n
267,ɾobustˈesen,s
268,opˈonɡa,nɡ
269,ɾekonˈoskas,sk
270,akontesˈemos,s
271,konbalˈeska,sk
272,naskˈamos,sk
273,opˈone,n
274,ɾepˈonɡa,nɡ
275,arˈeskas,sk
276,adolˈeskan,sk
277,ɾekˈajɡa,jɡ
278,deɾelinkˈis,nk
279,ɾeapaɾeskˈajs,sk
280,peɾmanˈeska,sk
281,konbˈenɡas,nɡ
282,mˈaɾsan,ɾs
283,enbilˈesen,s
284,intelˈixas,x
285,mˈuçe,ç
286,manutenɡˈajs,nɡ
287,desmeɾeskˈajs,sk
288,ɡwaɾnˈesko,sk
289,manutenˈemos,n
290,akaeskˈajs,sk
291,fɾançˈis,nç
292,akontesˈejs,s
293,ɾeelixˈamos,x
294,ɾejmpˈones,n
295,ɾedˈuskan,sk
296,dekajɡˈajs,jɡ
297,atɾˈaes,
298,espaɾsˈis,ɾs
299,konbˈeɾxo,ɾx
300,desnˈasen,s
301,enɾaɾˈesko,sk
302,obskuɾˈeska,sk
303,ennobleskˈajs,sk
304,eksiçˈis,ç
305,deɾelˈinkan,nk
306,peɾtenˈeska,sk
307,aborˈese,s
308,tɾansˈixas,x
309,eskwˈesa,s
310,eɾˈixan,x
311,bendˈiɡa,ɡ
312,enbexˈesko,sk
313,eskaesˈejs,s
314,eskaeskˈajs,sk
