idx,tgt,tgt_sf
0,ɾeestablˈesen,s
1,ɾebˈenɡa,nɡ
2,atɾaˈejs,
3,desasɡˈamos,sɡ
4,asˈemos,s
5,sˈales,l
6,desɡwaɾnˈesen,s
7,apetˈeska,sk
8,enluskˈamos,sk
9,detɾˈae,
10,eliçˈis,ç
11,ɾekomponˈejs,n
12,mˈulxa,lx
13,apaɾesˈejs,s
14,obedˈeska,sk
15,ɾekondˈuse,s
16,ɾebeɾdeskˈajs,sk
17,empobɾˈesko,sk
18,deskˈosan,s
19,sˈalen,l
20,ɾediɾˈixo,x
21,fɾˈanxa,nx
22,entɾetjˈenen,n
23,obskuɾesˈemos,s
24,foɾtalˈesen,s
25,enkaɾˈeses,s
26,ɾetɾadˈusen,s
27,abasteskˈajs,sk
28,desasˈimos,s
29,estˈaɾses,ɾs
30,ɾekondˈuska,sk
31,neɡlˈixas,x
32,enduɾesˈemos,s
33,ɾekompˈonɡa,nɡ
34,ɾetˈenɡan,nɡ
35,kajɡˈajs,jɡ
36,padˈeskan,sk
37,ɡwaɾnˈeska,sk
38,enmudˈeskas,sk
39,faboɾeskˈamos,sk
40,ˈunxan,nx
41,kˈosan,s
42,ɾekonbˈenɡan,nɡ
43,areskˈamos,sk
44,ɾekwˈesen,s
45,intɾodusˈimos,s
46,pɾebalesˈemos,s
47,enaɾdˈeska,sk
48,eksˈiçen,ç
49,emulxˈajs,lx
50,ɾefulçˈis,lç
51,kˈose,s
52,ennoblˈeska,sk
53,ɾekonbˈenɡan,nɡ
54,adbˈenɡan,nɡ
55,atɾˈae,
56,eksˈixo,x
57,detɾajɡˈamos,jɡ
58,kontɾabˈenɡan,nɡ
59,areskˈajs,sk
60,enɾoxesˈejs,s
61,konbeɾçˈejs,ɾç
62,embɾutˈeses,s
63,unxˈajs,nx
64,pɾeestableskˈamos,sk
65,fɾˈançe,nç
66,fɾˈanxo,nx
67,atɾˈajɡa,jɡ
68,akɾˈese,s
69,anoʧˈeska,sk
70,apetˈesen,s
71,pɾeestableskˈamos,sk
72,balbˈusen,s
73,empobɾˈese,s
74,ɾetjˈenes,n
75,supeɾpˈonen,n
76,ˈunxa,nx
77,obedˈeses,s
78,areskˈajs,sk
79,enmoˈeskas,sk
80,kˈajɡas,jɡ
81,ɾetjˈenen,n
82,balbˈusko,sk
83,peɾteneskˈamos,sk
84,fɾˈançes,nç
85,manutenɡˈajs,nɡ
86,detɾˈajɡo,jɡ
87,pɾedˈiɡan,ɡ
88,neɡɾˈeska,sk
89,akɾeskˈajs,sk
90,komponˈemos,n
91,ɾekwˈeses,s
92,padˈesko,sk
93,faboɾeskˈajs,sk
94,meɾesˈemos,s
95,kontɾabˈenɡa,nɡ
96,akɾˈeskan,sk
97,faboɾˈesen,s
98,elˈixa,x
99,konbjˈene,n
100,sostenɡˈajs,nɡ
101,adbjˈene,n
102,balbˈusen,s
103,eskaɾnˈeses,s
104,meɾˈese,s
105,inbˈenɡan,nɡ
106,despɾotˈeçen,ç
107,enkˈoçes,ç
108,komplaskˈajs,sk
109,ɾestablˈeskas,sk
110,desɡwaɾnˈeska,sk
111,despɾotˈeçe,ç
112,supeɾpˈone,n
113,enɾikˈeska,sk
114,kontɾabjˈene,n
115,abastesˈejs,s
116,tɾadˈuskan,sk
117,faʃˈese,s
118,tɾaspˈonɡa,nɡ
119,establˈese,s
120,kontenˈejs,n
121,absteɾçˈemos,ɾç
122,enmoˈeska,sk
123,embɾutˈeska,sk
124,neɡliçˈis,ç
125,detɾˈaes,
126,peɾtenˈeska,sk
127,neɡɾˈeska,sk
128,ɾekompˈonɡa,nɡ
129,inteɾpˈonen,n
130,ˈunxas,nx
131,faʃesˈemos,s
