idx,tgt,tgt_sf
0,inflˈixan,x
1,ɾekwˈesa,s
2,imponˈemos,n
3,deskompˈonɡa,nɡ
4,ɾesuɾçˈimos,ɾç
5,ensoɾdeskˈamos,sk
6,ɾetwˈeɾso,ɾs
7,dekɾeskˈamos,sk
8,pɾotˈeçen,ç
9,supˈone,n
10,ɾeapaɾeskˈamos,sk
11,ʃˈaskas,sk
12,estɾemesˈemos,s
13,ɾebeɾdˈeska,sk
14,ˈaɡa,ɡ
15,destwˈeɾses,ɾs
16,pɾotˈeçes,ç
17,enɡɾandesˈejs,s
18,enbilˈesen,s
19,umedˈeska,sk
20,ɾeelˈixo,x
21,detjˈenes,n
22,abastˈeska,sk
23,emˈunxa,nx
24,enaltˈeskas,sk
25,ɾejmpˈonen,n
26,balbusˈimos,s
27,enkˈoxa,x
28,intelˈixa,x
29,ɾeˈases,s
30,obskuɾˈeska,sk
31,kˈoses,s
32,empodɾˈeska,sk
33,ɾedˈuse,s
34,enbexˈeska,sk
35,abstˈeɾxa,ɾx
36,ɾˈuxo,x
37,pɾediɡˈamos,ɡ
38,kontɾaaɡˈajs,ɡ
39,adoɾmeskˈamos,sk
40,edusˈis,s
41,ofɾˈeses,s
42,entɾetjˈenen,n
43,ɾuxˈajs,x
44,kompˈunxa,nx
45,ɾeelixˈamos,x
46,akonteskˈamos,sk
47,ɾeelˈiçe,ç
48,ɾesˈaɾsan,ɾs
49,aɡɾadˈeses,s
50,ekibalˈejs,l
51,enteɾnˈeska,sk
52,floɾˈese,s
53,enbilˈesen,s
54,embeʃˈese,s
55,ɾetɾadˈusen,s
56,ɾobustesˈejs,s
57,enlentˈesen,s
58,empobɾesˈemos,s
59,ekibˈalɡas,lɡ
60,fˈulçen,lç
61,ɾobustˈeska,sk
62,komplasˈejs,s
63,peɾtenˈese,s
64,peɾeskˈamos,sk
65,kondˈuska,sk
66,derelˈinka,nk
67,desdˈises,s
68,subʃasˈemos,s
69,ˈase,s
70,despɾotˈexan,x
71,ɾepˈonɡa,nɡ
72,kondˈuses,s
73,kompˈunxa,nx
74,apetˈesen,s
75,umedˈeskas,sk
76,desobedesˈemos,s
77,akoçˈemos,ç
78,ɾobustˈeses,s
79,despɾotˈexa,x
80,peɾtenˈeska,sk
81,edusˈis,s
82,lanɡideskˈamos,sk
83,ɾeapaɾˈese,s
84,obedesˈejs,s
85,deponˈemos,n
86,konbalˈesen,s
87,obedˈeskas,sk
88,ɾemˈeskan,sk
89,mˈuçes,ç
90,enɾoxˈeska,sk
91,ofɾesˈejs,s
92,elˈixo,x
93,fulxˈajs,lx
94,entɾebenˈis,n
95,ɾeponɡˈajs,nɡ
96,enkoçˈejs,ç
97,konbjˈenes,n
98,tɾˈae,
99,subbˈenɡan,nɡ
100,abdˈuska,sk
101,aboresˈemos,s
102,ɾesˈaɾses,ɾs
103,neɡlˈixan,x
104,ɾeabastesˈemos,s
105,aduskˈajs,sk
106,tɾaduskˈamos,sk
107,ɾedˈisen,s
108,konflˈixo,x
109,aɡɾadesˈejs,s
110,ɾetoɾsˈajs,ɾs
111,ensombɾˈesko,sk
112,eɾixˈamos,x
113,ɾekonbjˈenes,n
114,desɡwaɾneskˈamos,sk
115,entɾebenɡˈajs,nɡ
116,konflˈixo,x
117,umedˈeska,sk
118,sobɾebˈenɡas,nɡ
119,eɾˈiçe,ç
120,ennoblˈeska,sk
121,inflixˈamos,x
122,emˈunçes,nç
123,ˈasen,s
124,ˈunxan,nx
125,tɾadˈusko,sk
126,ɾeelixˈajs,x
127,ɾeabastˈeses,s
