lemmas,pred_stems,pred_suffixes,test_stems,test_suffixes
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,ejs,enkanes,ejs
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,emos,enkanes,emos
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
enkanesˈeɾ,enkanes,en,enkanes,en
