lemmas,pred_stems,pred_suffixes,test_stems,test_suffixes
meɾesˈeɾ,meɾses,ajs,meɾes,ejs
meɾesˈeɾ,meɾses,ajs,meɾes,ejs
meɾesˈeɾ,meɾses,ajs,meɾes,ejs
meɾesˈeɾ,meɾske,ajs,meɾes,ejs
meɾesˈeɾ,meɾske,ajs,meɾes,ejs
meɾesˈeɾ,meɾesk,ajs,meɾes,ejs
meɾesˈeɾ,meɾes,ejs,meɾes,ejs
meɾesˈeɾ,meɾses,ejs,meɾes,ejs
meɾesˈeɾ,meɾses,ejs,meɾes,ejs
meɾesˈeɾ,meɾses,ejs,meɾes,ejs
meɾesˈeɾ,meɾes,ajs,meɾes,ejs
meɾesˈeɾ,meɾes,ajs,meɾes,ejs
meɾesˈeɾ,meɾkes,ajs,meɾes,ejs
meɾesˈeɾ,meɾkes,ajs,meɾes,ejs
meɾesˈeɾ,meɾkes,ajs,meɾes,ejs
meɾesˈeɾ,meɾkes,ejs,meɾes,ejs
meɾesˈeɾ,meɾkes,ejs,meɾes,ejs
meɾesˈeɾ,meɾkes,ejs,meɾes,ejs
meɾesˈeɾ,meɾkes,ajs,meɾes,ejs
meɾesˈeɾ,meɾes,ajs,meɾes,ejs
meɾesˈeɾ,meɾkes,ajs,meɾes,ejs
meɾesˈeɾ,meɾkes,ajs,meɾes,ejs
meɾesˈeɾ,meɾkes,ejs,meɾes,ejs
meɾesˈeɾ,meɾkes,ejs,meɾes,ejs
meɾesˈeɾ,meɾkes,ejs,meɾes,ejs
meɾesˈeɾ,meɾkes,ejs,meɾes,ejs
meɾesˈeɾ,meɾkes,ejs,meɾes,ejs
meɾesˈeɾ,meɾkes,ajs,meɾes,ejs
meɾesˈeɾ,meɾkes,ajs,meɾes,ejs
meɾesˈeɾ,meɾkes,ajs,meɾes,ejs
meɾesˈeɾ,meɾkes,ejs,meɾes,ejs
meɾesˈeɾ,meɾkes,ejs,meɾes,ejs
meɾesˈeɾ,meɾkes,ajs,meɾes,ejs
meɾesˈeɾ,meɾkes,ajs,meɾes,ejs
meɾesˈeɾ,meɾsk,ajs,meɾes,ejs
meɾesˈeɾ,meɾsk,ajs,meɾes,ejs
meɾesˈeɾ,meɾsk,ajs,meɾes,ejs
meɾesˈeɾ,meɾsk,ajs,meɾes,ejs
meɾesˈeɾ,meɾsk,ajs,meɾes,ejs
meɾesˈeɾ,meɾsk,ajs,meɾes,ejs
meɾesˈeɾ,meɾske,ejs,meɾes,ejs
meɾesˈeɾ,meɾske,ejs,meɾes,ejs
meɾesˈeɾ,meɾsk,ajs,meɾes,ejs
meɾesˈeɾ,meɾsk,ajs,meɾes,ejs
meɾesˈeɾ,meɾsk,ajs,meɾes,ejs
meɾesˈeɾ,meɾesk,ajs,meɾes,ejs
meɾesˈeɾ,meɾske,ajs,meɾes,ejs
meɾesˈeɾ,meɾske,ajs,meɾes,ejs
meɾesˈeɾ,meɾske,ajs,meɾes,ejs
meɾesˈeɾ,meɾesk,ajs,meɾes,ejs
meɾesˈeɾ,meɾesk,ajs,meɾes,ejs
meɾesˈeɾ,meɾesk,ajs,meɾes,ejs
meɾesˈeɾ,meɾkes,ejs,meɾes,ejs
meɾesˈeɾ,meɾkes,ejs,meɾes,ejs
meɾesˈeɾ,meɾkes,ejs,meɾes,ejs
meɾesˈeɾ,meɾses,amos,meɾes,emos
meɾesˈeɾ,meɾse,amos,meɾes,emos
meɾesˈeɾ,meɾse,amos,meɾes,emos
meɾesˈeɾ,meɾske,amos,meɾes,emos
meɾesˈeɾ,meɾske,amos,meɾes,emos
meɾesˈeɾ,meɾske,amos,meɾes,emos
meɾesˈeɾ,meɾske,amos,meɾes,emos
meɾesˈeɾ,meɾske,amos,meɾes,emos
meɾesˈeɾ,meɾske,amos,meɾes,emos
meɾesˈeɾ,meɾske,amos,meɾes,emos
meɾesˈeɾ,meɾes,amos,meɾes,emos
meɾesˈeɾ,meɾes,amos,meɾes,emos
meɾesˈeɾ,meɾkes,amos,meɾes,emos
meɾesˈeɾ,meɾkes,amos,meɾes,emos
meɾesˈeɾ,meɾkes,emos,meɾes,emos
meɾesˈeɾ,meɾkes,emos,meɾes,emos
meɾesˈeɾ,meɾkes,emos,meɾes,emos
meɾesˈeɾ,meɾkes,emos,meɾes,emos
meɾesˈeɾ,meɾske,amos,meɾes,emos
meɾesˈeɾ,meɾes,amos,meɾes,emos
meɾesˈeɾ,meɾkes,amos,meɾes,emos
meɾesˈeɾ,meɾkes,amos,meɾes,emos
meɾesˈeɾ,meɾkes,emos,meɾes,emos
meɾesˈeɾ,meɾkes,emos,meɾes,emos
meɾesˈeɾ,meɾkes,emos,meɾes,emos
meɾesˈeɾ,meɾkes,emos,meɾes,emos
meɾesˈeɾ,meɾkes,emos,meɾes,emos
meɾesˈeɾ,meɾkes,amos,meɾes,emos
meɾesˈeɾ,meɾkes,amos,meɾes,emos
meɾesˈeɾ,meɾkes,emos,meɾes,emos
meɾesˈeɾ,meɾkes,emos,meɾes,emos
meɾesˈeɾ,meɾkes,emos,meɾes,emos
meɾesˈeɾ,meɾkes,emos,meɾes,emos
meɾesˈeɾ,meɾkes,amos,meɾes,emos
meɾesˈeɾ,meɾskam,amos,meɾes,emos
meɾesˈeɾ,meɾskam,amos,meɾes,emos
meɾesˈeɾ,meɾskam,amos,meɾes,emos
meɾesˈeɾ,meɾskam,amos,meɾes,emos
meɾesˈeɾ,meɾskam,amos,meɾes,emos
meɾesˈeɾ,meɾsk,amos,meɾes,emos
meɾesˈeɾ,meɾske,emos,meɾes,emos
meɾesˈeɾ,meɾesk,amos,meɾes,emos
meɾesˈeɾ,meɾskam,amos,meɾes,emos
meɾesˈeɾ,meɾskam,amos,meɾes,emos
meɾesˈeɾ,meɾske,emos,meɾes,emos
meɾesˈeɾ,meɾesk,amos,meɾes,emos
meɾesˈeɾ,meɾske,amos,meɾes,emos
meɾesˈeɾ,meɾske,amos,meɾes,emos
meɾesˈeɾ,meɾske,amos,meɾes,emos
meɾesˈeɾ,meɾesk,amos,meɾes,emos
meɾesˈeɾ,meɾesk,amos,meɾes,emos
meɾesˈeɾ,meɾesk,amos,meɾes,emos
meɾesˈeɾ,meɾkes,emos,meɾes,emos
meɾesˈeɾ,meɾske,amos,meɾes,emos
meɾesˈeɾ,meɾkes,emos,meɾes,emos
meɾesˈeɾ,meɾes,an,meɾes,en
meɾesˈeɾ,meɾes,an,meɾes,en
meɾesˈeɾ,meɾes,an,meɾes,en
meɾesˈeɾ,meɾses,en,meɾes,en
meɾesˈeɾ,meɾses,en,meɾes,en
meɾesˈeɾ,meɾes,en,meɾes,en
meɾesˈeɾ,meɾes,en,meɾes,en
meɾesˈeɾ,meɾses,en,meɾes,en
meɾesˈeɾ,meɾses,en,meɾes,en
meɾesˈeɾ,meɾes,en,meɾes,en
meɾesˈeɾ,meɾes,an,meɾes,en
meɾesˈeɾ,meɾes,an,meɾes,en
meɾesˈeɾ,meɾses,en,meɾes,en
meɾesˈeɾ,meɾes,en,meɾes,en
meɾesˈeɾ,meɾes,en,meɾes,en
meɾesˈeɾ,meɾes,en,meɾes,en
meɾesˈeɾ,meɾes,en,meɾes,en
meɾesˈeɾ,meɾes,en,meɾes,en
meɾesˈeɾ,meɾes,en,meɾes,en
