lemmas,pred_stems,pred_suffixes,test_stems,test_suffixes
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
enkaɾnisˈaɾ,enkaɾnis,ejs,enkaɾnis,ejs
