condition,run,model,triples_seen_in_training,test_frequency,training_frequency
10L_90NL,2,10L_90NL_2_1,"('s', 's', 'sk')",2,244
10L_90NL,2,10L_90NL_2_1,"('nç', 'nç', 'nç')",23,6
10L_90NL,2,10L_90NL_2_1,"('nç', 'nç', 'nç')",23,6
10L_90NL,2,10L_90NL_2_1,"('nç', 'nç', 'nç')",23,6
10L_90NL,2,10L_90NL_2_1,"('nç', 'nx', 'nç')",140,38
10L_90NL,2,10L_90NL_2_1,"('nç', 'nx', 'nç')",140,38
10L_90NL,2,10L_90NL_2_1,"('nç', 'nx', 'nç')",140,38
10L_90NL,2,10L_90NL_2_1,"('nç', 'nx', 'nç')",140,38
10L_90NL,2,10L_90NL_2_1,"('nç', 'nx', 'nç')",140,38
10L_90NL,2,10L_90NL_2_1,"('nç', 'nx', 'nç')",140,38
10L_90NL,2,10L_90NL_2_1,"('nç', 'nx', 'nç')",140,38
10L_90NL,2,10L_90NL_2_1,"('nç', 'nç', 'nç')",23,6
10L_90NL,2,10L_90NL_2_1,"('nç', 'nç', 'nç')",23,6
10L_90NL,2,10L_90NL_2_1,"('nç', 'nx', 'nç')",140,38
10L_90NL,2,10L_90NL_2_1,"('nç', 'nx', 'nç')",140,38
10L_90NL,2,10L_90NL_2_1,"('nç', 'nx', 'nç')",140,38
10L_90NL,2,10L_90NL_2_1,"('nç', 'nx', 'nç')",140,38
10L_90NL,2,10L_90NL_2_1,"('nç', 'nx', 'nç')",140,38
10L_90NL,2,10L_90NL_2_1,"('nç', 'nx', 'nç')",140,38
10L_90NL,2,10L_90NL_2_1,"('nç', 'nx', 'nç')",140,38
10L_90NL,2,10L_90NL_2_1,"('nç', 'nç', 'nç')",23,6
10L_90NL,2,10L_90NL_2_1,"('nç', 'nx', 'nç')",140,38
10L_90NL,2,10L_90NL_2_1,"('nç', 'nx', 'nç')",140,38
10L_90NL,2,10L_90NL_2_1,"('nç', 'nx', 'nç')",140,38
10L_90NL,2,10L_90NL_2_1,"('nç', 'nx', 'nç')",140,38
